quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
47	1.0	6	6	7/4	7/4	4/2	2	1	#viio6/v		G	I		#viio6/v	#vii	o	6		v			o	0	0	3, 0, 6		6	3
48	2.0	7	7	0	0	4/2	2	1	v		G	I		v	v							m	0	0	1, -2, 2		1	1
50	1.0	7	7	1/2	1/2	4/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
51	1.0	7	7	3/4	3/4	4/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
52	1.0	7	7	1	1	4/2	2	1	V2/V		G	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
53	1.0	7	7	5/4	5/4	4/2	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
54	1.0	7	7	3/2	3/2	4/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
55	1.0	7	7	7/4	7/4	4/2	2	1	vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
56	2.0	8	8	0	0	4/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
58	1.0	8	8	1/2	1/2	4/2	2	1	viio6(2)/II		G	I		viio6(2)/II	vii	o	6	2	II			o	0	0	4, 1, 2		7	4
59	1.0	8	8	3/4	3/4	4/2	2	1	viio6/II		G	I		viio6/II	vii	o	6		II			o	0	0	4, 1, 7		7	4
60	1.0	8	8	1	1	4/2	2	1	II6		G	I		II6	II		6					M	0	0	6, 3, 2		2	6
61	3.0	8	8	5/4	5/4	4/2	2	1	II		G	I		II	II							M	0	0	2, 6, 3		2	2
64	2.0	9	9	0	0	4/2	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
66	2.0	9	9	1/2	1/2	4/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
68	2.0	9	9	1	1	4/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
70	1.0	9	9	3/2	3/2	4/2	2	1	ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
71	1.0	9	9	7/4	7/4	4/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
72	1.0	10	10	0	0	4/2	2	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
73	1.0	10	10	1/4	1/4	4/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
74	4.0	10	10	1/2	1/2	4/2	2	1	I}{		G	I		I	I						}{	M	0	0	0, 4, 1		0	0
78	2.0	10	10	3/2	3/2	4/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
80	1.0	11	11	0	0	4/2	2	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
81	1.0	11	11	1/4	1/4	4/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
82	2.0	11	11	1/2	1/2	4/2	2	1	I}{		G	I		I	I						}{	M	0	0	0, 4, 1		0	0
84	2.0	11	11	1	1	4/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
86	2.0	11	11	3/2	3/2	4/2	2	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
88	1.0	12	12	0	0	4/2	2	1	V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
89	1.0	12	12	1/4	1/4	4/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
90	1.0	12	12	1/2	1/2	4/2	2	1	vi(4)		G	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3
91	1.0	12	12	3/4	3/4	4/2	2	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
92	2.0	12	12	1	1	4/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
94	2.0	12	12	3/2	3/2	4/2	2	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
96	1.0	13	13	0	0	4/2	2	1	IV(9)		G	I		IV(9)	IV			9				M	0	0	-1, 3, 0	1	-1	-1
97	1.0	13	13	1/4	1/4	4/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
98	4.0	13	13	1/2	1/2	4/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
102	1.0	13	13	3/2	3/2	4/2	2	1	IV/IV		G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
103	1.0	13	13	7/4	7/4	4/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
104	1.0	14	14	0	0	4/2	2	1	viio6(2)/IV		G	I		viio6(2)/IV	vii	o	6	2	IV			o	0	0	1, -2, -1		4	1
105	1.0	14	14	1/4	1/4	4/2	2	1	viio6/IV		G	I		viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
106	2.0	14	14	1/2	1/2	4/2	2	1	IV}{		G	I		IV	IV						}{	M	0	0	-1, 3, 0		-1	-1
108	4.0	14	14	1	1	4/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
112	1.0	15	15	0	0	4/2	2	1	IV6/IV		G	I		IV6/IV	IV		6		IV			M	0	0	2, -1, -2		-2	2
113	1.0	15	15	1/4	1/4	4/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
114	1.0	15	15	1/2	1/2	4/2	2	1	V6(4)/IV		G	I		V6(4)/IV	V		6	4	IV			M	0	0	-1, 1, 0		0	-1
115	1.0	15	15	3/4	3/4	4/2	2	1	V6/IV		G	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
116	4.0	15	15	1	1	4/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
120	1.0	16	16	0	0	4/2	2	1	viio6(2)/IV		G	I		viio6(2)/IV	vii	o	6	2	IV			o	0	0	1, -2, -1		4	1
121	2.0	16	16	1/4	1/4	4/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
123	1.0	16	16	3/4	3/4	4/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
124	1.0	16	16	1	1	4/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
125	1.0	16	16	5/4	5/4	4/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
126	1.0	16	16	3/2	3/2	4/2	2	1	V6(4)		G	I		V6(4)	V		6	4				M	0	0	0, 2, 1		1	0
127	1.0	16	16	7/4	7/4	4/2	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
128	4.0	17	17	0	0	2/2	2	1	I}		G	I		I	I						}	M	0	0	0, 4, 1		0	0
132	3.0	18	18	0	0	3/2	2	1	IV{		G	I		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
135	3.0	18	18	3/4	3/4	3/2	2	1	IV6	vi	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
138	3.0	19	19	0	0	3/2	2	1	v6		G	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
141	1.0	19	19	3/4	3/4	3/2	2	1	V/v		G	I		V/v	V				v			M	0	0	2, 6, 3		2	2
142	2.0	19	19	1	1	3/2	2	1	v		G	I		v	v							m	0	0	1, -2, 2		1	1
144	4.0	20	20	0	0	3/2	2	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
148	2.0	20	20	1	1	3/2	2	1	IV6/IV		G	I		IV6/IV	IV		6		IV			M	0	0	2, -1, -2		-2	2
150	3.0	21	21	0	0	3/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
153	1.0	21	21	3/4	3/4	3/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
154	1.0	21	21	1	1	3/2	2	1	IV6/bVII		G	I		IV6/bVII	IV		6		bVII			M	0	0	1, -2, -3		-3	1
155	1.0	21	21	5/4	5/4	3/2	2	1	viio/bVII		G	I		viio/bVII	vii	o			bVII			o	0	0	3, 0, -3		3	3
156	1.0	22	22	0	0	3/2	2	1	.bVII		G	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
157	2.0	22	22	1/4	1/4	3/2	2	1	v6		G	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
159	3.0	22	22	3/4	3/4	3/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
162	2.0	23	23	0	0	3/2	2	1	.bVII		G	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
164	1.0	23	23	1/2	1/2	3/2	2	1	v6		G	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
165	2.0	23	23	3/4	3/4	3/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
167	1.0	23	23	5/4	5/4	3/2	2	1	IV7/V		G	I		IV7/V	IV		7		V			Mm7	0	0	0, 4, 1, -2		0	0
168	1.0	24	24	0	0	3/2	2	1	ii65/V		G	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
169	1.0	24	24	1/4	1/4	3/2	2	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
170	1.0	24	24	1/2	1/2	3/2	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
171	3.0	24	24	3/4	3/4	3/2	2	1	V}{		G	I		V	V						}{	M	0	0	1, 5, 2		1	1
174	3.0	25	25	0	0	3/2	2	1	vi	IV6	G	I		vi	vi							m	0	0	3, 0, 4		3	3
177	2.0	25	25	3/4	3/4	3/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
179	1.0	25	25	5/4	5/4	3/2	2	1	V2		G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
180	3.0	26	26	0	0	3/2	2	1	V6/IV		G	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
183	3.0	26	26	3/4	3/4	3/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
186	1.0	27	27	0	0	3/2	2	1	ii6/IV		G	I		ii6/IV	ii		6		IV			m	0	0	-2, 2, 1		1	-2
187	2.0	27	27	1/4	1/4	3/2	2	1	IV/IV		G	I		IV/IV	IV				IV			M	0	0	-2, 2, -1		-2	-2
189	1.0	27	27	3/4	3/4	3/2	2	1	ii65/IV		G	I		ii65/IV	ii		65		IV			mm7	0	0	-2, 2, -1, 1		1	-2
190	1.0	27	27	1	1	3/2	2	1	V(4)/IV		G	I		V(4)/IV	V			4	IV			M	0	0	0, -1, 1		0	0
191	1.0	27	27	5/4	5/4	3/2	2	1	V/IV		G	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
192	3.0	28	28	0	0	3/2	2	1	IV}{		G	I		IV	IV						}{	M	0	0	-1, 3, 0		-1	-1
195	3.0	28	28	3/4	3/4	3/2	2	1	v6		G	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
198	3.0	29	29	0	0	3/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
201	3.0	29	29	3/4	3/4	3/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
204	2.0	30	30	0	0	3/2	2	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
206	1.0	30	30	1/2	1/2	3/2	2	1	viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
207	2.0	30	30	3/4	3/4	3/2	2	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
209	1.0	30	30	5/4	5/4	3/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
210	3.0	31	31	0	0	3/2	2	1	iv6/II		G	I		iv6/II	iv		6		II			m	0	0	-2, 2, 1		1	-2
213	1.0	31	31	3/4	3/4	3/2	2	1	V(4)/II		G	I		V(4)/II	V			4	II			M	0	0	3, 2, 4		3	3
214	2.0	31	31	1	1	3/2	2	1	V/II		G	I		V/II	V				II			M	0	0	3, 7, 4		3	3
216	3.0	32	32	0	0	3/2	2	1	II}{		G	I		II	II						}{	M	0	0	2, 6, 3		2	2
219	2.0	32	32	3/4	3/4	3/2	2	1	V7/V		G	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
221	1.0	32	32	5/4	5/4	3/2	2	1	V(64)/V		G	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2
222	2.0	33	33	0	0	3/2	2	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
224	1.0	33	33	1/2	1/2	3/2	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
225	3.0	33	33	3/4	3/4	3/2	2	1	vi/V		G	I		vi/V	vi				V			m	0	0	4, 1, 5		4	4
228	2.0	34	34	0	0	3/2	2	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
230	1.0	34	34	1/2	1/2	3/2	2	1	viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
231	3.0	34	34	3/4	3/4	3/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
234	1.0	35	35	0	0	3/2	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
235	2.0	35	35	1/4	1/4	3/2	2	1	viio		G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
237	3.0	35	35	3/4	3/4	3/2	2	1	I}{		G	I		I	I						}{	M	0	0	0, 4, 1		0	0
240	2.0	36	36	0	0	3/2	2	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
242	1.0	36	36	1/2	1/2	3/2	2	1	viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
243	2.0	36	36	3/4	3/4	3/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
245	1.0	36	36	5/4	5/4	3/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
246	3.0	37	37	0	0	3/2	2	1	vii		G	I		vii	vii							m	0	0	5, 2, 6		5	5
249	3.0	37	37	3/4	3/4	3/2	2	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
252	1.0	38	38	0	0	3/2	2	1	V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
253	2.0	38	38	1/4	1/4	3/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
255	1.0	38	38	3/4	3/4	3/2	2	1	vi6(112)		G	I		vi6(112)	vi		6	112				m	0	0	0, 4, 5	2	3	0
256	2.0	38	38	1	1	3/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
258	2.0	39	39	0	0	3/2	2	1	V7/v		G	I		V7/v	V		7		v			Mm7	0	0	2, 6, 3, 0		2	2
260	1.0	39	39	1/2	1/2	3/2	2	1	V(64)/v		G	I		V(64)/v	V			64	v			M	0	0	2, 1, -2		2	2
261	2.0	39	39	3/4	3/4	3/2	2	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
263	1.0	39	39	5/4	5/4	3/2	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
264	8.0	40	40	0	0	2/2	2	1	V}		G	I		V	V						}	M	0	0	1, 5, 2		1	1
268	0.0	41	41	0	0	4/4	2	1	{		G	I									{		0	0				
272	2.0	42	42	0	0	8/4	2	1	IV/V		G	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
274	1.0	42	42	1/2	1/2	8/4	2	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
275	1.0	42	42	3/4	3/4	8/4	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
276	2.0	42	42	1	1	8/4	2	1	V}{		G	I		V	V						}{	M	0	0	1, 5, 2		1	1
278	2.0	42	42	3/2	3/2	8/4	2	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
280	1.0	43	43	0	0	8/4	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
281	1.0	43	43	1/4	1/4	8/4	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
282	1.0	43	43	1/2	1/2	8/4	2	1	ii		G	I		ii	ii							m	0	0	2, -1, 3		2	2
283	1.0	43	43	3/4	3/4	8/4	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
284	1.0	43	43	1	1	8/4	2	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
285	1.0	43	43	5/4	5/4	8/4	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
286	1.0	43	43	3/2	3/2	8/4	2	1	ii/V		G	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
287	1.0	43	43	7/4	7/4	8/4	2	1	viio6/V		G	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
288	4.0	44	44	0	0	4/4	2	1	V}{		G	I		V	V						}{	M	0	0	1, 5, 2		1	1
292	2.0	45	45	0	0	8/4	2	1	IV/V		G	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
294	2.0	45	45	1/2	1/2	8/4	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
296	4.0	45	45	1	1	8/4	2	1	V}{		G	I		V	V						}{	M	0	0	1, 5, 2		1	1
300	1.0	46	46	0	0	8/4	2	1	IV6/V		G	I		IV6/V	IV		6		V			M	0	0	4, 1, 0		0	4
301	1.0	46	46	1/4	1/4	8/4	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
302	1.0	46	46	1/2	1/2	8/4	2	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
303	1.0	46	46	3/4	3/4	8/4	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
304	2.0	46	46	1	1	8/4	2	1	vi/V		G	I		vi/V	vi				V			m	0	0	4, 1, 5		4	4
306	1.0	46	46	3/2	3/2	8/4	2	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
307	1.0	46	46	7/4	7/4	8/4	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
308	2.0	47	47	0	0	4/4	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
310	2.0	47	47	1/2	1/2	4/4	2	1	IV/V		G	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
312	2.0	48	48	0	0	4/4	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
314	1.0	48	48	1/2	1/2	4/4	2	1	ii/V		G	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
315	1.0	48	48	3/4	3/4	4/4	2	1	viio6/V		G	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
316	2.0	49	49	0	0	8/4	2	1	V}{		G	I		V	V						}{	M	0	0	1, 5, 2		1	1
318	1.0	49	49	1/2	1/2	8/4	2	1	I6(2)		G	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
319	1.0	49	49	3/4	3/4	8/4	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
320	1.0	49	49	1	1	8/4	2	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
321	1.0	49	49	5/4	5/4	8/4	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
322	1.0	49	49	3/2	3/2	8/4	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
323	1.0	49	49	7/4	7/4	8/4	2	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
324	1.0	50	50	0	0	8/4	2	1	V6/V		G	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
325	1.0	50	50	1/4	1/4	8/4	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
326	2.0	50	50	1/2	1/2	8/4	2	1	vi		G	I		vi	vi							m	0	0	3, 0, 4		3	3
328	2.0	50	50	1	1	8/4	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
330	2.0	50	50	3/2	3/2	8/4	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
332	1.0	51	51	0	0	8/4	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
333	1.0	51	51	1/4	1/4	8/4	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
334	1.0	51	51	1/2	1/2	8/4	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
335	1.0	51	51	3/4	3/4	8/4	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
336	2.0	51	51	1	1	8/4	2	1	IV/V		G	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
338	2.0	51	51	3/2	3/2	8/4	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
340	4.0	52	52	0	0	8/4	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
344	2.0	52	52	1	1	8/4	2	1	IV/V		G	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
346	1.0	52	52	3/2	3/2	8/4	2	1	V(4)/V		G	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
347	1.0	52	52	7/4	7/4	8/4	2	1	V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
348	4.0	53	53	0	0	4/4	2	1	V}		G	I		V	V						}	M	0	0	1, 5, 2		1	1
352	6.0	54	54	0	0	3/2	2	1	I{		G	I		I	I						{	M	0	0	0, 4, 1		0	0
358	4.0	55	55	0	0	3/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
362	2.0	55	55	1	1	3/2	2	1	IV7		G	I		IV7	IV		7					Mm7	0	0	-1, 3, 0, -3		-1	-1
364	4.0	56	56	0	0	3/2	2	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
368	2.0	56	56	1	1	3/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
370	6.0	57	57	0	0	3/2	2	1	I}{		G	I		I	I						}{	M	0	0	0, 4, 1		0	0
376	6.0	58	58	0	0	3/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
382	4.0	59	59	0	0	3/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
386	2.0	59	59	1	1	3/2	2	1	V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
388	2.0	60	60	0	0	3/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
390	4.0	60	60	1/2	1/2	3/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
394	4.0	61	61	0	0	3/2	2	1	V6		G	I		V6	V		6					M	0	0	5, 2, 1		1	5
398	2.0	61	61	1	1	3/2	2	1	v6		G	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
400	2.0	62	62	0	0	3/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
402	2.0	62	62	1/2	1/2	3/2	2	1	iv6		G	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
404	2.0	62	62	1	1	3/2	2	1	.bVI		G	I		bVI	bVI							M	0	0	-4, 0, -3		-4	-4
406	2.0	63	63	0	0	3/2	2	1	ii%65		G	I		ii%65	ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
408	2.0	63	63	1/2	1/2	3/2	2	1	V(4)		G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
410	2.0	63	63	1	1	3/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
412	2.0	64	64	0	0	3/2	2	1	I}{		G	I		I	I						}{	M	0	0	0, 4, 1		0	0
414	2.0	64	64	1/2	1/2	3/2	2	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
416	2.0	64	64	1	1	3/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
418	2.0	65	65	0	0	3/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
420	4.0	65	65	1/2	1/2	3/2	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
424	4.0	66	66	0	0	3/2	2	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
428	2.0	66	66	1	1	3/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
430	6.0	67	67	0	0	3/2	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
436	4.0	68	68	0	0	3/2	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
