mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	4/4	1	1	d.i[i{	d	i	i	i	i						{	m	1	1	0, -3, 1		0	0
1	1	3	3	2.0	3/4	3/4	4/4	1	1	III64	d	i	i	III64	III		64					M	1	1	-2, -3, 1		-3	-2
2	2	5	5	0.5	1/4	1/4	4/4	1	1	v6	d	i	i	v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	11/2	11/2	0.5	3/8	3/8	4/4	1	1	#viio6/iv	d	i	i	#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
2	2	6	6	1.0	1/2	1/2	4/4	1	1	iv6(+2)	d	i	i	iv6(+2)	iv		6	+2				m	1	1	-4, 0, -1	1	-1	-4
2	2	7	7	1.0	3/4	3/4	4/4	1	1	I	d	i	i	I	I							M	1	1	0, 4, 1		0	0
3	3	8	8	0.5	0	0	4/4	1	1	i	d	i	i	i	i							m	1	1	0, -3, 1		0	0
3	3	17/2	17/2	0.5	1/8	1/8	4/4	1	1	V64	d	i	i	V64	V		64					M	1	1	2, 1, 5		1	2
3	3	9	9	0.5	1/4	1/4	4/4	1	1	i	d	i	i	i	i							m	1	1	0, -3, 1		0	0
3	3	19/2	19/2	0.5	3/8	3/8	4/4	1	1	V43	d	i	i	V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	3	10	10	0.5	1/2	1/2	4/4	1	1	i]	d	i	i	i	i							m	1	1	0, -3, 1		0	0
3	3	21/2	21/2	0.5	5/8	5/8	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	3	11	11	0.5	3/4	3/4	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	23/2	23/2	0.5	7/8	7/8	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
4	4	12	12	1.0	0	0	4/4	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
4	4	13	13	3.0	1/4	1/4	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
5	5	16	16	3.0	0	0	4/4	1	1	V7/III	d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
5	5	19	19	0.5	3/4	3/4	4/4	1	1	V(4)/III	d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
5	5	39/2	39/2	0.5	7/8	7/8	4/4	1	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
6	6	20	20	1.0	0	0	4/4	1	1	V7/IV	d	i		V7/IV	V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
6	6	21	21	1.0	1/4	1/4	4/4	1	1	V(64)/IV	d	i		V(64)/IV	V			64	IV			M	1	1	0, -1, 3		0	0
6	6	22	22	1.0	1/2	1/2	4/4	1	1	i(64)	d	i		i(64)	i			64				m	1	1	0, -1, -4		0	0
6	6	23	23	1.0	3/4	3/4	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	24	24	1.0	0	0	4/4	1	1	ii6(112)	d	i		ii6(112)	ii		6	112				m	1	1	-1, 3, -3	1	2	-1
7	7	25	25	0.5	1/4	1/4	4/4	1	1	ii6	d	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
7	7	51/2	51/2	0.5	3/8	3/8	4/4	1	1	#viio64	d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
7	7	26	26	1.0	1/2	1/2	4/4	1	1	ii65	d	i		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
7	7	27	27	1.0	3/4	3/4	4/4	1	1	ii65(9)	d	i		ii65(9)	ii		65	9				mm7	1	1	-1, 3, 0, 2	-3	2	-1
8	8	28	28	0.5	0	0	8/4	1	1	v(134)	d	i		v(134)	v			134				m	1	1	1, 0, 2	-3	1	1
8	8	57/2	57/2	3.0	1/8	1/8	8/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
8	8	63/2	63/2	0.5	7/8	7/8	8/4	1	1	iio6/ii	d	i		iio6/ii	ii	o	6		ii			o	1	1	1, -2, 4		4	1
