quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	4.0	1	1	0	0	4/4	1	1	.d.i	d	i		i	i							m	1	1	0, -3, 1		0	0
4	2.0	2	2	0	0	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
6	1.0	2	2	1/2	1/2	4/4	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
7	0.5	2	2	3/4	3/4	4/4	1	1	#viio6/v	d	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
15/2	0.5	2	2	7/8	7/8	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
8	1.0	3	3	0	0	4/4	1	1	IV6	d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
9	1.0	3	3	1/4	1/4	4/4	1	1	#viio	d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
10	1.0	3	3	1/2	1/2	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
11	1.0	3	3	3/4	3/4	4/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	3.0	4	4	0	0	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
15	0.5	4	4	3/4	3/4	4/4	1	1	V6/v	d	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
31/2	0.5	4	4	7/8	7/8	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
16	1.0	5	5	0	0	4/4	1	1	I	d	i		I	I							M	1	1	0, 4, 1		0	0
17	1.0	5	5	1/4	1/4	4/4	1	1	#viio6/v	d	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
18	1.0	5	5	1/2	1/2	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
19	1.0	5	5	3/4	3/4	4/4	1	1	ii64	d	i		ii64	ii		64					m	1	1	3, 2, -1		2	3
20	1.5	6	6	0	0	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
43/2	0.5	6	6	3/8	3/8	4/4	1	1	viio/III	d	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
22	0.5	6	6	1/2	1/2	4/4	1	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
45/2	0.5	6	6	5/8	5/8	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
23	0.5	6	6	3/4	3/4	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
47/2	0.5	6	6	7/8	7/8	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
24	1.5	7	7	0	0	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
51/2	0.5	7	7	3/8	3/8	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
26	1.0	7	7	1/2	1/2	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
27	1.0	7	7	3/4	3/4	4/4	1	1	iio6/v	d	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
28	1.0	8	8	0	0	4/4	1	1	V(64)/v	d	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
29	1.0	8	8	1/4	1/4	4/4	1	1	V7/v	d	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
30	0.5	8	8	1/2	1/2	4/4	1	1	V(13)/v	d	i		V(13)/v	V			13	v			M	1	1	2, 6, 3	-2	2	2
61/2	0.5	8	8	5/8	5/8	4/4	1	1	V(64)/v	d	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
31	0.5	8	8	3/4	3/4	4/4	1	1	V(4)/v	d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
63/2	0.5	8	8	7/8	7/8	4/4	1	1	V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
32	2.0	9	9	0	0	4/4	1	1	v}{	d	i		v	v						}{	m	1	1	1, -2, 2		1	1
34	1.0	9	9	1/2	1/2	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
35	1.0	9	9	3/4	3/4	4/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
36	1.0	10	10	0	0	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
37	1.0	10	10	1/4	1/4	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
38	1.0	10	10	1/2	1/2	4/4	1	1	v(64)	d	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
39	3.0	10	10	3/4	3/4	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
42	1.0	11	11	1/2	1/2	4/4	1	1	VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
43	0.5	11	11	3/4	3/4	4/4	1	1	ii6	d	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
87/2	0.5	11	11	7/8	7/8	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
44	1.0	12	12	0	0	4/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
45	1.0	12	12	1/4	1/4	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
46	1.0	12	12	1/2	1/2	4/4	1	1	ii65	d	i		ii65	ii		65					mm7	1	1	-1, 3, 0, 2		2	-1
47	1.0	12	12	3/4	3/4	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
48	1.5	13	13	0	0	4/4	1	1	i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
99/2	0.5	13	13	3/8	3/8	4/4	1	1	iio6	d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
50	1.0	13	13	1/2	1/2	4/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
51	1.0	13	13	3/4	3/4	4/4	1	1	V2	d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
52	2.0	14	14	0	0	4/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
54	1.0	14	14	1/2	1/2	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
55	1.0	14	14	3/4	3/4	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
56	1.0	15	15	0	0	4/4	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
57	1.0	15	15	1/4	1/4	4/4	1	1	ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
58	1.0	15	15	1/2	1/2	4/4	1	1	V(6)	d	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
59	1.0	15	15	3/4	3/4	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
60	2.0	16	16	0	0	4/4	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
62	1.0	16	16	1/2	1/2	4/4	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
63	1.0	16	16	3/4	3/4	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
64	4.0	17	17	0	0	4/4	1	1	I}	d	i		I	I						}	M	1	1	0, 4, 1		0	0
68	3.0	18	18	0	0	3/2	1	1	i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
71	2.0	18	18	3/4	3/4	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
73	1.0	18	18	5/4	5/4	3/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
