quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
74	2.0	19	19	0	0	3/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
76	1.0	19	19	1/2	1/2	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
77	2.0	19	19	3/4	3/4	3/2	1	1	#viio6	d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
79	1.0	19	19	5/4	5/4	3/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
80	6.0	20	20	0	0	3/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
86	1.0	21	21	0	0	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
87	2.0	21	21	1/4	1/4	3/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
89	2.0	21	21	3/4	3/4	3/2	1	1	V(4)/v	d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
91	1.0	21	21	5/4	5/4	3/2	1	1	V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
92	1.0	22	22	0	0	3/2	1	1	VI/v}{	d	i		VI/v	VI				v		}{	M	1	1	-3, 1, -2		-3	-3
93	2.0	22	22	1/4	1/4	3/2	1	1	VI6/v	d	i		VI6/v	VI		6		v			M	1	1	1, -2, -3		-3	1
95	1.0	22	22	3/4	3/4	3/2	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
96	7.0	22	22	1	1	3/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
103	1.0	23	23	5/4	5/4	3/2	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
104	1.0	24	24	0	0	3/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
105	2.0	24	24	1/4	1/4	3/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
107	1.0	24	24	3/4	3/4	3/2	1	1	ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
108	1.0	24	24	1	1	3/2	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
109	1.0	24	24	5/4	5/4	3/2	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
110	3.0	25	25	0	0	3/2	1	1	i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
113	3.0	25	25	3/4	3/4	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
116	3.0	26	26	0	0	3/2	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
119	3.0	26	26	3/4	3/4	3/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
122	3.0	27	27	0	0	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
125	2.0	27	27	3/4	3/4	3/2	1	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
127	1.0	27	27	5/4	5/4	3/2	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
128	4.0	28	28	0	0	3/2	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
132	1.0	28	28	1	1	3/2	1	1	IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
133	1.0	28	28	5/4	5/4	3/2	1	1	V65/IV	d	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
134	2.0	29	29	0	0	3/2	1	1	IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
136	1.0	29	29	1/2	1/2	3/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
137	1.0	29	29	3/4	3/4	3/2	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
138	1.0	29	29	1	1	3/2	1	1	ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
139	1.0	29	29	5/4	5/4	3/2	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
140	3.0	30	30	0	0	3/2	1	1	i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
143	2.0	30	30	3/4	3/4	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
145	1.0	30	30	5/4	5/4	3/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
146	3.0	31	31	0	0	3/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
149	3.0	31	31	3/4	3/4	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
152	3.0	32	32	0	0	3/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
155	3.0	32	32	3/4	3/4	3/2	1	1	VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
158	3.0	33	33	0	0	3/2	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
161	2.0	33	33	3/4	3/4	3/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
163	1.0	33	33	5/4	5/4	3/2	1	1	IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
164	3.0	34	34	0	0	3/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
167	2.0	34	34	3/4	3/4	3/2	1	1	V7/v	d	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
169	1.0	34	34	5/4	5/4	3/2	1	1	V(134)/v	d	i		V(134)/v	V			134	v			M	1	1	2, 1, 3	-2	2	2
170	2.0	35	35	0	0	3/2	1	1	V(4)/v	d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
172	1.0	35	35	1/2	1/2	3/2	1	1	V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
173	2.0	35	35	3/4	3/4	3/2	1	1	v6}{	d	i		v6	v		6				}{	m	1	1	-2, 2, 1		1	-2
175	1.0	35	35	5/4	5/4	3/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
176	1.0	36	36	0	0	4/4	1	1	iv6(2)/v	d	i		iv6(2)/v	iv		6	2	v			m	1	1	-3, 1, 2		0	-3
177	3.0	36	36	1/4	1/4	4/4	1	1	iv6/v	d	i		iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
180	1.0	37	37	0	0	4/4	1	1	V7/v	d	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
181	1.0	37	37	1/4	1/4	4/4	1	1	V(64)/v	d	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
182	1.0	37	37	1/2	1/2	4/4	1	1	V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
183	1.0	37	37	3/4	3/4	4/4	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
184	2.0	38	38	0	0	4/4	1	1	iv6/v	d	i		iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
186	1.0	38	38	1/2	1/2	4/4	1	1	V(4)/V	d	i		V(4)/V	V			4	V			M	1	1	2, 1, 3		2	2
187	1.0	38	38	3/4	3/4	4/4	1	1	V/V	d	i		V/V	V				V			M	1	1	2, 6, 3		2	2
188	4.0	39	39	0	0	4/4	1	1	V}	d	i		V	V						}	M	1	1	1, 5, 2		1	1
192	1.0	40	40	0	0	4/4	1	1	i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
193	1.0	40	40	1/4	1/4	4/4	1	1	viio6/VII	d	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
194	1.0	40	40	1/2	1/2	4/4	1	1	VII6	d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
195	1.0	40	40	3/4	3/4	4/4	1	1	VI/v	d	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
196	1.0	41	41	0	0	4/4	1	1	ii%65/v	d	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
197	1.0	41	41	1/4	1/4	4/4	1	1	V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
198	1.0	41	41	1/2	1/2	4/4	1	1	VI/v	d	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
199	1.0	41	41	3/4	3/4	4/4	1	1	V65/VII	d	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
200	1.0	42	42	0	0	4/4	1	1	VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
201	1.0	42	42	1/4	1/4	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
202	0.5	42	42	1/2	1/2	4/4	1	1	#viio6/v	d	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
405/2	0.5	42	42	5/8	5/8	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
203	0.5	42	42	3/4	3/4	4/4	1	1	#viio(2)/v	d	i		#viio(2)/v	#vii	o		2	v			o	1	1	1, 3, 0		6	1
407/2	0.5	42	42	7/8	7/8	4/4	1	1	#viio/v	d	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
204	1.0	43	43	0	0	4/4	1	1	v}{	d	i		v	v						}{	m	1	1	1, -2, 2		1	1
205	1.0	43	43	1/4	1/4	4/4	1	1	viio6/IV	d	i		viio6/IV	vii	o	6		IV			o	1	1	1, -2, 4		4	1
206	1.0	43	43	1/2	1/2	4/4	1	1	IV6	d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
207	1.0	43	43	3/4	3/4	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
208	1.0	44	44	0	0	4/4	1	1	i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
209	1.0	44	44	1/4	1/4	4/4	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
210	1.0	44	44	1/2	1/2	4/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
211	1.0	44	44	3/4	3/4	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
212	0.5	45	45	0	0	4/4	1	1	#viio6	d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
425/2	0.5	45	45	1/8	1/8	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
213	1.0	45	45	1/4	1/4	4/4	1	1	#viio	d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
214	1.0	45	45	1/2	1/2	4/4	1	1	i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
215	1.0	45	45	3/4	3/4	4/4	1	1	viio6/VII	d	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
216	1.0	46	46	0	0	4/4	1	1	VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
217	1.0	46	46	1/4	1/4	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
218	1.0	46	46	1/2	1/2	4/4	1	1	IV6	d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
219	1.0	46	46	3/4	3/4	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
220	1.0	47	47	0	0	4/4	1	1	I	d	i		I	I							M	1	1	0, 4, 1		0	0
221	1.5	47	47	1/4	1/4	4/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
445/2	0.5	47	47	5/8	5/8	4/4	1	1	IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
223	1.5	47	47	3/4	3/4	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
449/2	0.5	48	48	1/8	1/8	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
225	1.0	48	48	1/4	1/4	4/4	1	1	#vi	d	i		#vi	#vi							m	1	1	3, 0, 4		3	3
226	1.0	48	48	1/2	1/2	4/4	1	1	IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
227	0.5	48	48	3/4	3/4	4/4	1	1	ii6	d	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
455/2	0.5	48	48	7/8	7/8	4/4	1	1	V6/v	d	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
228	1.0	49	49	0	0	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
229	1.0	49	49	1/4	1/4	4/4	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
230	0.5	49	49	1/2	1/2	4/4	1	1	iio6	d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
461/2	0.5	49	49	5/8	5/8	4/4	1	1	iv7	d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
231	0.5	49	49	3/4	3/4	4/4	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
463/2	0.5	49	49	7/8	7/8	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
232	1.0	50	50	0	0	4/4	1	1	I}{	d	i		I	I						}{	M	1	1	0, 4, 1		0	0
233	1.0	50	50	1/4	1/4	4/4	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
234	1.0	50	50	1/2	1/2	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
235	1.0	50	50	3/4	3/4	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
236	1.0	51	51	0	0	4/4	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
237	1.0	51	51	1/4	1/4	4/4	1	1	VII6	d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
238	1.0	51	51	1/2	1/2	4/4	1	1	I6	d	i		I6	I		6					M	1	1	4, 1, 0		0	4
239	1.0	51	51	3/4	3/4	4/4	1	1	#viio/v	d	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
240	1.0	52	52	0	0	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
241	1.0	52	52	1/4	1/4	4/4	1	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
242	1.0	52	52	1/2	1/2	4/4	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
243	0.5	52	52	3/4	3/4	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
487/2	0.5	52	52	7/8	7/8	4/4	1	1	V6/VII	d	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
244	1.5	53	53	0	0	4/4	1	1	VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
491/2	0.5	53	53	3/8	3/8	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
246	2.0	53	53	1/2	1/2	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
248	2.0	54	54	0	0	4/4	1	1	V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
250	0.5	54	54	1/2	1/2	4/4	1	1	V(13)/v	d	i		V(13)/v	V			13	v			M	1	1	2, 6, 3	-2	2	2
501/2	0.5	54	54	5/8	5/8	4/4	1	1	V(64)/v	d	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
251	0.5	54	54	3/4	3/4	4/4	1	1	V(4)/v	d	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
503/2	0.5	54	54	7/8	7/8	4/4	1	1	V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
252	2.0	55	55	0	0	4/4	1	1	VI/v}{	d	i		VI/v	VI				v		}{	M	1	1	-3, 1, -2		-3	-3
254	1.0	55	55	1/2	1/2	4/4	1	1	V7/VII	d	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
255	1.0	55	55	3/4	3/4	4/4	1	1	V(64)/VII	d	i		V(64)/VII	V			64	VII			M	1	1	-1, -2, 2		-1	-1
256	1.0	56	56	0	0	4/4	1	1	V(4)/VII	d	i		V(4)/VII	V			4	VII			M	1	1	-1, -2, 0		-1	-1
257	1.0	56	56	1/4	1/4	4/4	1	1	V/VII	d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
258	1.0	56	56	1/2	1/2	4/4	1	1	vi(9)/VII	d	i		vi(9)/VII	vi			9	VII			m	1	1	1, -2, 2	3	1	1
259	0.5	56	56	3/4	3/4	4/4	1	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
519/2	0.5	56	56	7/8	7/8	4/4	1	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
260	1.0	57	57	0	0	4/4	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
261	0.5	57	57	1/4	1/4	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
523/2	0.5	57	57	3/8	3/8	4/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
262	1.0	57	57	1/2	1/2	4/4	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
263	0.5	57	57	3/4	3/4	4/4	1	1	V(13)	d	i		V(13)	V			13				M	1	1	1, 5, 2	-3	1	1
527/2	0.5	57	57	7/8	7/8	4/4	1	1	V7(64)	d	i		V7(64)	V		7	64				Mm7	1	1	1, 0, -3, -1		1	1
264	1.0	58	58	0	0	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
265	1.0	58	58	1/4	1/4	4/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
266	1.0	58	58	1/2	1/2	4/4	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
267	1.0	58	58	3/4	3/4	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
268	4.0	59	59	0	0	4/4	1	1	I}	d	i		I	I						}	M	1	1	0, 4, 1		0	0
