mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/2	1	1		.d.v{	d	i		v	v						{	m	1	1	1, -2, 2		1	1
2	2	1	1	3/2	1	1		v7(9)	d	i		v7(9)	v		7	9				mm7	1	1	1, -2, 2, -1	-4	1	1
3	3	0	0	3/2	1	1		v(6)	d	i		v(6)	v			6				m	1	1	1, -2, -3		1	1
3	3	1/2	1/2	3/2	1	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
3	3	1	1	3/2	1	1		v7	d	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
4	4	0	0	3/2	1	1		v(13)	d	i		v(13)	v			13				m	1	1	1, -2, 2	-3	1	1
4	4	1/2	1/2	3/2	1	1		v(64)	d	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
5	5	0	0	3/2	1	1		v(4)	d	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
5	5	1/2	1/2	3/2	1	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
5	5	1	1	3/2	1	1		V43(4)/v	d	i		V43(4)/v	V		43	4	v			Mm7	1	1	3, 0, 2, 1		2	3
6	6	0	0	3/2	1	1		v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
6	6	1/2	1/2	3/2	1	1		V43(4)/v	d	i		V43(4)/v	V		43	4	v			Mm7	1	1	3, 0, 2, 1		2	3
6	6	1	1	3/2	1	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
7	7	0	0	3/2	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	1/2	1/2	3/2	1	1		III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
8	8	0	0	3/2	1	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8	1	1	3/2	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
9	9	0	0	3/2	1	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
9	9	1/2	1/2	3/2	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
9	9	1	1	3/2	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
10	10	0	0	3/2	1	1		V6(4)	d	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
10	10	1/2	1/2	3/2	1	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
10	10	1	1	3/2	1	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	11	0	0	3/2	1	1		i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
12	12	0	0	3/2	1	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
12	12	1	1	3/2	1	1		v7	d	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
13	13	0	0	3/2	1	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
13	13	1	1	3/2	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
14	14	0	0	3/2	1	1		V(13)	d	i		V(13)	V			13				M	1	1	1, 5, 2	-3	1	1
14	14	1/2	1/2	3/2	1	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
14	14	1	1	3/2	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
15	15	0	0	3/2	1	1		i}{	d	i		i	i						}{	m	1	1	0, -3, 1		0	0
15	15	1/2	1/2	3/2	1	1		i7	d	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
15	15	1	1	3/2	1	1		iio(+4)	d	i		iio(+4)	ii	o		+4				o	1	1	2, -1, -4	1	2	2
16	16	0	0	3/2	1	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	1/2	1/2	3/2	1	1		V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
16	16	1	1	3/2	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
17	17	0	0	3/2	1	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
17	17	1	1	3/2	1	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
18	18	0	0	3/2	1	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
18	18	1	1	3/2	1	1		v7(9)	d	i		v7(9)	v		7	9				mm7	1	1	1, -2, 2, -1	-4	1	1
19	19	0	0	3/2	1	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
19	19	1/2	1/2	3/2	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
19	19	1	1	3/2	1	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	20	0	0	3/2	1	1		V(13)	d	i		V(13)	V			13				M	1	1	1, 5, 2	-3	1	1
20	20	1/2	1/2	3/2	1	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
20	20	1	1	3/2	1	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
21	21	0	0	3/2	1	1		I}	d	i		I	I						}	M	1	1	0, 4, 1		0	0
