quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	4.0	1	1	0	0	4/2	2	1	.g.i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
4	4.0	1	1	1	1	4/2	2	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	2.0	2	2	0	0	4/2	2	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	2.0	2	2	1/2	1/2	4/2	2	1	I6	g	i		I6	I		6					M	1	1	4, 1, 0		0	4
12	2.0	2	2	1	1	4/2	2	1	ii6	g	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
14	2.0	2	2	3/2	3/2	4/2	2	1	V6/V	g	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
16	2.0	3	3	0	0	4/2	2	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
18	2.0	3	3	1/2	1/2	4/2	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
20	2.0	3	3	1	1	4/2	2	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
22	2.0	3	3	3/2	3/2	4/2	2	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
24	2.0	4	4	0	0	4/2	2	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
26	2.0	4	4	1/2	1/2	4/2	2	1	I6	g	i		I6	I		6					M	1	1	4, 1, 0		0	4
28	2.0	4	4	1	1	4/2	2	1	ii6	g	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
30	2.0	4	4	3/2	3/2	4/2	2	1	V6/v	g	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
32	4.0	5	5	0	0	4/2	2	1	v	g	i		v	v							m	1	1	1, -2, 2		1	1
