mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	6.0	0	0	4/2	1	1	.g.i{		g	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	6	2.0	3/2	3/2	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
2	2	8	2.0	0	0	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	10	2.0	1/2	1/2	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
2	2	12	4.0	1	1	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	16	2.0	0	0	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
3	3	18	2.0	1/2	1/2	4/2	1	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	20	2.0	1	1	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	22	2.0	3/2	3/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	24	2.0	0	0	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
4	4	26	2.0	1/2	1/2	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
4	4	28	2.0	1	1	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	4	30	2.0	3/2	3/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	32	2.0	0	0	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	5	34	2.0	1/2	1/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	36	2.0	1	1	4/2	1	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
5	5	38	1.0	3/2	3/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
5	5	39	1.0	7/4	7/4	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	40	2.0	0	0	4/2	1	1	i(4)		g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
6	6	42	2.0	1/2	1/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
6	6	44	2.0	1	1	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
6	6	46	2.0	3/2	3/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
7	7	48	2.0	0	0	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	7	50	2.0	1/2	1/2	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	7	52	2.0	1	1	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
7	7	54	2.0	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
8	8	56	1.0	0	0	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
8	8	57	2.0	1/4	1/4	4/2	1	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	8	59	3.0	3/4	3/4	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
8	8	62	2.0	3/2	3/2	4/2	1	1	i}{		g	i		i	i						}{	m	1	1	0, -3, 1		0	0
9	9	64	2.0	0	0	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	66	2.0	1/2	1/2	4/2	1	1	I6		g	i		I6	I		6					M	1	1	4, 1, 0		0	4
9	9	68	2.0	1	1	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	70	2.0	3/2	3/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
10	10	72	4.0	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
10	10	76	4.0	1	1	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
11	11	80	2.0	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
11	11	82	1.0	1/2	1/2	4/2	1	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
11	11	83	1.0	3/4	3/4	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	84	3.0	1	1	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
11	11	87	1.0	7/4	7/4	4/2	1	1	#viio6/iv		g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
12	12	88	2.0	0	0	4/2	1	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
12	12	90	2.0	1/2	1/2	4/2	1	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
12	12	92	3.0	1	1	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	12	95	1.0	7/4	7/4	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
13	13	96	1.0	0	0	4/2	1	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
13	13	97	3.0	1/4	1/4	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
13	13	100	2.0	1	1	4/2	1	1	I6		g	i		I6	I		6					M	1	1	4, 1, 0		0	4
13	13	102	2.0	3/2	3/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	104	2.0	0	0	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
14	14	106	2.0	1/2	1/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
14	14	108	4.0	1	1	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
15	15	112	4.0	0	0	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	15	116	2.0	1	1	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
15	15	118	2.0	3/2	3/2	4/2	1	1	iv64		g	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
16	16	120	1.0	0	0	4/2	1	1	i(4)		g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
16	16	121	5.0	1/4	1/4	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
16	16	126	2.0	3/2	3/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
17	17	128	2.0	0	0	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
