mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	8.0	0	0	4/2	1	1	d.i[i{	d	i	i	i	i						{	m	1	1	0, -3, 1		0	0
2	2	8	8	2.0	0	0	4/2	1	1	VI6	d	i	i	VI6	VI		6					M	1	1	0, -3, -4		-4	0
2	2	10	10	2.0	1/2	1/2	4/2	1	1	i	d	i	i	i	i							m	1	1	0, -3, 1		0	0
2	2	12	12	1.0	1	1	4/2	1	1	V(6)/iv	d	i	i	V(6)/iv	V			6	iv			M	1	1	0, 4, -4		0	0
2	2	13	13	1.0	5/4	5/4	4/2	1	1	V7/III	d	i	i	V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
2	2	14	14	1.0	3/2	3/2	4/2	1	1	i7	d	i	i	i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
2	2	15	15	1.0	7/4	7/4	4/2	1	1	i]	d	i	i	i	i							m	1	1	0, -3, 1		0	0
3	3	16	16	2.0	0	0	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
3	3	18	18	1.0	1/2	1/2	4/2	1	1	I6	d	i		I6	I		6					M	1	1	4, 1, 0		0	4
3	3	19	19	1.0	3/4	3/4	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	20	20	1.0	1	1	4/2	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	3	21	21	1.0	5/4	5/4	4/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
3	3	22	22	1.0	3/2	3/2	4/2	1	1	i6(2)	d	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
3	3	23	23	1.0	7/4	7/4	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	24	24	1.0	0	0	2/2	1	1	V7/VII	d	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
4	4	25	25	1.0	1/4	1/4	2/2	1	1	V(64)/VII	d	i		V(64)/VII	V			64	VII			M	1	1	-1, -2, 2		-1	-1
4	4	26	26	1.5	1/2	1/2	2/2	1	1	V/VII	d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
4	4	55/2	55/2	0.5	7/8	7/8	2/2	1	1	V7(+4)	d	i		V7(+4)	V		7	+4				Mm7	1	1	1, 5, 2, -1	0	1	1
5	5	28	28	2.0	0	0	2/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
5	5	30	30	1.0	1/2	1/2	2/2	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	31	31	1.0	3/4	3/4	2/2	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
6	6	32	32	1.0	0	0	2/2	1	1	V7/v	d	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
6	6	33	33	1.0	1/4	1/4	2/2	1	1	V(64)/v	d	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
6	6	34	34	2.0	1/2	1/2	2/2	1	1	V/v	d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
7	7	36	36	2.0	0	0	2/2	1	1	v}{	d	i		v	v						}{	m	1	1	1, -2, 2		1	1
7	7	38	38	4.0	1/2	1/2	2/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
8	8	42	42	2.0	1/2	1/2	2/2	1	1	V/V	d	i		V/V	V				V			M	1	1	2, 6, 3		2	2
9	9	44	44	2.0	0	0	2/2	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
9	9	46	46	1.5	1/2	1/2	2/2	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	9	95/2	95/2	0.5	7/8	7/8	2/2	1	1	V64/iv	d	i		V64/iv	V		64		iv			M	1	1	1, 0, 4		0	1
10	10	48	48	1.5	0	0	2/2	1	1	iv[iv	d	i	iv	iv	iv							m	1	1	-1, -4, 0		-1	-1
10	10	99/2	99/2	0.5	3/8	3/8	2/2	1	1	III6	d	i	iv	III6	III		6					M	1	1	1, -2, -3		-3	1
10	10	50	50	0.5	1/2	1/2	2/2	1	1	iio6	d	i	iv	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
10	10	101/2	101/2	0.5	5/8	5/8	2/2	1	1	i6]	d	i	iv	i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	51	51	1.0	3/4	3/4	2/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	52	52	1.0	0	0	2/2	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
11	11	53	53	3.0	1/4	1/4	2/2	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
12	12	56	56	4.0	0	0	2/2	1	1	I}	d	i		I	I						}	M	1	1	0, 4, 1		0	0
