mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	4/4	1	1	.d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3	0.5	3/4	3/4	4/4	1	1	VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
1	1	7/2	0.5	7/8	7/8	4/4	1	1	#viio6/iv	d	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
2	2	4	0.5	0	0	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	9/2	0.5	1/8	1/8	4/4	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
2	2	5	0.5	1/4	1/4	4/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	11/2	0.5	3/8	3/8	4/4	1	1	V43/iv	d	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
2	2	6	1.0	1/2	1/2	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	7	0.5	3/4	3/4	4/4	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	15/2	0.5	7/8	7/8	4/4	1	1	iio64	d	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
3	3	8	1.0	0	0	4/4	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	9	1.0	1/4	1/4	4/4	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
3	3	10	0.5	1/2	1/2	4/4	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
3	3	21/2	1.0	5/8	5/8	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
3	3	23/2	0.5	7/8	7/8	4/4	1	1	#viio6	d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	4	12	0.5	0	0	4/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	25/2	0.5	1/8	1/8	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
4	4	13	5.0	1/4	1/4	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
5	5	18	1.5	1/2	1/2	4/4	1	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	39/2	1.5	7/8	7/8	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
6	6	21	1.0	1/4	1/4	4/4	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
6	6	22	2.0	1/2	1/2	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
7	7	24	2.0	0	0	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	7	26	1.0	1/2	1/2	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	27	1.0	3/4	3/4	4/4	1	1	#vio6	d	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
8	8	28	1.0	0	0	4/4	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	29	2.0	1/4	1/4	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8	31	1.0	3/4	3/4	4/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	32	2.0	0	0	4/4	1	1	V6/IV	d	i		V6/IV	V		6		IV			M	1	1	4, 1, 0		0	4
9	9	34	1.0	1/2	1/2	4/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	9	35	0.5	3/4	3/4	4/4	1	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
9	9	71/2	0.5	7/8	7/8	4/4	1	1	VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
10	10	36	1.0	0	0	4/4	1	1	V7/III	d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
10	10	37	1.0	1/4	1/4	4/4	1	1	iio6/iv	d	i		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
10	10	38	1.0	1/2	1/2	4/4	1	1	V7/iv	d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
10	10	39	1.0	3/4	3/4	4/4	1	1	V(64)/iv	d	i		V(64)/iv	V			64	iv			M	1	1	0, -1, -4		0	0
11	11	40	1.0	0	0	4/4	1	1	V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
11	11	41	1.0	1/4	1/4	4/4	1	1	IV6(9)	d	i		IV6(9)	IV		6	9				M	1	1	3, 0, -1	1	-1	3
11	11	42	1.0	1/2	1/2	4/4	1	1	iv6(9)	d	i		iv6(9)	iv		6	9				m	1	1	-4, 0, -1	1	-1	-4
11	11	43	1.0	3/4	3/4	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
12	12	44	1.0	0	0	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
12	12	45	2.0	1/4	1/4	4/4	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
12	12	47	2.0	3/4	3/4	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
13	13	49	0.5	1/4	1/4	4/4	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
13	13	99/2	0.5	3/8	3/8	4/4	1	1	#viio64	d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
13	13	50	0.5	1/2	1/2	4/4	1	1	i6(2)	d	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
13	13	101/2	0.5	5/8	5/8	4/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
13	13	51	0.5	3/4	3/4	4/4	1	1	#vi%7	d	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
13	13	103/2	0.5	7/8	7/8	4/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
14	14	52	1.0	0	0	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
14	14	53	1.0	1/4	1/4	4/4	1	1	IV64	d	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
14	14	54	1.0	1/2	1/2	4/4	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
14	14	55	1.0	3/4	3/4	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
15	15	56	1.0	0	0	4/4	1	1	V65/VII	d	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
15	15	57	1.0	1/4	1/4	4/4	1	1	V6/VII	d	i		V6/VII	V		6		VII			M	1	1	3, 0, -1		-1	3
15	15	58	1.0	1/2	1/2	4/4	1	1	VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
15	15	59	0.5	3/4	3/4	4/4	1	1	#viio64/iv	d	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
15	15	119/2	1.0	7/8	7/8	4/4	1	1	V7/III	d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
16	16	121/2	0.5	1/8	1/8	4/4	1	1	V(64)/III	d	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
16	16	61	0.5	1/4	1/4	4/4	1	1	V(4)/III	d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
16	16	123/2	0.5	3/8	3/8	4/4	1	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
16	16	62	1.0	1/2	1/2	4/4	1	1	III(7)	d	i		III(7)	III			7				M	1	1	-3, 1, -2	2	-3	-3
16	16	63	1.0	3/4	3/4	4/4	1	1	i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
17	17	64	3.0	0	0	4/4	1	1	iv65(2)	d	i		iv65(2)	iv		65	2				mm7	1	1	-4, 0, -3, 1		-1	-4
17	17	67	1.0	3/4	3/4	4/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
18	18	68	1.0	0	0	4/4	1	1	V7(9)/III	d	i		V7(9)/III	V		7	9	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
18	18	69	1.0	1/4	1/4	4/4	1	1	V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
18	18	70	0.5	1/2	1/2	4/4	1	1	i(4)	d	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
18	18	141/2	2.5	5/8	5/8	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
19	19	73	3.0	1/4	1/4	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
20	20	76	1.0	0	0	4/4	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
20	20	77	1.0	1/4	1/4	4/4	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
20	20	78	2.0	1/2	1/2	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
21	21	80	4.0	0	0	4/4	1	1	I}	d	i		I	I						}	M	1	1	0, 4, 1		0	0
