mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	4/2	1	1	.d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	4	4.0	1	1	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	8	2.0	0	0	4/2	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
2	2	10	2.0	1/2	1/2	4/2	1	1	V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
2	2	12	2.0	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	14	2.0	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	16	2.0	0	0	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
3	3	18	2.0	1/2	1/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
3	3	20	4.0	1	1	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	24	4.0	0	0	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
4	4	28	2.0	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	30	2.0	3/2	3/2	4/2	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
5	5	32	2.0	0	0	4/2	1	1	iv(9)	d	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
5	5	34	2.0	1/2	1/2	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	5	36	2.0	1	1	4/2	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
5	5	38	2.0	3/2	3/2	4/2	1	1	V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
6	6	40	2.0	0	0	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	42	2.0	1/2	1/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
6	6	44	2.0	1	1	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
6	6	46	2.0	3/2	3/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
7	7	48	4.0	0	0	4/2	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
7	7	52	4.0	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	8	56	4.0	0	0	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8	60	4.0	1	1	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
9	9	64	2.0	0	0	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
9	9	66	2.0	1/2	1/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
9	9	68	2.0	1	1	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
9	9	70	4.0	3/2	3/2	4/2	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
10	10	74	6.0	1/2	1/2	4/2	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	11	80	4.0	0	0	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
11	11	84	2.0	1	1	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
11	11	86	2.0	3/2	3/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
12	12	88	8.0	0	0	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
13	13	96	8.0	0	0	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
14	14	104	8.0	0	0	4/2	1	1	I}	d	i		I	I						}	M	1	1	0, 4, 1		0	0
