mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	8.0	0	0	2/1	1	1	a.i{		a	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	8	8	12.0	0	0	8/1	1	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	20	20	8.0	3	3	8/1	1	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	2	28	28	4.0	5	5	8/1	1	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
2	2	32	32	12.0	6	6	8/1	1	1	i}		a	i		i	i						}	m	1	1	0, -3, 1		0	0
3	3	40	40	0.0	0	0	4/2	1	1	{		a	i									{		1	1				
3	3	44	44	4.0	1	1	4/2	1	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	48	48	4.0	0	0	4/2	1	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
4	4	52	52	2.0	1	1	4/2	1	1	iv6(2)		a	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
4	4	54	54	2.0	3/2	3/2	4/2	1	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
5	5	56	56	2.0	0	0	4/2	1	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	58	58	2.0	1/2	1/2	4/2	1	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
5	5	60	60	2.0	1	1	4/2	1	1	v6(2)		a	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
5	5	62	62	2.0	3/2	3/2	4/2	1	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
6	6	64	64	2.0	0	0	4/2	1	1	VI6(2)		a	i		VI6(2)	VI		6	2				M	1	1	0, -3, -2		-4	0
6	6	66	66	2.0	1/2	1/2	4/2	1	1	VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
6	6	68	68	2.0	1	1	4/2	1	1	III(4)		a	i		III(4)	III			4				M	1	1	-3, -4, -2		-3	-3
6	6	70	70	2.0	3/2	3/2	4/2	1	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
7	7	72	72	2.0	0	0	4/2	1	1	VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
7	7	74	74	2.0	1/2	1/2	4/2	1	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
7	7	76	76	2.0	1	1	4/2	1	1	iv(2)		a	i		iv(2)	iv			2				m	1	1	1, -4, 0		-1	1
7	7	78	78	2.0	3/2	3/2	4/2	1	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	8	80	80	2.0	0	0	4/2	1	1	V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	82	82	1.0	1/2	1/2	4/2	1	1	V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
8	8	83	83	1.0	3/4	3/4	4/2	1	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
8	8	84	84	2.0	1	1	4/2	1	1	iv6(2)		a	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
8	8	86	86	2.0	3/2	3/2	4/2	1	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
