mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	4/2	1	1	.d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	4	4.0	1	1	4/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
2	2	8	2.0	0	0	4/2	1	1	I6(2)	d	i		I6(2)	I		6	2				M	1	1	4, 1, 2		0	4
2	2	10	2.0	1/2	1/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	12	1.0	1	1	4/2	1	1	VII6(2)	d	i		VII6(2)	VII		6	2				M	1	1	2, -1, 0		-2	2
2	2	13	3.0	5/4	5/4	4/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
3	3	16	3.0	0	0	4/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
3	3	19	1.0	3/4	3/4	4/2	1	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
3	3	20	1.0	1	1	4/2	1	1	V(4)/III	d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
3	3	21	3.0	5/4	5/4	4/2	1	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
4	4	24	2.0	0	0	4/2	1	1	IV6	d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
4	4	26	2.0	1/2	1/2	4/2	1	1	IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
4	4	28	2.0	1	1	4/2	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
4	4	30	2.0	3/2	3/2	4/2	1	1	#viio6	d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
5	5	32	2.0	0	0	4/2	1	1	#vi	d	i		#vi	#vi							m	1	1	3, 0, 4		3	3
5	5	34	2.0	1/2	1/2	4/2	1	1	ii6	d	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
5	5	36	2.0	1	1	4/2	1	1	V2	d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
5	5	38	2.0	3/2	3/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	40	4.0	0	0	4/2	1	1	VII	d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
6	6	44	4.0	1	1	4/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
7	7	48	1.0	0	0	4/2	1	1	i6(2)	d	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
7	7	49	3.0	1/4	1/4	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	7	52	8.0	1	1	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
8	8	60	1.0	1	1	4/2	1	1	v(4)	d	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
8	8	61	3.0	5/4	5/4	4/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
9	9	64	2.0	0	0	4/2	1	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
9	9	66	2.0	1/2	1/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
9	9	68	2.0	1	1	4/2	1	1	ii(2)	d	i		ii(2)	ii			2				m	1	1	-3, -1, 3		2	-3
9	9	70	2.0	3/2	3/2	4/2	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
10	10	72	1.0	0	0	4/2	1	1	i6(2)	d	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
10	10	73	3.0	1/4	1/4	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	76	4.0	1	1	4/2	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
11	11	80	1.0	0	0	4/2	1	1	IV6(2)	d	i		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1	3
11	11	81	3.0	1/4	1/4	4/2	1	1	IV6	d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
11	11	84	6.0	1	1	4/2	1	1	IV	d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
12	12	90	2.0	1/2	1/2	4/2	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
12	12	92	2.0	1	1	4/2	1	1	V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
12	12	94	2.0	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
13	13	96	2.0	0	0	4/2	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
13	13	98	2.0	1/2	1/2	4/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
13	13	100	2.0	1	1	4/2	1	1	V65/IV	d	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
