quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	4.0	1	1	0	0	4/2	1	1	.C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
4	2.0	1	1	1	1	4/2	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
6	2.0	1	1	3/2	3/2	4/2	1	1	iii6	C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
8	2.0	2	2	0	0	4/2	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
10	1.0	2	2	1/2	1/2	4/2	1	1	ii/V	C	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
11	1.0	2	2	3/4	3/4	4/2	1	1	viio6/V	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
12	2.0	2	2	1	1	4/2	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
14	2.0	2	2	3/2	3/2	4/2	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
16	2.0	3	3	0	0	4/2	1	1	ii6(2)	C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
18	2.0	3	3	1/2	1/2	4/2	1	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
20	1.0	3	3	1	1	4/2	1	1	viio6(13)/V	C	I		viio6(13)/V	vii	o	6	13	V			o	0	0	3, 0, 6	2	6	3
21	2.0	3	3	5/4	5/4	4/2	1	1	viio6(2)/V	C	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
23	1.0	3	3	7/4	7/4	4/2	1	1	viio6/V	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
24	2.0	4	4	0	0	4/2	1	1	V(4)	C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
26	2.0	4	4	1/2	1/2	4/2	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
28	2.0	4	4	1	1	4/2	1	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
30	2.0	4	4	3/2	3/2	4/2	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	2.0	5	5	0	0	4/4	1	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
34	1.0	5	5	1/2	1/2	4/4	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	1.0	5	5	3/4	3/4	4/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
36	2.0	6	6	0	0	4/4	1	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
38	2.0	6	6	1/2	1/2	4/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
40	2.0	7	7	0	0	4/4	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
42	1.0	7	7	1/2	1/2	4/4	1	1	viio6(2)/V	C	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
43	1.0	7	7	3/4	3/4	4/4	1	1	viio6/V	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
44	1.0	8	8	0	0	4/4	1	1	V}{	C	I		V	V						}{	M	0	0	1, 5, 2		1	1
45	1.0	8	8	1/4	1/4	4/4	1	1	iii6	C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
46	2.0	8	8	1/2	1/2	4/4	1	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
48	2.0	9	9	0	0	4/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
50	2.0	9	9	1/2	1/2	4/4	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
52	2.0	10	10	0	0	4/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
54	1.0	10	10	1/2	1/2	4/4	1	1	#viio(2)/vi	C	I		#viio(2)/vi	#vii	o		2	vi			o	0	0	3, 5, 2		8	3
55	1.0	10	10	3/4	3/4	4/4	1	1	#viio/vi	C	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
56	1.0	11	11	0	0	4/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
57	1.0	11	11	1/4	1/4	4/4	1	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
58	1.0	11	11	1/2	1/2	4/4	1	1	iii	C	I		iii	iii							m	0	0	4, 1, 5		4	4
59	1.0	11	11	3/4	3/4	4/4	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
60	1.0	12	12	0	0	4/4	1	1	viio6(2)	C	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
61	1.0	12	12	1/4	1/4	4/4	1	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
62	1.0	12	12	1/2	1/2	4/4	1	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
63	1.0	12	12	3/4	3/4	4/4	1	1	vi6	C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
