quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	5.0	1	1	0	0	4/4	1	1	.C.V{	C	I		V	V						{	M	0	0	1, 5, 2		1	1
5	8.0	2	2	1/4	1/4	4/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
13	3.0	4	4	1/4	1/4	4/4	1	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	1.0	5	5	0	0	4/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
17	2.0	5	5	1/4	1/4	4/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
19	1.0	5	5	3/4	3/4	4/4	1	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
20	1.5	6	6	0	0	4/4	1	1	IV6/IV	C	I		IV6/IV	IV		6		IV			M	0	0	2, -1, -2		-2	2
43/2	0.5	6	6	3/8	3/8	4/4	1	1	viio/IV	C	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
22	1.0	6	6	1/2	1/2	4/4	1	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	1.0	6	6	3/4	3/4	4/4	1	1	vi65	C	I		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
24	1.0	7	7	0	0	4/4	1	1	ii(4)	C	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
25	1.0	7	7	1/4	1/4	4/4	1	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
26	1.0	7	7	1/2	1/2	4/4	1	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	1.0	7	7	3/4	3/4	4/4	1	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
28	5.0	8	8	0	0	4/4	1	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
33	1.0	9	9	1/4	1/4	4/4	1	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
34	2.0	9	9	1/2	1/2	4/4	1	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
36	1.0	10	10	0	0	4/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
37	1.0	10	10	1/4	1/4	4/4	1	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
38	2.0	10	10	1/2	1/2	4/4	1	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
40	1.0	11	11	0	0	4/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
41	1.0	11	11	1/4	1/4	4/4	1	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	2.0	11	11	1/2	1/2	4/4	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
44	2.0	12	12	0	0	4/4	1	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
46	1.0	12	12	1/2	1/2	4/4	1	1	iii	C	I		iii	iii							m	0	0	4, 1, 5		4	4
47	1.0	12	12	3/4	3/4	4/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
48	1.0	13	13	0	0	4/4	1	1	V(4)	C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
49	4.0	13	13	1/4	1/4	4/4	1	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
53	1.0	14	14	1/4	1/4	4/4	1	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
54	1.0	14	14	1/2	1/2	4/4	1	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
55	1.0	14	14	3/4	3/4	4/4	1	1	vi6	C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
