quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
112	4.0	15	15	0	0	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
116	2.0	15	15	1	1	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
118	2.0	15	15	3/2	3/2	4/2	1	1	iv64		g	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
120	1.0	16	16	0	0	4/2	1	1	i(4)		g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
121	5.0	16	16	1/4	1/4	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
126	2.0	16	16	3/2	3/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
128	2.0	17	17	0	0	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
130	2.0	17	17	1/2	1/2	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
132	2.0	17	17	1	1	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
134	2.0	17	17	3/2	3/2	4/2	1	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
136	2.0	18	18	0	0	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
138	2.0	18	18	1/2	1/2	4/2	1	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
140	2.0	18	18	1	1	4/2	1	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
142	2.0	18	18	3/2	3/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
144	6.0	19	19	0	0	4/2	1	1	i}{		g	i		i	i						}{	m	1	1	0, -3, 1		0	0
150	2.0	19	19	3/2	3/2	4/2	1	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
152	2.0	20	20	0	0	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
154	2.0	20	20	1/2	1/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
156	2.0	20	20	1	1	4/2	1	1	#viio6/iv		g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
158	2.0	20	20	3/2	3/2	4/2	1	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
160	2.0	21	21	0	0	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
162	4.0	21	21	1/2	1/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
166	2.0	21	21	3/2	3/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
168	2.0	22	22	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
170	2.0	22	22	1/2	1/2	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
172	2.0	22	22	1	1	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
174	2.0	22	22	3/2	3/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
176	2.0	23	23	0	0	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
178	2.0	23	23	1/2	1/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
180	2.0	23	23	1	1	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
182	2.0	23	23	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
184	2.0	24	24	0	0	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
186	2.0	24	24	1/2	1/2	4/2	1	1	IV64		g	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
188	2.0	24	24	1	1	4/2	1	1	iv64		g	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
190	2.0	24	24	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
192	2.0	25	25	0	0	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
194	2.0	25	25	1/2	1/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
196	2.0	25	25	1	1	4/2	1	1	I6		g	i		I6	I		6					M	1	1	4, 1, 0		0	4
198	2.0	25	25	3/2	3/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
200	10.0	26	26	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
210	2.0	27	27	1/2	1/2	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
212	2.0	27	27	1	1	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
214	2.0	27	27	3/2	3/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
216	4.0	28	28	0	0	4/2	1	1	I6		g	i		I6	I		6					M	1	1	4, 1, 0		0	4
220	2.0	28	28	1	1	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
222	2.0	28	28	3/2	3/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
224	2.0	29	29	0	0	4/2	1	1	I(4)}		g	i		I(4)	I			4			}	M	1	1	0, -1, 1		0	0
226	6.0	29	29	1/2	1/2	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
232	4.0	30	30	0	0	4/2	1	1	v{		g	i		v	v						{	m	1	1	1, -2, 2		1	1
236	2.0	30	30	1	1	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
238	2.0	30	30	3/2	3/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
240	2.0	31	31	0	0	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
242	2.0	31	31	1/2	1/2	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
244	2.0	31	31	1	1	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
246	2.0	31	31	3/2	3/2	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
248	4.0	32	32	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
252	2.0	32	32	1	1	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
254	2.0	32	32	3/2	3/2	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
256	2.0	33	33	0	0	4/2	1	1	v(64)		g	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
258	2.0	33	33	1/2	1/2	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
260	2.0	33	33	1	1	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
262	2.0	33	33	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
264	2.0	34	34	0	0	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
266	2.0	34	34	1/2	1/2	4/2	1	1	I6		g	i		I6	I		6					M	1	1	4, 1, 0		0	4
268	2.0	34	34	1	1	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
270	2.0	34	34	3/2	3/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
272	2.0	35	35	0	0	4/2	1	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
274	2.0	35	35	1/2	1/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
276	8.0	35	35	1	1	4/2	1	1	i}{		g	i		i	i						}{	m	1	1	0, -3, 1		0	0
284	2.0	36	36	1	1	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
286	2.0	36	36	3/2	3/2	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
288	2.0	37	37	0	0	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
290	2.0	37	37	1/2	1/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
292	2.0	37	37	1	1	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
294	2.0	37	37	3/2	3/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
296	6.0	38	38	0	0	4/2	1	1	i}{		g	i		i	i						}{	m	1	1	0, -3, 1		0	0
302	2.0	38	38	3/2	3/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
304	2.0	39	39	0	0	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
306	2.0	39	39	1/2	1/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
308	2.0	39	39	1	1	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
310	2.0	39	39	3/2	3/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
312	2.0	40	40	0	0	4/2	1	1	iio6		g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
314	2.0	40	40	1/2	1/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
316	2.0	40	40	1	1	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
318	2.0	40	40	3/2	3/2	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
320	2.0	41	41	0	0	4/2	1	1	i(2)		g	i		i(2)	i			2				m	1	1	2, -3, 1		0	2
322	2.0	41	41	1/2	1/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
324	2.0	41	41	1	1	4/2	1	1	IV64		g	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
326	2.0	41	41	3/2	3/2	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
328	2.0	42	42	0	0	4/2	1	1	iv6(2)/v		g	i		iv6(2)/v	iv		6	2	v			m	1	1	-3, 1, 2		0	-3
330	2.0	42	42	1/2	1/2	4/2	1	1	iv6/v		g	i		iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
332	2.0	42	42	1	1	4/2	1	1	V(64)/v		g	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
334	2.0	42	42	3/2	3/2	4/2	1	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
336	4.0	43	43	0	0	4/2	1	1	V}{		g	i		V	V						}{	M	1	1	1, 5, 2		1	1
340	2.0	43	43	1	1	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
342	4.0	43	43	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
346	2.0	44	44	1/2	1/2	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
348	2.0	44	44	1	1	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
350	2.0	44	44	3/2	3/2	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
352	2.0	45	45	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
354	2.0	45	45	1/2	1/2	4/2	1	1	VI6		g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
356	2.0	45	45	1	1	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
358	2.0	45	45	3/2	3/2	4/2	1	1	V/IV		g	i		V/IV	V				IV			M	1	1	0, 4, 1		0	0
360	2.0	46	46	0	0	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
362	2.0	46	46	1/2	1/2	4/2	1	1	ii/iv	#viio6/iv	g	i		ii/iv	ii				iv			m	1	1	1, -2, 2		1	1
364	2.0	46	46	1	1	4/2	1	1	V65/iv		g	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
366	2.0	46	46	3/2	3/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
368	2.0	47	47	0	0	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
370	2.0	47	47	1/2	1/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
372	4.0	47	47	1	1	4/2	1	1	I}		g	i		I	I						}	M	1	1	0, 4, 1		0	0
