quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
136	3.0	15	15	0	0	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
139	1.0	15	15	3/4	3/4	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
140	2.0	15	15	1	1	4/2	2	1	ii%65(2)		a	i		ii%65(2)	ii	%	65	2				%7	1	1	-1, -4, 0, -3		2	-1
142	2.0	15	15	3/2	3/2	4/2	2	1	iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
144	4.0	16	16	0	0	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
148	3.0	16	16	1	1	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
151	1.0	16	16	7/4	7/4	4/2	2	1	#vio		a	i		#vio	#vi	o						o	1	1	3, 0, -3		3	3
152	1.0	17	17	0	0	4/2	2	1	V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
153	1.0	17	17	1/4	1/4	4/2	2	1	V6(4)		a	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
154	1.0	17	17	1/2	1/2	4/2	2	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
155	1.0	17	17	3/4	3/4	4/2	2	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
156	2.0	17	17	1	1	4/2	2	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
158	2.0	17	17	3/2	3/2	4/2	2	1	VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
160	4.0	18	18	0	0	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
164	2.0	18	18	1	1	4/2	2	1	VII6(2)		a	i		VII6(2)	VII		6	2				M	1	1	2, -1, 0		-2	2
166	2.0	18	18	3/2	3/2	4/2	2	1	vi/VII		a	i		vi/VII	vi				VII			m	1	1	1, -2, 2		1	1
168	2.0	19	19	0	0	4/2	2	1	vii%65(2)/VII		a	i		vii%65(2)/VII	vii	%	65	2	VII			%7	1	1	0, -3, 1, -2		3	0
170	2.0	19	19	1/2	1/2	4/2	2	1	viio6/VII		a	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
172	2.0	19	19	1	1	4/2	2	1	VII(9)		a	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2	-2
174	2.0	19	19	3/2	3/2	4/2	2	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
176	2.0	20	20	0	0	4/2	2	1	VI	iv6	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
178	4.0	20	20	1/2	1/2	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
182	2.0	20	20	3/2	3/2	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
184	4.0	21	21	0	0	4/2	2	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
188	2.0	21	21	1	1	4/2	2	1	ii64/VII		a	i		ii64/VII	ii		64		VII			m	1	1	1, 0, -3		0	1
190	2.0	21	21	3/2	3/2	4/2	2	1	viio6/VII		a	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
192	2.0	22	22	0	0	4/2	2	1	VII}		a	i		VII	VII						}	M	1	1	-2, 2, -1		-2	-2
194	1.0	22	22	1/2	1/2	4/2	2	1	v{		a	i		v	v						{	m	1	1	1, -2, 2		1	1
195	1.0	22	22	3/4	3/4	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
196	2.0	22	22	1	1	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
198	2.0	22	22	3/2	3/2	4/2	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
200	1.0	23	23	0	0	4/2	2	1	III6(2)		a	i		III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
201	1.0	23	23	1/4	1/4	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
202	2.0	23	23	1/2	1/2	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
204	4.0	23	23	1	1	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
208	2.0	24	24	0	0	4/2	2	1	VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
210	4.0	24	24	1/2	1/2	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
214	2.0	24	24	3/2	3/2	4/2	2	1	viio6/III		a	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
216	4.0	25	25	0	0	4/2	2	1	III}{		a	i		III	III						}{	M	1	1	-3, 1, -2		-3	-3
220	1.0	25	25	1	1	4/2	2	1	VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
221	1.0	25	25	5/4	5/4	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
222	1.0	25	25	3/2	3/2	4/2	2	1	iv6(2)		a	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
223	1.0	25	25	7/4	7/4	4/2	2	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
224	4.0	26	26	0	0	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
228	4.0	26	26	1	1	4/2	2	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
232	2.0	27	27	0	0	4/2	2	1	ii65/VII		a	i		ii65/VII	ii		65		VII			mm7	1	1	-3, 1, -2, 0		0	-3
234	2.0	27	27	1/2	1/2	4/2	2	1	V/VII		a	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
236	2.0	27	27	1	1	4/2	2	1	vi/VII		a	i		vi/VII	vi				VII			m	1	1	1, -2, 2		1	1
238	2.0	27	27	3/2	3/2	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
240	3.0	28	28	0	0	4/2	2	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
243	1.0	28	28	3/4	3/4	4/2	2	1	VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
244	2.0	28	28	1	1	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
246	2.0	28	28	3/2	3/2	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
248	2.0	29	29	0	0	4/2	2	1	#viio6(2)		a	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
250	2.0	29	29	1/2	1/2	4/2	2	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
252	1.0	29	29	1	1	4/2	2	1	i(9)		a	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
253	1.0	29	29	5/4	5/4	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
254	2.0	29	29	3/2	3/2	4/2	2	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
256	2.0	30	30	0	0	4/2	2	1	V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
258	2.0	30	30	1/2	1/2	4/2	2	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
260	4.0	30	30	1	1	4/2	2	1	I}		a	i		I	I						}	M	1	1	0, 4, 1		0	0
264	4.0	31	31	0	0	4/2	2	1	i{		a	i		i	i						{	m	1	1	0, -3, 1		0	0
268	4.0	31	31	1	1	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
272	2.0	32	32	0	0	4/2	2	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
274	2.0	32	32	1/2	1/2	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
276	2.0	32	32	1	1	4/2	2	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
278	2.0	32	32	3/2	3/2	4/2	2	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
280	2.0	33	33	0	0	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
282	2.0	33	33	1/2	1/2	4/2	2	1	iio6/v		a	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
284	4.0	33	33	1	1	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
288	2.0	34	34	0	0	4/2	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
290	2.0	34	34	1/2	1/2	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
292	2.0	34	34	1	1	4/2	2	1	V6(4)		a	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
294	2.0	34	34	3/2	3/2	4/2	2	1	V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
296	8.0	35	35	0	0	4/2	2	1	i}{		a	i		i	i						}{	m	1	1	0, -3, 1		0	0
304	2.0	36	36	0	0	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
306	2.0	36	36	1/2	1/2	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
308	2.0	36	36	1	1	4/2	2	1	VII6(2)		a	i		VII6(2)	VII		6	2				M	1	1	2, -1, 0		-2	2
310	2.0	36	36	3/2	3/2	4/2	2	1	vi/VII		a	i		vi/VII	vi				VII			m	1	1	1, -2, 2		1	1
312	2.0	37	37	0	0	4/2	2	1	vii%65(2)/VII		a	i		vii%65(2)/VII	vii	%	65	2	VII			%7	1	1	0, -3, 1, -2		3	0
314	2.0	37	37	1/2	1/2	4/2	2	1	viio6/VII		a	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
316	2.0	37	37	1	1	4/2	2	1	VII}{		a	i		VII	VII						}{	M	1	1	-2, 2, -1		-2	-2
318	4.0	37	37	3/2	3/2	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
322	2.0	38	38	1/2	1/2	4/2	2	1	VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
324	2.0	38	38	1	1	4/2	2	1	v(64)		a	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
326	2.0	38	38	3/2	3/2	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
328	2.0	39	39	0	0	4/2	2	1	v(64)		a	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
330	2.0	39	39	1/2	1/2	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
332	2.0	39	39	1	1	4/2	2	1	IV		a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
334	2.0	39	39	3/2	3/2	4/2	2	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
336	6.0	40	40	0	0	4/2	2	1	i}{		a	i		i	i						}{	m	1	1	0, -3, 1		0	0
342	2.0	40	40	3/2	3/2	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
344	2.0	41	41	0	0	4/2	2	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
346	2.0	41	41	1/2	1/2	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
348	2.0	41	41	1	1	4/2	2	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
350	2.0	41	41	3/2	3/2	4/2	2	1	iv65		a	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
352	4.0	42	42	0	0	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
356	2.0	42	42	1	1	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
358	2.0	42	42	3/2	3/2	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
360	2.0	43	43	0	0	4/2	2	1	VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
362	2.0	43	43	1/2	1/2	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
364	4.0	43	43	1	1	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
368	4.0	44	44	0	0	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
372	2.0	44	44	1	1	4/2	2	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
374	1.0	44	44	3/2	3/2	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
375	1.0	44	44	7/4	7/4	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
376	4.0	45	45	0	0	4/2	2	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
380	2.0	45	45	1	1	4/2	2	1	VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
382	1.0	45	45	3/2	3/2	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
383	1.0	45	45	7/4	7/4	4/2	2	1	viio6/VII		a	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
384	2.0	46	46	0	0	4/2	2	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
386	2.0	46	46	1/2	1/2	4/2	2	1	VI	iv6	a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
388	4.0	46	46	1	1	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
392	8.0	47	47	0	0	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
400	2.0	48	48	0	0	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
402	2.0	48	48	1/2	1/2	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
404	1.0	48	48	1	1	4/2	2	1	#viio6(2)		a	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
405	1.0	48	48	5/4	5/4	4/2	2	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
406	2.0	48	48	3/2	3/2	4/2	2	1	V		a	i		V	V							M	1	1	1, 5, 2		1	1
408	8.0	49	49	0	0	4/2	2	1	i}{		a	i		i	i						}{	m	1	1	0, -3, 1		0	0
416	2.0	50	50	0	0	4/2	2	1	v		a	i		v	v							m	1	1	1, -2, 2		1	1
418	2.0	50	50	1/2	1/2	4/2	2	1	V6/IV		a	i		V6/IV	V		6		IV			M	1	1	4, 1, 0		0	4
420	2.0	50	50	1	1	4/2	2	1	IV		a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
422	2.0	50	50	3/2	3/2	4/2	2	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
424	2.0	51	51	0	0	4/2	2	1	VII6		a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
426	2.0	51	51	1/2	1/2	4/2	2	1	IV		a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
428	4.0	51	51	1	1	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
432	2.0	52	52	0	0	4/2	2	1	V6(4)		a	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
434	2.0	52	52	1/2	1/2	4/2	2	1	V6		a	i		V6	V		6					M	1	1	5, 2, 1		1	5
436	4.0	52	52	1	1	4/2	2	1	i}{		a	i		i	i						}{	m	1	1	0, -3, 1		0	0
440	2.0	53	53	0	0	4/2	2	1	III		a	i		III	III							M	1	1	-3, 1, -2		-3	-3
442	2.0	53	53	1/2	1/2	4/2	2	1	III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
444	2.0	53	53	1	1	4/2	2	1	VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
446	2.0	53	53	3/2	3/2	4/2	2	1	v6		a	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
448	2.0	54	54	0	0	4/2	2	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
450	2.0	54	54	1/2	1/2	4/2	2	1	V6/iv		a	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
452	4.0	54	54	1	1	4/2	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
456	2.0	55	55	0	0	4/2	2	1	VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
458	2.0	55	55	1/2	1/2	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
460	2.0	55	55	1	1	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
462	2.0	55	55	3/2	3/2	4/2	2	1	VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
464	2.0	56	56	0	0	4/2	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
466	2.0	56	56	1/2	1/2	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
468	3.0	56	56	1	1	4/2	2	1	VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
471	1.0	56	56	7/4	7/4	4/2	2	1	ii%7		a	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
472	2.0	57	57	0	0	4/2	2	1	i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
474	6.0	57	57	1/2	1/2	4/2	2	1	i		a	i		i	i							m	1	1	0, -3, 1		0	0
480	2.0	58	58	0	0	4/2	2	1	iv6		a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
482	1.0	58	58	1/2	1/2	4/2	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
483	1.0	58	58	3/4	3/4	4/2	2	1	I6		a	i		I6	I		6					M	1	1	4, 1, 0		0	4
484	1.0	58	58	1	1	4/2	2	1	iv(9)		a	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
485	3.0	58	58	5/4	5/4	4/2	2	1	iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
488	8.0	59	59	0	0	4/2	2	1	I}		a	i		I	I						}	M	1	1	0, 4, 1		0	0
