quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
62	2.0	16	16	1/2	1/2	4/4	2	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
64	2.0	17	17	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
66	1.0	17	17	1/2	1/2	4/4	2	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
67	1.0	17	17	3/4	3/4	4/4	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
68	2.0	18	18	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
70	0.5	18	18	1/2	1/2	4/4	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
141/2	0.5	18	18	5/8	5/8	4/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
71	0.5	18	18	3/4	3/4	4/4	2	1	ii6		g	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
143/2	0.5	18	18	7/8	7/8	4/4	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
72	2.0	19	19	0	0	4/4	2	1	i}{		g	i		i	i						}{	m	1	1	0, -3, 1		0	0
74	2.0	19	19	1/2	1/2	4/4	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
76	2.0	20	20	0	0	4/4	2	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
78	1.0	20	20	1/2	1/2	4/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
79	1.0	20	20	3/4	3/4	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
80	1.5	21	21	0	0	4/4	2	1	ii	#viio6	g	i		ii	ii							m	1	1	2, -1, 3		2	2
163/2	0.5	21	21	3/8	3/8	4/4	2	1	#viio		g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
82	2.0	21	21	1/2	1/2	4/4	2	1	i}{		g	i		i	i						}{	m	1	1	0, -3, 1		0	0
84	2.0	22	22	0	0	4/4	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
86	2.0	22	22	1/2	1/2	4/4	2	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
88	1.5	23	23	0	0	4/4	2	1	VI/v		g	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
179/2	0.5	23	23	3/8	3/8	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
90	2.0	23	23	1/2	1/2	4/4	2	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
92	2.0	24	24	0	0	4/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
94	2.0	24	24	1/2	1/2	4/4	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
96	1.0	25	25	0	0	4/4	2	1	iv6(2)		g	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
97	2.0	25	25	1/4	1/4	4/4	2	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
99	1.0	25	25	3/4	3/4	4/4	2	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
100	1.0	26	26	0	0	8/4	2	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
101	1.0	26	26	1/4	1/4	8/4	2	1	V65/iv		g	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
102	1.0	26	26	1/2	1/2	8/4	2	1	iv(9)		g	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
103	1.0	26	26	3/4	3/4	8/4	2	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
104	2.0	26	26	1	1	8/4	2	1	VII7		g	i		VII7	VII		7					Mm7	1	1	-2, 2, -1, -4		-2	-2
106	1.0	26	26	3/2	3/2	8/4	2	1	V65		g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
107	1.0	26	26	7/4	7/4	8/4	2	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
108	4.0	27	27	0	0	4/4	2	1	I}		g	i		I	I						}	M	1	1	0, 4, 1		0	0
112	3.0	28	28	0	0	3/4	2	1	v{	V{	g	i		v	v						{	m	1	1	1, -2, 2		1	1
115	1.0	29	29	0	0	3/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
116	2.0	29	29	1/4	1/4	3/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
118	1.0	30	30	0	0	3/4	2	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
119	1.0	30	30	1/4	1/4	3/4	2	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
120	1.0	30	30	1/2	1/2	3/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
121	3.0	31	31	0	0	3/4	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
124	1.0	32	32	0	0	3/4	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
125	1.0	32	32	1/4	1/4	3/4	2	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
126	1.0	32	32	1/2	1/2	3/4	2	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
127	2.0	33	33	0	0	3/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
129	1.0	33	33	1/2	1/2	3/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
130	1.0	34	34	0	0	3/4	2	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
131	1.0	34	34	1/4	1/4	3/4	2	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
132	1.0	34	34	1/2	1/2	3/4	2	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
133	2.0	35	35	0	0	3/4	2	1	III}{		g	i		III	III						}{	M	1	1	-3, 1, -2		-3	-3
135	1.0	35	35	1/2	1/2	3/4	2	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
136	2.0	36	36	0	0	3/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
138	1.0	36	36	1/2	1/2	3/4	2	1	iio6/v		g	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
139	3.0	37	37	0	0	3/4	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
142	1.0	38	38	0	0	3/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
143	2.0	38	38	1/4	1/4	3/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
145	1.0	39	39	0	0	3/4	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
146	2.0	39	39	1/4	1/4	3/4	2	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
148	2.0	40	40	0	0	3/4	2	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
150	1.0	40	40	1/2	1/2	3/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
151	3.0	41	41	0	0	3/4	2	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
154	3.0	42	42	0	0	3/4	2	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
157	3.0	43	43	0	0	3/4	2	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
160	0.5	44	44	0	0	3/4	2	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
321/2	1.5	44	44	1/8	1/8	3/4	2	1	V(64)/v		g	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
162	0.5	44	44	1/2	1/2	3/4	2	1	V(4)/v		g	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
325/2	0.5	44	44	5/8	5/8	3/4	2	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
163	2.0	45	45	0	0	3/4	2	1	VI/v		g	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
165	1.0	45	45	1/2	1/2	3/4	2	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
166	3.0	46	46	0	0	3/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
169	1.0	47	47	0	0	3/4	2	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
170	2.0	47	47	1/4	1/4	3/4	2	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
172	1.0	48	48	0	0	3/4	2	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
173	1.0	48	48	1/4	1/4	3/4	2	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
174	1.0	48	48	1/2	1/2	3/4	2	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
175	3.0	49	49	0	0	3/4	2	1	I}		g	i		I	I						}	M	1	1	0, 4, 1		0	0
