quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
88	1.0	12	12	0	0	4/2	1	1	ii(2)		g	i		ii(2)	ii			2				m	1	1	-3, -1, 3		2	-3
89	1.0	12	12	1/4	1/4	4/2	1	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
90	1.0	12	12	1/2	1/2	4/2	1	1	i(2)		g	i		i(2)	i			2				m	1	1	2, -3, 1		0	2
91	1.0	12	12	3/4	3/4	4/2	1	1	#vio6		g	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
92	2.0	12	12	1	1	4/2	1	1	V2/V		g	i		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
94	2.0	12	12	3/2	3/2	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
96	2.0	13	13	0	0	4/2	1	1	i(9)		g	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
98	2.0	13	13	1/2	1/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
100	2.0	13	13	1	1	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
102	2.0	13	13	3/2	3/2	4/2	1	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
104	2.0	14	14	0	0	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
106	2.0	14	14	1/2	1/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
108	2.0	14	14	1	1	4/2	1	1	#viio6(2)		g	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
110	2.0	14	14	3/2	3/2	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
112	2.0	15	15	0	0	4/2	1	1	I(4)}{		g	i		I(4)	I			4			}{	M	1	1	0, -1, 1		0	0
114	2.0	15	15	1/2	1/2	4/2	1	1	I		g	i		I	I							M	1	1	0, 4, 1		0	0
116	2.0	15	15	1	1	4/2	1	1	V2/V		g	i		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
118	2.0	15	15	3/2	3/2	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
120	2.0	16	16	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
122	2.0	16	16	1/2	1/2	4/2	1	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
124	2.0	16	16	1	1	4/2	1	1	v7		g	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
126	2.0	16	16	3/2	3/2	4/2	1	1	v(64)		g	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
128	4.0	17	17	0	0	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
132	2.0	17	17	1	1	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
134	2.0	17	17	3/2	3/2	4/2	1	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
136	2.0	18	18	0	0	4/2	1	1	ii%65/v		g	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
138	2.0	18	18	1/2	1/2	4/2	1	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
140	2.0	18	18	1	1	4/2	1	1	VI/v}{		g	i		VI/v	VI				v		}{	M	1	1	-3, 1, -2		-3	-3
142	2.0	18	18	3/2	3/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
144	2.0	19	19	0	0	4/2	1	1	v(4)		g	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
146	2.0	19	19	1/2	1/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
148	2.0	19	19	1	1	4/2	1	1	VII(4)		g	i		VII(4)	VII			4				M	1	1	-2, -3, -1		-2	-2
150	2.0	19	19	3/2	3/2	4/2	1	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
152	2.0	20	20	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
154	2.0	20	20	1/2	1/2	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
156	2.0	20	20	1	1	4/2	1	1	i2		g	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
158	2.0	20	20	3/2	3/2	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
160	2.0	21	21	0	0	4/2	1	1	#viio6(2)/iv		g	i		#viio6(2)/iv	#vii	o	6	2	iv			o	1	1	1, -2, -1		4	1
162	2.0	21	21	1/2	1/2	4/2	1	1	#viio6/iv		g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
164	4.0	21	21	1	1	4/2	1	1	iv}		g	i		iv	iv						}	m	1	1	-1, -4, 0		-1	-1
166	0.0	21	21	3/2	3/2	4/2	1	1	{		g	i									{		1	1				
168	4.0	22	22	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
172	2.0	22	22	1	1	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
174	2.0	22	22	3/2	3/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
176	2.0	23	23	0	0	4/2	1	1	V(64)/III		g	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
178	2.0	23	23	1/2	1/2	4/2	1	1	V7/III		g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
180	2.0	23	23	1	1	4/2	1	1	i(94)		g	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
182	2.0	23	23	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
184	2.0	24	24	0	0	4/2	1	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
186	2.0	24	24	1/2	1/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
188	4.0	24	24	1	1	4/2	1	1	i}		g	i		i	i						}	m	1	1	0, -3, 1		0	0
190	0.0	24	24	3/2	3/2	4/2	1	1	{		g	i									{		1	1				
192	1.0	25	25	0	0	4/2	1	1	v6(4)		g	i		v6(4)	v		6	4				m	1	1	0, 2, 1		1	0
193	3.0	25	25	1/4	1/4	4/2	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
196	1.0	25	25	1	1	4/2	1	1	IV6(4)		g	i		IV6(4)	IV		6	4				M	1	1	-2, 0, -1		-1	-2
197	1.0	25	25	5/4	5/4	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
198	2.0	25	25	3/2	3/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
200	1.0	26	26	0	0	4/2	1	1	v(64)		g	i		v(64)	v			64				m	1	1	1, 0, -3		1	1
201	3.0	26	26	1/4	1/4	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
204	2.0	26	26	1	1	4/2	1	1	V65/IV		g	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
206	2.0	26	26	3/2	3/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
208	1.0	27	27	0	0	4/2	1	1	V/iv		g	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
209	2.0	27	27	1/4	1/4	4/2	1	1	V(4)/iv		g	i		V(4)/iv	V			4	iv			M	1	1	0, -1, 1		0	0
211	1.0	27	27	3/4	3/4	4/2	1	1	V/iv		g	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
212	1.0	27	27	1	1	4/2	1	1	iv(9)}{		g	i		iv(9)	iv			9			}{	m	1	1	-1, -4, 0	1	-1	-1
213	3.0	27	27	5/4	5/4	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
216	1.0	28	28	0	0	4/2	1	1	#viio6(2)/iv		g	i		#viio6(2)/iv	#vii	o	6	2	iv			o	1	1	1, -2, -1		4	1
217	1.0	28	28	1/4	1/4	4/2	1	1	#viio6/iv		g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
218	2.0	28	28	1/2	1/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
220	2.0	28	28	1	1	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
222	1.0	28	28	3/2	3/2	4/2	1	1	ii6		g	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
223	1.0	28	28	7/4	7/4	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
224	2.0	29	29	0	0	4/2	1	1	V2		g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
226	2.0	29	29	1/2	1/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
228	2.0	29	29	1	1	4/2	1	1	V2/VII		g	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
230	2.0	29	29	3/2	3/2	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
232	1.0	30	30	0	0	4/2	1	1	IV(2)		g	i		IV(2)	IV			2				M	1	1	1, 3, 0		-1	1
233	1.0	30	30	1/4	1/4	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
234	2.0	30	30	1/2	1/2	4/2	1	1	ii6		g	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
236	2.0	30	30	1	1	4/2	1	1	I6(42)		g	i		I6(42)	I		6	42				M	1	1	-1, 1, 2		0	-1
238	2.0	30	30	3/2	3/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
240	1.0	31	31	0	0	4/2	1	1	VII6(2)		g	i		VII6(2)	VII		6	2				M	1	1	2, -1, 0		-2	2
241	3.0	31	31	1/4	1/4	4/2	1	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
244	2.0	31	31	1	1	4/2	1	1	V7/iv		g	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
246	2.0	31	31	3/2	3/2	4/2	1	1	V(64)/iv		g	i		V(64)/iv	V			64	iv			M	1	1	0, -1, -4		0	0
248	2.0	32	32	0	0	4/2	1	1	i(4)		g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
250	2.0	32	32	1/2	1/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
252	1.0	32	32	1	1	4/2	1	1	v(4)		g	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
253	2.0	32	32	5/4	5/4	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
255	1.0	32	32	7/4	7/4	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
256	2.0	33	33	0	0	4/2	1	1	IV(4)		g	i		IV(4)	IV			4				M	1	1	-1, -2, 0		-1	-1
258	2.0	33	33	1/2	1/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
260	2.0	33	33	1	1	4/2	1	1	i6(4)		g	i		i6(4)	i		6	4				m	1	1	-1, 1, 0		0	-1
262	2.0	33	33	3/2	3/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
264	2.0	34	34	0	0	4/2	1	1	ii		g	i		ii	ii							m	1	1	2, -1, 3		2	2
266	1.0	34	34	1/2	1/2	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
267	1.0	34	34	3/4	3/4	4/2	1	1	#viio		g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
268	2.0	34	34	1	1	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
270	2.0	34	34	3/2	3/2	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
272	1.0	35	35	0	0	4/2	1	1	IV(2)		g	i		IV(2)	IV			2				M	1	1	1, 3, 0		-1	1
273	1.0	35	35	1/4	1/4	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
274	2.0	35	35	1/2	1/2	4/2	1	1	ii6		g	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
276	1.0	35	35	1	1	4/2	1	1	I6(4)		g	i		I6(4)	I		6	4				M	1	1	-1, 1, 0		0	-1
277	1.0	35	35	5/4	5/4	4/2	1	1	I6		g	i		I6	I		6					M	1	1	4, 1, 0		0	4
278	2.0	35	35	3/2	3/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
280	2.0	36	36	0	0	4/2	1	1	V7/v		g	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
282	2.0	36	36	1/2	1/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
284	1.0	36	36	1	1	4/2	1	1	iv(2)		g	i		iv(2)	iv			2				m	1	1	1, -4, 0		-1	1
285	1.0	36	36	5/4	5/4	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
286	2.0	36	36	3/2	3/2	4/2	1	1	iio6		g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
288	1.0	37	37	0	0	4/2	1	1	i6(2)		g	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
289	3.0	37	37	1/4	1/4	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
292	1.0	37	37	1	1	4/2	1	1	#viio6(2)		g	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
293	1.0	37	37	5/4	5/4	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
294	2.0	37	37	3/2	3/2	4/2	1	1	V(64)/v		g	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
296	2.0	38	38	0	0	4/2	1	1	V(4)/v		g	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
298	2.0	38	38	1/2	1/2	4/2	1	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
300	1.0	38	38	1	1	4/2	1	1	i6(2)		g	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
301	1.0	38	38	5/4	5/4	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
302	2.0	38	38	3/2	3/2	4/2	1	1	I6		g	i		I6	I		6					M	1	1	4, 1, 0		0	4
304	2.0	39	39	0	0	4/2	1	1	#viio/v		g	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
306	2.0	39	39	1/2	1/2	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
308	2.0	39	39	1	1	4/2	1	1	V(4)/v		g	i		V(4)/v	V			4	v			M	1	1	2, 1, 3		2	2
310	2.0	39	39	3/2	3/2	4/2	1	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
312	4.0	40	40	0	0	4/2	1	1	v}		g	i		v	v						}	m	1	1	1, -2, 2		1	1
314	0.0	40	40	1/2	1/2	4/2	1	1	{		g	i									{		1	1				
316	2.0	40	40	1	1	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
318	2.0	40	40	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
320	2.0	41	41	0	0	4/2	1	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
322	4.0	41	41	1/2	1/2	4/2	1	1	III6(2)		g	i		III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
326	2.0	41	41	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
328	2.0	42	42	0	0	4/2	1	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
330	2.0	42	42	1/2	1/2	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
332	2.0	42	42	1	1	4/2	1	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
334	4.0	42	42	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
338	2.0	43	43	1/2	1/2	4/2	1	1	V/v		g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
340	2.0	43	43	1	1	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
342	2.0	43	43	3/2	3/2	4/2	1	1	IV6		g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
344	2.0	44	44	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
346	2.0	44	44	1/2	1/2	4/2	1	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
348	2.0	44	44	1	1	4/2	1	1	i64(2)		g	i		i64(2)	i		64	2				m	1	1	1, 2, -3		0	1
350	2.0	44	44	3/2	3/2	4/2	1	1	i64		g	i		i64	i		64					m	1	1	1, 0, -3		0	1
352	2.0	45	45	0	0	4/2	1	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
354	2.0	45	45	1/2	1/2	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
356	2.0	45	45	1	1	4/2	1	1	#viio6(2)/iv		g	i		#viio6(2)/iv	#vii	o	6	2	iv			o	1	1	1, -2, -1		4	1
358	2.0	45	45	3/2	3/2	4/2	1	1	#viio6/iv		g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
360	4.0	46	46	0	0	4/2	1	1	iv}{		g	i		iv	iv						}{	m	1	1	-1, -4, 0		-1	-1
364	4.0	46	46	1	1	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
368	3.0	47	47	0	0	4/2	1	1	VI	iv6	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
371	1.0	47	47	3/4	3/4	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
372	2.0	47	47	1	1	4/2	1	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
374	2.0	47	47	3/2	3/2	4/2	1	1	iio6		g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
376	2.0	48	48	0	0	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
378	2.0	48	48	1/2	1/2	4/2	1	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
380	1.0	48	48	1	1	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
381	1.0	48	48	5/4	5/4	4/2	1	1	i64		g	i		i64	i		64					m	1	1	1, 0, -3		0	1
382	1.0	48	48	3/2	3/2	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
383	1.0	48	48	7/4	7/4	4/2	1	1	V6/iv		g	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
384	2.0	49	49	0	0	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
386	2.0	49	49	1/2	1/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
388	2.0	49	49	1	1	4/2	1	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
390	2.0	49	49	3/2	3/2	4/2	1	1	III6		g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
392	6.0	50	50	0	0	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
398	2.0	50	50	3/2	3/2	4/2	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
400	2.0	51	51	0	0	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
402	2.0	51	51	1/2	1/2	4/2	1	1	V(64)		g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
404	2.0	51	51	1	1	4/2	1	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
406	2.0	51	51	3/2	3/2	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
408	2.0	52	52	0	0	4/2	1	1	i}{		g	i		i	i						}{	m	1	1	0, -3, 1		0	0
410	2.0	52	52	1/2	1/2	4/2	1	1	VII6		g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
412	2.0	52	52	1	1	4/2	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
414	2.0	52	52	3/2	3/2	4/2	1	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
416	2.0	53	53	0	0	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
418	1.0	53	53	1/2	1/2	4/2	1	1	V6(4)		g	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
419	1.0	53	53	3/4	3/4	4/2	1	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
420	1.0	53	53	1	1	4/2	1	1	i(9)		g	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
421	3.0	53	53	5/4	5/4	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
424	1.0	54	54	0	0	4/2	1	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
425	3.0	54	54	1/4	1/4	4/2	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
428	8.0	54	54	1	1	4/2	1	1	i}		g	i		i	i						}	m	1	1	0, -3, 1		0	0
430	0.0	54	54	3/2	3/2	4/2	1	1	{		g	i									{		1	1				
436	2.0	55	55	1	1	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
438	2.0	55	55	3/2	3/2	4/2	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
440	1.0	56	56	0	0	4/2	1	1	v(4)		g	i		v(4)	v			4				m	1	1	1, 0, 2		1	1
441	3.0	56	56	1/4	1/4	4/2	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
444	2.0	56	56	1	1	4/2	1	1	IV(42)		g	i		IV(42)	IV			42				M	1	1	1, -2, 0		-1	1
446	2.0	56	56	3/2	3/2	4/2	1	1	VI6		g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
448	2.0	57	57	0	0	4/2	1	1	III(4)		g	i		III(4)	III			4				M	1	1	-3, -4, -2		-3	-3
450	2.0	57	57	1/2	1/2	4/2	1	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
