mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	24.0	0	0	3/1	1	1	d.i{		d	i		i	i						{	m	1	1	0, -3, 1		0	0
3	3	24	24	11.99583333333333	0	0	3/1	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	8639/240	8639/240	0.002083333333338544	2879/960	2879/960	3/1	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	17279/480	17279/480	0.0020833333333314386	5759/1920	5759/1920	3/1	1	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
4	4	36	36	12.0	0	0	3/1	1	1	V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
5	5	48	48	11.99583333333333	0	0	3/1	1	1	III}{		d	i		III	III						}{	M	1	1	-3, 1, -2		-3	-3
5	5	14399/240	14399/240	0.002083333333338544	2879/960	2879/960	3/1	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
5	5	28799/480	28799/480	0.0020833333333314386	5759/1920	5759/1920	3/1	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	60	60	11.995833333333337	0	0	3/1	1	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
6	6	17279/240	17279/240	0.004166666666662877	2879/960	2879/960	3/1	1	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
7	7	72	72	12.0	0	0	3/1	1	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
8	8	84	84	11.995833333333337	0	0	3/1	1	1	VII}{		d	i		VII	VII						}{	M	1	1	-2, 2, -1		-2	-2
8	8	23039/240	23039/240	0.0020833333333314386	2879/960	2879/960	3/1	1	1	VII6		d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
8	8	46079/480	46079/480	0.0020833333333314386	5759/1920	5759/1920	3/1	1	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
9	9	96	96	8.0	0	0	3/1	1	1	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
9	9	104	104	4.0	2	2	3/1	1	1	IV6		d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
10	10	108	108	12.0	0	0	3/1	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
