quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
412	4.0	53	53	0	0	4/2	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
416	2.0	53	53	1	1	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
418	2.0	53	53	3/2	3/2	4/2	1	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
420	4.0	54	54	0	0	4/2	1	1	I6		d	i		I6	I		6					M	1	1	4, 1, 0		0	4
424	4.0	54	54	1	1	4/2	1	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
428	4.0	55	55	0	0	4/2	1	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
432	2.0	55	55	1	1	4/2	1	1	#viio6(2)/v		d	i		#viio6(2)/v	#vii	o	6	2	v			o	1	1	3, 0, 1		6	3
434	2.0	55	55	3/2	3/2	4/2	1	1	#viio6/v		d	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
436	2.0	56	56	0	0	4/2	1	1	v}{		d	i		v	v						}{	m	1	1	1, -2, 2		1	1
438	2.0	56	56	1/2	1/2	4/2	1	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
440	4.0	56	56	1	1	4/2	1	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
444	2.0	57	57	0	0	4/2	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
446	2.0	57	57	1/2	1/2	4/2	1	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
448	1.0	57	57	1	1	4/2	1	1	i6(2)		d	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
449	3.0	57	57	5/4	5/4	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
452	2.0	58	58	0	0	4/2	1	1	V(4)		d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
454	2.0	58	58	1/2	1/2	4/2	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
456	2.0	58	58	1	1	4/2	1	1	iv6(2)		d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
458	2.0	58	58	3/2	3/2	4/2	1	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
460	4.0	59	59	0	0	4/2	1	1	IV6		d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
464	4.0	59	59	1	1	4/2	1	1	I6		d	i		I6	I		6					M	1	1	4, 1, 0		0	4
468	2.0	60	60	0	0	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
470	1.0	60	60	1/2	1/2	4/2	1	1	IV6/VII		d	i		IV6/VII	IV		6		VII			M	1	1	1, -2, -3		-3	1
471	1.0	60	60	3/4	3/4	4/2	1	1	viio/VII		d	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
472	2.0	60	60	1	1	4/2	1	1	VII		d	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
474	1.0	60	60	3/2	3/2	4/2	1	1	VII6		d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
475	1.0	60	60	7/4	7/4	4/2	1	1	vi/VII		d	i		vi/VII	vi				VII			m	1	1	1, -2, 2		1	1
476	2.0	61	61	0	0	4/2	1	1	ii65/VII		d	i		ii65/VII	ii		65		VII			mm7	1	1	-3, 1, -2, 0		0	-3
478	2.0	61	61	1/2	1/2	4/2	1	1	V/VII		d	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
480	2.0	61	61	1	1	4/2	1	1	vi/VII}{		d	i		vi/VII	vi				VII		}{	m	1	1	1, -2, 2		1	1
482	2.0	61	61	3/2	3/2	4/2	1	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
484	4.0	62	62	0	0	4/2	1	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
