mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	2	1	.G.V{		G	I		V	V						{	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	2.0	0.0
1	1	1	1	4/2	2	1	vi	IV6	G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	2.0	0.0
2	2	0	0	4/2	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	2	2	0.5	0.25	0.75	0.25
2	2	1/2	1/2	4/2	2	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	1.0	0.0
2	2	1	1	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	1.5	0.0
2	2	3/2	3/2	4/2	2	1	IV6/IV		G	I		IV6/IV	IV		6		IV			M	0	0	3, 0, -1		-1	3	2	4	0.3333333333333333	0.25	0.75	0.25
2	2	7/4	7/4	4/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
3	3	0	0	4/2	2	1	V6(4)/IV		G	I		V6(4)/IV	V		6	4	IV			M	0	0	0, 2, 1		1	0	0	4	0.0	0.0	1.5	0.0
3	3	1/4	1/4	4/2	2	1	V6/IV		G	I		V6/IV	V		6		IV			M	0	0	5, 2, 1		1	5	2	10	0.16666666666666666	0.25	4.25	0.05555555555555555
3	3	1	1	4/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	2	10	0.16666666666666666	0.5	5.0	0.09090909090909091
4	4	0	0	4/2	2	1	V(4)		G	I		V(4)	V			4				M	0	0	2, 1, 3		2	2	0	6	0.0	0.0	2.25	0.0
4	4	1/4	1/4	4/2	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	2	2	0.5	0.25	0.5	0.3333333333333333
4	4	1/2	1/2	4/2	2	1	I}{		G	I		I	I						}{	M	0	0	1, 5, 2		1	1	2	12	0.14285714285714285	0.5	4.5	0.1
4	4	5/4	5/4	4/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	1, 5, 4		4	1	0	6	0.0	0.0	1.5	0.0
4	4	3/2	3/2	4/2	2	1	IV/IV		G	I		IV/IV	IV				IV			M	0	0	-1, 3, 0		-1	-1	2	8	0.2	0.25	2.25	0.1
4	4	7/4	7/4	4/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	0	6	0.0	0.0	1.5	0.0
5	5	0	0	4/2	2	1	ii7/IV		G	I		ii7/IV	ii		7		IV			mm7	0	0	2, -1, 3, 0		2	2	0	8	0.0	0.0	2.75	0.0
5	5	1/4	1/4	4/2	2	1	V43/IV		G	I		V43/IV	V		43		IV			Mm7	0	0	2, -1, 1, 5		1	2	0	8	0.0	0.0	1.25	0.0
5	5	1/2	1/2	4/2	2	1	IV}		G	I		IV	IV						}	M	0	0	0, 4, 1		0	0	0	8	0.0	0.0	4.0	0.0
5	5	1	1	4/2	2	1	I{		G	I		I	I						{	M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	4.5	0.0
5	5	7/4	7/4	4/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	1, 5, 4		4	1	0	4	0.0	0.0	1.0	0.0
6	6	0	0	4/2	2	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	2	8	0.2	0.5	3.5	0.125
6	6	1	1	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	2	6	0.25	0.25	3.25	0.07142857142857142
6	6	3/2	3/2	4/2	2	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	1.0	0.0
6	6	7/4	7/4	4/2	2	1	#viio6/v		G	I		#viio6/v	#vii	o	6		v			o	0	0	4, 1, 7		7	4	0	4	0.0	0.0	1.0	0.0
7	7	0	0	4/2	2	1	v		G	I		v	v							m	0	0	2, -1, 3		2	2	0	10	0.0	0.0	3.5	0.0
7	7	1/2	1/2	4/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	2	6	0.25	0.25	1.25	0.16666666666666666
7	7	3/4	3/4	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	2.0	0.0
7	7	1	1	4/2	2	1	V2/V		G	I		V2/V	V		2		V			Mm7	0	0	1, 3, 7, 4		3	1	0	4	0.0	0.0	1.25	0.0
7	7	5/4	5/4	4/2	2	1	V6		G	I		V6	V		6					M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	1.75	0.0
7	7	3/2	3/2	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.5	0.0
7	7	7/4	7/4	4/2	2	1	vi	IV6	G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	1.0	0.0
8	8	0	0	4/2	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	4	10	0.2857142857142857	0.5	4.0	0.1111111111111111
8	8	1/2	1/2	4/2	2	1	viio6(2)/II		G	I		viio6(2)/II	vii	o	6	2	II			o	0	0	5, 2, 3		8	5	0	4	0.0	0.0	2.0	0.0
8	8	3/4	3/4	4/2	2	1	viio6/II		G	I		viio6/II	vii	o	6		II			o	0	0	5, 2, 8		8	5	0	4	0.0	0.0	1.0	0.0
8	8	1	1	4/2	2	1	II6		G	I		II6	II		6					M	0	0	7, 4, 3		3	7	0	8	0.0	0.0	3.25	0.0
8	8	5/4	5/4	4/2	2	1	II		G	I		II	II							M	0	0	3, 7, 4		3	3	4	10	0.2857142857142857	0.5	4.25	0.10526315789473684
9	9	0	0	4/2	2	1	V6		G	I		V6	V		6					M	0	0	6, 3, 2		2	6	2	8	0.2	0.25	3.75	0.0625
9	9	1/2	1/2	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	12	0.0	0.0	4.5	0.0
9	9	1	1	4/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	8	0.0	0.0	3.0	0.0
9	9	3/2	3/2	4/2	2	1	ii6		G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	0	8	0.0	0.0	3.0	0.0
9	9	7/4	7/4	4/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	2	2	0.5	0.5	0.5	0.5
10	10	0	0	4/2	2	1	V(4)		G	I		V(4)	V			4				M	0	0	2, 1, 3		2	2	0	8	0.0	0.0	3.25	0.0
10	10	1/4	1/4	4/2	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	2	2	0.5	0.25	0.5	0.3333333333333333
10	10	1/2	1/2	4/2	2	1	I}{		G	I		I	I						}{	M	0	0	1, 5, 2		1	1	0	18	0.0	0.0	7.5	0.0
10	10	3/2	3/2	4/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	4	8	0.3333333333333333	0.75	2.25	0.25
11	11	0	0	4/2	2	1	V(4)		G	I		V(4)	V			4				M	0	0	2, 1, 3		2	2	0	6	0.0	0.0	2.25	0.0
11	11	1/4	1/4	4/2	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	1.75	0.0
11	11	1/2	1/2	4/2	2	1	I}{		G	I		I	I						}{	M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	3.5	0.0
11	11	1	1	4/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	1, 5, 4		4	1	0	4	0.0	0.0	1.5	0.0
11	11	3/2	3/2	4/2	2	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	2	6	0.25	0.25	1.75	0.125
12	12	0	0	4/2	2	1	V(64)		G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	6	0.0	0.0	1.75	0.0
12	12	1/4	1/4	4/2	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	1.5	0.14285714285714285
12	12	1/2	1/2	4/2	2	1	vi(4)		G	I		vi(4)	vi			4				m	0	0	4, 3, 5		4	4	0	4	0.0	0.0	1.5	0.0
12	12	3/4	3/4	4/2	2	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	1.0	0.0
12	12	1	1	4/2	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	2	6	0.25	0.25	2.25	0.1
12	12	3/2	3/2	4/2	2	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	2	10	0.16666666666666666	0.25	3.5	0.06666666666666667
13	13	0	0	4/2	2	1	IV(9)		G	I		IV(9)	IV			9				M	0	0	0, 4, 1	2	0	0	0	6	0.0	0.0	2.0	0.0
13	13	1/4	1/4	4/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
13	13	1/2	1/2	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	2	12	0.14285714285714285	0.25	4.75	0.05
13	13	3/2	3/2	4/2	2	1	IV/IV		G	I		IV/IV	IV				IV			M	0	0	-1, 3, 0		-1	-1	2	6	0.25	0.25	1.75	0.125
13	13	7/4	7/4	4/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	1.0	0.0
14	14	0	0	4/2	2	1	viio6(2)/IV		G	I		viio6(2)/IV	vii	o	6	2	IV			o	0	0	2, -1, 0		5	2	0	8	0.0	0.0	2.75	0.0
14	14	1/4	1/4	4/2	2	1	viio6/IV		G	I		viio6/IV	vii	o	6		IV			o	0	0	2, -1, 5		5	2	0	6	0.0	0.0	1.25	0.0
14	14	1/2	1/2	4/2	2	1	IV}{		G	I		IV	IV						}{	M	0	0	0, 4, 1		0	0	0	10	0.0	0.0	5.0	0.0
14	14	1	1	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	2	12	0.14285714285714285	0.25	4.75	0.05
15	15	0	0	4/2	2	1	IV6/IV		G	I		IV6/IV	IV		6		IV			M	0	0	3, 0, -1		-1	3	2	6	0.25	0.25	1.75	0.125
15	15	1/4	1/4	4/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	1.5	0.0
15	15	1/2	1/2	4/2	2	1	V6(4)/IV		G	I		V6(4)/IV	V		6	4	IV			M	0	0	0, 2, 1		1	0	0	2	0.0	0.0	0.75	0.0
15	15	3/4	3/4	4/2	2	1	V6/IV		G	I		V6/IV	V		6		IV			M	0	0	5, 2, 1		1	5	0	6	0.0	0.0	1.75	0.0
15	15	1	1	4/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	6	12	0.3333333333333333	1.0	5.0	0.16666666666666666
16	16	0	0	4/2	2	1	viio6(2)/IV		G	I		viio6(2)/IV	vii	o	6	2	IV			o	0	0	2, -1, 0		5	2	0	4	0.0	0.0	1.0	0.0
16	16	1/4	1/4	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	2	6	0.25	0.5	2.5	0.16666666666666666
16	16	3/4	3/4	4/2	2	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	0	8	0.0	0.0	2.0	0.0
16	16	1	1	4/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	2	8	0.2	0.25	1.75	0.125
16	16	5/4	5/4	4/2	2	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	2.0	0.0
16	16	3/2	3/2	4/2	2	1	V6(4)		G	I		V6(4)	V		6	4				M	0	0	1, 3, 2		2	1	0	6	0.0	0.0	2.75	0.0
16	16	7/4	7/4	4/2	2	1	V6		G	I		V6	V		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.75	0.0
17	17	0	0	2/2	2	1	I}		G	I		I	I						}	M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	8.0	0.0
18	18	0	0	3/2	2	1	IV{		G	I		IV	IV						{	M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.5	2.0	0.2
18	18	3/4	3/4	3/2	2	1	IV6	vi	G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	2	6	0.25	0.75	2.25	0.25
19	19	0	0	3/2	2	1	v6		G	I		v6	v		6					m	0	0	-1, 3, 2		2	-1	4	8	0.3333333333333333	1.0	3.0	0.25
19	19	3/4	3/4	3/2	2	1	V/v		G	I		V/v	V				v			M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	2.5	0.0
19	19	1	1	3/2	2	1	v		G	I		v	v							m	0	0	2, -1, 3		2	2	0	6	0.0	0.0	2.0	0.0
20	20	0	0	3/2	2	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	2	8	0.2	0.5	4.5	0.1
20	20	1	1	3/2	2	1	IV6/IV		G	I		IV6/IV	IV		6		IV			M	0	0	3, 0, -1		-1	3	2	4	0.3333333333333333	0.25	1.75	0.125
21	21	0	0	3/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	2	8	0.2	0.5	3.5	0.125
21	21	3/4	3/4	3/2	2	1	IV6		G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	1.0	0.0
21	21	1	1	3/2	2	1	IV6/bVII		G	I		IV6/bVII	IV		6		bVII			M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	2.0	0.0
21	21	5/4	5/4	3/2	2	1	viio/bVII		G	I		viio/bVII	vii	o			bVII			o	0	0	4, 1, -2		4	4	0	4	0.0	0.0	1.0	0.0
22	22	0	0	3/2	2	1	.bVII		G	I		bVII	bVII							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	3.5	0.0
22	22	1/4	1/4	3/2	2	1	v6		G	I		v6	v		6					m	0	0	-1, 3, 2		2	-1	0	4	0.0	0.0	1.0	0.0
22	22	3/4	3/4	3/2	2	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	2	10	0.16666666666666666	0.5	4.0	0.1111111111111111
23	23	0	0	3/2	2	1	.bVII		G	I		bVII	bVII							M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	3.0	0.0
23	23	1/2	1/2	3/2	2	1	v6		G	I		v6	v		6					m	0	0	-1, 3, 2		2	-1	0	4	0.0	0.0	1.0	0.0
23	23	3/4	3/4	3/2	2	1	vi6		G	I		vi6	vi		6					m	0	0	1, 5, 4		4	1	0	8	0.0	0.0	3.5	0.0
