mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/2	1	1	.d.i{	d	i		i	i						{	m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	2.0	0.0
1	1	1	1	3/2	1	1	III6	d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	0	2	0.0	0.0	1.0	0.0
2	2	0	0	3/2	1	1	VII	d	i		VII	VII							M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	2.5	0.0
2	2	1/2	1/2	3/2	1	1	IV6	d	i		IV6	IV		6					M	1	1	5, 2, 1		1	5	2	2	0.5	0.5	0.5	0.5
2	2	1	1	3/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	1	7	0.125	0.125	3.875	0.03125
3	3	1	1	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	2	0.3333333333333333	0.25	0.75	0.25
4	4	0	0	3/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.5	3.0	0.14285714285714285
4	4	1	1	3/2	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.25	0.75	0.25
5	5	0	0	3/2	1	1	VI	d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	3.25	0.0
5	5	1/2	1/2	3/2	1	1	VI6	d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	1	1	0.5	0.25	0.5	0.3333333333333333
5	5	1	1	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	1.5	0.0
6	6	0	0	3/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	4, 1, 0		0	4	2	5	0.2857142857142857	0.5	4.5	0.1
6	6	1	1	3/2	1	1	VII	d	i		VII	VII							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
7	7	0	0	3/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	2.75	0.0
7	7	1/2	1/2	3/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	4	3	0.5714285714285714	1.0	0.75	0.5714285714285714
8	8	0	0	3/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	5	0.0	0.0	4.0	0.0
8	8	1	1	3/2	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	1.0	0.0
9	9	0	0	3/2	1	1	IV6	d	i		IV6	IV		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	3.0	0.0
