mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	d.v{		d	i		v	v						{	m	1	1	3, 0, 4		3	3	0	1	0.0	0.0	1.0	0.0
1	1	1	1	4/2	1	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.5	0.0
1	1	3/2	3/2	4/2	1	1	IV6		d	i		IV6	IV		6					M	1	1	5, 2, 1		1	5	0	1	0.0	0.0	0.5	0.0
2	2	0	0	4/2	1	1	I6		d	i		I6	I		6					M	1	1	6, 3, 2		2	6	0	1	0.0	0.0	0.5	0.0
2	2	1/2	1/2	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	1	0.0	0.0	0.5	0.0
2	2	1	1	4/2	1	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	0	1	0.0	0.0	1.0	0.0
3	3	0	0	4/2	1	1	i		d	i		i	i							m	1	1	2, -1, 3		2	2	2	6	0.25	0.5	2.0	0.2
3	3	3/2	3/2	4/2	1	1	I6		d	i		I6	I		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	1.0	0.0
4	4	0	0	4/2	1	1	V6		d	i		V6	V		6					M	1	1	7, 4, 3		3	7	0	2	0.0	0.0	1.0	0.0
4	4	1/2	1/2	4/2	1	1	v6		d	i		v6	v		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	1.5	0.0
4	4	1	1	4/2	1	1	IV6(2)		d	i		IV6(2)	IV		6	2				M	1	1	5, 2, 3		1	5	0	1	0.0	0.0	1.0	0.0
4	4	3/2	3/2	4/2	1	1	IV6		d	i		IV6	IV		6					M	1	1	5, 2, 1		1	5	0	1	0.0	0.0	0.5	0.0
5	5	0	0	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.5	2.25	0.18181818181818182
5	5	1	1	4/2	1	1	VI(4)		d	i		VI(4)	VI			4				M	1	1	-2, 4, -1		-2	-2	0	2	0.0	0.0	1.0	0.0
5	5	5/4	5/4	4/2	1	1	VI		d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	0	1	0.0	0.0	0.25	0.0
5	5	3/2	3/2	4/2	1	1	IV6		d	i		IV6	IV		6					M	1	1	5, 2, 1		1	5	0	3	0.0	0.0	1.5	0.0
6	6	0	0	4/2	1	1	I6		d	i		I6	I		6					M	1	1	6, 3, 2		2	6	2	3	0.4	0.25	1.25	0.16666666666666666
6	6	1/2	1/2	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	3	0.25	0.25	1.25	0.16666666666666666
6	6	1	1	4/2	1	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	1.5	0.0
6	6	5/4	5/4	4/2	1	1	#viio6(2)		d	i		#viio6(2)	#vii	o	6	2				o	1	1	4, 1, 2		7	4	1	2	0.3333333333333333	0.25	0.75	0.25
6	6	7/4	7/4	4/2	1	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	0	2	0.0	0.0	0.5	0.0
7	7	0	0	4/2	1	1	i}{		d	i		i	i						}{	m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	2.5	0.0
7	7	1/2	1/2	4/2	1	1	VI6		d	i		VI6	VI		6					M	1	1	2, -1, -2		-2	2	0	2	0.0	0.0	1.25	0.0
7	7	1	1	4/2	1	1	III(4)		d	i		III(4)	III			4				M	1	1	-1, -2, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
7	7	5/4	5/4	4/2	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1	-1	1	1	0.5	0.125	0.125	0.5
7	7	3/2	3/2	4/2	1	1	I6		d	i		I6	I		6					M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	1.5	0.0
