mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	g.i{		g	i		i	i						{	m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	1.0	0.0
1	1	1	1	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	1.0	0.0
2	2	0	0	4/2	1	1	IV		g	i		IV	IV							M	1	1	0, 4, 1		0	0	0	1	0.0	0.0	0.5	0.0
2	2	1/2	1/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.5	0.0
2	2	1	1	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	1	0.0	0.0	1.0	0.0
3	3	0	0	4/2	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.75	0.0
3	3	1	1	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.125	0.875	0.125
3	3	3/2	3/2	4/2	1	1	III		g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.75	0.0
4	4	0	0	4/2	1	1	ii6		g	i		ii6	ii		6					m	1	1	0, 4, 3		3	0	0	3	0.0	0.0	1.25	0.0
4	4	1/2	1/2	4/2	1	1	i6(2)		g	i		i6(2)	i		6	2				m	1	1	-2, 2, 3		1	-2	0	1	0.0	0.0	0.5	0.0
4	4	3/4	3/4	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.5	0.0
4	4	1	1	4/2	1	1	#viio6(2)		g	i		#viio6(2)	#vii	o	6	2				o	1	1	3, 0, 1		6	3	0	1	0.0	0.0	1.0	0.0
4	4	5/4	5/4	4/2	1	1	#viio6		g	i		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
5	5	0	0	4/2	1	1	i}		g	i		i	i						}	m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	2.75	0.0
5	5	1	1	4/2	1	1	v		g	i		v	v							m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	2.75	0.0
6	6	0	0	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.25	1.25	0.16666666666666666
6	6	1/2	1/2	4/2	1	1	v		g	i		v	v							m	1	1	2, -1, 3		2	2	1	3	0.25	0.25	1.75	0.125
6	6	1	1	4/2	1	1	IV(2)		g	i		IV(2)	IV			2				M	1	1	2, 4, 1		0	2	0	2	0.0	0.0	1.5	0.0
6	6	3/2	3/2	4/2	1	1	IV		g	i		IV	IV							M	1	1	0, 4, 1		0	0	1	2	0.3333333333333333	0.25	0.75	0.25
7	7	0	0	4/2	1	1	V2		g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	1	4	0.2	0.125	1.625	0.07142857142857142
7	7	1/2	1/2	4/2	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.125	1.625	0.07142857142857142
7	7	1	1	4/2	1	1	V7/v		g	i		V7/v	V		7		v			Mm7	1	1	3, 7, 4, 1		3	3	0	2	0.0	0.0	1.5	0.0
