mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	.d.i{	d	i		i	i						{	m	1	1	2, -1, 3		2	2	1	3	0.25	0.25	2.75	0.08333333333333333
1	1	1	1	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	2	5	0.2857142857142857	0.375	1.625	0.1875
2	2	0	0	4/2	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	3.5	0.0
2	2	1/2	1/2	4/2	1	1	V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	6, 3, 0, 2		2	6	0	1	0.0	0.0	0.5	0.0
2	2	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	1.0	0.0
2	2	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	2	3	0.4	0.5	1.0	0.3333333333333333
3	3	0	0	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1	-2	0	5	0.0	0.0	4.0	0.0
3	3	1/2	1/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.125	0.875	0.125
3	3	1	1	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.5	2.0	0.2
4	4	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	3	6	0.3333333333333333	0.625	3.375	0.15625
4	4	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	1.0	0.0
4	4	3/2	3/2	4/2	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	1.5	0.0
5	5	0	0	4/2	1	1	iv(9)	d	i		iv(9)	iv			9				m	1	1	1, -2, 2	3	1	1	0	4	0.0	0.0	4.25	0.0
5	5	1/2	1/2	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
5	5	1	1	4/2	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	1.5	0.0
5	5	3/2	3/2	4/2	1	1	V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	6, 3, 0, 2		2	6	0	1	0.0	0.0	0.5	0.0
6	6	0	0	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	3.0	0.0
6	6	1/2	1/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	1	3	0.25	0.25	1.75	0.125
6	6	1	1	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1	-2	0	3	0.0	0.0	1.5	0.0
6	6	3/2	3/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	1.0	0.0
7	7	0	0	4/2	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	6, 3, 2		2	6	1	4	0.2	0.25	4.25	0.05555555555555555
7	7	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.375	1.625	0.1875
8	8	0	0	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.5	3.0	0.14285714285714285
8	8	1	1	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	2	5	0.2857142857142857	0.375	2.125	0.15
9	9	0	0	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1	-2	0	4	0.0	0.0	3.25	0.0
9	9	1/2	1/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	1	1	0.5	0.25	0.5	0.3333333333333333
9	9	1	1	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	1.25	0.0
9	9	3/2	3/2	4/2	1	1	VI	d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	3	5	0.375	0.625	3.125	0.16666666666666666
10	10	1/2	1/2	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1	1	5	7	0.4166666666666667	0.875	2.625	0.25
11	11	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	2	6	0.25	0.5	4.5	0.1
11	11	1	1	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1	-2	0	3	0.0	0.0	1.5	0.0
11	11	3/2	3/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.125	0.875	0.125
12	12	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	4	9	0.3076923076923077	0.875	6.625	0.11666666666666667
13	13	0	0	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	2, 1, -2		1	2	6	10	0.375	1.5	6.5	0.1875
14	14	0	0	4/2	1	1	I}	d	i		I	I						}	M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	8.0	0.0
