mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	.d.i{	d	i		i	i						{	m	1	1	2, -1, 3		2.0	2.0	0	2	0.0	0.0	2.25	0.0
1	1	1/2	1/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	2	0.0	0.0	1.0	0.0
1	1	1	1	4/2	1	1	VI6	d	i		VI6	VI		6					M	1	1	2, -1, -2		-2.0	2.0	0	2	0.0	0.0	1.25	0.0
1	1	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	1	0.5	0.25	0.5	0.3333333333333333
2	2	0	0	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1.0	-2.0	0	3	0.0	0.0	3.25	0.0
2	2	1/2	1/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
2	2	1	1	4/2	1	1	I6	d	i		I6	I		6					M	1	1	6, 3, 2		2.0	6.0	0	2	0.0	0.0	1.0	0.0
2	2	3/2	3/2	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	1.0	0.0
3	3	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	1	3	0.25	0.25	4.5	0.05263157894736842
3	3	1/2	1/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	1	2	0.3333333333333333	0.25	0.75	0.25
3	3	1	1	4/2	1	1	I	d	i		I	I							M	1	1	2, 6, 3		2.0	2.0	0	3	0.0	0.0	1.25	0.0
3	3	3/2	3/2	4/2	1	1	iv64(2)	d	i		iv64(2)	iv		64	2				m	1	1	2, 3, -2		1.0	2.0	0	1	0.0	0.0	0.5	0.0
3	3	7/4	7/4	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	0	1	0.0	0.0	0.25	0.0
4	4	0	0	4/2	1	1	I6(4)	d	i		I6(4)	I		6	4				M	1	1	1, 3, 2		2.0	1.0	0	3	0.0	0.0	3.0	0.0
4	4	1/4	1/4	4/2	1	1	I6	d	i		I6	I		6					M	1	1	6, 3, 2		2.0	6.0	0	2	0.0	0.0	0.5	0.0
4	4	1/2	1/2	4/2	1	1	iv(9)	d	i		iv(9)	iv			9				m	1	1	1, -2, 2	3	1.0	1.0	0	2	0.0	0.0	1.0	0.0
4	4	3/4	3/4	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	0	1	0.0	0.0	0.5	0.0
4	4	1	1	4/2	1	1	i(4)	d	i		i(4)	i			4				m	1	1	2, 1, 3		2.0	2.0	0	2	0.0	0.0	1.5	0.0
4	4	5/4	5/4	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	1	0.0	0.0	0.5	0.0
4	4	3/2	3/2	4/2	1	1	ii%2	d	i		ii%2	ii	%	2					%7	1	1	2, 4, 1, -2		4.0	2.0	0	2	0.0	0.0	0.75	0.0
5	5	0	0	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	2, -1, 3		2.0	2.0	0	7	0.0	0.0	6.75	0.0
5	5	3/2	3/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	0	2	0.0	0.0	1.0	0.0
6	6	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	5.0	0.0
6	6	1/2	1/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	0	2	0.0	0.0	0.75	0.0
6	6	1	1	4/2	1	1	I	d	i		I	I							M	1	1	2, 6, 3		2.0	2.0	1	4	0.2	0.25	1.75	0.125
7	7	0	0	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	0	4	0.0	0.0	3.0	0.0
7	7	1/2	1/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	2	0.0	0.0	1.0	0.0
7	7	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	1.25	0.0
7	7	3/2	3/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	1	3	0.25	0.25	1.25	0.16666666666666666
8	8	0	0	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	0	4	0.0	0.0	3.75	0.0
8	8	1/4	1/4	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	0	1	0.0	0.0	0.5	0.0
8	8	1/2	1/2	4/2	1	1	i6(4)	d	i		i6(4)	i		6	4				m	1	1	1, 3, 2		2.0	1.0	0	1	0.0	0.0	1.0	0.0
8	8	3/4	3/4	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	1	0.0	0.0	0.25	0.0
8	8	1	1	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1.0	-2.0	0	1	0.0	0.0	0.75	0.0
8	8	3/2	3/2	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
9	9	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	4.25	0.0
9	9	1/2	1/2	4/2	1	1	ii%2	d	i		ii%2	ii	%	2					%7	1	1	2, 4, 1, -2		4.0	2.0	1	2	0.3333333333333333	0.25	0.75	0.25
9	9	1	1	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	2, -1, 3		2.0	2.0	1	5	0.16666666666666666	0.25	2.25	0.1
10	10	0	0	4/2	1	1	iv6(2)	d	i		iv6(2)	iv		6	2				m	1	1	-2, 2, 3		1.0	-2.0	0	3	0.0	0.0	2.625	0.0
10	10	1/4	1/4	4/2	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	1	1	0.5	0.125	0.5	0.2
10	10	1/2	1/2	4/2	1	1	I(4)	d	i		I(4)	I			4				M	1	1	2, 1, 3		2.0	2.0	0	2	0.0	0.0	1.0	0.0
10	10	3/4	3/4	4/2	1	1	I	d	i		I	I							M	1	1	2, 6, 3		2.0	2.0	0	1	0.0	0.0	0.25	0.0
10	10	1	1	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	1.5	0.0
10	10	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	3	0.0	0.0	1.5	0.0
11	11	0	0	4/2	1	1	iv64(2)	d	i		iv64(2)	iv		64	2				m	1	1	2, 3, -2		1.0	2.0	0	4	0.0	0.0	4.0	0.0
11	11	1/2	1/2	4/2	1	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	4, 1, -2, 2		4.0	4.0	0	2	0.0	0.0	1.0	0.0
11	11	1	1	4/2	1	1	I6	d	i		I6	I		6					M	1	1	6, 3, 2		2.0	6.0	0	3	0.0	0.0	1.25	0.0
11	11	3/2	3/2	4/2	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	1.5	0.0
12	12	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	5.0	0.0
12	12	1/2	1/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	0	2	0.0	0.0	1.0	0.0
12	12	1	1	4/2	1	1	I	d	i		I	I							M	1	1	2, 6, 3		2.0	2.0	0	2	0.0	0.0	1.0	0.0
12	12	3/2	3/2	4/2	1	1	iv64	d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	0	2	0.0	0.0	1.0	0.0
