mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	d.i{		d	i		i	i						{	m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	3.0	0.0
1	1	1	1	4/2	1	1	V6		d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	4	0.0	0.0	3.0	0.0
1	1	3/2	3/2	4/2	1	1	v6		d	i		v6	v		6					m	1	1	0, 4, 3		3.0	0.0	0	2	0.0	0.0	1.0	0.0
2	2	0	0	4/2	1	1	IV6		d	i		IV6	IV		6					M	1	1	5, 2, 1		1.0	5.0	0	4	0.0	0.0	3.0	0.0
2	2	1/2	1/2	4/2	1	1	iv6		d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	0	4	0.0	0.0	2.0	0.0
2	2	1	1	4/2	1	1	V		d	i		V	V							M	1	1	3, 7, 4		3.0	3.0	0	6	0.0	0.0	5.0	0.0
2	2	3/2	3/2	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	0	2	0.0	0.0	1.0	0.0
3	3	0	0	4/2	1	1	IV		d	i		IV	IV							M	1	1	1, 5, 2		1.0	1.0	0	6	0.0	0.0	3.5	0.0
3	3	1/2	1/2	4/2	1	1	iv		d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	2	4	0.3333333333333333	0.5	1.5	0.25
3	3	1	1	4/2	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	6	8	0.42857142857142855	1.0	5.0	0.16666666666666666
4	4	0	0	4/2	1	1	ii%65	ii65	d	i		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4.0	1.0	0	14	0.0	0.0	6.5	0.0
4	4	1	1	4/2	1	1	v(64)		d	i		v(64)	v			64				m	1	1	3, 2, -1		3.0	3.0	2	6	0.25	0.25	2.75	0.08333333333333333
4	4	3/2	3/2	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	6	16	0.2727272727272727	1.5	7.5	0.16666666666666666
5	5	1	1	4/2	1	1	VII		d	i		VII	VII							M	1	1	0, 4, 1		0.0	0.0	0	8	0.0	0.0	5.0	0.0
5	5	5/4	5/4	4/2	1	1	ii		d	i		ii	ii							m	1	1	4, 1, 5		4.0	4.0	0	8	0.0	0.0	2.0	0.0
