mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	d.v{	d	i		v	v						{	m	1	1	3, 0, 4		3.0	3.0	0	4	0.0	0.0	2.5	0.0
1	1	1/2	1/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	2	8	0.2	0.5	3.5	0.125
1	1	3/2	3/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	2	0.0	0.0	1.0	0.0
2	2	0	0	4/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	4, 1, 0		0.0	4.0	0	4	0.0	0.0	2.0	0.0
2	2	1/2	1/2	4/2	1	1	VI6	d	i		VI6	VI		6					M	1	1	2, -1, -2		-2.0	2.0	0	4	0.0	0.0	2.0	0.0
2	2	1	1	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	6	0.0	0.0	4.0	0.0
2	2	3/2	3/2	4/2	1	1	III6	d	i		III6	III		6					M	1	1	3, 0, -1		-1.0	3.0	6	2	0.75	1.0	0.5	0.6666666666666666
3	3	0	0	4/2	1	1	V/III	d	i		V/III	V				III			M	1	1	0, 4, 1		0.0	0.0	2	12	0.14285714285714285	0.5	5.5	0.08333333333333333
3	3	1	1	4/2	1	1	III	d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	0	6	0.0	0.0	2.5	0.0
3	3	3/2	3/2	4/2	1	1	IV/III	d	i		IV/III	IV				III			M	1	1	-2, 2, -1		-2.0	-2.0	2	4	0.3333333333333333	0.5	1.5	0.25
4	4	0	0	4/2	1	1	viio6(2)/III	d	i		viio6(2)/III	vii	o	6	2	III			o	1	1	1, -2, -1		4.0	1.0	0	8	0.0	0.0	3.0	0.0
4	4	1/2	1/2	4/2	1	1	viio6/III	d	i		viio6/III	vii	o	6		III			o	1	1	1, -2, 4		4.0	1.0	0	6	0.0	0.0	3.0	0.0
4	4	1	1	4/2	1	1	III}{	d	i		III	III						}{	M	1	1	-1, 3, 0		-1.0	-1.0	2	6	0.25	0.5	4.5	0.1
4	4	3/2	3/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	4	16	0.2	0.75	6.25	0.10714285714285714
5	5	3/4	3/4	4/2	1	1	viio6/VII	d	i		viio6/VII	vii	o	6		VII			o	1	1	2, -1, 5		5.0	2.0	0	2	0.0	0.0	0.5	0.0
