mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	d.i{		d	i		i	i						{	m	1	1	2, -1, 3		2.0	2.0	0	2	0.0	0.0	1.25	0.0
1	1	1/2	1/2	4/2	1	1	i6	III	d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	1	0.0	0.0	0.75	0.0
1	1	1	1	4/2	1	1	V6(4)/III		d	i		V6(4)/III	V		6	4	III			M	1	1	-1, 1, 0		0.0	-1.0	0	1	0.0	0.0	1.0	0.0
1	1	5/4	5/4	4/2	1	1	V6/III		d	i		V6/III	V		6		III			M	1	1	4, 1, 0		0.0	4.0	1	2	0.3333333333333333	0.125	0.375	0.25
1	1	7/4	7/4	4/2	1	1	V/III		d	i		V/III	V				III			M	1	1	0, 4, 1		0.0	0.0	0	1	0.0	0.0	0.25	0.0
2	2	0	0	4/2	1	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2.0	-1.0	0	2	0.0	0.0	1.5	0.0
2	2	1/2	1/2	4/2	1	1	IV		d	i		IV	IV							M	1	1	1, 5, 2		1.0	1.0	0	1	0.0	0.0	0.5	0.0
2	2	1	1	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	0	5	0.0	0.0	2.75	0.0
3	3	0	0	4/2	1	1	V65/IV		d	i		V65/IV	V		65		IV			Mm7	1	1	6, 3, 0, 2		2.0	6.0	1	4	0.2	0.125	1.875	0.0625
3	3	1/2	1/2	4/2	1	1	IV		d	i		IV	IV							M	1	1	1, 5, 2		1.0	1.0	0	3	0.0	0.0	1.0	0.0
3	3	1	1	4/2	1	1	v		d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	0	3	0.0	0.0	1.5	0.0
3	3	5/4	5/4	4/2	1	1	VII64		d	i		VII64	VII		64					M	1	1	1, 0, 4		0.0	1.0	0	2	0.0	0.0	0.5	0.0
3	3	3/2	3/2	4/2	1	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	0.75	0.0
3	3	7/4	7/4	4/2	1	1	v64		d	i		v64	v		64					m	1	1	4, 3, 0		3.0	4.0	0	1	0.0	0.0	0.25	0.0
4	4	0	0	4/2	1	1	iv64(2)		d	i		iv64(2)	iv		64	2				m	1	1	2, 3, -2		1.0	2.0	0	3	0.0	0.0	1.75	0.0
4	4	1/4	1/4	4/2	1	1	iv64		d	i		iv64	iv		64					m	1	1	2, 1, -2		1.0	2.0	1	1	0.5	0.125	0.125	0.5
