mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	e.V/iv{		e	i		V/iv	V				iv		{	M	1	1	4, 8, 5		4	4	1	5	0.16666666666666666	0.25	5.25	0.045454545454545456
1	1	1	1	4/2	1	1	V(6)/iv		e	i		V(6)/iv	V			6	iv			M	1	1	4, 8, 0		4	4	0	2	0.0	0.0	0.75	0.0
1	1	5/4	5/4	4/2	1	1	V(64)/iv		e	i		V(64)/iv	V			64	iv			M	1	1	4, 3, 0		4	4	0	1	0.0	0.0	0.5	0.0
1	1	3/2	3/2	4/2	1	1	V7(4)/iv		e	i		V7(4)/iv	V		7	4	iv			Mm7	1	1	4, 3, 5, 2		4	4	0	2	0.0	0.0	1.0	0.0
1	1	7/4	7/4	4/2	1	1	V7/iv		e	i		V7/iv	V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	0	1	0.0	0.0	0.25	0.0
2	2	0	0	4/2	1	1	VI/iv		e	i		VI/iv	VI				iv			M	1	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	3.5	0.0
2	2	1/2	1/2	4/2	1	1	V6/III		e	i		V6/III	V		6		III			M	1	1	6, 3, 2		2	6	1	3	0.25	0.25	2.5	0.09090909090909091
2	2	3/2	3/2	4/2	1	1	III		e	i		III	III							M	1	1	1, 5, 2		1	1	1	4	0.2	0.125	1.625	0.07142857142857142
3	3	0	0	4/2	1	1	V2/vii		e	i		V2/vii	V		2		vii			Mm7	1	1	1, 3, 7, 4		3	1	0	4	0.0	0.0	2.5	0.0
3	3	1/2	1/2	4/2	1	1	vii6		e	i		vii6	vii		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	2.5	0.0
3	3	1	1	4/2	1	1	V2/VI		e	i		V2/VI	V		2		VI			Mm7	1	1	-1, 1, 5, 2		1	-1	0	2	0.0	0.0	1.5	0.0
3	3	3/2	3/2	4/2	1	1	V43/vii		e	i		V43/vii	V		43		vii			Mm7	1	1	4, 1, 3, 7		3	4	0	4	0.0	0.0	1.5	0.0
4	4	0	0	4/2	1	1	V(6)		e	i		V(6)	V			6				M	1	1	5, 9, 1		5	5	0	4	0.0	0.0	3.25	0.0
4	4	1/4	1/4	4/2	1	1	v(64)		e	i		v(64)	v			64				m	1	1	5, 4, 1		5	5	0	1	0.0	0.0	0.5	0.0
4	4	1/2	1/2	4/2	1	1	v(4)		e	i		v(4)	v			4				m	1	1	5, 4, 6		5	5	0	1	0.0	0.0	0.5	0.0
4	4	3/4	3/4	4/2	1	1	v		e	i		v	v							m	1	1	5, 2, 6		5	5	0	1	0.0	0.0	0.5	0.0
4	4	1	1	4/2	1	1	IV6(112)		e	i		IV6(112)	IV		6	112				M	1	1	7, 4, 5	2	3	7	0	4	0.0	0.0	2.0	0.0
4	4	3/2	3/2	4/2	1	1	IV6		e	i		IV6	IV		6					M	1	1	7, 4, 3		3	7	1	2	0.3333333333333333	0.25	1.0	0.2
5	5	0	0	4/2	1	1	i(64)		e	i		i(64)	i			64				m	1	1	4, 3, 0		4	4	0	4	0.0	0.0	3.0	0.0
5	5	1/2	1/2	4/2	1	1	i		e	i		i	i							m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	1.25	0.0
5	5	1	1	4/2	1	1	V7/vii		e	i		V7/vii	V		7		vii			Mm7	1	1	3, 7, 4, 1		3	3	0	3	0.0	0.0	1.5	0.0
5	5	5/4	5/4	4/2	1	1	V(64)/vii		e	i		V(64)/vii	V			64	vii			M	1	1	3, 2, -1		3	3	1	3	0.25	0.125	0.875	0.125
5	5	3/2	3/2	4/2	1	1	V(4)/vii		e	i		V(4)/vii	V			4	vii			M	1	1	3, 2, 4		3	3	0	2	0.0	0.0	0.75	0.0
5	5	7/4	7/4	4/2	1	1	iio6		e	i		iio6	ii	o	6					o	1	1	3, 0, 6		6	3	0	2	0.0	0.0	0.5	0.0
6	6	0	0	4/2	1	1	I}		e	i		I	I						}	M	1	1	4, 8, 5		4	4	3	9	0.25	0.1875	4.5625	0.039473684210526314
6	6	3/2	3/2	4/2	1	1	vii6		e	i		vii6	vii		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	0.5	0.0
6	6	7/4	7/4	4/2	1	1	I		e	i		I	I							M	1	1	4, 8, 5		4	4	1	2	0.3333333333333333	0.0625	0.4375	0.125
7	7	0	0	2/2	1	1	iv		e	i		iv	iv							m	1	1	3, 0, 4		3	3	2	7	0.2222222222222222	0.125	1.875	0.0625
7	7	3/4	3/4	2/2	1	1	IV		e	i		IV	IV							M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.4375	0.125
8	8	0	0	2/2	1	1	iii6(2)		e	i		iii6(2)	iii		6	2				m	1	1	-2, 2, 3		1	-2	0	3	0.0	0.0	1.25	0.0
8	8	1/4	1/4	2/2	1	1	iii6		e	i		iii6	iii		6					m	1	1	-2, 2, 1		1	-2	1	1	0.5	0.125	0.125	0.5
8	8	1/2	1/2	2/2	1	1	III6		e	i		III6	III		6					M	1	1	5, 2, 1		1	5	2	3	0.4	0.125	0.875	0.125
8	8	3/4	3/4	2/2	1	1	V64/IV		e	i		V64/IV	V		64		IV			M	1	1	5, 4, 8		4	5	1	2	0.3333333333333333	0.0625	0.4375	0.125
9	9	0	0	2/2	1	1	IV6		e	i		IV6	IV		6					M	1	1	7, 4, 3		3	7	1	3	0.25	0.125	2.125	0.05555555555555555
9	9	1/2	1/2	2/2	1	1	VII6(2)		e	i		VII6(2)	VII		6	2				M	1	1	6, 3, 4		2	6	0	1	0.0	0.0	0.375	0.0
9	9	3/4	3/4	2/2	1	1	VII6		e	i		VII6	VII		6					M	1	1	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
10	10	0	0	2/2	1	1	IV6		e	i		IV6	IV		6					M	1	1	7, 4, 3		3	7	1	3	0.25	0.125	1.375	0.08333333333333333
10	10	1/2	1/2	2/2	1	1	I		e	i		I	I							M	1	1	4, 8, 5		4	4	3	7	0.3	0.1875	1.8125	0.09375
11	11	0	0	2/2	1	1	vii6(2)		e	i		vii6(2)	vii		6	2				m	1	1	-1, 3, 4		2	-1	0	3	0.0	0.0	1.5	0.0
11	11	1/4	1/4	2/2	1	1	vii6		e	i		vii6	vii		6					m	1	1	-1, 3, 2		2	-1	1	1	0.5	0.125	0.125	0.5
11	11	1/2	1/2	2/2	1	1	VII6		e	i		VII6	VII		6					M	1	1	6, 3, 2		2	6	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
11	11	3/4	3/4	2/2	1	1	ii64/iv		e	i		ii64/iv	ii		64		iv			m	1	1	6, 5, 2		5	6	1	2	0.3333333333333333	0.0625	0.4375	0.125
12	12	0	0	2/2	1	1	#viio/iv		e	i		#viio/iv	#vii	o			iv			o	1	1	8, 5, 2		8	8	1	4	0.2	0.1875	1.5625	0.10714285714285714
12	12	1/2	1/2	2/2	1	1	iv(9)		e	i		iv(9)	iv			9				m	1	1	3, 0, 4	5	3	3	0	2	0.0	0.0	0.75	0.0
12	12	3/4	3/4	2/2	1	1	iv		e	i		iv	iv							m	1	1	3, 0, 4		3	3	2	3	0.4	0.125	0.375	0.25
13	13	0	0	2/2	1	1	bII	vii6	e	i		bII	bII							M	1	1	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.125	1.125	0.1
13	13	1/4	1/4	2/2	1	1	IV		e	i		IV	IV							M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.4375	0.125
13	13	1/2	1/2	2/2	1	1	iii6(2)		e	i		iii6(2)	iii		6	2				m	1	1	-2, 2, 3		1	-2	0	2	0.0	0.0	1.0	0.0
13	13	3/4	3/4	2/2	1	1	iii6		e	i		iii6	iii		6					m	1	1	-2, 2, 1		1	-2	1	1	0.5	0.125	0.125	0.5
14	14	0	0	2/2	1	1	III6		e	i		III6	III		6					M	1	1	5, 2, 1		1	5	0	4	0.0	0.0	1.5	0.0
14	14	1/2	1/2	2/2	1	1	VII[V/III		e	i	VII	V/III	V				III			M	1	1	2, 6, 3		2	2	6	12	0.3333333333333333	0.375	3.875	0.08823529411764706
15	15	1/2	1/2	2/2	1	1	V(64)/III		e	i	VII	V(64)/III	V			64	III			M	1	1	2, 1, 5		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
15	15	3/4	3/4	2/2	1	1	V7/V/III		e	i	VII	V7/V/III	V		7		V/III			Mm7	1	1	3, 7, 4, 1		3	3	0	4	0.0	0.0	0.75	0.0
16	16	0	0	4/2	1	1	V(4)/III		e	i	VII	V(4)/III	V			4	III			M	1	1	2, 1, 3		2	2	0	4	0.0	0.0	3.25	0.0
16	16	1/4	1/4	4/2	1	1	V/III]		e	i	VII	V/III	V				III			M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
16	16	1	1	4/2	1	1	III}		e	i		III	III						}	M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	3.0	0.0
16	16	3/2	3/2	4/2	1	1	i6{		e	i		i6	i		6				{	m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	1.0	0.0
17	17	0	0	4/4	1	1	V2/VII		e	i		V2/VII	V		2		VII			Mm7	1	1	1, 3, 7, 4		3	1	0	4	0.0	0.0	2.375	0.0
17	17	1/2	1/2	4/4	1	1	VII6		e	i		VII6	VII		6					M	1	1	6, 3, 2		2	6	3	3	0.5	0.3125	1.0625	0.22727272727272727
18	18	0	0	4/4	1	1	i[V7/iv		e	i	i	V7/iv	V		7		iv			Mm7	1	1	4, 8, 5, 2		4	4	1	3	0.25	0.1875	1.3125	0.125
18	18	1/4	1/4	4/4	1	1	VI6		e	i	i	VI6	VI		6					M	1	1	4, 1, 0		0	4	3	2	0.6	0.3125	0.6875	0.3125
18	18	3/4	3/4	4/4	1	1	iio6		e	i	i	iio6	ii	o	6					o	1	1	3, 0, 6		6	3	1	3	0.25	0.0625	0.4375	0.125
19	19	0	0	4/4	1	1	I		e	i	i	I	I							M	1	1	4, 8, 5		4	4	1	3	0.25	0.1875	1.0625	0.15
19	19	1/4	1/4	4/4	1	1	V(11)/iv		e	i	i	V(11)/iv	V			11	iv			M	1	1	4, 8, 5	3	4	4	1	2	0.3333333333333333	0.0625	0.4375	0.125
