mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	2	1	.d.i{		d	i		i	i						{	m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	1.0	0.0
1	1	1/2	1/2	4/2	2	1	III6		d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	0	4	0.0	0.0	2.0	0.0
1	1	1	1	4/2	2	1	v		d	i		v	v							m	1	1	3, 0, 4		3	3	8	10	0.4444444444444444	1.5	4.5	0.25
2	2	0	0	4/2	2	1	VII		d	i		VII	VII							M	1	1	0, 4, 1		0	0	4	10	0.2857142857142857	1.0	5.5	0.15384615384615385
2	2	1	1	4/2	2	1	i(9)		d	i		i(9)	i			9				m	1	1	2, -1, 3	4	2	2	0	4	0.0	0.0	4.0	0.0
2	2	5/4	5/4	4/2	2	1	i		d	i		i	i							m	1	1	2, -1, 3		2	2	4	16	0.2	0.75	7.75	0.08823529411764706
3	3	1	1	4/2	2	1	i6		d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	2	4	0.3333333333333333	0.5	3.0	0.14285714285714285
3	3	3/2	3/2	4/2	2	1	III		d	i		III	III							M	1	1	-1, 3, 0		-1	-1	0	6	0.0	0.0	3.0	0.0
4	4	0	0	4/2	2	1	viio6(2)/VII		d	i		viio6(2)/VII	vii	o	6	2	VII			o	1	1	2, -1, 0		5	2	0	10	0.0	0.0	5.0	0.0
4	4	1/2	1/2	4/2	2	1	viio6/VII		d	i		viio6/VII	vii	o	6		VII			o	1	1	2, -1, 5		5	2	0	6	0.0	0.0	4.0	0.0
4	4	1	1	4/2	2	1	VII(4)}{		d	i		VII(4)	VII			4			}{	M	1	1	0, -1, 1		0	0	0	6	0.0	0.0	5.5	0.0
4	4	3/2	3/2	4/2	2	1	VII		d	i		VII	VII							M	1	1	0, 4, 1		0	0	2	2	0.5	0.5	1.0	0.3333333333333333
5	5	0	0	4/2	2	1	i		d	i		i	i							m	1	1	2, -1, 3		2	2	4	12	0.25	1.0	6.5	0.13333333333333333
5	5	1	1	4/2	2	1	v6(6)		d	i		v6(6)	v		6	6				m	1	1	0, -1, 3		3	0	4	6	0.4	1.0	3.0	0.25
