mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	1	1	a.i{	a	i		i	i						{	m	1	1	3, 0, 4		3	3	3	10	0.23076923076923078	0.3125	3.6875	0.078125
2	2	1/4	1/4	4/4	1	1	iv7(9)	a	i		iv7(9)	iv		7	9				mm7	1	1	2, -1, 3, 0	4	2	2	0	2	0.0	0.0	0.25	0.0
2	2	1/2	1/2	4/4	1	1	V[V	a	i	V	V	V							M	1	1	4, 8, 5		4	4	3	9	0.25	0.3125	3.6875	0.078125
3	3	1/2	1/2	4/4	1	1	V(6)	a	i	V	V(6)	V			6				M	1	1	4, 8, 0		4	4	0	2	0.0	0.0	0.625	0.0
3	3	5/8	5/8	4/4	1	1	V(64)	a	i	V	V(64)	V			64				M	1	1	4, 3, 0		4	4	0	1	0.0	0.0	0.125	0.0
3	3	3/4	3/4	4/4	1	1	V7/VII	a	i	V	V7/VII	V		7		VII			Mm7	1	1	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.375	0.0
3	3	7/8	7/8	4/4	1	1	VII64	a	i	V	VII64	VII		64					M	1	1	2, 1, 5		1	2	0	2	0.0	0.0	0.25	0.0
4	4	0	0	4/4	1	1	V7	a	i	V	V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	1	5	0.16666666666666666	0.0625	2.3125	0.02631578947368421
4	4	1/4	1/4	4/4	1	1	v(64)	a	i	V	v(64)	v			64				m	1	1	4, 3, 0		4	4	1	3	0.25	0.0625	0.5625	0.1
4	4	1/2	1/2	4/4	1	1	v(4)	a	i	V	v(4)	v			4				m	1	1	4, 3, 5		4	4	0	1	0.0	0.0	0.5	0.0
4	4	5/8	5/8	4/4	1	1	v]	a	i	V	v	v							m	1	1	4, 1, 5		4	4	3	2	0.6	0.1875	0.3125	0.375
5	5	0	0	4/4	1	1	iv(4)	a	i		iv(4)	iv			4				m	1	1	2, 1, 3		2	2	0	4	0.0	0.0	2.125	0.0
5	5	1/8	1/8	4/4	1	1	iv	a	i		iv	iv							m	1	1	2, -1, 3		2	2	4	6	0.4	0.5	1.25	0.2857142857142857
6	6	0	0	4/4	1	1	bII	a	i		bII	bII							M	1	1	-2, 2, -1		-2	-2	4	7	0.36363636363636365	0.5	2.25	0.18181818181818182
7	7	0	0	4/4	1	1	vii6	a	i		vii6	vii		6					m	1	1	-2, 2, 1		1	-2	2	4	0.3333333333333333	0.25	1.75	0.125
7	7	1/2	1/2	4/4	1	1	vii	a	i		vii	vii							m	1	1	1, -2, 2		1	1	1	3	0.25	0.0625	0.6875	0.08333333333333333
7	7	7/8	7/8	4/4	1	1	V6/VI	a	i		V6/VI	V		6		VI			M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
8	8	0	0	4/4	1	1	VI	a	i		VI	VI							M	1	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	2.75	0.0
