mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	4.0	0	0	4/2	2	1	1	1	1		1	67	G4	4	0
1	1	0	4.0	0	0	4/2	4	1	1	1	1		1	67	G4	4	3
1	1	4	3.0	1	1	4/2	2	1	3/4	1/2	3/2		-3	75	Eb5	5	1
1	1	4	3.0	1	1	4/2	4	1	3/4	1/2	3/2		-3	75	Eb5	5	4
1	1	7	1.0	7/4	7/4	4/2	2	1	1/4	1/4	1		-3	75	Eb5	5	2
1	1	7	1.0	7/4	7/4	4/2	4	1	1/4	1/4	1		-3	75	Eb5	5	5
2	2	8	2.0	0	0	4/2	2	1	1/2	1/2	1		-2	70	Bb4	4	6
2	2	8	2.0	0	0	4/2	4	1	1/2	1/2	1		-2	70	Bb4	4	10
2	2	10	2.0	1/2	1/2	4/2	2	1	1/2	1/2	1		5	71	B4	4	7
2	2	10	2.0	1/2	1/2	4/2	4	1	1/2	1/2	1		5	71	B4	4	11
2	2	12	2.0	1	1	4/2	2	1	1/2	1/2	1		0	72	C5	5	8
2	2	12	2.0	1	1	4/2	4	1	1/2	1/2	1		0	72	C5	5	12
2	2	14	2.0	3/2	3/2	4/2	2	1	1/2	1/2	1		7	73	C#5	5	9
2	2	14	2.0	3/2	3/2	4/2	4	1	1/2	1/2	1		7	73	C#5	5	13
3	3	16	2.0	0	0	4/2	2	1	1/2	1/2	1		2	74	D5	5	14
3	3	16	2.0	0	0	4/2	4	1	1/2	1/2	1		2	74	D5	5	22
3	3	18	2.0	1/2	1/2	4/2	3	1	1/2	1/2	1		1	55	G3	3	19
3	3	18	2.0	1/2	1/2	4/2	5	1	1/2	1/2	1		1	55	G3	3	27
3	3	18	3.0	1/2	1/2	4/2	2	1	3/4	1/2	3/2		-2	70	Bb4	4	15
3	3	18	3.0	1/2	1/2	4/2	4	1	3/4	1/2	3/2		-2	70	Bb4	4	23
3	3	20	3.0	1	1	4/2	3	1	3/4	1/2	3/2		-3	63	Eb4	4	20
3	3	20	3.0	1	1	4/2	5	1	3/4	1/2	3/2		-3	63	Eb4	4	28
3	3	21	0.5	5/4	5/4	4/2	2	1	1/8	1/8	1		3	69	A4	4	16
3	3	21	0.5	5/4	5/4	4/2	4	1	1/8	1/8	1		3	69	A4	4	24
3	3	43/2	0.5	11/8	11/8	4/2	2	1	1/8	1/8	1		1	67	G4	4	17
3	3	43/2	0.5	11/8	11/8	4/2	4	1	1/8	1/8	1		1	67	G4	4	25
3	3	22	2.0	3/2	3/2	4/2	2	1	1/2	1/2	1		0	72	C5	5	18
3	3	22	2.0	3/2	3/2	4/2	4	1	1/2	1/2	1		0	72	C5	5	26
3	3	23	1.0	7/4	7/4	4/2	3	1	1/4	1/4	1		-3	63	Eb4	4	21
3	3	23	1.0	7/4	7/4	4/2	5	1	1/4	1/4	1		-3	63	Eb4	4	29
4	4	24	2.0	0	0	4/2	3	1	1/2	1/2	1		-2	58	Bb3	3	39
4	4	24	2.0	0	0	4/2	5	1	1/2	1/2	1		-2	58	Bb3	3	52
4	4	24	4.0	0	0	4/2	2	1	1	1	1		2	74	D5	5	30
4	4	24	4.0	0	0	4/2	4	1	1	1	1		2	74	D5	5	43
4	4	25	1.0	1/4	1/4	4/2	2	2	1/4	1/4	1		2	62	D4	4	32
4	4	25	1.0	1/4	1/4	4/2	4	2	1/4	1/4	1		2	62	D4	4	45
4	4	26	2.0	1/2	1/2	4/2	3	1	1/2	1/2	1		5	59	B3	3	40
4	4	26	2.0	1/2	1/2	4/2	5	1	1/2	1/2	1		5	59	B3	3	53
4	4	26	1.0	1/2	1/2	4/2	2	2	1/4	1/4	1		1	67	G4	4	33
4	4	26	1.0	1/2	1/2	4/2	4	2	1/4	1/4	1		1	67	G4	4	46
4	4	27	1.0	3/4	3/4	4/2	2	2	1/4	1/4	1		-1	65	F4	4	34
4	4	27	1.0	3/4	3/4	4/2	4	2	1/4	1/4	1		-1	65	F4	4	47
4	4	28	2.0	1	1	4/2	3	1	1/2	1/2	1		0	60	C4	4	41
4	4	28	2.0	1	1	4/2	5	1	1/2	1/2	1		0	60	C4	4	54
4	4	28	1.0	1	1	4/2	2	2	1/4	1/4	1		4	64	E4	4	35
4	4	28	1.0	1	1	4/2	4	2	1/4	1/4	1		4	64	E4	4	48
4	4	28	4.0	1	1	4/2	2	1	1	1	1		4	76	E5	5	31
4	4	28	4.0	1	1	4/2	4	1	1	1	1		4	76	E5	5	44
4	4	29	0.5	5/4	5/4	4/2	2	2	1/8	1/8	1		-1	65	F4	4	36
4	4	29	0.5	5/4	5/4	4/2	4	2	1/8	1/8	1		-1	65	F4	4	49
4	4	59/2	0.5	11/8	11/8	4/2	2	2	1/8	1/8	1		1	67	G4	4	37
4	4	59/2	0.5	11/8	11/8	4/2	4	2	1/8	1/8	1		1	67	G4	4	50
4	4	30	2.0	3/2	3/2	4/2	3	1	1/2	1/2	1		7	61	C#4	4	42
4	4	30	2.0	3/2	3/2	4/2	5	1	1/2	1/2	1		7	61	C#4	4	55
4	4	30	2.0	3/2	3/2	4/2	2	2	1/2	1/2	1		3	69	A4	4	38
4	4	30	2.0	3/2	3/2	4/2	4	2	1/2	1/2	1		3	69	A4	4	51
5	5	32	4.0	0	0	4/2	3	1	1	1	1		2	62	D4	4	65
5	5	32	4.0	0	0	4/2	5	1	1	1	1		2	62	D4	4	78
5	5	32	1.0	0	0	4/2	2	2	1/4	1/4	1		-1	65	F4	4	57
5	5	32	1.0	0	0	4/2	4	2	1/4	1/4	1		-1	65	F4	4	70
5	5	32	8.0	0	0	4/2	2	1	2	2	1		2	74	D5	5	56
5	5	32	8.0	0	0	4/2	4	1	2	2	1		2	74	D5	5	69
5	5	33	1.0	1/4	1/4	4/2	2	2	1/4	1/4	1		1	67	G4	4	58
5	5	33	1.0	1/4	1/4	4/2	4	2	1/4	1/4	1		1	67	G4	4	71
5	5	34	2.0	1/2	1/2	4/2	3	2	1/2	1/2	1		2	50	D3	3	66
5	5	34	2.0	1/2	1/2	4/2	5	2	1/2	1/2	1		2	50	D3	3	79
5	5	34	1.0	1/2	1/2	4/2	2	2	1/4	1/4	1		3	69	A4	4	59
5	5	34	1.0	1/2	1/2	4/2	4	2	1/4	1/4	1		3	69	A4	4	72
5	5	35	1.0	3/4	3/4	4/2	2	2	1/4	1/4	1		-1	65	F4	4	60
5	5	35	1.0	3/4	3/4	4/2	4	2	1/4	1/4	1		-1	65	F4	4	73
5	5	36	3.0	1	1	4/2	3	2	3/4	1/2	3/2		-2	58	Bb3	3	67
5	5	36	3.0	1	1	4/2	5	2	3/4	1/2	3/2		-2	58	Bb3	3	80
5	5	36	1.0	1	1	4/2	2	2	1/4	1/4	1		1	67	G4	4	61
5	5	36	1.0	1	1	4/2	4	2	1/4	1/4	1		1	67	G4	4	74
5	5	37	0.5	5/4	5/4	4/2	2	2	1/8	1/8	1		-1	65	F4	4	62
5	5	37	0.5	5/4	5/4	4/2	4	2	1/8	1/8	1		-1	65	F4	4	75
5	5	75/2	0.5	11/8	11/8	4/2	2	2	1/8	1/8	1		4	64	E4	4	63
5	5	75/2	0.5	11/8	11/8	4/2	4	2	1/8	1/8	1		4	64	E4	4	76
5	5	38	2.0	3/2	3/2	4/2	2	2	1/2	1/2	1		2	62	D4	4	64
5	5	38	2.0	3/2	3/2	4/2	4	2	1/2	1/2	1		2	62	D4	4	77
5	5	39	1.0	7/4	7/4	4/2	3	2	1/4	1/4	1		-2	58	Bb3	3	68
5	5	39	1.0	7/4	7/4	4/2	5	2	1/4	1/4	1		-2	58	Bb3	3	81
6	6	40	2.0	0	0	4/2	3	2	1/2	1/2	1		-3	51	Eb3	3	91
6	6	40	2.0	0	0	4/2	5	2	1/2	1/2	1		-3	51	Eb3	3	104
6	6	40	4.0	0	0	4/2	2	2	1	1	1		1	67	G4	4	82
6	6	40	4.0	0	0	4/2	4	2	1	1	1		1	67	G4	4	95
6	6	41	1.0	1/4	1/4	4/2	3	1	1/4	1/4	1		1	55	G3	3	84
6	6	41	1.0	1/4	1/4	4/2	5	1	1/4	1/4	1		1	55	G3	3	97
6	6	42	2.0	1/2	1/2	4/2	3	2	1/2	1/2	1		4	52	E3	3	92
6	6	42	2.0	1/2	1/2	4/2	5	2	1/2	1/2	1		4	52	E3	3	105
6	6	42	1.0	1/2	1/2	4/2	3	1	1/4	1/4	1		0	60	C4	4	85
6	6	42	1.0	1/2	1/2	4/2	5	1	1/4	1/4	1		0	60	C4	4	98
6	6	43	1.0	3/4	3/4	4/2	3	1	1/4	1/4	1		-2	58	Bb3	3	86
6	6	43	1.0	3/4	3/4	4/2	5	1	1/4	1/4	1		-2	58	Bb3	3	99
6	6	44	2.0	1	1	4/2	3	2	1/2	1/2	1		-1	53	F3	3	93
6	6	44	2.0	1	1	4/2	5	2	1/2	1/2	1		-1	53	F3	3	106
6	6	44	1.0	1	1	4/2	3	1	1/4	1/4	1		3	57	A3	3	87
6	6	44	1.0	1	1	4/2	5	1	1/4	1/4	1		3	57	A3	3	100
6	6	44	4.0	1	1	4/2	2	2	1	1	1		3	69	A4	4	83
