quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
10	2.0	3	3	1/2	1/2	4/4	3	2	1/2	1/2	1		4	64	68
21/2	0.25	3	3	5/8	5/8	4/4	1	1	1/16	1/16	1		0	72	49
21/2	0.25	3	3	5/8	5/8	4/4	3	1	1/16	1/16	1		0	72	62
43/4	0.25	3	3	11/16	11/16	4/4	1	1	1/16	1/16	1		5	71	50
43/4	0.25	3	3	11/16	11/16	4/4	3	1	1/16	1/16	1		5	71	63
11	0.5	3	3	3/4	3/4	4/4	1	1	1/8	1/8	1		0	72	51
11	0.5	3	3	3/4	3/4	4/4	3	1	1/8	1/8	1		0	72	64
23/2	0.5	3	3	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	58
23/2	0.5	3	3	7/8	7/8	4/4	4	2	1/8	1/8	1		4	52	71
23/2	0.5	3	3	7/8	7/8	4/4	1	1	1/8	1/8	1		1	67	52
23/2	0.5	3	3	7/8	7/8	4/4	3	1	1/8	1/8	1		1	67	65
12	0.5	4	4	0	0	4/4	2	2	1/8	1/8	1		-1	53	87
12	0.5	4	4	0	0	4/4	4	2	1/8	1/8	1		-1	53	104
12	1.5	4	4	0	0	4/4	2	1	3/8	1/4	3/2		3	57	81
12	1.5	4	4	0	0	4/4	4	1	3/8	1/4	3/2		3	57	98
12	0.5	4	4	0	0	4/4	1	1	1/8	1/8	1		3	69	72
12	0.5	4	4	0	0	4/4	3	1	1/8	1/8	1		3	69	90
25/2	0.5	4	4	1/8	1/8	4/4	2	2	1/8	1/8	1		7	49	88
25/2	0.5	4	4	1/8	1/8	4/4	4	2	1/8	1/8	1		7	49	105
25/2	0.5	4	4	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	73
25/2	0.5	4	4	1/8	1/8	4/4	3	1	1/8	1/8	1		4	64	91
13	3.0	4	4	1/4	1/4	4/4	2	2	3/4	1/2	3/2	1	2	50	89
13	3.0	4	4	1/4	1/4	4/4	4	2	3/4	1/2	3/2	1	2	50	106
13	0.5	4	4	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65	74
13	1.5	4	4	1/4	1/4	4/4	1	2	3/8	1/4	3/2		-1	65	77
13	1.5	4	4	1/4	1/4	4/4	3	2	3/8	1/4	3/2		-1	65	94
27/2	0.5	4	4	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52	82
27/2	0.5	4	4	3/8	3/8	4/4	4	1	1/8	1/8	1		4	52	99
27/2	0.5	4	4	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67	75
27/2	0.5	4	4	3/8	3/8	4/4	3	1	1/8	1/8	1		1	67	92
14	0.5	4	4	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	53	83
14	0.5	4	4	1/2	1/2	4/4	4	1	1/8	1/8	1		-1	53	100
14	2.0	4	4	1/2	1/2	4/4	1	1	1/2	1/2	1	1	3	69	76
14	2.0	4	4	1/2	1/2	4/4	3	1	1/2	1/2	1	1	3	69	93
29/2	0.5	4	4	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52	84
29/2	0.5	4	4	5/8	5/8	4/4	4	1	1/8	1/8	1		4	52	101
29/2	0.5	4	4	5/8	5/8	4/4	1	2	1/8	1/8	1		7	61	78
29/2	0.5	4	4	5/8	5/8	4/4	3	2	1/8	1/8	1		7	61	95
15	0.5	4	4	3/4	3/4	4/4	2	1	1/8	1/8	1		-1	53	85
15	0.5	4	4	3/4	3/4	4/4	4	1	1/8	1/8	1		-1	53	102
15	0.5	4	4	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	79
15	0.5	4	4	3/4	3/4	4/4	3	2	1/8	1/8	1		2	62	96
31/2	0.5	4	4	7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	86
31/2	0.5	4	4	7/8	7/8	4/4	4	1	1/8	1/8	1		1	55	103
31/2	0.5	4	4	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	80
31/2	0.5	4	4	7/8	7/8	4/4	3	2	1/8	1/8	1		4	64	97
16	2.0	5	5	0	0	4/4	2	2	1/2	1/2	1	-1	2	50	123
16	2.0	5	5	0	0	4/4	4	2	1/2	1/2	1	-1	2	50	141
16	0.5	5	5	0	0	4/4	2	1	1/8	1/8	1		3	57	118
16	0.5	5	5	0	0	4/4	4	1	1/8	1/8	1		3	57	136
16	2.0	5	5	0	0	4/4	1	2	1/2	1/2	1	1	-1	65	113
16	2.0	5	5	0	0	4/4	3	2	1/2	1/2	1	1	-1	65	131
16	0.5	5	5	0	0	4/4	1	1	1/8	1/8	1	-1	3	69	107
16	0.5	5	5	0	0	4/4	3	1	1/8	1/8	1	-1	3	69	125
33/2	0.5	5	5	1/8	1/8	4/4	2	1	1/8	1/8	1		-2	58	119
33/2	0.5	5	5	1/8	1/8	4/4	4	1	1/8	1/8	1		-2	58	137
33/2	0.5	5	5	1/8	1/8	4/4	1	1	1/8	1/8	1		1	67	108
33/2	0.5	5	5	1/8	1/8	4/4	3	1	1/8	1/8	1		1	67	126
17	0.5	5	5	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	120
17	0.5	5	5	1/4	1/4	4/4	4	1	1/8	1/8	1		3	57	138
17	0.5	5	5	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69	109
17	0.5	5	5	1/4	1/4	4/4	3	1	1/8	1/8	1		3	69	127
35/2	0.5	5	5	3/8	3/8	4/4	2	1	1/8	1/8	1		1	55	121
35/2	0.5	5	5	3/8	3/8	4/4	4	1	1/8	1/8	1		1	55	139
35/2	0.5	5	5	3/8	3/8	4/4	1	1	1/8	1/8	1		5	71	110
35/2	0.5	5	5	3/8	3/8	4/4	3	1	1/8	1/8	1		5	71	128
18	2.0	5	5	1/2	1/2	4/4	2	2	1/2	1/2	1		3	45	124
18	2.0	5	5	1/2	1/2	4/4	4	2	1/2	1/2	1		3	45	142
18	2.0	5	5	1/2	1/2	4/4	2	1	1/2	1/2	1	1	3	57	122
18	2.0	5	5	1/2	1/2	4/4	4	1	1/2	1/2	1	1	3	57	140
18	0.5	5	5	1/2	1/2	4/4	1	2	1/8	1/8	1	-1	-1	65	114
18	0.5	5	5	1/2	1/2	4/4	3	2	1/8	1/8	1	-1	-1	65	132
18	1.0	5	5	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	111
18	1.0	5	5	1/2	1/2	4/4	3	1	1/4	1/4	1		0	72	129
37/2	0.5	5	5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	115
37/2	0.5	5	5	5/8	5/8	4/4	3	2	1/8	1/8	1		4	64	133
19	0.5	5	5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	116
19	0.5	5	5	3/4	3/4	4/4	3	2	1/8	1/8	1		-1	65	134
19	1.0	5	5	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	112
19	1.0	5	5	3/4	3/4	4/4	3	1	1/4	1/4	1		3	69	130
39/2	0.5	5	5	7/8	7/8	4/4	1	2	1/8	1/8	1		7	61	117
39/2	0.5	5	5	7/8	7/8	4/4	3	2	1/8	1/8	1		7	61	135
20	3.5	6	6	0	0	4/4	2	2	7/8	1/2	7/4		3	45	155
20	3.5	6	6	0	0	4/4	4	2	7/8	1/2	7/4		3	45	169
20	0.5	6	6	0	0	4/4	2	1	1/8	1/8	1	-1	3	57	150
20	0.5	6	6	0	0	4/4	4	1	1/8	1/8	1	-1	3	57	164
20	1.5	6	6	0	0	4/4	1	2	3/8	1/4	3/2		4	64	144
20	1.5	6	6	0	0	4/4	3	2	3/8	1/4	3/2		4	64	158
20	4.0	6	6	0	0	4/4	1	1	1	1	1	1	3	69	143
20	4.0	6	6	0	0	4/4	3	1	1	1	1	1	3	69	157
41/2	0.5	6	6	1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	151
41/2	0.5	6	6	1/8	1/8	4/4	4	1	1/8	1/8	1		1	55	165
21	1.0	6	6	1/4	1/4	4/4	2	1	1/4	1/4	1		-1	53	152
21	1.0	6	6	1/4	1/4	4/4	4	1	1/4	1/4	1		-1	53	166
43/2	1.0	6	6	3/8	3/8	4/4	1	2	1/4	1/4	1		2	62	145
43/2	1.0	6	6	3/8	3/8	4/4	3	2	1/4	1/4	1		2	62	159
22	1.0	6	6	1/2	1/2	4/4	2	1	1/4	1/4	1		4	52	153
22	1.0	6	6	1/2	1/2	4/4	4	1	1/4	1/4	1		4	52	167
45/2	0.25	6	6	5/8	5/8	4/4	1	2	1/16	1/16	1		0	60	146
45/2	0.25	6	6	5/8	5/8	4/4	3	2	1/16	1/16	1		0	60	160
91/4	0.25	6	6	11/16	11/16	4/4	1	2	1/16	1/16	1		5	59	147
91/4	0.25	6	6	11/16	11/16	4/4	3	2	1/16	1/16	1		5	59	161
23	1.0	6	6	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	154
23	1.0	6	6	3/4	3/4	4/4	4	1	1/4	1/4	1		3	57	168
23	0.5	6	6	3/4	3/4	4/4	1	2	1/8	1/8	1		0	60	148
23	0.5	6	6	3/4	3/4	4/4	3	2	1/8	1/8	1		0	60	162
47/2	0.5	6	6	7/8	7/8	4/4	2	2	1/8	1/8	1		5	47	156
47/2	0.5	6	6	7/8	7/8	4/4	4	2	1/8	1/8	1		5	47	170
47/2	0.5	6	6	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	149
47/2	0.5	6	6	7/8	7/8	4/4	3	2	1/8	1/8	1		2	62	163
24	2.0	7	7	0	0	4/4	2	2	1/2	1/2	1		7	49	186
24	2.0	7	7	0	0	4/4	4	2	1/2	1/2	1		7	49	205
24	2.0	7	7	0	0	4/4	2	1	1/2	1/2	1	1	3	57	179
24	2.0	7	7	0	0	4/4	4	1	1/2	1/2	1	1	3	57	197
24	0.5	7	7	0	0	4/4	1	2	1/8	1/8	1		4	64	172
24	0.5	7	7	0	0	4/4	3	2	1/8	1/8	1		4	64	189
24	4.0	7	7	0	0	4/4	1	1	1	1	1	-1	3	69	171
24	4.0	7	7	0	0	4/4	3	1	1	1	1	-1	3	69	188
49/2	0.5	7	7	1/8	1/8	4/4	1	2	1/8	1/8	1		-1	65	173
49/2	0.5	7	7	1/8	1/8	4/4	3	2	1/8	1/8	1		-1	65	190
25	0.25	7	7	1/4	1/4	4/4	1	2	1/16	1/16	1		1	67	174
25	0.25	7	7	1/4	1/4	4/4	3	2	1/16	1/16	1		1	67	191
101/4	0.25	7	7	5/16	5/16	4/4	1	2	1/16	1/16	1		-1	65	175
101/4	0.25	7	7	5/16	5/16	4/4	3	2	1/16	1/16	1		-1	65	192
51/2	0.125	7	7	3/8	3/8	4/4	3	2	1/32	1/32	1		-1	65	193
51/2	0.25	7	7	3/8	3/8	4/4	1	2	1/16	1/16	1		-1	65	176
205/8	0.125	7	7	13/32	13/32	4/4	3	2	1/32	1/32	1		1	67	194
103/4	0.25	7	7	7/16	7/16	4/4	1	2	1/16	1/16	1		4	64	177
103/4	0.25	7	7	7/16	7/16	4/4	3	2	1/16	1/16	1		4	64	195
26	2.0	7	7	1/2	1/2	4/4	2	2	1/2	1/2	1		2	50	187
26	2.0	7	7	1/2	1/2	4/4	4	2	1/2	1/2	1		2	50	206
26	0.5	7	7	1/2	1/2	4/4	2	1	1/8	1/8	1	-1	3	57	180
26	0.5	7	7	1/2	1/2	4/4	4	1	1/8	1/8	1	-1	3	57	198
26	2.0	7	7	1/2	1/2	4/4	1	2	1/2	1/2	1	1	-1	65	178
26	2.0	7	7	1/2	1/2	4/4	3	2	1/2	1/2	1	1	-1	65	196
53/2	0.5	7	7	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59	181
53/2	0.5	7	7	5/8	5/8	4/4	4	1	1/8	1/8	1		5	59	199
27	0.25	7	7	3/4	3/4	4/4	2	1	1/16	1/16	1		0	60	182
27	0.25	7	7	3/4	3/4	4/4	4	1	1/16	1/16	1		0	60	200
109/4	0.25	7	7	13/16	13/16	4/4	2	1	1/16	1/16	1		5	59	183
109/4	0.25	7	7	13/16	13/16	4/4	4	1	1/16	1/16	1		5	59	201
55/2	0.125	7	7	7/8	7/8	4/4	4	1	1/32	1/32	1		5	59	202
55/2	0.25	7	7	7/8	7/8	4/4	2	1	1/16	1/16	1		5	59	184
221/8	0.125	7	7	29/32	29/32	4/4	4	1	1/32	1/32	1		0	60	203
111/4	0.25	7	7	15/16	15/16	4/4	2	1	1/16	1/16	1		3	57	185
111/4	0.25	7	7	15/16	15/16	4/4	4	1	1/16	1/16	1		3	57	204
28	2.0	8	8	0	0	4/4	2	2	1/2	1/2	1	1	-2	58	216
28	2.0	8	8	0	0	4/4	4	2	1/2	1/2	1	1	-2	58	231
28	4.0	8	8	0	0	4/4	2	1	1	1	1		2	62	215
28	4.0	8	8	0	0	4/4	4	1	1	1	1		2	62	230
28	0.5	8	8	0	0	4/4	1	2	1/8	1/8	1	-1	-1	65	208
28	0.5	8	8	0	0	4/4	3	2	1/8	1/8	1	-1	-1	65	222
57/2	0.5	8	8	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	209
57/2	0.5	8	8	1/8	1/8	4/4	3	2	1/8	1/8	1		1	67	223
29	0.25	8	8	1/4	1/4	4/4	1	2	1/16	1/16	1		3	69	210
29	0.25	8	8	1/4	1/4	4/4	3	2	1/16	1/16	1		3	69	224
117/4	0.25	8	8	5/16	5/16	4/4	1	2	1/16	1/16	1		1	67	211
117/4	0.25	8	8	5/16	5/16	4/4	3	2	1/16	1/16	1		1	67	225
59/2	0.125	8	8	3/8	3/8	4/4	3	2	1/32	1/32	1		1	67	226
59/2	0.25	8	8	3/8	3/8	4/4	1	2	1/16	1/16	1		1	67	212
237/8	0.125	8	8	13/32	13/32	4/4	3	2	1/32	1/32	1		3	69	227
119/4	0.25	8	8	7/16	7/16	4/4	1	2	1/16	1/16	1		-1	65	213
119/4	0.25	8	8	7/16	7/16	4/4	3	2	1/16	1/16	1		-1	65	228
30	0.5	8	8	1/2	1/2	4/4	2	2	1/8	1/8	1	-1	-2	58	217
30	0.5	8	8	1/2	1/2	4/4	4	2	1/8	1/8	1	-1	-2	58	232
30	2.0	8	8	1/2	1/2	4/4	1	2	1/2	1/2	1		1	67	214
30	2.0	8	8	1/2	1/2	4/4	3	2	1/2	1/2	1		1	67	229
30	2.0	8	8	1/2	1/2	4/4	1	1	1/2	1/2	1	1	2	74	207
30	2.0	8	8	1/2	1/2	4/4	3	1	1/2	1/2	1	1	2	74	221
61/2	0.5	8	8	5/8	5/8	4/4	2	2	1/8	1/8	1		3	57	218
61/2	0.5	8	8	5/8	5/8	4/4	4	2	1/8	1/8	1		3	57	233
31	0.5	8	8	3/4	3/4	4/4	2	2	1/8	1/8	1		3	57	219
31	0.5	8	8	3/4	3/4	4/4	4	2	1/8	1/8	1		3	57	234
63/2	0.5	8	8	7/8	7/8	4/4	2	2	1/8	1/8	1		1	55	220
63/2	0.5	8	8	7/8	7/8	4/4	4	2	1/8	1/8	1		1	55	235
32	2.0	9	9	0	0	4/4	2	2	1/2	1/2	1		6	54	245
32	2.0	9	9	0	0	4/4	4	2	1/2	1/2	1		6	54	259
32	4.0	9	9	0	0	4/4	2	1	1	1	1		2	62	244
32	4.0	9	9	0	0	4/4	4	1	1	1	1		2	62	258
32	3.0	9	9	0	0	4/4	1	2	3/4	1/2	3/2		3	69	241
32	3.0	9	9	0	0	4/4	3	2	3/4	1/2	3/2		3	69	255
32	0.5	9	9	0	0	4/4	1	1	1/8	1/8	1	-1	2	74	236
32	0.5	9	9	0	0	4/4	3	1	1/8	1/8	1	-1	2	74	250
65/2	0.5	9	9	1/8	1/8	4/4	1	1	1/8	1/8	1		0	72	237
65/2	0.5	9	9	1/8	1/8	4/4	3	1	1/8	1/8	1		0	72	251
33	0.5	9	9	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	238
33	0.5	9	9	1/4	1/4	4/4	3	1	1/8	1/8	1		5	71	252
67/2	0.5	9	9	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69	239
67/2	0.5	9	9	3/8	3/8	4/4	3	1	1/8	1/8	1		3	69	253
34	0.5	9	9	1/2	1/2	4/4	2	2	1/8	1/8	1		1	55	246
34	0.5	9	9	1/2	1/2	4/4	4	2	1/8	1/8	1		1	55	260
34	2.0	9	9	1/2	1/2	4/4	1	1	1/2	1/2	1	1	-2	70	240
34	2.0	9	9	1/2	1/2	4/4	3	1	1/2	1/2	1	1	-2	70	254
69/2	0.5	9	9	5/8	5/8	4/4	2	2	1/8	1/8	1		-1	53	247
69/2	0.5	9	9	5/8	5/8	4/4	4	2	1/8	1/8	1		-1	53	261
35	0.5	9	9	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	248
35	0.5	9	9	3/4	3/4	4/4	4	2	1/8	1/8	1		4	52	262
35	0.5	9	9	3/4	3/4	4/4	1	2	1/8	1/8	1		1	67	242
35	0.5	9	9	3/4	3/4	4/4	3	2	1/8	1/8	1		1	67	256
71/2	0.5	9	9	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	249
71/2	0.5	9	9	7/8	7/8	4/4	4	2	1/8	1/8	1		2	50	263
71/2	0.5	9	9	7/8	7/8	4/4	1	2	1/8	1/8	1		-1	65	243
71/2	0.5	9	9	7/8	7/8	4/4	3	2	1/8	1/8	1		-1	65	257
36	2.0	10	10	0	0	4/4	2	2	1/2	1/2	1		0	48	277
36	2.0	10	10	0	0	4/4	4	2	1/2	1/2	1		0	48	292
36	0.5	10	10	0	0	4/4	1	2	1/8	1/8	1		4	64	269
36	0.5	10	10	0	0	4/4	3	2	1/8	1/8	1		4	64	284
36	1.0	10	10	0	0	4/4	1	1	1/4	1/4	1	-1	-2	70	264
36	1.0	10	10	0	0	4/4	3	1	1/4	1/4	1	-1	-2	70	279
73/2	0.5	10	10	1/8	1/8	4/4	1	2	1/8	1/8	1		2	62	270
73/2	0.5	10	10	1/8	1/8	4/4	3	2	1/8	1/8	1		2	62	285
37	1.5	10	10	1/4	1/4	4/4	2	1	3/8	1/4	3/2		0	60	273
37	1.5	10	10	1/4	1/4	4/4	4	1	3/8	1/4	3/2		0	60	288
37	1.0	10	10	1/4	1/4	4/4	1	2	1/4	1/4	1		-3	63	271
37	1.0	10	10	1/4	1/4	4/4	3	2	1/4	1/4	1		-3	63	286
37	0.5	10	10	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69	265
37	0.5	10	10	1/4	1/4	4/4	3	1	1/8	1/8	1		3	69	280
75/2	0.5	10	10	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67	266
75/2	0.5	10	10	3/8	3/8	4/4	3	1	1/8	1/8	1		1	67	281
38	2.0	10	10	1/2	1/2	4/4	2	2	1/2	1/2	1	1	2	50	278
38	2.0	10	10	1/2	1/2	4/4	4	2	1/2	1/2	1	1	2	50	293
38	2.0	10	10	1/2	1/2	4/4	1	2	1/2	1/2	1	1	2	62	272
38	2.0	10	10	1/2	1/2	4/4	3	2	1/2	1/2	1	1	2	62	287
38	1.0	10	10	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66	267
38	1.0	10	10	1/2	1/2	4/4	3	1	1/4	1/4	1		6	66	282
77/2	0.5	10	10	5/8	5/8	4/4	2	1	1/8	1/8	1		-2	58	274
77/2	0.5	10	10	5/8	5/8	4/4	4	1	1/8	1/8	1		-2	58	289
39	0.5	10	10	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	275
39	0.5	10	10	3/4	3/4	4/4	4	1	1/8	1/8	1		3	57	290
39	1.0	10	10	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	268
39	1.0	10	10	3/4	3/4	4/4	3	1	1/4	1/4	1		1	67	283
79/2	0.5	10	10	7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	276
79/2	0.5	10	10	7/8	7/8	4/4	4	1	1/8	1/8	1		1	55	291
40	0.5	11	11	0	0	4/4	2	2	1/8	1/8	1	-1	2	50	303
40	0.5	11	11	0	0	4/4	4	2	1/8	1/8	1	-1	2	50	317
40	1.0	11	11	0	0	4/4	2	1	1/4	1/4	1		6	54	298
40	1.0	11	11	0	0	4/4	4	1	1/4	1/4	1		6	54	312
40	2.0	11	11	0	0	4/4	1	2	1/2	1/2	1	-1	2	62	296
40	2.0	11	11	0	0	4/4	3	2	1/2	1/2	1	-1	2	62	310
40	3.0	11	11	0	0	4/4	1	1	3/4	1/2	3/2		3	69	294
40	3.0	11	11	0	0	4/4	3	1	3/4	1/2	3/2		3	69	308
81/2	0.5	11	11	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	304
81/2	0.5	11	11	1/8	1/8	4/4	4	2	1/8	1/8	1		0	48	318
41	0.5	11	11	1/4	1/4	4/4	2	2	1/8	1/8	1		5	47	305
41	0.5	11	11	1/4	1/4	4/4	4	2	1/8	1/8	1		5	47	319
41	1.5	11	11	1/4	1/4	4/4	2	1	3/8	1/4	3/2		1	55	299
41	1.5	11	11	1/4	1/4	4/4	4	1	3/8	1/4	3/2		1	55	313
83/2	0.5	11	11	3/8	3/8	4/4	2	2	1/8	1/8	1		3	45	306
83/2	0.5	11	11	3/8	3/8	4/4	4	2	1/8	1/8	1		3	45	320
42	2.0	11	11	1/2	1/2	4/4	2	2	1/2	1/2	1		-2	46	307
42	2.0	11	11	1/2	1/2	4/4	4	2	1/2	1/2	1		-2	46	321
42	2.0	11	11	1/2	1/2	4/4	1	2	1/2	1/2	1	1	2	62	297
42	2.0	11	11	1/2	1/2	4/4	3	2	1/2	1/2	1	1	2	62	311
85/2	0.5	11	11	5/8	5/8	4/4	2	1	1/8	1/8	1		-1	53	300
85/2	0.5	11	11	5/8	5/8	4/4	4	1	1/8	1/8	1		-1	53	314
43	0.5	11	11	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52	301
43	0.5	11	11	3/4	3/4	4/4	4	1	1/8	1/8	1		4	52	315
43	1.0	11	11	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	295
43	1.0	11	11	3/4	3/4	4/4	3	1	1/4	1/4	1		1	67	309
87/2	0.5	11	11	7/8	7/8	4/4	2	1	1/8	1/8	1		2	50	302
87/2	0.5	11	11	7/8	7/8	4/4	4	1	1/8	1/8	1		2	50	316
44	4.0	12	12	0	0	4/4	2	2	1	1	1		3	45	338
44	4.0	12	12	0	0	4/4	4	2	1	1	1		3	45	355
44	1.0	12	12	0	0	4/4	2	1	1/4	1/4	1		4	52	333
