quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	6.0	1	1	0	0	3/2	1	1	3/2	1	3/2		3	69	0
2	2.0	1	1	1/2	1/2	3/2	1	2	1/2	1/2	1		2	62	1
4	2.0	1	1	1	1	3/2	2	1	1/2	1/2	1		3	57	3
4	2.0	1	1	1	1	3/2	1	2	1/2	1/2	1		-1	65	2
6	2.0	2	2	0	0	3/2	2	1	1/2	1/2	1		0	60	9
6	2.0	2	2	0	0	3/2	1	2	1/2	1/2	1		4	64	5
6	6.0	2	2	0	0	3/2	1	1	3/2	1	3/2		1	67	4
8	1.0	2	2	1/2	1/2	3/2	2	1	1/4	1/4	1		5	59	10
8	1.0	2	2	1/2	1/2	3/2	1	2	1/4	1/4	1		2	62	6
9	1.0	2	2	3/4	3/4	3/2	2	1	1/4	1/4	1		3	57	11
9	1.0	2	2	3/4	3/4	3/2	1	2	1/4	1/4	1		0	60	7
10	1.0	2	2	1	1	3/2	2	1	1/4	1/4	1		-2	58	12
10	2.0	2	2	1	1	3/2	1	2	1/2	1/2	1		2	62	8
11	1.0	2	2	5/4	5/4	3/2	2	1	1/4	1/4	1		1	55	13
12	3.0	3	3	0	0	3/2	2	1	3/4	1/2	3/2		-2	58	17
12	6.0	3	3	0	0	3/2	1	1	3/2	1	3/2		2	74	14
14	2.0	3	3	1/2	1/2	3/2	1	2	1/2	1/2	1		2	62	15
15	0.5	3	3	3/4	3/4	3/2	2	1	1/8	1/8	1		3	57	18
31/2	0.5	3	3	7/8	7/8	3/2	2	1	1/8	1/8	1		1	55	19
16	1.0	3	3	1	1	3/2	2	1	1/4	1/4	1		-1	53	20
16	2.0	3	3	1	1	3/2	1	2	1/2	1/2	1	1	-1	65	16
17	1.0	3	3	5/4	5/4	3/2	2	1	1/4	1/4	1		1	55	21
18	2.0	4	4	0	0	3/2	2	1	1/2	1/2	1		3	57	29
18	1.0	4	4	0	0	3/2	1	2	1/4	1/4	1	-1	-1	65	23
18	6.0	4	4	0	0	3/2	1	1	3/2	1	3/2		0	72	22
19	1.0	4	4	1/4	1/4	3/2	1	2	1/4	1/4	1		4	64	24
20	2.0	4	4	1/2	1/2	3/2	2	1	1/2	1/2	1		3	57	30
20	1.0	4	4	1/2	1/2	3/2	1	2	1/4	1/4	1		3	69	25
21	1.0	4	4	3/4	3/4	3/2	1	2	1/4	1/4	1		1	67	26
22	2.0	4	4	1	1	3/2	2	1	1/2	1/2	1		0	60	31
22	1.0	4	4	1	1	3/2	1	2	1/4	1/4	1		-1	65	27
23	1.0	4	4	5/4	5/4	3/2	1	2	1/4	1/4	1		4	64	28
24	4.0	5	5	0	0	3/2	2	1	1	1	1		-2	58	36
24	3.0	5	5	0	0	3/2	1	2	3/4	1/2	3/2		-1	65	33
24	6.0	5	5	0	0	3/2	1	1	3/2	1	3/2		2	74	32
26	2.0	5	5	1/2	1/2	3/2	2	2	1/2	1/2	1		2	50	38
27	1.0	5	5	3/4	3/4	3/2	1	2	1/4	1/4	1		1	67	34
28	2.0	5	5	1	1	3/2	2	2	1/2	1/2	1		-1	53	39
28	2.0	5	5	1	1	3/2	2	1	1/2	1/2	1		3	57	37
28	2.0	5	5	1	1	3/2	1	2	1/2	1/2	1		3	69	35
30	3.0	6	6	0	0	3/2	2	2	3/4	1/2	3/2		4	52	47
30	2.0	6	6	0	0	3/2	2	1	1/2	1/2	1		0	60	45
30	3.0	6	6	0	0	3/2	1	2	3/4	1/2	3/2		1	67	41
30	6.0	6	6	0	0	3/2	1	1	3/2	1	3/2		0	72	40
32	4.0	6	6	1/2	1/2	3/2	2	1	1	1	1		1	55	46
33	1.0	6	6	3/4	3/4	3/2	2	2	1/4	1/4	1		2	50	48
33	1.0	6	6	3/4	3/4	3/2	1	2	1/4	1/4	1		-1	65	42
34	1.0	6	6	1	1	3/2	2	2	1/4	1/4	1		4	52	49
34	1.0	6	6	1	1	3/2	1	2	1/4	1/4	1		1	67	43
35	1.0	6	6	5/4	5/4	3/2	2	2	1/4	1/4	1		0	48	50
35	1.0	6	6	5/4	5/4	3/2	1	2	1/4	1/4	1		4	64	44
36	1.0	7	7	0	0	3/2	2	2	1/4	1/4	1		1	55	56
36	3.0	7	7	0	0	3/2	1	2	3/4	1/2	3/2		2	62	52
36	6.0	7	7	0	0	3/2	1	1	3/2	1	3/2		-2	70	51
37	1.0	7	7	1/4	1/4	3/2	2	2	1/4	1/4	1		1	43	57
38	1.0	7	7	1/2	1/2	3/2	2	2	1/4	1/4	1		-2	46	58
39	1.0	7	7	3/4	3/4	3/2	2	2	1/4	1/4	1		0	48	59
39	1.0	7	7	3/4	3/4	3/2	1	2	1/4	1/4	1		4	64	53
40	1.0	7	7	1	1	3/2	2	2	1/4	1/4	1		2	50	60
40	1.0	7	7	1	1	3/2	1	2	1/4	1/4	1		-1	65	54
41	1.0	7	7	5/4	5/4	3/2	2	2	1/4	1/4	1		4	52	61
41	1.0	7	7	5/4	5/4	3/2	1	2	1/4	1/4	1		1	67	55
42	4.0	8	8	0	0	3/2	2	2	1	1	1		-1	53	68
42	2.0	8	8	0	0	3/2	1	2	1/2	1/2	1		3	69	63
42	6.0	8	8	0	0	3/2	1	1	3/2	1	3/2		3	69	62
44	2.0	8	8	1/2	1/2	3/2	2	1	1/2	1/2	1		3	57	66
44	2.0	8	8	1/2	1/2	3/2	1	2	1/2	1/2	1		-1	65	64
46	2.0	8	8	1	1	3/2	2	1	1/2	1/2	1		0	60	67
46	2.0	8	8	1	1	3/2	1	2	1/2	1/2	1		4	64	65
48	2.0	9	9	0	0	3/2	2	1	1/2	1/2	1		5	59	72
48	4.0	9	9	0	0	3/2	1	2	1	1	1		2	62	70
48	6.0	9	9	0	0	3/2	1	1	3/2	1	3/2		1	67	69
50	1.0	9	9	1/2	1/2	3/2	2	1	1/4	1/4	1		3	57	73
51	1.0	9	9	3/4	3/4	3/2	2	1	1/4	1/4	1		1	55	74
52	1.0	9	9	1	1	3/2	2	1	1/4	1/4	1		0	60	75
52	2.0	9	9	1	1	3/2	1	2	1/2	1/2	1		4	64	71
53	1.0	9	9	5/4	5/4	3/2	2	1	1/4	1/4	1		0	48	76
54	1.0	10	10	0	0	3/2	2	1	1/4	1/4	1		-1	53	82
54	3.0	10	10	0	0	3/2	1	2	3/4	1/2	3/2		-1	65	78
54	6.0	10	10	0	0	3/2	1	1	3/2	1	3/2		3	69	77
55	1.0	10	10	1/4	1/4	3/2	2	1	1/4	1/4	1		1	55	83
56	1.0	10	10	1/2	1/2	3/2	2	1	1/4	1/4	1		3	57	84
57	1.0	10	10	3/4	3/4	3/2	2	1	1/4	1/4	1		5	59	85
57	0.5	10	10	3/4	3/4	3/2	1	2	1/8	1/8	1		1	67	79
115/2	0.5	10	10	7/8	7/8	3/2	1	2	1/8	1/8	1		-1	65	80
58	1.0	10	10	1	1	3/2	2	1	1/4	1/4	1		7	61	86
58	2.0	10	10	1	1	3/2	1	2	1/2	1/2	1		4	64	81
59	1.0	10	10	5/4	5/4	3/2	2	1	1/4	1/4	1		3	57	87
60	4.0	11	11	0	0	3/2	2	1	1	1	1		2	62	90
60	6.0	11	11	0	0	3/2	1	2	3/2	1	3/2		-1	65	89
60	6.0	11	11	0	0	3/2	1	1	3/2	1	3/2		3	69	88
62	2.0	11	11	1/2	1/2	3/2	2	2	1/2	1/2	1		2	50	92
64	2.0	11	11	1	1	3/2	2	2	1/2	1/2	1		-1	53	93
64	2.0	11	11	1	1	3/2	2	1	1/2	1/2	1		3	57	91
66	3.0	12	12	0	0	3/2	2	2	3/4	1/2	3/2		4	52	98
66	2.0	12	12	0	0	3/2	2	1	1/2	1/2	1		0	60	95
66	6.0	12	12	0	0	3/2	1	1	3/2	1	3/2		1	67	94
68	3.0	12	12	1/2	1/2	3/2	2	1	3/4	1/2	3/2		5	59	96
69	1.0	12	12	3/4	3/4	3/2	2	2	1/4	1/4	1		-1	53	99
70	2.0	12	12	1	1	3/2	2	2	1/2	1/2	1		1	55	100
71	1.0	12	12	5/4	5/4	3/2	2	1	1/4	1/4	1		7	61	97
72	3.0	13	13	0	0	3/2	2	2	3/4	1/2	3/2		2	50	105
72	4.0	13	13	0	0	3/2	2	1	1	1	1		2	62	104
72	6.0	13	13	0	0	3/2	1	1	3/2	1	3/2		-1	65	101
74	2.0	13	13	1/2	1/2	3/2	1	2	1/2	1/2	1		3	57	102
75	0.5	13	13	3/4	3/4	3/2	2	2	1/8	1/8	1		0	48	106
151/2	0.5	13	13	7/8	7/8	3/2	2	2	1/8	1/8	1		5	47	107
76	1.0	13	13	1	1	3/2	2	2	1/4	1/4	1		3	45	108
76	2.0	13	13	1	1	3/2	1	2	1/2	1/2	1	1	0	60	103
77	1.0	13	13	5/4	5/4	3/2	2	2	1/4	1/4	1		5	47	109
78	3.0	14	14	0	0	3/2	2	2	3/4	1/2	3/2		0	48	116
78	1.0	14	14	0	0	3/2	1	2	1/4	1/4	1	-1	0	60	111
78	6.0	14	14	0	0	3/2	1	1	3/2	1	3/2		4	64	110
79	0.5	14	14	1/4	1/4	3/2	1	2	1/8	1/8	1		5	59	112
159/2	0.5	14	14	3/8	3/8	3/2	1	2	1/8	1/8	1		3	57	113
80	3.0	14	14	1/2	1/2	3/2	1	2	3/4	1/2	3/2		1	55	114
81	1.0	14	14	3/4	3/4	3/2	2	2	1/4	1/4	1		2	50	117
82	1.0	14	14	1	1	3/2	2	2	1/4	1/4	1		4	52	118
83	1.0	14	14	5/4	5/4	3/2	2	2	1/4	1/4	1		-1	53	119
83	1.0	14	14	5/4	5/4	3/2	1	2	1/4	1/4	1		3	57	115
84	2.0	15	15	0	0	3/2	2	2	1/2	1/2	1		1	55	124
84	4.0	15	15	0	0	3/2	1	2	1	1	1		-2	58	121
84	6.0	15	15	0	0	3/2	1	1	3/2	1	3/2		2	62	120
86	2.0	15	15	1/2	1/2	3/2	2	2	1/2	1/2	1		1	43	125
