quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
20	4.0	3	3	1	1	4/2	2	1	1	1	1		0	60	25
20	1.0	3	3	1	1	4/2	1	1	1/4	1/4	1		0	72	21
21	1.0	3	3	5/4	5/4	4/2	2	2	1/4	1/4	1		1	55	29
21	1.0	3	3	5/4	5/4	4/2	1	1	1/4	1/4	1		4	64	22
22	1.0	3	3	3/2	3/2	4/2	2	2	1/4	1/4	1		-1	53	30
22	2.0	3	3	3/2	3/2	4/2	1	1	1/2	1/2	1	1	3	69	23
23	1.0	3	3	7/4	7/4	4/2	2	2	1/4	1/4	1		4	52	31
24	2.0	4	4	0	0	4/2	2	2	1/2	1/2	1		2	50	42
24	4.0	4	4	0	0	4/2	2	1	1	1	1		-2	58	40
24	1.0	4	4	0	0	4/2	1	1	1/4	1/4	1	-1	3	69	32
25	0.5	4	4	1/4	1/4	4/2	1	1	1/8	1/8	1		1	67	33
51/2	0.5	4	4	3/8	3/8	4/2	1	1	1/8	1/8	1		-1	65	34
26	2.0	4	4	1/2	1/2	4/2	2	2	1/2	1/2	1		4	52	43
26	2.0	4	4	1/2	1/2	4/2	1	1	1/2	1/2	1		1	67	35
28	4.0	4	4	1	1	4/2	2	2	1	1	1		-1	53	44
28	4.0	4	4	1	1	4/2	2	1	1	1	1		3	57	41
28	3.0	4	4	1	1	4/2	1	1	3/4	1/2	3/2		3	69	36
29	1.0	4	4	5/4	5/4	4/2	1	2	1/4	1/4	1		2	62	38
30	2.0	4	4	3/2	3/2	4/2	1	2	1/2	1/2	1	1	-1	65	39
31	1.0	4	4	7/4	7/4	4/2	1	1	1/4	1/4	1		5	71	37
32	4.0	5	5	0	0	4/2	2	2	1	1	1		0	48	58
32	4.0	5	5	0	0	4/2	2	1	1	1	1		1	55	56
32	1.0	5	5	0	0	4/2	1	2	1/4	1/4	1	-1	-1	65	47
32	2.0	5	5	0	0	4/2	1	1	1/2	1/2	1		0	72	45
33	0.5	5	5	1/4	1/4	4/2	1	2	1/8	1/8	1		4	64	48
67/2	0.5	5	5	3/8	3/8	4/2	1	2	1/8	1/8	1		2	62	49
34	1.0	5	5	1/2	1/2	4/2	1	2	1/4	1/4	1		4	64	50
34	2.0	5	5	1/2	1/2	4/2	1	1	1/2	1/2	1		1	67	46
35	1.0	5	5	3/4	3/4	4/2	1	2	1/4	1/4	1		0	60	51
36	4.0	5	5	1	1	4/2	2	1	1	1	1		3	57	57
36	1.0	5	5	1	1	4/2	1	2	1/4	1/4	1		-1	65	52
37	1.0	5	5	5/4	5/4	4/2	1	2	1/4	1/4	1		1	67	53
38	1.0	5	5	3/2	3/2	4/2	1	2	1/4	1/4	1		3	69	54
39	1.0	5	5	7/4	7/4	4/2	1	2	1/4	1/4	1		4	64	55
40	4.0	6	6	0	0	4/2	2	1	1	1	1		3	57	71
40	3.0	6	6	0	0	4/2	1	2	3/4	1/2	3/2		-1	65	65
41	1.0	6	6	1/4	1/4	4/2	1	1	1/4	1/4	1		3	69	59
42	3.0	6	6	1/2	1/2	4/2	1	1	3/4	1/2	3/2		0	72	60
43	0.5	6	6	3/4	3/4	4/2	1	2	1/8	1/8	1		4	64	66
87/2	0.5	6	6	7/8	7/8	4/2	1	2	1/8	1/8	1		2	62	67
44	4.0	6	6	1	1	4/2	2	1	1	1	1		1	55	72
44	2.0	6	6	1	1	4/2	1	2	1/2	1/2	1		4	64	68
45	0.5	6	6	5/4	5/4	4/2	1	1	1/8	1/8	1		5	71	61
91/2	0.5	6	6	11/8	11/8	4/2	1	1	1/8	1/8	1		3	69	62
46	1.0	6	6	3/2	3/2	4/2	1	2	1/4	1/4	1		2	62	69
46	1.0	6	6	3/2	3/2	4/2	1	1	1/4	1/4	1		5	71	63
47	1.0	6	6	7/4	7/4	4/2	1	2	1/4	1/4	1		4	64	70
47	1.0	6	6	7/4	7/4	4/2	1	1	1/4	1/4	1		1	67	64
48	4.0	7	7	0	0	4/2	2	1	1	1	1		-1	53	78
48	2.0	7	7	0	0	4/2	1	2	1/2	1/2	1		-1	65	74
48	4.0	7	7	0	0	4/2	1	1	1	1	1		3	69	73
49	1.0	7	7	1/4	1/4	4/2	2	2	1/4	1/4	1		3	57	80
50	3.0	7	7	1/2	1/2	4/2	2	2	3/4	1/2	3/2		0	60	81
50	2.0	7	7	1/2	1/2	4/2	1	2	1/2	1/2	1		3	69	75
52	4.0	7	7	1	1	4/2	2	1	1	1	1		4	52	79
52	2.0	7	7	1	1	4/2	1	2	1/2	1/2	1		1	67	76
53	0.5	7	7	5/4	5/4	4/2	2	2	1/8	1/8	1		5	59	82
107/2	0.5	7	7	11/8	11/8	4/2	2	2	1/8	1/8	1		3	57	83
54	1.0	7	7	3/2	3/2	4/2	2	2	1/4	1/4	1		5	59	84
55	1.0	7	7	7/4	7/4	4/2	2	2	1/4	1/4	1		0	60	85
55	1.0	7	7	7/4	7/4	4/2	1	2	1/4	1/4	1		4	64	77
56	4.0	8	8	0	0	4/2	2	1	1	1	1		2	50	92
56	1.0	8	8	0	0	4/2	2	2	1/4	1/4	1		-1	53	94
56	3.0	8	8	0	0	4/2	1	2	3/4	1/2	3/2		-1	65	86
57	1.0	8	8	1/4	1/4	4/2	2	2	1/4	1/4	1		1	55	95
58	4.0	8	8	1/2	1/2	4/2	2	2	1	1	1		3	57	96
59	0.5	8	8	3/4	3/4	4/2	1	2	1/8	1/8	1		4	64	87
119/2	0.5	8	8	7/8	7/8	4/2	1	2	1/8	1/8	1		2	62	88
60	4.0	8	8	1	1	4/2	2	1	1	1	1		7	49	93
60	1.0	8	8	1	1	4/2	1	2	1/4	1/4	1		4	64	89
61	1.0	8	8	5/4	5/4	4/2	1	2	1/4	1/4	1		3	57	90
62	2.0	8	8	3/2	3/2	4/2	2	2	1/2	1/2	1		1	55	97
62	2.0	8	8	3/2	3/2	4/2	1	2	1/2	1/2	1	1	4	64	91
64	8.0	9	9	0	0	4/2	2	1	2	2	1	1	2	50	107
64	2.0	9	9	0	0	4/2	2	2	1/2	1/2	1		6	54	108
64	2.0	9	9	0	0	4/2	1	2	1/2	1/2	1	-1	4	64	104
65	1.0	9	9	1/4	1/4	4/2	1	1	1/4	1/4	1		3	69	98
66	4.0	9	9	1/2	1/2	4/2	2	2	1	1	1		1	55	109
66	2.0	9	9	1/2	1/2	4/2	1	2	1/2	1/2	1		2	62	105
66	3.0	9	9	1/2	1/2	4/2	1	1	3/4	1/2	3/2		-2	70	99
68	4.0	9	9	1	1	4/2	1	2	1	1	1		2	62	106
69	0.5	9	9	5/4	5/4	4/2	1	1	1/8	1/8	1		3	69	100
139/2	0.5	9	9	11/8	11/8	4/2	1	1	1/8	1/8	1		1	67	101
70	2.0	9	9	3/2	3/2	4/2	2	2	1/2	1/2	1		6	54	110
70	1.0	9	9	3/2	3/2	4/2	1	1	1/4	1/4	1		3	69	102
71	1.0	9	9	7/4	7/4	4/2	1	1	1/4	1/4	1		2	62	103
72	8.0	10	10	0	0	4/2	2	1	2	2	1	0	2	50	120
72	2.0	10	10	0	0	4/2	1	1	1/2	1/2	1		6	66	111
73	1.0	10	10	1/4	1/4	4/2	1	2	1/4	1/4	1		3	57	114
74	3.0	10	10	1/2	1/2	4/2	1	2	3/4	1/2	3/2		-2	58	115
74	4.0	10	10	1/2	1/2	4/2	1	1	1	1	1		1	67	112
77	0.5	10	10	5/4	5/4	4/2	1	2	1/8	1/8	1		3	57	116
155/2	0.5	10	10	11/8	11/8	4/2	1	2	1/8	1/8	1		1	55	117
78	1.0	10	10	3/2	3/2	4/2	1	2	1/4	1/4	1		3	57	118
78	2.0	10	10	3/2	3/2	4/2	1	1	1/2	1/2	1		6	66	113
79	1.0	10	10	7/4	7/4	4/2	1	2	1/4	1/4	1		2	62	119
80	2.0	11	11	0	0	4/2	2	2	1/2	1/2	1		1	43	131
80	8.0	11	11	0	0	4/2	2	1	2	2	1	-1	2	50	130
80	1.0	11	11	0	0	4/2	1	2	1/4	1/4	1		-2	58	126
80	2.0	11	11	0	0	4/2	1	1	1/2	1/2	1		1	67	121
81	1.0	11	11	1/4	1/4	4/2	1	2	1/4	1/4	1		0	60	127
82	3.0	11	11	1/2	1/2	4/2	2	2	3/4	1/2	3/2		-2	46	132
82	2.0	11	11	1/2	1/2	4/2	1	2	1/2	1/2	1		2	62	128
83	1.0	11	11	3/4	3/4	4/2	1	1	1/4	1/4	1		2	62	122
84	4.0	11	11	1	1	4/2	1	2	1	1	1		2	62	129
84	3.0	11	11	1	1	4/2	1	1	3/4	1/2	3/2		-2	70	123
85	0.5	11	11	5/4	5/4	4/2	2	2	1/8	1/8	1		3	45	133
171/2	0.5	11	11	11/8	11/8	4/2	2	2	1/8	1/8	1		1	43	134
86	1.0	11	11	3/2	3/2	4/2	2	2	1/4	1/4	1		-2	46	135
87	1.0	11	11	7/4	7/4	4/2	2	2	1/4	1/4	1		0	48	136
87	0.5	11	11	7/4	7/4	4/2	1	1	1/8	1/8	1		3	69	124
175/2	0.5	11	11	15/8	15/8	4/2	1	1	1/8	1/8	1		1	67	125
88	1.0	12	12	0	0	4/2	2	2	1/4	1/4	1		2	50	145
88	8.0	12	12	0	0	4/2	2	1	2	2	1	1	2	50	144
88	1.0	12	12	0	0	4/2	1	1	1/4	1/4	1		-1	65	137
89	1.0	12	12	1/4	1/4	4/2	2	2	1/4	1/4	1		4	52	146
89	1.0	12	12	1/4	1/4	4/2	1	1	1/4	1/4	1		1	67	138
90	1.0	12	12	1/2	1/2	4/2	2	2	1/4	1/4	1		-1	53	147
90	2.0	12	12	1/2	1/2	4/2	1	1	1/2	1/2	1		3	69	139
91	1.0	12	12	3/4	3/4	4/2	2	2	1/4	1/4	1		1	55	148
91	1.0	12	12	3/4	3/4	4/2	1	2	1/4	1/4	1		2	62	140
92	1.0	12	12	1	1	4/2	2	2	1/4	1/4	1		3	57	149
92	3.0	12	12	1	1	4/2	1	2	3/4	1/2	3/2		-1	65	141
93	1.0	12	12	5/4	5/4	4/2	2	2	1/4	1/4	1		-1	53	150
94	2.0	12	12	3/2	3/2	4/2	2	2	1/2	1/2	1	1	-2	58	151
95	0.5	12	12	7/4	7/4	4/2	1	2	1/8	1/8	1		4	64	142
191/2	0.5	12	12	15/8	15/8	4/2	1	2	1/8	1/8	1		2	62	143
96	8.0	13	13	0	0	4/2	2	1	2	2	1	0	2	50	162
96	1.0	13	13	0	0	4/2	2	2	1/4	1/4	1	-1	-2	58	163
96	1.0	13	13	0	0	4/2	1	2	1/4	1/4	1		-1	65	156
97	0.5	13	13	1/4	1/4	4/2	2	2	1/8	1/8	1		3	57	164
97	1.0	13	13	1/4	1/4	4/2	1	2	1/4	1/4	1		1	67	157
195/2	0.5	13	13	3/8	3/8	4/2	2	2	1/8	1/8	1		1	55	165
98	2.0	13	13	1/2	1/2	4/2	2	2	1/2	1/2	1		6	54	166
98	3.0	13	13	1/2	1/2	4/2	1	2	3/4	1/2	3/2		3	69	158
99	1.0	13	13	3/4	3/4	4/2	1	1	1/4	1/4	1		2	62	152
100	3.0	13	13	1	1	4/2	1	1	3/4	1/2	3/2		-2	70	153
101	0.5	13	13	5/4	5/4	4/2	1	2	1/8	1/8	1		1	67	159
203/2	0.5	13	13	11/8	11/8	4/2	1	2	1/8	1/8	1		-1	65	160
102	2.0	13	13	3/2	3/2	4/2	1	2	1/2	1/2	1	1	1	67	161
103	0.5	13	13	7/4	7/4	4/2	1	1	1/8	1/8	1		3	69	154
207/2	0.5	13	13	15/8	15/8	4/2	1	1	1/8	1/8	1		1	67	155
104	8.0	14	14	0	0	4/2	2	1	2	2	1	0	2	50	178
104	1.0	14	14	0	0	4/2	1	2	1/4	1/4	1	-1	1	67	173
104	3.0	14	14	0	0	4/2	1	1	3/4	1/2	3/2		3	69	167
105	1.0	14	14	1/4	1/4	4/2	2	2	1/4	1/4	1		3	57	179
105	0.5	14	14	1/4	1/4	4/2	1	2	1/8	1/8	1		-1	65	174
211/2	0.5	14	14	3/8	3/8	4/2	1	2	1/8	1/8	1		4	64	175
106	4.0	14	14	1/2	1/2	4/2	2	2	1	1	1		-2	58	180
106	2.0	14	14	1/2	1/2	4/2	1	2	1/2	1/2	1		2	62	176
107	0.5	14	14	3/4	3/4	4/2	1	1	1/8	1/8	1		1	67	168
215/2	0.5	14	14	7/8	7/8	4/2	1	1	1/8	1/8	1		-1	65	169
108	4.0	14	14	1	1	4/2	1	2	1	1	1	1	2	62	177
108	2.0	14	14	1	1	4/2	1	1	1/2	1/2	1		1	67	170
110	1.0	14	14	3/2	3/2	4/2	2	2	1/4	1/4	1		3	57	181
110	1.0	14	14	3/2	3/2	4/2	1	1	1/4	1/4	1		6	66	171
111	1.0	14	14	7/4	7/4	4/2	2	2	1/4	1/4	1		1	55	182
111	1.0	14	14	7/4	7/4	4/2	1	1	1/4	1/4	1		4	64	172
112	8.0	15	15	0	0	4/2	2	1	2	2	1	-1	2	50	185
112	8.0	15	15	0	0	4/2	2	2	2	2	1		3	57	186
112	8.0	15	15	0	0	4/2	1	2	2	2	1	-1	2	62	184
112	8.0	15	15	0	0	4/2	1	1	2	2	1		6	66	183
