quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	2.0	1	1	0	0	4/2	2	2	1/2	1/2	1		2	62	0
0	2.0	1	1	0	0	4/2	4	2	1/2	1/2	1		2	62	12
2	2.0	1	1	1/2	1/2	4/2	3	1	1/2	1/2	1		3	57	5
2	2.0	1	1	1/2	1/2	4/2	5	1	1/2	1/2	1		3	57	17
2	2.0	1	1	1/2	1/2	4/2	2	2	1/2	1/2	1		-1	65	1
2	2.0	1	1	1/2	1/2	4/2	4	2	1/2	1/2	1		-1	65	13
4	4.0	1	1	1	1	4/2	3	2	1	1	1		3	45	11
4	4.0	1	1	1	1	4/2	5	2	1	1	1		3	45	23
4	1.0	1	1	1	1	4/2	3	1	1/4	1/4	1		0	60	6
4	1.0	1	1	1	1	4/2	5	1	1/4	1/4	1		0	60	18
4	2.0	1	1	1	1	4/2	2	2	1/2	1/2	1		4	64	2
4	2.0	1	1	1	1	4/2	4	2	1/2	1/2	1		4	64	14
5	1.0	1	1	5/4	5/4	4/2	3	1	1/4	1/4	1		5	59	7
5	1.0	1	1	5/4	5/4	4/2	5	1	1/4	1/4	1		5	59	19
6	1.0	1	1	3/2	3/2	4/2	3	1	1/4	1/4	1		3	57	8
6	1.0	1	1	3/2	3/2	4/2	5	1	1/4	1/4	1		3	57	20
6	1.0	1	1	3/2	3/2	4/2	2	2	1/4	1/4	1		0	60	3
6	1.0	1	1	3/2	3/2	4/2	4	2	1/4	1/4	1		0	60	15
7	0.5	1	1	7/4	7/4	4/2	3	1	1/8	1/8	1		1	55	9
7	0.5	1	1	7/4	7/4	4/2	5	1	1/8	1/8	1		1	55	21
7	1.0	1	1	7/4	7/4	4/2	2	2	1/4	1/4	1		2	62	4
7	1.0	1	1	7/4	7/4	4/2	4	2	1/4	1/4	1		2	62	16
15/2	0.5	1	1	15/8	15/8	4/2	3	1	1/8	1/8	1		-1	53	10
15/2	0.5	1	1	15/8	15/8	4/2	5	1	1/8	1/8	1		-1	53	22
8	4.0	2	2	0	0	4/2	3	2	1	1	1		0	48	35
8	4.0	2	2	0	0	4/2	5	2	1	1	1		0	48	48
8	2.0	2	2	0	0	4/2	3	1	1/2	1/2	1		4	52	29
8	2.0	2	2	0	0	4/2	5	1	1/2	1/2	1		4	52	42
8	1.0	2	2	0	0	4/2	2	2	1/4	1/4	1		4	64	24
8	1.0	2	2	0	0	4/2	4	2	1/4	1/4	1		4	64	37
9	1.0	2	2	1/4	1/4	4/2	2	2	1/4	1/4	1		-1	65	25
9	1.0	2	2	1/4	1/4	4/2	4	2	1/4	1/4	1		-1	65	38
10	3.0	2	2	1/2	1/2	4/2	3	1	3/4	1/2	3/2		4	64	30
10	3.0	2	2	1/2	1/2	4/2	5	1	3/4	1/2	3/2		4	64	43
10	1.0	2	2	1/2	1/2	4/2	2	2	1/4	1/4	1		1	67	26
10	1.0	2	2	1/2	1/2	4/2	4	2	1/4	1/4	1		1	67	39
11	1.0	2	2	3/4	3/4	4/2	2	2	1/4	1/4	1		3	69	27
11	1.0	2	2	3/4	3/4	4/2	4	2	1/4	1/4	1		3	69	40
12	4.0	2	2	1	1	4/2	3	2	1	1	1		2	50	36
12	4.0	2	2	1	1	4/2	5	2	1	1	1		2	50	49
