mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	1	1	3/8	1/4	3/2		3	69		0
1	1	0	0	4/4	3	1	3/8	1/4	3/2		3	69		7
1	1	3/8	3/8	4/4	1	1	1/16	1/16	1		1	67		1
1	1	3/8	3/8	4/4	3	1	1/16	1/16	1		1	67		8
1	1	7/16	7/16	4/4	1	1	1/16	1/16	1		3	69		2
1	1	7/16	7/16	4/4	3	1	1/16	1/16	1		3	69		9
1	1	1/2	1/2	4/4	1	1	1/8	1/8	1		5	71		3
1	1	1/2	1/2	4/4	3	1	1/8	1/8	1		5	71		10
1	1	5/8	5/8	4/4	1	1	1/8	1/8	1		4	64		4
1	1	5/8	5/8	4/4	3	1	1/8	1/8	1		4	64		11
1	1	3/4	3/4	4/4	1	1	1/8	1/8	1		0	72		5
1	1	3/4	3/4	4/4	3	1	1/8	1/8	1		0	72		12
1	1	7/8	7/8	4/4	1	1	1/8	1/8	1		0	72		6
1	1	7/8	7/8	4/4	3	1	1/8	1/8	1		0	72		13
2	2	0	0	4/4	1	1	1/16	1/16	1		5	71		14
2	2	0	0	4/4	3	1	1/16	1/16	1		5	71		28
2	2	1/16	1/16	4/4	1	1	1/16	1/16	1		4	76		15
2	2	1/16	1/16	4/4	3	1	1/16	1/16	1		4	76		29
2	2	1/8	1/8	4/4	1	1	1/16	1/16	1		2	74		16
2	2	1/8	1/8	4/4	3	1	1/16	1/16	1		2	74		30
2	2	3/16	3/16	4/4	1	1	1/16	1/16	1		0	72		17
2	2	3/16	3/16	4/4	3	1	1/16	1/16	1		0	72		31
2	2	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		18
2	2	1/4	1/4	4/4	3	1	1/8	1/8	1		5	71		32
2	2	3/8	3/8	4/4	1	1	1/16	1/16	1		3	69		19
2	2	3/8	3/8	4/4	3	1	1/16	1/16	1		3	69		33
2	2	7/16	7/16	4/4	1	1	1/16	1/16	1		5	71		20
2	2	7/16	7/16	4/4	3	1	1/16	1/16	1		5	71		34
2	2	1/2	1/2	4/4	1	2	3/8	1/4	3/2		4	64		25
2	2	1/2	1/2	4/4	3	2	3/8	1/4	3/2		4	64		39
2	2	1/2	1/2	4/4	1	1	1/8	1/8	1		1	67		21
2	2	1/2	1/2	4/4	3	1	1/8	1/8	1		1	67		35
2	2	5/8	5/8	4/4	1	1	1/16	1/16	1		3	69		22
2	2	5/8	5/8	4/4	3	1	1/16	1/16	1		3	69		36
2	2	11/16	11/16	4/4	1	1	1/16	1/16	1		5	71		23
2	2	11/16	11/16	4/4	3	1	1/16	1/16	1		5	71		37
2	2	3/4	3/4	4/4	1	1	1/4	1/4	1	1	0	72		24
2	2	3/4	3/4	4/4	3	1	1/4	1/4	1	1	0	72		38
2	2	7/8	7/8	4/4	1	2	1/16	1/16	1		0	60		26
2	2	7/8	7/8	4/4	3	2	1/16	1/16	1		0	60		40
2	2	15/16	15/16	4/4	1	2	1/16	1/16	1		2	62		27
2	2	15/16	15/16	4/4	3	2	1/16	1/16	1		2	62		41
3	3	0	0	4/4	1	2	1/8	1/8	1		4	64		46
3	3	0	0	4/4	3	2	1/8	1/8	1		4	64		61
3	3	0	0	4/4	1	1	1/4	1/4	1	-1	0	72		42
3	3	0	0	4/4	3	1	1/4	1/4	1	-1	0	72		57
3	3	1/8	1/8	4/4	1	2	1/8	1/8	1		3	57		47
3	3	1/8	1/8	4/4	3	2	1/8	1/8	1		3	57		62
3	3	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65		48
3	3	1/4	1/4	4/4	3	2	1/8	1/8	1		-1	65		63
3	3	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74		43
3	3	1/4	1/4	4/4	3	1	1/4	1/4	1		2	74		58
3	3	3/8	3/8	4/4	1	2	1/8	1/8	1		-1	65		49
3	3	3/8	3/8	4/4	3	2	1/8	1/8	1		-1	65		64
3	3	1/2	1/2	4/4	1	2	1/16	1/16	1		4	64		50
3	3	1/2	1/2	4/4	3	2	1/16	1/16	1		4	64		65
3	3	1/2	1/2	4/4	1	1	3/8	1/4	3/2		4	76		44
3	3	1/2	1/2	4/4	3	1	3/8	1/4	3/2		4	76		59
3	3	9/16	9/16	4/4	1	2	1/16	1/16	1		3	69		51
3	3	9/16	9/16	4/4	3	2	1/16	1/16	1		3	69		66
3	3	5/8	5/8	4/4	1	2	1/16	1/16	1		1	67		52
3	3	5/8	5/8	4/4	3	2	1/16	1/16	1		1	67		67
3	3	11/16	11/16	4/4	1	2	1/16	1/16	1		-1	65		53
3	3	11/16	11/16	4/4	3	2	1/16	1/16	1		-1	65		68
3	3	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64		54
3	3	3/4	3/4	4/4	3	2	1/8	1/8	1		4	64		69
3	3	7/8	7/8	4/4	1	2	1/16	1/16	1		2	62		55
3	3	7/8	7/8	4/4	3	2	1/16	1/16	1		2	62		70
3	3	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		45
3	3	7/8	7/8	4/4	3	1	1/8	1/8	1		5	71		60
3	3	15/16	15/16	4/4	1	2	1/16	1/16	1		4	64		56
3	3	15/16	15/16	4/4	3	2	1/16	1/16	1		4	64		71
4	4	0	0	4/4	2	1	3/8	1/4	3/2		3	57		81
4	4	0	0	4/4	4	1	3/8	1/4	3/2		3	57		97
4	4	0	0	4/4	1	2	1/8	1/8	1		0	60		75
4	4	0	0	4/4	3	2	1/8	1/8	1		0	60		91
4	4	0	0	4/4	1	1	1/2	1/2	1		0	72		72
4	4	0	0	4/4	3	1	1/2	1/2	1		0	72		88
4	4	1/8	1/8	4/4	1	2	1/8	1/8	1		2	62		76
4	4	1/8	1/8	4/4	3	2	1/8	1/8	1		2	62		92
4	4	1/4	1/4	4/4	1	2	1/8	1/8	1		4	64		77
4	4	1/4	1/4	4/4	3	2	1/8	1/8	1		4	64		93
4	4	3/8	3/8	4/4	2	1	1/16	1/16	1		1	55		82
4	4	3/8	3/8	4/4	4	1	1/16	1/16	1		1	55		98
4	4	3/8	3/8	4/4	1	2	1/8	1/8	1		6	66		78
4	4	3/8	3/8	4/4	3	2	1/8	1/8	1		6	66		94
4	4	7/16	7/16	4/4	2	1	1/16	1/16	1		3	57		83
4	4	7/16	7/16	4/4	4	1	1/16	1/16	1		3	57		99
4	4	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59		84
4	4	1/2	1/2	4/4	4	1	1/8	1/8	1		5	59		100
4	4	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67		79
