mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.5	0	0	4/4	1	1	3/8	1/4	3/2		3	69	A4	4	0
1	1	3/2	3/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		1	67	G4	4	1
1	1	7/4	7/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	2
1	1	2	2	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		5	71	B4	4	3
1	1	5/2	5/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	4
1	1	3	3	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		0	72	C5	5	5
1	1	7/2	7/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	6
2	2	4	4	0.25	0	0	4/4	1	1	1/16	1/16	1		5	71	B4	4	7
2	2	17/4	17/4	0.25	1/16	1/16	4/4	1	1	1/16	1/16	1		4	76	E5	5	8
2	2	9/2	9/2	0.25	1/8	1/8	4/4	1	1	1/16	1/16	1		2	74	D5	5	9
2	2	19/4	19/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		0	72	C5	5	10
2	2	5	5	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	11
2	2	11/2	11/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	12
2	2	23/4	23/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	13
2	2	6	6	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		4	64	E4	4	18
2	2	6	6	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		1	67	G4	4	14
2	2	13/2	13/2	0.25	5/8	5/8	4/4	1	1	1/16	1/16	1		3	69	A4	4	15
2	2	27/4	27/4	0.25	11/16	11/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	16
2	2	7	7	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1	1	0	72	C5	5	17
