quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	4.0	1	1	0	0	4/2	1	1	1	1	1		3	69	0
2	3.0	1	1	1/2	1/2	4/2	2	1	3/4	1/2	3/2		3	57	5
4	4.0	1	1	1	1	4/2	1	1	1	1	1		-2	70	1
5	0.5	1	1	5/4	5/4	4/2	2	1	1/8	1/8	1		1	55	6
5	1.0	1	1	5/4	5/4	4/2	1	2	1/4	1/4	1		2	62	2
11/2	0.5	1	1	11/8	11/8	4/2	2	1	1/8	1/8	1		-1	53	7
6	2.0	1	1	3/2	3/2	4/2	2	1	1/2	1/2	1		1	55	8
6	1.0	1	1	3/2	3/2	4/2	1	2	1/4	1/4	1		2	62	3
7	1.0	1	1	7/4	7/4	4/2	1	2	1/4	1/4	1		4	64	4
8	1.0	2	2	0	0	4/2	2	1	1/4	1/4	1		2	62	17
8	1.0	2	2	0	0	4/2	1	2	1/4	1/4	1		-1	65	11
8	4.0	2	2	0	0	4/2	1	1	1	1	1		3	69	9
9	0.5	2	2	1/4	1/4	4/2	2	1	1/8	1/8	1		0	60	18
9	1.0	2	2	1/4	1/4	4/2	1	2	1/4	1/4	1		2	62	12
19/2	0.5	2	2	3/8	3/8	4/2	2	1	1/8	1/8	1		5	59	19
10	1.0	2	2	1/2	1/2	4/2	2	1	1/4	1/4	1		3	57	20
10	3.0	2	2	1/2	1/2	4/2	1	2	3/4	1/2	3/2		-1	65	13
11	1.0	2	2	3/4	3/4	4/2	2	1	1/4	1/4	1		5	59	21
12	1.0	2	2	1	1	4/2	2	1	1/4	1/4	1		0	60	22
12	4.0	2	2	1	1	4/2	1	1	1	1	1		1	67	10
13	1.0	2	2	5/4	5/4	4/2	2	1	1/4	1/4	1		1	55	23
13	0.5	2	2	5/4	5/4	4/2	1	2	1/8	1/8	1		4	64	14
27/2	0.5	2	2	11/8	11/8	4/2	1	2	1/8	1/8	1		2	62	15
14	2.0	2	2	3/2	3/2	4/2	2	1	1/2	1/2	1		0	60	24
14	2.0	2	2	3/2	3/2	4/2	1	2	1/2	1/2	1		4	64	16
16	2.0	3	3	0	0	4/2	2	1	1/2	1/2	1		-1	53	32
16	1.0	3	3	0	0	4/2	1	2	1/4	1/4	1		-1	65	27
16	4.0	3	3	0	0	4/2	1	1	1	1	1		3	69	25
17	0.5	3	3	1/4	1/4	4/2	1	2	1/8	1/8	1		4	64	28
35/2	0.5	3	3	3/8	3/8	4/2	1	2	1/8	1/8	1		2	62	29
18	2.0	3	3	1/2	1/2	4/2	2	2	1/2	1/2	1		3	45	37
18	2.0	3	3	1/2	1/2	4/2	1	2	1/2	1/2	1		7	61	30
19	2.0	3	3	3/4	3/4	4/2	2	1	1/2	1/2	1		3	57	33
20	4.0	3	3	1	1	4/2	2	2	1	1	1		-2	46	38
20	4.0	3	3	1	1	4/2	1	1	1	1	1		2	62	26
21	0.5	3	3	5/4	5/4	4/2	2	1	1/8	1/8	1		1	55	34
43/2	0.5	3	3	11/8	11/8	4/2	2	1	1/8	1/8	1		-1	53	35
22	2.0	3	3	3/2	3/2	4/2	2	1	1/2	1/2	1		1	55	36
22	2.0	3	3	3/2	3/2	4/2	1	2	1/2	1/2	1	1	2	62	31
24	2.0	4	4	0	0	4/2	2	2	1/2	1/2	1		3	45	49
24	4.0	4	4	0	0	4/2	2	1	1	1	1		3	57	48
24	1.0	4	4	0	0	4/2	1	2	1/4	1/4	1	-1	2	62	41
24	4.0	4	4	0	0	4/2	1	1	1	1	1		-1	65	39
25	0.5	4	4	1/4	1/4	4/2	1	2	1/8	1/8	1		0	60	42
51/2	0.5	4	4	3/8	3/8	4/2	1	2	1/8	1/8	1		5	59	43
26	2.0	4	4	1/2	1/2	4/2	2	2	1/2	1/2	1		3	57	50
26	2.0	4	4	1/2	1/2	4/2	1	2	1/2	1/2	1		0	60	44
28	2.0	4	4	1	1	4/2	2	2	1/2	1/2	1		-2	58	51
28	4.0	4	4	1	1	4/2	1	1	1	1	1		1	67	40
29	1.0	4	4	5/4	5/4	4/2	1	2	1/4	1/4	1		2	62	45
30	1.0	4	4	3/2	3/2	4/2	2	2	1/4	1/4	1		3	57	52
30	1.0	4	4	3/2	3/2	4/2	1	2	1/4	1/4	1		2	62	46
31	1.0	4	4	7/4	7/4	4/2	2	2	1/4	1/4	1		1	55	53
31	1.0	4	4	7/4	7/4	4/2	1	2	1/4	1/4	1		4	64	47
32	2.0	5	5	0	0	4/2	2	2	1/2	1/2	1		-1	53	62
32	1.0	5	5	0	0	4/2	1	2	1/4	1/4	1		-1	65	56
32	4.0	5	5	0	0	4/2	1	1	1	1	1		3	69	54
33	1.0	5	5	1/4	1/4	4/2	1	2	1/4	1/4	1		4	64	57
34	1.0	5	5	1/2	1/2	4/2	1	2	1/4	1/4	1		2	62	58
35	2.0	5	5	3/4	3/4	4/2	2	2	1/2	1/2	1		3	57	63
35	1.0	5	5	3/4	3/4	4/2	1	2	1/4	1/4	1		7	61	59
36	2.0	5	5	1	1	4/2	1	2	1/2	1/2	1		2	62	60
36	4.0	5	5	1	1	4/2	1	1	1	1	1		-2	70	55
37	0.5	5	5	5/4	5/4	4/2	2	2	1/8	1/8	1		1	55	64
75/2	0.5	5	5	11/8	11/8	4/2	2	2	1/8	1/8	1		-1	53	65
38	2.0	5	5	3/2	3/2	4/2	2	2	1/2	1/2	1		1	55	66
38	2.0	5	5	3/2	3/2	4/2	1	2	1/2	1/2	1		4	64	61
40	4.0	6	6	0	0	4/2	2	2	1	1	1		2	50	81
40	1.0	6	6	0	0	4/2	1	2	1/4	1/4	1		-1	65	69
40	4.0	6	6	0	0	4/2	1	1	1	1	1		3	69	67
41	1.0	6	6	1/4	1/4	4/2	2	1	1/4	1/4	1		3	57	73
41	1.0	6	6	1/4	1/4	4/2	1	2	1/4	1/4	1		2	62	70
42	1.0	6	6	1/2	1/2	4/2	2	1	1/4	1/4	1		3	57	74
42	4.0	6	6	1/2	1/2	4/2	1	2	1	1	1		-1	65	71
43	1.0	6	6	3/4	3/4	4/2	2	1	1/4	1/4	1		5	59	75
44	1.0	6	6	1	1	4/2	2	1	1/4	1/4	1		0	60	76
44	4.0	6	6	1	1	4/2	1	1	1	1	1		1	67	68
45	0.5	6	6	5/4	5/4	4/2	2	1	1/8	1/8	1		5	59	77
91/2	0.5	6	6	11/8	11/8	4/2	2	1	1/8	1/8	1		3	57	78
46	1.0	6	6	3/2	3/2	4/2	2	1	1/4	1/4	1		1	55	79
46	2.0	6	6	3/2	3/2	4/2	1	2	1/2	1/2	1	1	4	64	72
47	1.0	6	6	7/4	7/4	4/2	2	1	1/4	1/4	1		0	60	80
48	2.0	7	7	0	0	4/2	2	1	1/2	1/2	1		3	57	88
48	1.0	7	7	0	0	4/2	1	2	1/4	1/4	1	-1	4	64	84
48	4.0	7	7	0	0	4/2	1	1	1	1	1		-1	65	82
49	0.5	7	7	1/4	1/4	4/2	1	2	1/8	1/8	1		2	62	85
99/2	0.5	7	7	3/8	3/8	4/2	1	2	1/8	1/8	1		0	60	86
50	3.0	7	7	1/2	1/2	4/2	2	2	3/4	1/2	3/2		2	50	94
50	1.0	7	7	1/2	1/2	4/2	2	1	1/4	1/4	1		-2	58	89
50	2.0	7	7	1/2	1/2	4/2	1	2	1/2	1/2	1		2	62	87
51	1.0	7	7	3/4	3/4	4/2	2	1	1/4	1/4	1		3	57	90
52	2.0	7	7	1	1	4/2	2	1	1/2	1/2	1		1	55	91
52	4.0	7	7	1	1	4/2	1	1	1	1	1		4	64	83
53	0.5	7	7	5/4	5/4	4/2	2	2	1/8	1/8	1		7	49	95
107/2	0.5	7	7	11/8	11/8	4/2	2	2	1/8	1/8	1		5	47	96
54	2.0	7	7	3/2	3/2	4/2	2	2	1/2	1/2	1		7	49	97
54	1.0	7	7	3/2	3/2	4/2	2	1	1/4	1/4	1		3	57	92
55	1.0	7	7	7/4	7/4	4/2	2	1	1/4	1/4	1		1	55	93
56	4.0	8	8	0	0	4/2	2	2	1	1	1		2	50	112
56	3.0	8	8	0	0	4/2	2	1	3/4	1/2	3/2		-1	53	107
56	4.0	8	8	0	0	4/2	1	1	1	1	1		2	62	98
57	1.0	8	8	1/4	1/4	4/2	1	2	1/4	1/4	1		3	57	100
58	1.0	8	8	1/2	1/2	4/2	1	2	1/4	1/4	1		3	57	101
59	0.5	8	8	3/4	3/4	4/2	2	1	1/8	1/8	1		4	52	108
59	1.0	8	8	3/4	3/4	4/2	1	2	1/4	1/4	1		5	59	102
119/2	0.5	8	8	7/8	7/8	4/2	2	1	1/8	1/8	1		2	50	109
60	2.0	8	8	1	1	4/2	2	1	1/2	1/2	1		3	57	110
60	1.0	8	8	1	1	4/2	1	2	1/4	1/4	1		0	60	103
