quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	1.0	1	1	0	0	4/4	1	1	1/4	1/4	1		1	67	0
1	0.5	1	1	1/4	1/4	4/4	1	1	1/8	1/8	1		1	67	1
3/2	0.5	1	1	3/8	3/8	4/4	1	1	1/8	1/8	1		1	67	2
2	1.5	1	1	1/2	1/2	4/4	1	1	3/8	1/4	3/2		1	67	3
7/2	0.5	1	1	7/8	7/8	4/4	1	1	1/8	1/8	1		3	69	4
4	0.5	2	2	0	0	4/4	1	1	1/8	1/8	1		5	71	5
9/2	0.5	2	2	1/8	1/8	4/4	1	1	1/8	1/8	1		1	67	6
5	0.5	2	2	1/4	1/4	4/4	1	1	1/8	1/8	1		0	72	7
11/2	0.25	2	2	3/8	3/8	4/4	1	1	1/16	1/16	1		5	71	8
23/4	0.25	2	2	7/16	7/16	4/4	1	1	1/16	1/16	1		0	72	9
6	0.5	2	2	1/2	1/2	4/4	1	1	1/8	1/8	1		3	69	10
13/2	0.5	2	2	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71	11
7	0.5	2	2	3/4	3/4	4/4	1	1	1/8	1/8	1		0	72	12
15/2	0.5	2	2	7/8	7/8	4/4	1	1	1/8	1/8	1		2	74	13
8	1.0	3	3	0	0	4/4	1	2	1/4	1/4	1		0	60	18
8	2.0	3	3	0	0	4/4	1	1	1/2	1/2	1		1	67	14
9	0.5	3	3	1/4	1/4	4/4	1	2	1/8	1/8	1		0	60	19
19/2	0.5	3	3	3/8	3/8	4/4	1	2	1/8	1/8	1		0	60	20
10	1.5	3	3	1/2	1/2	4/4	1	2	3/8	1/4	3/2		0	60	21
21/2	0.5	3	3	5/8	5/8	4/4	1	1	1/8	1/8	1		1	67	15
11	0.5	3	3	3/4	3/4	4/4	1	1	1/8	1/8	1		4	64	16
23/2	0.5	3	3	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	22
23/2	0.5	3	3	7/8	7/8	4/4	1	1	1/8	1/8	1		-1	65	17
12	0.5	4	4	0	0	4/4	1	2	1/8	1/8	1		4	64	28
12	1.0	4	4	0	0	4/4	1	1	1/4	1/4	1		1	67	23
25/2	0.5	4	4	1/8	1/8	4/4	1	2	1/8	1/8	1		0	60	29
13	0.5	4	4	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	30
13	1.5	4	4	1/4	1/4	4/4	1	1	3/8	1/4	3/2		3	69	24
27/2	0.25	4	4	3/8	3/8	4/4	1	2	1/16	1/16	1		4	64	31
55/4	0.25	4	4	7/16	7/16	4/4	1	2	1/16	1/16	1		-1	65	32
14	0.5	4	4	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	33
29/2	0.5	4	4	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	34
29/2	0.5	4	4	5/8	5/8	4/4	1	1	1/8	1/8	1		1	67	25
15	0.5	4	4	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	35
15	0.5	4	4	3/4	3/4	4/4	1	1	1/8	1/8	1		3	69	26
31/2	0.5	4	4	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	36
31/2	0.5	4	4	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71	27
16	3.0	5	5	0	0	4/4	1	2	3/4	1/2	3/2		4	64	45
16	0.5	5	5	0	0	4/4	1	1	1/8	1/8	1		0	72	37
33/2	0.5	5	5	1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	47
33/2	0.5	5	5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	76	38
17	0.5	5	5	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	48
17	0.5	5	5	1/4	1/4	4/4	1	1	1/8	1/8	1		0	72	39
35/2	0.5	5	5	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59	49
35/2	0.5	5	5	3/8	3/8	4/4	1	1	1/8	1/8	1		2	74	40
18	0.5	5	5	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60	50
18	0.5	5	5	1/2	1/2	4/4	1	1	1/8	1/8	1		4	76	41
37/2	0.5	5	5	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	51
37/2	0.5	5	5	5/8	5/8	4/4	1	1	1/8	1/8	1		0	72	42
19	1.0	5	5	3/4	3/4	4/4	2	1	1/4	1/4	1	1	2	62	52
19	1.0	5	5	3/4	3/4	4/4	1	2	1/4	1/4	1	1	-1	65	46
19	0.5	5	5	3/4	3/4	4/4	1	1	1/8	1/8	1		5	71	43
39/2	0.5	5	5	7/8	7/8	4/4	1	1	1/8	1/8	1		3	69	44
20	0.5	6	6	0	0	4/4	2	1	1/8	1/8	1	-1	2	62	61
20	0.5	6	6	0	0	4/4	1	2	1/8	1/8	1	-1	-1	65	55
20	2.0	6	6	0	0	4/4	1	1	1/2	1/2	1		-2	70	53
41/2	0.5	6	6	1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	62
41/2	0.5	6	6	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	56
21	0.5	6	6	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	63
21	0.5	6	6	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	57
43/2	0.5	6	6	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64	64
43/2	0.5	6	6	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	58
22	0.5	6	6	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	65	65
22	1.0	6	6	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	59
22	2.0	6	6	1/2	1/2	4/4	1	1	1/2	1/2	1		3	69	54
45/2	0.5	6	6	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	66
23	0.5	6	6	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59	67
23	1.0	6	6	3/4	3/4	4/4	1	2	1/4	1/4	1	1	1	67	60
47/2	0.5	6	6	7/8	7/8	4/4	2	1	1/8	1/8	1		0	60	68
24	0.5	7	7	0	0	4/4	2	1	1/8	1/8	1		2	62	75
24	1.0	7	7	0	0	4/4	1	2	1/4	1/4	1	-1	1	67	71
24	2.0	7	7	0	0	4/4	1	1	1/2	1/2	1		3	69	69
49/2	0.5	7	7	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	76
25	0.5	7	7	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	77
25	2.0	7	7	1/4	1/4	4/4	1	2	1/2	1/2	1		-1	65	72
51/2	0.5	7	7	3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	78
26	0.5	7	7	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	79
26	2.0	7	7	1/2	1/2	4/4	1	1	1/2	1/2	1		1	67	70
53/2	0.5	7	7	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	80
27	1.0	7	7	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	81
27	0.5	7	7	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	73
55/2	0.5	7	7	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	74
28	1.0	8	8	0	0	4/4	2	2	1/4	1/4	1		0	48	89
28	2.0	8	8	0	0	4/4	2	1	1/2	1/2	1		0	60	85
28	2.0	8	8	0	0	4/4	1	2	1/2	1/2	1		4	64	83
28	4.0	8	8	0	0	4/4	1	1	1	1	1		1	67	82
29	0.5	8	8	1/4	1/4	4/4	2	2	1/8	1/8	1		0	48	90
59/2	0.5	8	8	3/8	3/8	4/4	2	2	1/8	1/8	1		0	48	91
30	1.5	8	8	1/2	1/2	4/4	2	2	3/8	1/4	3/2		0	48	92
30	2.0	8	8	1/2	1/2	4/4	1	2	1/2	1/2	1		4	64	84
61/2	0.5	8	8	5/8	5/8	4/4	2	1	1/8	1/8	1		1	55	86
31	0.5	8	8	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52	87
63/2	0.5	8	8	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	93
63/2	0.5	8	8	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	53	88
32	0.5	9	9	0	0	4/4	2	2	1/8	1/8	1		4	52	101
32	1.0	9	9	0	0	4/4	2	1	1/4	1/4	1		1	55	96
32	2.0	9	9	0	0	4/4	1	2	1/2	1/2	1		0	60	94
65/2	0.5	9	9	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	102
33	0.5	9	9	1/4	1/4	4/4	2	2	1/8	1/8	1		-1	53	103
33	1.5	9	9	1/4	1/4	4/4	2	1	3/8	1/4	3/2		3	57	97
67/2	0.25	9	9	3/8	3/8	4/4	2	2	1/16	1/16	1		4	52	104
135/4	0.25	9	9	7/16	7/16	4/4	2	2	1/16	1/16	1		-1	53	105
34	0.5	9	9	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50	106
34	2.0	9	9	1/2	1/2	4/4	1	2	1/2	1/2	1		-1	65	95
69/2	0.5	9	9	5/8	5/8	4/4	2	2	1/8	1/8	1		4	52	107
69/2	0.5	9	9	5/8	5/8	4/4	2	1	1/8	1/8	1		1	55	98
35	0.5	9	9	3/4	3/4	4/4	2	2	1/8	1/8	1		-1	53	108
35	0.5	9	9	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	99
71/2	0.5	9	9	7/8	7/8	4/4	2	2	1/8	1/8	1		1	55	109
71/2	0.5	9	9	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	100
36	1.0	10	10	0	0	4/4	2	2	1/4	1/4	1		3	57	122
36	2.0	10	10	0	0	4/4	2	1	1/2	1/2	1		0	60	119
36	2.0	10	10	0	0	4/4	1	2	1/2	1/2	1		4	64	115
36	1.0	10	10	0	0	4/4	1	1	1/4	1/4	1		0	72	110
37	1.0	10	10	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	123
37	0.5	10	10	1/4	1/4	4/4	1	1	1/8	1/8	1		0	72	111
75/2	0.5	10	10	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	112
38	2.0	10	10	1/2	1/2	4/4	2	2	1/2	1/2	1		-1	53	124
38	1.0	10	10	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	120
38	1.5	10	10	1/2	1/2	4/4	1	1	3/8	1/4	3/2		0	72	113
77/2	0.5	10	10	5/8	5/8	4/4	1	2	1/8	1/8	1		0	60	116
39	0.5	10	10	3/4	3/4	4/4	1	2	1/8	1/8	1		3	57	117
39	1.0	10	10	3/4	3/4	4/4	2	1	1/4	1/4	1	1	3	57	121
79/2	0.5	10	10	7/8	7/8	4/4	1	2	1/8	1/8	1		5	59	118
79/2	0.5	10	10	7/8	7/8	4/4	1	1	1/8	1/8	1		2	74	114
40	1.0	11	11	0	0	4/4	2	1	1/4	1/4	1	-1	3	57	137
40	1.0	11	11	0	0	4/4	1	2	1/4	1/4	1		0	60	133
40	0.5	11	11	0	0	4/4	1	1	1/8	1/8	1		4	76	125
81/2	0.5	11	11	1/8	1/8	4/4	1	1	1/8	1/8	1		0	72	126
41	1.0	11	11	1/4	1/4	4/4	2	1	1/4	1/4	1		-1	53	138
41	1.5	11	11	1/4	1/4	4/4	1	2	3/8	1/4	3/2		2	62	134
41	0.5	11	11	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	77	127
83/2	0.5	11	11	3/8	3/8	4/4	1	1	1/8	1/8	1		4	76	128
42	2.0	11	11	1/2	1/2	4/4	2	1	1/2	1/2	1		1	55	139
42	0.5	11	11	1/2	1/2	4/4	1	1	1/8	1/8	1		2	74	129
85/2	0.5	11	11	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	135
85/2	0.5	11	11	5/8	5/8	4/4	1	1	1/8	1/8	1		0	72	130
43	1.0	11	11	3/4	3/4	4/4	1	2	1/4	1/4	1		5	59	136
43	0.5	11	11	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74	131
87/2	0.5	11	11	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71	132
44	0.5	12	12	0	0	4/4	1	2	1/8	1/8	1		0	60	145
44	1.5	12	12	0	0	4/4	1	1	3/8	1/4	3/2		4	76	140
89/2	0.5	12	12	1/8	1/8	4/4	1	2	1/8	1/8	1		2	62	146
45	0.5	12	12	1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	147
91/2	0.5	12	12	3/8	3/8	4/4	1	2	1/8	1/8	1		-1	65	148
91/2	0.25	12	12	3/8	3/8	4/4	1	1	1/16	1/16	1		2	74	141
183/4	0.25	12	12	7/16	7/16	4/4	1	1	1/16	1/16	1		0	72	142
46	0.5	12	12	1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	149
46	1.0	12	12	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	143
93/2	0.5	12	12	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	150
47	1.0	12	12	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	151
47	1.0	12	12	3/4	3/4	4/4	1	1	1/4	1/4	1	1	0	72	144
48	1.0	13	13	0	0	4/4	2	1	1/4	1/4	1		1	55	159
48	3.0	13	13	0	0	4/4	1	2	3/4	1/2	3/2		2	62	157
48	1.0	13	13	0	0	4/4	1	1	1/4	1/4	1	-1	0	72	152
49	0.5	13	13	1/4	1/4	4/4	2	1	1/8	1/8	1		1	55	160
49	1.0	13	13	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	153
99/2	0.5	13	13	3/8	3/8	4/4	2	1	1/8	1/8	1		1	55	161
50	1.5	13	13	1/2	1/2	4/4	2	1	3/8	1/4	3/2		1	55	162
101/2	0.5	13	13	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74	154
51	1.0	13	13	3/4	3/4	4/4	1	2	1/4	1/4	1	1	1	67	158
51	0.5	13	13	3/4	3/4	4/4	1	1	1/8	1/8	1		5	71	155
103/2	0.5	13	13	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57	163
103/2	0.5	13	13	7/8	7/8	4/4	1	1	1/8	1/8	1		0	72	156
52	0.5	14	14	0	0	4/4	2	1	1/8	1/8	1		5	59	171
52	1.0	14	14	0	0	4/4	1	2	1/4	1/4	1	-1	1	67	168
52	1.0	14	14	0	0	4/4	1	1	1/4	1/4	1		2	74	164
105/2	0.5	14	14	1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	172
53	0.5	14	14	1/4	1/4	4/4	2	1	1/8	1/8	1		0	60	173
53	2.0	14	14	1/4	1/4	4/4	1	2	1/2	1/2	1		4	64	169
53	1.5	14	14	1/4	1/4	4/4	1	1	3/8	1/4	3/2		4	76	165
107/2	0.25	14	14	3/8	3/8	4/4	2	1	1/16	1/16	1		5	59	174
215/4	0.25	14	14	7/16	7/16	4/4	2	1	1/16	1/16	1		0	60	175
54	0.5	14	14	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	176
109/2	0.5	14	14	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59	177
109/2	0.5	14	14	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74	166
55	0.5	14	14	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	178
55	1.0	14	14	3/4	3/4	4/4	1	2	1/4	1/4	1	1	3	69	170
55	1.0	14	14	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	167
111/2	0.5	14	14	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62	179
56	0.5	15	15	0	0	4/4	2	1	1/8	1/8	1		4	64	185
56	1.0	15	15	0	0	4/4	1	2	1/4	1/4	1	-1	3	69	182
56	2.0	15	15	0	0	4/4	1	1	1/2	1/2	1		5	71	180
