mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	4/2	1	1	1	1	1		3	69	0
1	1	0	0	4/2	3	1	1	1	1		3	69	3
1	1	1	1	4/2	1	1	1/2	1/2	1		-2	70	1
1	1	1	1	4/2	3	1	1/2	1/2	1		-2	70	4
1	1	3/2	3/2	4/2	1	1	1/2	1/2	1		5	71	2
1	1	3/2	3/2	4/2	3	1	1/2	1/2	1		5	71	5
2	2	0	0	4/2	1	1	1/2	1/2	1		6	66	6
2	2	0	0	4/2	3	1	1/2	1/2	1		6	66	9
2	2	1/2	1/2	4/2	1	1	1/2	1/2	1		-1	65	7
2	2	1/2	1/2	4/2	3	1	1/2	1/2	1		-1	65	10
2	2	1	1	4/2	1	1	1	1	1		4	64	8
2	2	1	1	4/2	3	1	1	1	1		4	64	11
3	3	0	0	4/2	1	1	1/4	1/4	1		2	62	12
3	3	0	0	4/2	3	1	1/4	1/4	1		2	62	22
3	3	1/4	1/4	4/2	1	1	1/4	1/4	1		4	64	13
3	3	1/4	1/4	4/2	3	1	1/4	1/4	1		4	64	23
3	3	1/2	1/2	4/2	1	2	1/2	1/2	1		2	62	19
3	3	1/2	1/2	4/2	3	2	1/2	1/2	1		2	62	29
3	3	1/2	1/2	4/2	1	1	1/4	1/4	1		-1	65	14
3	3	1/2	1/2	4/2	3	1	1/4	1/4	1		-1	65	24
3	3	3/4	3/4	4/2	1	1	1/4	1/4	1		1	67	15
3	3	3/4	3/4	4/2	3	1	1/4	1/4	1		1	67	25
3	3	1	1	4/2	1	2	1/2	1/2	1		-1	65	20
3	3	1	1	4/2	3	2	1/2	1/2	1		-1	65	30
3	3	1	1	4/2	1	1	1/4	1/4	1		3	69	16
3	3	1	1	4/2	3	1	1/4	1/4	1		3	69	26
3	3	5/4	5/4	4/2	1	1	1/4	1/4	1		2	62	17
3	3	5/4	5/4	4/2	3	1	1/4	1/4	1		2	62	27
3	3	3/2	3/2	4/2	1	2	1/2	1/2	1		6	66	21
3	3	3/2	3/2	4/2	3	2	1/2	1/2	1		6	66	31
3	3	3/2	3/2	4/2	1	1	1/2	1/2	1		2	74	18
3	3	3/2	3/2	4/2	3	1	1/2	1/2	1		2	74	28
4	4	0	0	4/2	1	2	1/2	1/2	1		7	61	35
4	4	0	0	4/2	3	2	1/2	1/2	1		7	61	41
4	4	0	0	4/2	1	1	1/2	1/2	1		4	76	32
4	4	0	0	4/2	3	1	1/2	1/2	1		4	76	38
4	4	1/2	1/2	4/2	1	2	1/2	1/2	1		0	60	36
4	4	1/2	1/2	4/2	3	2	1/2	1/2	1		0	60	42
4	4	1/2	1/2	4/2	1	1	1	1	1		3	69	33
4	4	1/2	1/2	4/2	3	1	1	1	1		3	69	39
4	4	1	1	4/2	1	2	1	1	1		5	59	37
4	4	1	1	4/2	3	2	1	1	1		5	59	43
4	4	3/2	3/2	4/2	1	1	1/2	1/2	1		1	67	34
4	4	3/2	3/2	4/2	3	1	1/2	1/2	1		1	67	40
5	5	0	0	4/2	1	2	1/2	1/2	1		3	57	50
5	5	0	0	4/2	3	2	1/2	1/2	1		3	57	63
5	5	0	0	4/2	1	1	1/4	1/4	1		0	72	44
5	5	0	0	4/2	3	1	1/4	1/4	1		0	72	57
5	5	1/4	1/4	4/2	1	1	1/4	1/4	1		5	71	45
5	5	1/4	1/4	4/2	3	1	1/4	1/4	1		5	71	58
5	5	1/2	1/2	4/2	2	1	1/2	1/2	1		3	57	54
5	5	1/2	1/2	4/2	4	1	1/2	1/2	1		3	57	67
5	5	1/2	1/2	4/2	1	2	3/4	1/2	3/2		4	64	51
5	5	1/2	1/2	4/2	3	2	3/4	1/2	3/2		4	64	64
5	5	1/2	1/2	4/2	1	1	1/4	1/4	1		3	69	46
5	5	1/2	1/2	4/2	3	1	1/4	1/4	1		3	69	59
