quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	3.0	1	1	0	0	4/2	2	2	3/4	1/2	3/2		4	64	0
0	3.0	1	1	0	0	4/2	4	2	3/4	1/2	3/2		4	64	5
3	1.0	1	1	3/4	3/4	4/2	2	2	1/4	1/4	1		6	66	1
3	1.0	1	1	3/4	3/4	4/2	4	2	1/4	1/4	1		6	66	6
4	2.0	1	1	1	1	4/2	2	2	1/2	1/2	1		1	67	2
4	2.0	1	1	1	1	4/2	4	2	1/2	1/2	1		1	67	7
6	1.0	1	1	3/2	3/2	4/2	2	2	1/4	1/4	1		4	64	3
6	1.0	1	1	3/2	3/2	4/2	4	2	1/4	1/4	1		4	64	8
7	1.0	1	1	7/4	7/4	4/2	2	2	1/4	1/4	1		1	67	4
7	1.0	1	1	7/4	7/4	4/2	4	2	1/4	1/4	1		1	67	9
8	2.0	2	2	0	0	4/2	2	2	1/2	1/2	1		-1	65	10
8	2.0	2	2	0	0	4/2	4	2	1/2	1/2	1		-1	65	16
10	2.0	2	2	1/2	1/2	4/2	2	2	1/2	1/2	1		4	64	11
10	2.0	2	2	1/2	1/2	4/2	4	2	1/2	1/2	1		4	64	17
12	1.0	2	2	1	1	4/2	2	2	1/4	1/4	1		2	62	12
12	1.0	2	2	1	1	4/2	4	2	1/4	1/4	1		2	62	18
13	1.0	2	2	5/4	5/4	4/2	2	2	1/4	1/4	1		0	60	13
13	1.0	2	2	5/4	5/4	4/2	4	2	1/4	1/4	1		0	60	19
14	1.0	2	2	3/2	3/2	4/2	2	2	1/4	1/4	1		1	67	14
14	1.0	2	2	3/2	3/2	4/2	4	2	1/4	1/4	1		1	67	20
15	1.0	2	2	7/4	7/4	4/2	2	2	1/4	1/4	1		-1	65	15
15	1.0	2	2	7/4	7/4	4/2	4	2	1/4	1/4	1		-1	65	21
16	2.0	3	3	0	0	4/2	2	2	1/2	1/2	1		4	64	22
16	2.0	3	3	0	0	4/2	4	2	1/2	1/2	1		4	64	27
18	2.0	3	3	1/2	1/2	4/2	2	2	1/2	1/2	1		2	62	23
18	2.0	3	3	1/2	1/2	4/2	4	2	1/2	1/2	1		2	62	28
20	2.0	3	3	1	1	4/2	2	2	1/2	1/2	1		0	60	24
20	2.0	3	3	1	1	4/2	4	2	1/2	1/2	1		0	60	29
22	1.0	3	3	3/2	3/2	4/2	2	2	1/4	1/4	1		4	64	25
22	1.0	3	3	3/2	3/2	4/2	4	2	1/4	1/4	1		4	64	30
23	1.0	3	3	7/4	7/4	4/2	2	2	1/4	1/4	1		2	62	26
23	1.0	3	3	7/4	7/4	4/2	4	2	1/4	1/4	1		2	62	31
24	1.0	4	4	0	0	4/2	2	2	1/4	1/4	1		4	64	37
24	1.0	4	4	0	0	4/2	4	2	1/4	1/4	1		4	64	51
24	3.0	4	4	0	0	4/2	2	1	3/4	1/2	3/2		5	71	32
24	3.0	4	4	0	0	4/2	4	1	3/4	1/2	3/2		5	71	46
25	1.0	4	4	1/4	1/4	4/2	2	2	1/4	1/4	1		6	66	38
25	1.0	4	4	1/4	1/4	4/2	4	2	1/4	1/4	1		6	66	52
26	1.0	4	4	1/2	1/2	4/2	2	2	1/4	1/4	1		1	67	39
26	1.0	4	4	1/2	1/2	4/2	4	2	1/4	1/4	1		1	67	53
27	0.5	4	4	3/4	3/4	4/2	2	2	1/8	1/8	1		-1	65	40
27	0.5	4	4	3/4	3/4	4/2	4	2	1/8	1/8	1		-1	65	54
27	1.0	4	4	3/4	3/4	4/2	2	1	1/4	1/4	1		7	73	33
27	1.0	4	4	3/4	3/4	4/2	4	1	1/4	1/4	1		7	73	47
55/2	0.5	4	4	7/8	7/8	4/2	2	2	1/8	1/8	1		4	64	41
55/2	0.5	4	4	7/8	7/8	4/2	4	2	1/8	1/8	1		4	64	55
28	1.0	4	4	1	1	4/2	2	2	1/4	1/4	1		2	62	42
28	1.0	4	4	1	1	4/2	4	2	1/4	1/4	1		2	62	56
28	2.0	4	4	1	1	4/2	2	1	1/2	1/2	1		2	74	34
28	2.0	4	4	1	1	4/2	4	1	1/2	1/2	1		2	74	48
29	1.0	4	4	5/4	5/4	4/2	2	2	1/4	1/4	1		2	62	43
29	1.0	4	4	5/4	5/4	4/2	4	2	1/4	1/4	1		2	62	57
30	1.0	4	4	3/2	3/2	4/2	2	2	1/4	1/4	1		1	67	44
30	1.0	4	4	3/2	3/2	4/2	4	2	1/4	1/4	1		1	67	58
30	1.0	4	4	3/2	3/2	4/2	2	1	1/4	1/4	1		5	71	35
30	1.0	4	4	3/2	3/2	4/2	4	1	1/4	1/4	1		5	71	49
31	1.0	4	4	7/4	7/4	4/2	2	2	1/4	1/4	1		-1	65	45
31	1.0	4	4	7/4	7/4	4/2	4	2	1/4	1/4	1		-1	65	59
31	1.0	4	4	7/4	7/4	4/2	2	1	1/4	1/4	1		2	74	36
31	1.0	4	4	7/4	7/4	4/2	4	1	1/4	1/4	1		2	74	50
32	3.0	5	5	0	0	4/2	2	2	3/4	1/2	3/2		4	64	66
32	3.0	5	5	0	0	4/2	4	2	3/4	1/2	3/2		4	64	77
32	2.0	5	5	0	0	4/2	2	1	1/2	1/2	1		0	72	60
32	2.0	5	5	0	0	4/2	4	1	1/2	1/2	1		0	72	71
34	2.0	5	5	1/2	1/2	4/2	2	1	1/2	1/2	1		5	71	61
34	2.0	5	5	1/2	1/2	4/2	4	1	1/2	1/2	1		5	71	72
35	1.0	5	5	3/4	3/4	4/2	2	2	1/4	1/4	1		2	62	67
35	1.0	5	5	3/4	3/4	4/2	4	2	1/4	1/4	1		2	62	78
36	2.0	5	5	1	1	4/2	2	2	1/2	1/2	1		0	60	68
36	2.0	5	5	1	1	4/2	4	2	1/2	1/2	1		0	60	79
36	1.0	5	5	1	1	4/2	2	1	1/4	1/4	1		3	69	62
36	1.0	5	5	1	1	4/2	4	1	1/4	1/4	1		3	69	73
37	1.0	5	5	5/4	5/4	4/2	2	1	1/4	1/4	1		1	67	63
37	1.0	5	5	5/4	5/4	4/2	4	1	1/4	1/4	1		1	67	74
38	1.0	5	5	3/2	3/2	4/2	2	2	1/4	1/4	1		5	59	69
38	1.0	5	5	3/2	3/2	4/2	4	2	1/4	1/4	1		5	59	80
38	1.0	5	5	3/2	3/2	4/2	2	1	1/4	1/4	1		2	74	64
38	1.0	5	5	3/2	3/2	4/2	4	1	1/4	1/4	1		2	74	75
39	1.0	5	5	7/4	7/4	4/2	2	2	1/4	1/4	1		3	57	70
39	1.0	5	5	7/4	7/4	4/2	4	2	1/4	1/4	1		3	57	81
39	1.0	5	5	7/4	7/4	4/2	2	1	1/4	1/4	1		0	72	65
39	1.0	5	5	7/4	7/4	4/2	4	1	1/4	1/4	1		0	72	76
40	1.0	6	6	0	0	4/2	2	2	1/4	1/4	1		1	55	85
40	1.0	6	6	0	0	4/2	4	2	1/4	1/4	1		1	55	97
40	2.0	6	6	0	0	4/2	2	1	1/2	1/2	1		5	71	82
40	2.0	6	6	0	0	4/2	4	1	1/2	1/2	1		5	71	94
41	2.0	6	6	1/4	1/4	4/2	2	2	1/2	1/2	1		1	67	86
41	2.0	6	6	1/4	1/4	4/2	4	2	1/2	1/2	1		1	67	98
42	2.0	6	6	1/2	1/2	4/2	2	1	1/2	1/2	1		3	69	83
42	2.0	6	6	1/2	1/2	4/2	4	1	1/2	1/2	1		3	69	95
43	1.0	6	6	3/4	3/4	4/2	2	2	1/4	1/4	1		6	66	87
43	1.0	6	6	3/4	3/4	4/2	4	2	1/4	1/4	1		6	66	99
44	3.0	6	6	1	1	4/2	3	2	3/4	1/2	3/2		4	52	92
44	3.0	6	6	1	1	4/2	5	2	3/4	1/2	3/2		4	52	104
44	2.0	6	6	1	1	4/2	2	2	1/2	1/2	1		1	67	88
44	2.0	6	6	1	1	4/2	4	2	1/2	1/2	1		1	67	100
44	4.0	6	6	1	1	4/2	2	1	1	1	1	1	1	67	84
44	4.0	6	6	1	1	4/2	4	1	1	1	1	1	1	67	96
46	1.0	6	6	3/2	3/2	4/2	3	1	1/4	1/4	1		5	59	90
46	1.0	6	6	3/2	3/2	4/2	5	1	1/4	1/4	1		5	59	102
46	2.0	6	6	3/2	3/2	4/2	2	2	1/2	1/2	1		4	64	89
46	2.0	6	6	3/2	3/2	4/2	4	2	1/2	1/2	1		4	64	101
47	1.0	6	6	7/4	7/4	4/2	3	2	1/4	1/4	1		6	54	93
47	1.0	6	6	7/4	7/4	4/2	5	2	1/4	1/4	1		6	54	105
47	1.0	6	6	7/4	7/4	4/2	3	1	1/4	1/4	1		3	57	91
47	1.0	6	6	7/4	7/4	4/2	5	1	1/4	1/4	1		3	57	103
48	2.0	7	7	0	0	4/2	3	2	1/2	1/2	1		1	55	118
48	2.0	7	7	0	0	4/2	5	2	1/2	1/2	1		1	55	136
48	1.0	7	7	0	0	4/2	3	1	1/4	1/4	1		5	59	109
48	1.0	7	7	0	0	4/2	5	1	1/4	1/4	1		5	59	129
48	2.0	7	7	0	0	4/2	4	2	1/2	1/2	1		2	62	126
48	8.0	7	7	0	0	4/2	2	2	2	2	1	1	2	62	108
48	4.0	7	7	0	0	4/2	2	1	1	1	1	-1	1	67	106
48	4.0	7	7	0	0	4/2	4	1	1	1	1	-1	1	67	124
49	1.0	7	7	1/4	1/4	4/2	3	1	1/4	1/4	1		0	60	110
49	1.0	7	7	1/4	1/4	4/2	5	1	1/4	1/4	1		0	60	130
50	2.0	7	7	1/2	1/2	4/2	3	2	1/2	1/2	1		5	47	119
50	2.0	7	7	1/2	1/2	4/2	5	2	1/2	1/2	1		5	47	137
50	1.0	7	7	1/2	1/2	4/2	3	1	1/4	1/4	1		2	62	111
50	4.0	7	7	1/2	1/2	4/2	4	2	1	1	1		2	62	127
51	0.5	7	7	3/4	3/4	4/2	3	1	1/8	1/8	1		0	60	112
51	0.5	7	7	3/4	3/4	4/2	5	1	1/8	1/8	1		0	60	131
103/2	0.5	7	7	7/8	7/8	4/2	3	1	1/8	1/8	1		5	59	113
103/2	0.5	7	7	7/8	7/8	4/2	5	1	1/8	1/8	1		5	59	132
52	1.5	7	7	1	1	4/2	3	2	3/8	1/4	3/2		2	50	120
52	1.5	7	7	1	1	4/2	5	2	3/8	1/4	3/2		2	50	138
52	1.0	7	7	1	1	4/2	3	1	1/4	1/4	1		3	57	114
52	1.0	7	7	1	1	4/2	5	1	1/4	1/4	1		3	57	133
52	4.0	7	7	1	1	4/2	2	1	1	1	1		6	66	107
52	4.0	7	7	1	1	4/2	4	1	1	1	1		6	66	125
53	1.0	7	7	5/4	5/4	4/2	3	1	1/4	1/4	1		3	57	115
53	1.0	7	7	5/4	5/4	4/2	5	1	1/4	1/4	1		3	57	134
107/2	0.5	7	7	11/8	11/8	4/2	3	2	1/8	1/8	1		0	48	121
107/2	0.5	7	7	11/8	11/8	4/2	5	2	1/8	1/8	1		0	48	139
54	1.0	7	7	3/2	3/2	4/2	3	2	1/4	1/4	1		5	47	122
54	1.0	7	7	3/2	3/2	4/2	5	2	1/4	1/4	1		5	47	140
54	1.0	7	7	3/2	3/2	4/2	3	1	1/4	1/4	1		2	62	116
54	2.0	7	7	3/2	3/2	4/2	4	2	1/2	1/2	1	1	2	62	128
55	1.0	7	7	7/4	7/4	4/2	3	2	1/4	1/4	1		3	45	123
55	1.0	7	7	7/4	7/4	4/2	5	2	1/4	1/4	1		3	45	141
55	1.0	7	7	7/4	7/4	4/2	3	1	1/4	1/4	1		0	60	117
55	1.0	7	7	7/4	7/4	4/2	5	1	1/4	1/4	1		0	60	135
56	1.0	8	8	0	0	4/2	3	2	1/4	1/4	1		1	43	149
56	1.0	8	8	0	0	4/2	5	2	1/4	1/4	1		1	43	160
56	2.0	8	8	0	0	4/2	3	1	1/2	1/2	1		5	59	145
56	2.0	8	8	0	0	4/2	5	1	1/2	1/2	1		5	59	156
56	4.0	8	8	0	0	4/2	2	2	1	1	1	-1	2	62	144
56	4.0	8	8	0	0	4/2	4	2	1	1	1	-1	2	62	155
57	2.0	8	8	1/4	1/4	4/2	3	2	1/2	1/2	1		1	55	150
57	2.0	8	8	1/4	1/4	4/2	5	2	1/2	1/2	1		1	55	161
58	2.0	8	8	1/2	1/2	4/2	3	1	1/2	1/2	1		3	57	146
58	2.0	8	8	1/2	1/2	4/2	5	1	1/2	1/2	1		3	57	157
59	1.0	8	8	3/4	3/4	4/2	3	2	1/4	1/4	1		-1	53	151
59	1.0	8	8	3/4	3/4	4/2	5	2	1/4	1/4	1		-1	53	162
60	4.0	8	8	1	1	4/2	3	2	1	1	1	1	4	52	152
60	4.0	8	8	1	1	4/2	5	2	1	1	1	1	4	52	163
60	3.0	8	8	1	1	4/2	3	1	3/4	1/2	3/2		1	55	147
