quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
18	1.0	3	3	1/2	1/2	4/2	3	1	1/4	1/4	1		2	62	40
19	1.0	3	3	3/4	3/4	4/2	1	1	1/4	1/4	1		4	64	28
19	1.0	3	3	3/4	3/4	4/2	3	1	1/4	1/4	1		4	64	41
20	4.0	3	3	1	1	4/2	2	1	1	1	1		-1	53	38
20	4.0	3	3	1	1	4/2	4	1	1	1	1		-1	53	51
20	4.0	3	3	1	1	4/2	1	2	1	1	1		3	57	36
20	4.0	3	3	1	1	4/2	3	2	1	1	1		3	57	49
20	1.0	3	3	1	1	4/2	1	1	1/4	1/4	1		-1	65	29
20	1.0	3	3	1	1	4/2	3	1	1/4	1/4	1		-1	65	42
21	0.5	3	3	5/4	5/4	4/2	1	1	1/8	1/8	1		4	64	30
21	0.5	3	3	5/4	5/4	4/2	3	1	1/8	1/8	1		4	64	43
43/2	0.5	3	3	11/8	11/8	4/2	1	1	1/8	1/8	1		2	62	31
43/2	0.5	3	3	11/8	11/8	4/2	3	1	1/8	1/8	1		2	62	44
22	1.0	3	3	3/2	3/2	4/2	1	1	1/4	1/4	1		0	60	32
22	1.0	3	3	3/2	3/2	4/2	3	1	1/4	1/4	1		0	60	45
23	1.0	3	3	7/4	7/4	4/2	1	1	1/4	1/4	1		2	62	33
23	1.0	3	3	7/4	7/4	4/2	3	1	1/4	1/4	1		2	62	46
24	4.0	4	4	0	0	4/2	2	1	1	1	1		1	55	64
24	4.0	4	4	0	0	4/2	4	1	1	1	1		1	55	78
24	1.0	4	4	0	0	4/2	1	1	1/4	1/4	1		4	64	52
24	1.0	4	4	0	0	4/2	3	1	1/4	1/4	1		4	64	66
25	1.0	4	4	1/4	1/4	4/2	1	1	1/4	1/4	1		2	62	53
25	1.0	4	4	1/4	1/4	4/2	1	2	1/4	1/4	1		2	62	56
25	1.0	4	4	1/4	1/4	4/2	3	1	1/4	1/4	1		2	62	67
25	1.0	4	4	1/4	1/4	4/2	3	2	1/4	1/4	1		2	62	70
26	1.0	4	4	1/2	1/2	4/2	1	2	1/4	1/4	1		2	62	57
26	1.0	4	4	1/2	1/2	4/2	3	2	1/4	1/4	1		2	62	71
26	4.0	4	4	1/2	1/2	4/2	1	1	1	1	1		2	74	54
26	4.0	4	4	1/2	1/2	4/2	3	1	1	1	1		2	74	68
27	1.0	4	4	3/4	3/4	4/2	1	2	1/4	1/4	1		4	64	58
27	1.0	4	4	3/4	3/4	4/2	3	2	1/4	1/4	1		4	64	72
28	4.0	4	4	1	1	4/2	2	1	1	1	1		3	57	65
28	4.0	4	4	1	1	4/2	4	1	1	1	1		3	57	79
28	1.0	4	4	1	1	4/2	1	2	1/4	1/4	1		-1	65	59
28	1.0	4	4	1	1	4/2	3	2	1/4	1/4	1		-1	65	73
29	0.5	4	4	5/4	5/4	4/2	1	2	1/8	1/8	1		4	64	60
29	0.5	4	4	5/4	5/4	4/2	3	2	1/8	1/8	1		4	64	74
59/2	0.5	4	4	11/8	11/8	4/2	1	2	1/8	1/8	1		2	62	61
59/2	0.5	4	4	11/8	11/8	4/2	3	2	1/8	1/8	1		2	62	75
30	1.0	4	4	3/2	3/2	4/2	1	2	1/4	1/4	1		4	64	62
30	1.0	4	4	3/2	3/2	4/2	3	2	1/4	1/4	1		4	64	76
30	2.0	4	4	3/2	3/2	4/2	1	1	1/2	1/2	1		0	72	55
30	2.0	4	4	3/2	3/2	4/2	3	1	1/2	1/2	1		0	72	69
31	1.0	4	4	7/4	7/4	4/2	1	2	1/4	1/4	1		-1	65	63
31	1.0	4	4	7/4	7/4	4/2	3	2	1/4	1/4	1		-1	65	77
32	4.0	5	5	0	0	4/2	2	1	1	1	1		3	57	89
32	4.0	5	5	0	0	4/2	4	1	1	1	1		3	57	107
32	3.0	5	5	0	0	4/2	1	2	3/4	1/2	3/2		0	60	83
32	3.0	5	5	0	0	4/2	3	2	3/4	1/2	3/2		0	60	101
33	1.0	5	5	1/4	1/4	4/2	2	2	1/4	1/4	1		3	45	91
33	1.0	5	5	1/4	1/4	4/2	4	2	1/4	1/4	1		3	45	109
33	1.0	5	5	1/4	1/4	4/2	1	1	1/4	1/4	1		4	64	80
33	1.0	5	5	1/4	1/4	4/2	3	1	1/4	1/4	1		4	64	98
34	1.0	5	5	1/2	1/2	4/2	2	2	1/4	1/4	1		3	45	92
34	1.0	5	5	1/2	1/2	4/2	4	2	1/4	1/4	1		3	45	110
34	2.0	5	5	1/2	1/2	4/2	1	1	1/2	1/2	1		3	69	81
34	2.0	5	5	1/2	1/2	4/2	3	1	1/2	1/2	1		3	69	99
35	1.0	5	5	3/4	3/4	4/2	2	2	1/4	1/4	1		5	47	93
35	1.0	5	5	3/4	3/4	4/2	4	2	1/4	1/4	1		5	47	111
35	1.0	5	5	3/4	3/4	4/2	1	2	1/4	1/4	1		2	62	84
35	1.0	5	5	3/4	3/4	4/2	3	2	1/4	1/4	1		2	62	102
36	1.0	5	5	1	1	4/2	2	2	1/4	1/4	1		0	48	94
36	1.0	5	5	1	1	4/2	4	2	1/4	1/4	1		0	48	112
36	4.0	5	5	1	1	4/2	2	1	1	1	1		4	52	90
36	4.0	5	5	1	1	4/2	4	1	1	1	1		4	52	108
36	1.0	5	5	1	1	4/2	1	2	1/4	1/4	1		4	64	85
36	1.0	5	5	1	1	4/2	3	2	1/4	1/4	1		4	64	103
36	4.0	5	5	1	1	4/2	1	1	1	1	1		1	67	82
36	4.0	5	5	1	1	4/2	3	1	1	1	1		1	67	100
37	1.0	5	5	5/4	5/4	4/2	2	2	1/4	1/4	1		1	55	95
37	1.0	5	5	5/4	5/4	4/2	4	2	1/4	1/4	1		1	55	113
37	1.0	5	5	5/4	5/4	4/2	1	2	1/4	1/4	1		5	59	86
37	1.0	5	5	5/4	5/4	4/2	3	2	1/4	1/4	1		5	59	104
38	1.0	5	5	3/2	3/2	4/2	2	2	1/4	1/4	1		1	55	96
38	1.0	5	5	3/2	3/2	4/2	4	2	1/4	1/4	1		1	55	114
38	1.0	5	5	3/2	3/2	4/2	1	2	1/4	1/4	1		5	59	87
38	1.0	5	5	3/2	3/2	4/2	3	2	1/4	1/4	1		5	59	105
39	1.0	5	5	7/4	7/4	4/2	2	2	1/4	1/4	1		3	57	97
39	1.0	5	5	7/4	7/4	4/2	4	2	1/4	1/4	1		3	57	115
39	1.0	5	5	7/4	7/4	4/2	1	2	1/4	1/4	1		7	61	88
39	1.0	5	5	7/4	7/4	4/2	3	2	1/4	1/4	1		7	61	106
40	4.0	6	6	0	0	4/2	2	1	1	1	1		2	50	123
40	4.0	6	6	0	0	4/2	4	1	1	1	1		2	50	137
40	1.0	6	6	0	0	4/2	2	2	1/4	1/4	1		-2	58	125
40	1.0	6	6	0	0	4/2	4	2	1/4	1/4	1		-2	58	139
40	1.0	6	6	0	0	4/2	1	2	1/4	1/4	1		2	62	119
40	1.0	6	6	0	0	4/2	3	2	1/4	1/4	1		2	62	133
41	0.5	6	6	1/4	1/4	4/2	2	2	1/8	1/8	1		3	57	126
41	0.5	6	6	1/4	1/4	4/2	4	2	1/8	1/8	1		3	57	140
41	1.0	6	6	1/4	1/4	4/2	1	2	1/4	1/4	1		4	64	120
41	1.0	6	6	1/4	1/4	4/2	3	2	1/4	1/4	1		4	64	134
83/2	0.5	6	6	3/8	3/8	4/2	2	2	1/8	1/8	1		1	55	127
83/2	0.5	6	6	3/8	3/8	4/2	4	2	1/8	1/8	1		1	55	141
42	2.0	6	6	1/2	1/2	4/2	2	2	1/2	1/2	1		3	57	128
42	2.0	6	6	1/2	1/2	4/2	4	2	1/2	1/2	1		3	57	142
42	2.0	6	6	1/2	1/2	4/2	1	2	1/2	1/2	1		6	66	121
42	2.0	6	6	1/2	1/2	4/2	3	2	1/2	1/2	1		6	66	135
42	2.0	6	6	1/2	1/2	4/2	1	1	1/2	1/2	1		2	74	116
42	2.0	6	6	1/2	1/2	4/2	3	1	1/2	1/2	1		2	74	130
44	4.0	6	6	1	1	4/2	2	1	1	1	1		4	52	124
44	4.0	6	6	1	1	4/2	4	1	1	1	1		4	52	138
44	4.0	6	6	1	1	4/2	2	2	1	1	1		1	55	129
44	4.0	6	6	1	1	4/2	4	2	1	1	1		1	55	143
44	4.0	6	6	1	1	4/2	1	2	1	1	1		1	67	122
44	4.0	6	6	1	1	4/2	3	2	1	1	1		1	67	136
44	2.0	6	6	1	1	4/2	1	1	1/2	1/2	1		7	73	117
44	2.0	6	6	1	1	4/2	3	1	1/2	1/2	1		7	73	131
46	2.0	6	6	3/2	3/2	4/2	1	1	1/2	1/2	1		0	72	118
46	2.0	6	6	3/2	3/2	4/2	3	1	1/2	1/2	1		0	72	132
48	4.0	7	7	0	0	4/2	2	1	1	1	1		1	55	154
48	4.0	7	7	0	0	4/2	4	1	1	1	1		1	55	167
48	2.0	7	7	0	0	4/2	1	1	1/2	1/2	1		5	71	144
48	2.0	7	7	0	0	4/2	3	1	1/2	1/2	1		5	71	157
49	1.0	7	7	1/4	1/4	4/2	1	2	1/4	1/4	1		2	62	147
49	1.0	7	7	1/4	1/4	4/2	3	2	1/4	1/4	1		2	62	160
50	1.0	7	7	1/2	1/2	4/2	1	2	1/4	1/4	1		2	62	148
50	1.0	7	7	1/2	1/2	4/2	3	2	1/4	1/4	1		2	62	161
50	2.0	7	7	1/2	1/2	4/2	1	1	1/2	1/2	1		-2	70	145
50	2.0	7	7	1/2	1/2	4/2	3	1	1/2	1/2	1		-2	70	158
51	1.0	7	7	3/4	3/4	4/2	1	2	1/4	1/4	1		4	64	149
51	1.0	7	7	3/4	3/4	4/2	3	2	1/4	1/4	1		4	64	162
52	4.0	7	7	1	1	4/2	2	1	1	1	1		-1	53	155
52	4.0	7	7	1	1	4/2	4	1	1	1	1		-1	53	168
52	1.0	7	7	1	1	4/2	1	2	1/4	1/4	1		-1	65	150
52	1.0	7	7	1	1	4/2	3	2	1/4	1/4	1		-1	65	163
52	4.0	7	7	1	1	4/2	1	1	1	1	1	1	3	69	146
52	4.0	7	7	1	1	4/2	3	1	1	1	1	1	3	69	159
53	1.0	7	7	5/4	5/4	4/2	1	2	1/4	1/4	1		3	57	151
53	1.0	7	7	5/4	5/4	4/2	3	2	1/4	1/4	1		3	57	164
54	2.0	7	7	3/2	3/2	4/2	2	2	1/2	1/2	1		2	50	156
54	2.0	7	7	3/2	3/2	4/2	4	2	1/2	1/2	1		2	50	169
54	1.0	7	7	3/2	3/2	4/2	1	2	1/4	1/4	1		3	57	152
54	1.0	7	7	3/2	3/2	4/2	3	2	1/4	1/4	1		3	57	165
55	1.0	7	7	7/4	7/4	4/2	1	2	1/4	1/4	1		5	59	153
55	1.0	7	7	7/4	7/4	4/2	3	2	1/4	1/4	1		5	59	166
56	2.0	8	8	0	0	4/2	2	2	1/2	1/2	1		7	49	181
56	2.0	8	8	0	0	4/2	4	2	1/2	1/2	1		7	49	196
56	4.0	8	8	0	0	4/2	2	1	1	1	1		4	52	179
56	4.0	8	8	0	0	4/2	4	1	1	1	1		4	52	194
56	1.0	8	8	0	0	4/2	1	2	1/4	1/4	1		7	61	172
56	1.0	8	8	0	0	4/2	3	2	1/4	1/4	1		7	61	187
56	4.0	8	8	0	0	4/2	1	1	1	1	1	-1	3	69	170
56	4.0	8	8	0	0	4/2	3	1	1	1	1	-1	3	69	185
57	1.0	8	8	1/4	1/4	4/2	1	2	1/4	1/4	1		2	62	173
57	1.0	8	8	1/4	1/4	4/2	3	2	1/4	1/4	1		2	62	188
58	2.0	8	8	1/2	1/2	4/2	2	2	1/2	1/2	1		0	48	182
58	2.0	8	8	1/2	1/2	4/2	4	2	1/2	1/2	1		0	48	197
58	1.0	8	8	1/2	1/2	4/2	1	2	1/4	1/4	1		4	64	174
58	1.0	8	8	1/2	1/2	4/2	3	2	1/4	1/4	1		4	64	189
59	1.0	8	8	3/4	3/4	4/2	1	2	1/4	1/4	1		-1	65	175
59	1.0	8	8	3/4	3/4	4/2	3	2	1/4	1/4	1		-1	65	190
60	2.0	8	8	1	1	4/2	2	2	1/2	1/2	1		5	47	183
60	2.0	8	8	1	1	4/2	4	2	1/2	1/2	1		5	47	198
60	4.0	8	8	1	1	4/2	2	1	1	1	1		2	50	180
60	4.0	8	8	1	1	4/2	4	1	1	1	1		2	50	195
60	1.0	8	8	1	1	4/2	1	2	1/4	1/4	1		1	67	176
60	1.0	8	8	1	1	4/2	3	2	1/4	1/4	1		1	67	191
61	2.0	8	8	5/4	5/4	4/2	1	2	1/2	1/2	1		3	69	177
61	2.0	8	8	5/4	5/4	4/2	3	2	1/2	1/2	1		3	69	192
62	2.0	8	8	3/2	3/2	4/2	2	2	1/2	1/2	1		-2	46	184
62	2.0	8	8	3/2	3/2	4/2	4	2	1/2	1/2	1		-2	46	199
62	2.0	8	8	3/2	3/2	4/2	1	1	1/2	1/2	1		2	74	171
62	2.0	8	8	3/2	3/2	4/2	3	1	1/2	1/2	1		2	74	186
63	1.0	8	8	7/4	7/4	4/2	1	2	1/4	1/4	1		1	67	178
63	1.0	8	8	7/4	7/4	4/2	3	2	1/4	1/4	1		1	67	193
64	4.0	9	9	0	0	4/2	2	2	1	1	1		3	45	210
64	4.0	9	9	0	0	4/2	4	2	1	1	1		3	45	222
64	4.0	9	9	0	0	4/2	2	1	1	1	1		4	52	208
64	4.0	9	9	0	0	4/2	4	1	1	1	1		4	52	220
64	2.0	9	9	0	0	4/2	1	2	1/2	1/2	1		3	69	204
64	2.0	9	9	0	0	4/2	3	2	1/2	1/2	1		3	69	216
64	2.0	9	9	0	0	4/2	1	1	1/2	1/2	1		7	73	200
64	2.0	9	9	0	0	4/2	3	1	1/2	1/2	1		7	73	212
66	4.0	9	9	1/2	1/2	4/2	1	2	1	1	1		3	69	205
66	4.0	9	9	1/2	1/2	4/2	3	2	1	1	1		3	69	217
66	3.0	9	9	1/2	1/2	4/2	1	1	3/4	1/2	3/2		0	72	201
66	3.0	9	9	1/2	1/2	4/2	3	1	3/4	1/2	3/2		0	72	213
68	4.0	9	9	1	1	4/2	2	2	1	1	1		2	50	211
68	4.0	9	9	1	1	4/2	4	2	1	1	1		2	50	223
68	4.0	9	9	1	1	4/2	2	1	1	1	1		-1	53	209
68	4.0	9	9	1	1	4/2	4	1	1	1	1		-1	53	221
69	1.0	9	9	5/4	5/4	4/2	1	1	1/4	1/4	1		5	71	202
69	1.0	9	9	5/4	5/4	4/2	3	1	1/4	1/4	1		5	71	214
70	1.0	9	9	3/2	3/2	4/2	1	2	1/4	1/4	1		1	67	206
70	1.0	9	9	3/2	3/2	4/2	3	2	1/4	1/4	1		1	67	218
70	2.0	9	9	3/2	3/2	4/2	1	1	1/2	1/2	1	1	-2	70	203
70	2.0	9	9	3/2	3/2	4/2	3	1	1/2	1/2	1	1	-2	70	215
71	1.0	9	9	7/4	7/4	4/2	1	2	1/4	1/4	1		-1	65	207
71	1.0	9	9	7/4	7/4	4/2	3	2	1/4	1/4	1		-1	65	219
72	4.0	10	10	0	0	2/2	2	2	1	1	1		0	48	230
72	4.0	10	10	0	0	2/2	4	2	1	1	1		0	48	237
72	4.0	10	10	0	0	2/2	2	1	1	1	1		4	52	229
72	4.0	10	10	0	0	2/2	4	1	1	1	1		4	52	236
72	1.0	10	10	0	0	2/2	1	2	1/4	1/4	1		1	67	226
72	1.0	10	10	0	0	2/2	3	2	1/4	1/4	1		1	67	233
72	2.0	10	10	0	0	2/2	1	1	1/2	1/2	1	-1	-2	70	224
72	2.0	10	10	0	0	2/2	3	1	1/2	1/2	1	-1	-2	70	231
73	1.0	10	10	1/4	1/4	2/2	1	2	1/4	1/4	1		1	55	227
73	1.0	10	10	1/4	1/4	2/2	3	2	1/4	1/4	1		1	55	234
74	2.0	10	10	1/2	1/2	2/2	1	2	1/2	1/2	1		0	60	228
74	2.0	10	10	1/2	1/2	2/2	3	2	1/2	1/2	1		0	60	235
74	2.0	10	10	1/2	1/2	2/2	1	1	1/2	1/2	1	1	3	69	225
74	2.0	10	10	1/2	1/2	2/2	3	1	1/2	1/2	1	1	3	69	232
76	3.0	11	11	0	0	4/2	2	2	3/4	1/2	3/2		-2	46	248
76	3.0	11	11	0	0	4/2	4	2	3/4	1/2	3/2		-2	46	263
76	8.0	11	11	0	0	4/2	2	1	2	2	1	1	2	50	247
76	8.0	11	11	0	0	4/2	4	1	2	2	1	1	2	50	262
76	3.0	11	11	0	0	4/2	1	2	3/4	1/2	3/2		2	62	243
76	3.0	11	11	0	0	4/2	3	2	3/4	1/2	3/2		2	62	258
76	2.0	11	11	0	0	4/2	1	1	1/2	1/2	1	-1	3	69	238
76	2.0	11	11	0	0	4/2	3	1	1/2	1/2	1	-1	3	69	253
78	1.0	11	11	1/2	1/2	4/2	1	1	1/4	1/4	1		1	67	239
78	1.0	11	11	1/2	1/2	4/2	3	1	1/4	1/4	1		1	67	254
79	1.0	11	11	3/4	3/4	4/2	2	2	1/4	1/4	1		3	45	249
79	1.0	11	11	3/4	3/4	4/2	4	2	1/4	1/4	1		3	45	264
79	1.0	11	11	3/4	3/4	4/2	1	2	1/4	1/4	1		0	60	244
79	1.0	11	11	3/4	3/4	4/2	3	2	1/4	1/4	1		0	60	259
79	1.0	11	11	3/4	3/4	4/2	1	1	1/4	1/4	1		-1	65	240
79	1.0	11	11	3/4	3/4	4/2	3	1	1/4	1/4	1		-1	65	255
80	1.0	11	11	1	1	4/2	2	2	1/4	1/4	1		1	43	250
80	1.0	11	11	1	1	4/2	4	2	1/4	1/4	1		1	43	265
80	2.0	11	11	1	1	4/2	1	2	1/2	1/2	1		-2	58	245
80	2.0	11	11	1	1	4/2	3	2	1/2	1/2	1		-2	58	260
80	2.0	11	11	1	1	4/2	1	1	1/2	1/2	1		1	67	241
80	2.0	11	11	1	1	4/2	3	1	1/2	1/2	1		1	67	256
81	2.0	11	11	5/4	5/4	4/2	2	2	1/2	1/2	1		1	55	251
81	2.0	11	11	5/4	5/4	4/2	4	2	1/2	1/2	1		1	55	266
82	2.0	11	11	3/2	3/2	4/2	1	2	1/2	1/2	1		3	57	246
82	2.0	11	11	3/2	3/2	4/2	3	2	1/2	1/2	1		3	57	261
82	2.0	11	11	3/2	3/2	4/2	1	1	1/2	1/2	1		3	69	242
82	2.0	11	11	3/2	3/2	4/2	3	1	1/2	1/2	1		3	69	257
83	1.0	11	11	7/4	7/4	4/2	2	2	1/4	1/4	1		-1	53	252
83	1.0	11	11	7/4	7/4	4/2	4	2	1/4	1/4	1		-1	53	267
84	8.0	12	12	0	0	4/2	2	1	2	2	1	0	2	50	276
84	8.0	12	12	0	0	4/2	4	1	2	2	1	0	2	50	289
84	2.0	12	12	0	0	4/2	2	2	1/2	1/2	1		-2	58	277
84	2.0	12	12	0	0	4/2	4	2	1/2	1/2	1		-2	58	290
85	1.0	12	12	1/4	1/4	4/2	1	2	1/4	1/4	1		2	62	270
85	1.0	12	12	1/4	1/4	4/2	3	2	1/4	1/4	1		2	62	283
86	1.0	12	12	1/2	1/2	4/2	2	2	1/4	1/4	1		3	57	278
86	1.0	12	12	1/2	1/2	4/2	4	2	1/4	1/4	1		3	57	291
86	1.0	12	12	1/2	1/2	4/2	1	2	1/4	1/4	1		2	62	271
86	1.0	12	12	1/2	1/2	4/2	3	2	1/4	1/4	1		2	62	284
87	1.0	12	12	3/4	3/4	4/2	2	2	1/4	1/4	1		1	55	279
87	1.0	12	12	3/4	3/4	4/2	4	2	1/4	1/4	1		1	55	292
87	1.0	12	12	3/4	3/4	4/2	1	2	1/4	1/4	1		4	64	272
87	1.0	12	12	3/4	3/4	4/2	3	2	1/4	1/4	1		4	64	285
88	4.0	12	12	1	1	4/2	2	2	1	1	1		3	57	280
88	4.0	12	12	1	1	4/2	4	2	1	1	1		3	57	293
88	1.0	12	12	1	1	4/2	1	2	1/4	1/4	1		6	66	273
88	1.0	12	12	1	1	4/2	3	2	1/4	1/4	1		6	66	286
89	1.0	12	12	5/4	5/4	4/2	1	2	1/4	1/4	1		1	67	274
89	1.0	12	12	5/4	5/4	4/2	3	2	1/4	1/4	1		1	67	287
89	2.0	12	12	5/4	5/4	4/2	1	1	1/2	1/2	1		2	74	268
89	2.0	12	12	5/4	5/4	4/2	3	1	1/2	1/2	1		2	74	281
90	2.0	12	12	3/2	3/2	4/2	1	2	1/2	1/2	1	1	3	69	275
90	2.0	12	12	3/2	3/2	4/2	3	2	1/2	1/2	1	1	3	69	288
91	1.0	12	12	7/4	7/4	4/2	1	1	1/4	1/4	1		0	72	269
91	1.0	12	12	7/4	7/4	4/2	3	1	1/4	1/4	1		0	72	282
92	6.0	13	13	0	0	4/2	4	1	3/2	1	3/2	-1	2	50	325
92	8.0	13	13	0	0	4/2	2	1	2	2	1	0	2	50	305
92	1.0	13	13	0	0	4/2	1	2	1/4	1/4	1	-1	3	69	297
92	1.0	13	13	0	0	4/2	3	2	1/4	1/4	1	-1	3	69	317
92	2.0	13	13	0	0	4/2	1	1	1/2	1/2	1		5	71	294
92	2.0	13	13	0	0	4/2	3	1	1/2	1/2	1		5	71	314
93	1.0	13	13	1/4	1/4	4/2	2	2	1/4	1/4	1		1	43	306
93	1.0	13	13	1/4	1/4	4/2	4	2	1/4	1/4	1		1	43	327
93	2.0	13	13	1/4	1/4	4/2	1	2	1/2	1/2	1		1	67	298
93	2.0	13	13	1/4	1/4	4/2	3	2	1/2	1/2	1		1	67	318
94	1.0	13	13	1/2	1/2	4/2	2	2	1/4	1/4	1		1	43	307
94	1.0	13	13	1/2	1/2	4/2	4	2	1/4	1/4	1		1	43	328
94	4.0	13	13	1/2	1/2	4/2	1	1	1	1	1		-2	70	295
94	4.0	13	13	1/2	1/2	4/2	3	1	1	1	1		-2	70	315
95	1.0	13	13	3/4	3/4	4/2	2	2	1/4	1/4	1		3	45	308
95	1.0	13	13	3/4	3/4	4/2	4	2	1/4	1/4	1		3	45	329
95	0.5	13	13	3/4	3/4	4/2	1	2	1/8	1/8	1		-1	65	299
95	0.5	13	13	3/4	3/4	4/2	3	2	1/8	1/8	1		-1	65	319
191/2	0.5	13	13	7/8	7/8	4/2	1	2	1/8	1/8	1		4	64	300
191/2	0.5	13	13	7/8	7/8	4/2	3	2	1/8	1/8	1		4	64	320
96	1.0	13	13	1	1	4/2	2	2	1/4	1/4	1		-2	46	309
96	1.0	13	13	1	1	4/2	4	2	1/4	1/4	1		-2	46	330
96	1.0	13	13	1	1	4/2	1	2	1/4	1/4	1		2	62	301
96	1.0	13	13	1	1	4/2	3	2	1/4	1/4	1		2	62	321
97	0.5	13	13	5/4	5/4	4/2	2	2	1/8	1/8	1		3	45	310
97	0.5	13	13	5/4	5/4	4/2	4	2	1/8	1/8	1		3	45	331
97	1.0	13	13	5/4	5/4	4/2	1	2	1/4	1/4	1		4	64	302
97	1.0	13	13	5/4	5/4	4/2	3	2	1/4	1/4	1		4	64	322
195/2	0.5	13	13	11/8	11/8	4/2	2	2	1/8	1/8	1		1	43	311
195/2	0.5	13	13	11/8	11/8	4/2	4	2	1/8	1/8	1		1	43	332
98	1.0	13	13	3/2	3/2	4/2	2	2	1/4	1/4	1		2	50	312
98	2.0	13	13	3/2	3/2	4/2	4	1	1/2	1/2	1	1	2	50	326
98	1.0	13	13	3/2	3/2	4/2	1	2	1/4	1/4	1		-1	65	303
98	1.0	13	13	3/2	3/2	4/2	3	2	1/4	1/4	1		-1	65	323
98	2.0	13	13	3/2	3/2	4/2	1	1	1/2	1/2	1	1	3	69	296
98	2.0	13	13	3/2	3/2	4/2	3	1	1/2	1/2	1	1	3	69	316
99	1.0	13	13	7/4	7/4	4/2	2	2	1/4	1/4	1		4	52	313
99	1.0	13	13	7/4	7/4	4/2	4	2	1/4	1/4	1		4	52	333
99	1.0	13	13	7/4	7/4	4/2	1	2	1/4	1/4	1		7	61	304
99	1.0	13	13	7/4	7/4	4/2	3	2	1/4	1/4	1		7	61	324
100	8.0	14	14	0	0	4/2	2	1	2	2	1	-1	2	50	340
100	8.0	14	14	0	0	4/2	4	1	2	2	1	-1	2	50	351
100	1.0	14	14	0	0	4/2	2	2	1/4	1/4	1		6	54	341
100	1.0	14	14	0	0	4/2	4	2	1/4	1/4	1		6	54	352
100	8.0	14	14	0	0	4/2	1	2	2	2	1		2	62	339
100	8.0	14	14	0	0	4/2	3	2	2	2	1		2	62	350
100	1.0	14	14	0	0	4/2	1	1	1/4	1/4	1	-1	3	69	334
100	1.0	14	14	0	0	4/2	3	1	1/4	1/4	1	-1	3	69	345
101	1.0	14	14	1/4	1/4	4/2	2	2	1/4	1/4	1		1	55	342
101	1.0	14	14	1/4	1/4	4/2	4	2	1/4	1/4	1		1	55	353
101	2.0	14	14	1/4	1/4	4/2	1	1	1/2	1/2	1		1	67	335
101	2.0	14	14	1/4	1/4	4/2	3	1	1/2	1/2	1		1	67	346
102	2.0	14	14	1/2	1/2	4/2	2	2	1/2	1/2	1		3	57	343
