quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	8.0	1	1	0	0	4/2	2	2	2	2	1		2	50	8
2	2.0	1	1	1/2	1/2	4/2	2	1	1/2	1/2	1		3	57	5
3	1.0	1	1	3/4	3/4	4/2	1	2	1/4	1/4	1		3	69	0
4	2.0	1	1	1	1	4/2	2	1	1/2	1/2	1		-2	58	6
4	1.0	1	1	1	1	4/2	1	2	1/4	1/4	1		2	62	1
5	1.0	1	1	5/4	5/4	4/2	1	2	1/4	1/4	1		4	64	2
6	2.0	1	1	3/2	3/2	4/2	2	1	1/2	1/2	1	1	3	57	7
6	1.0	1	1	3/2	3/2	4/2	1	2	1/4	1/4	1		-1	65	3
7	1.0	1	1	7/4	7/4	4/2	1	2	1/4	1/4	1		2	62	4
8	8.0	2	2	0	0	4/2	2	2	2	2	1		-1	53	20
8	1.0	2	2	0	0	4/2	2	1	1/4	1/4	1	-1	3	57	13
8	2.0	2	2	0	0	4/2	1	2	1/2	1/2	1		3	69	10
9	1.0	2	2	1/4	1/4	4/2	2	1	1/4	1/4	1		2	62	14
10	1.0	2	2	1/2	1/2	4/2	2	1	1/4	1/4	1		0	60	15
11	1.0	2	2	3/4	3/4	4/2	2	1	1/4	1/4	1		5	59	16
12	1.0	2	2	1	1	4/2	2	1	1/4	1/4	1		3	57	17
12	2.0	2	2	1	1	4/2	1	2	1/2	1/2	1		2	62	11
12	4.0	2	2	1	1	4/2	1	1	1	1	1		3	69	9
13	1.0	2	2	5/4	5/4	4/2	2	1	1/4	1/4	1		1	55	18
14	2.0	2	2	3/2	3/2	4/2	2	1	1/2	1/2	1		3	57	19
14	2.0	2	2	3/2	3/2	4/2	1	2	1/2	1/2	1	1	-1	65	12
16	8.0	3	3	0	0	4/2	2	2	2	2	1		2	50	34
16	2.0	3	3	0	0	4/2	2	1	1/2	1/2	1		2	62	29
16	2.0	3	3	0	0	4/2	1	2	1/2	1/2	1	-1	-1	65	25
16	1.0	3	3	0	0	4/2	1	1	1/4	1/4	1		-2	70	21
17	2.0	3	3	1/4	1/4	4/2	1	1	1/2	1/2	1		3	69	22
18	3.0	3	3	1/2	1/2	4/2	2	1	3/4	1/2	3/2		-2	58	30
18	3.0	3	3	1/2	1/2	4/2	1	2	3/4	1/2	3/2		2	62	26
19	1.0	3	3	3/4	3/4	4/2	1	1	1/4	1/4	1		1	67	23
