quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	4.0	1	1	0	0	4/2	2	1	1	1	1		3	57	0
2	4.0	1	1	1/2	1/2	4/2	2	2	1	1	1		2	50	3
4	2.0	1	1	1	1	4/2	2	1	1/2	1/2	1		-2	58	1
6	2.0	1	1	3/2	3/2	4/2	2	2	1/2	1/2	1	1	-1	53	4
6	2.0	1	1	3/2	3/2	4/2	2	1	1/2	1/2	1		3	57	2
8	2.0	2	2	0	0	4/2	2	2	1/2	1/2	1	-1	-1	53	10
8	4.0	2	2	0	0	4/2	2	1	1	1	1		1	55	7
10	2.0	2	2	1/2	1/2	4/2	2	2	1/2	1/2	1		4	52	11
12	2.0	2	2	1	1	4/2	2	2	1/2	1/2	1		2	50	12
12	2.0	2	2	1	1	4/2	2	1	1/2	1/2	1		-1	53	8
12	2.0	2	2	1	1	4/2	1	2	1/2	1/2	1		3	57	5
14	2.0	2	2	3/2	3/2	4/2	2	2	1/2	1/2	1		0	48	13
14	2.0	2	2	3/2	3/2	4/2	2	1	1/2	1/2	1	1	3	57	9
14	2.0	2	2	3/2	3/2	4/2	1	2	1/2	1/2	1		0	60	6
16	4.0	3	3	0	0	4/2	2	2	1	1	1		5	47	22
16	2.0	3	3	0	0	4/2	2	1	1/2	1/2	1	-1	3	57	18
16	3.0	3	3	0	0	4/2	1	2	3/4	1/2	3/2		2	62	14
18	2.0	3	3	1/2	1/2	4/2	2	1	1/2	1/2	1		8	56	19
19	1.0	3	3	3/4	3/4	4/2	1	2	1/4	1/4	1		4	64	15
20	2.0	3	3	1	1	4/2	2	2	1/2	1/2	1		3	45	23
20	2.0	3	3	1	1	4/2	2	1	1/2	1/2	1		3	57	20
20	2.0	3	3	1	1	4/2	1	2	1/2	1/2	1		-1	65	16
22	1.0	3	3	3/2	3/2	4/2	2	2	1/4	1/4	1		3	57	24
22	2.0	3	3	3/2	3/2	4/2	2	1	1/2	1/2	1	1	0	60	21
22	2.0	3	3	3/2	3/2	4/2	1	2	1/2	1/2	1		4	64	17
23	1.0	3	3	7/4	7/4	4/2	2	2	1/4	1/4	1		1	55	25
24	1.0	4	4	0	0	4/2	2	2	1/4	1/4	1		-1	53	31
24	2.0	4	4	0	0	4/2	2	1	1/2	1/2	1	-1	0	60	28
24	4.0	4	4	0	0	4/2	1	2	1	1	1		2	62	26
25	1.0	4	4	1/4	1/4	4/2	2	2	1/4	1/4	1		4	52	32
26	2.0	4	4	1/2	1/2	4/2	2	2	1/2	1/2	1		2	50	33
26	4.0	4	4	1/2	1/2	4/2	2	1	1	1	1		5	59	29
28	2.0	4	4	1	1	4/2	2	2	1/2	1/2	1		4	52	34
28	4.0	4	4	1	1	4/2	1	2	1	1	1		0	60	27
30	2.0	4	4	3/2	3/2	4/2	2	2	1/2	1/2	1		0	48	35
30	2.0	4	4	3/2	3/2	4/2	2	1	1/2	1/2	1	1	3	57	30
32	2.0	5	5	0	0	4/2	2	2	1/2	1/2	1		2	50	42
32	2.0	5	5	0	0	4/2	2	1	1/2	1/2	1	-1	3	57	39
32	4.0	5	5	0	0	4/2	1	2	1	1	1		5	59	37
34	2.0	5	5	1/2	1/2	4/2	2	2	1/2	1/2	1		4	52	43
34	2.0	5	5	1/2	1/2	4/2	2	1	1/2	1/2	1		8	56	40
36	1.0	5	5	1	1	4/2	2	2	1/4	1/4	1		-1	53	44
36	2.0	5	5	1	1	4/2	1	2	1/2	1/2	1		3	57	38
36	4.0	5	5	1	1	4/2	2	1	1	1	1		3	57	41
36	4.0	5	5	1	1	4/2	1	1	1	1	1		3	69	36
