quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
96	6.0	17	17	0	0	3/2	2	1	3/2	1	3/2	0	3	57	108
96	4.0	17	17	0	0	3/2	1	2	1	1	1		4	64	106
98	2.0	17	17	1/2	1/2	3/2	1	1	1/2	1/2	1		4	76	104
100	2.0	17	17	1	1	3/2	2	2	1/2	1/2	1		2	50	110
100	2.0	17	17	1	1	3/2	1	2	1/2	1/2	1		-1	65	107
100	2.0	17	17	1	1	3/2	1	1	1/2	1/2	1		2	74	105
102	6.0	18	18	0	0	3/2	2	2	3/2	1	3/2	1	3	45	117
102	6.0	18	18	0	0	3/2	2	1	3/2	1	3/2	0	3	57	116
102	2.0	18	18	0	0	3/2	1	2	1/2	1/2	1		4	64	113
102	4.0	18	18	0	0	3/2	1	1	1	1	1		0	72	111
104	2.0	18	18	1/2	1/2	3/2	1	2	1/2	1/2	1		3	69	114
106	2.0	18	18	1	1	3/2	1	2	1/2	1/2	1		1	67	115
106	2.0	18	18	1	1	3/2	1	1	1/2	1/2	1		5	71	112
108	6.0	19	19	0	0	3/2	2	2	3/2	1	3/2	0	3	45	124
108	6.0	19	19	0	0	3/2	2	1	3/2	1	3/2	0	3	57	123
108	2.0	19	19	0	0	3/2	1	2	1/2	1/2	1		-1	65	120
108	4.0	19	19	0	0	3/2	1	1	1	1	1		3	69	118
110	2.0	19	19	1/2	1/2	3/2	1	2	1/2	1/2	1		7	61	121
112	2.0	19	19	1	1	3/2	1	2	1/2	1/2	1		4	64	122
112	2.0	19	19	1	1	3/2	1	1	1/2	1/2	1		1	67	119
114	6.0	20	20	0	0	3/2	2	2	3/2	1	3/2	-1	3	45	132
114	6.0	20	20	0	0	3/2	2	1	3/2	1	3/2	0	3	57	131
114	2.0	20	20	0	0	3/2	1	2	1/2	1/2	1		4	64	128
114	3.0	20	20	0	0	3/2	1	1	3/4	1/2	3/2		-1	65	125
116	2.0	20	20	1/2	1/2	3/2	1	2	1/2	1/2	1		2	62	129
117	1.0	20	20	3/4	3/4	3/2	1	1	1/4	1/4	1		1	67	126
118	2.0	20	20	1	1	3/2	1	2	1/2	1/2	1		7	61	130
118	2.0	20	20	1	1	3/2	1	1	1/2	1/2	1		4	64	127
120	6.0	21	21	0	0	3/2	2	2	3/2	1	3/2		2	50	136
120	6.0	21	21	0	0	3/2	2	1	3/2	1	3/2	-1	3	57	135
120	6.0	21	21	0	0	3/2	1	2	3/2	1	3/2		2	62	134
120	6.0	21	21	0	0	3/2	1	1	3/2	1	3/2		6	66	133
