quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	4.0	1	1	0	0	4/2	2	1	1	1	1		2	50	6
0	4.0	1	1	0	0	4/2	4	1	1	1	1		2	50	16
2	1.0	1	1	1/2	1/2	4/2	1	2	1/4	1/4	1		3	69	0
2	1.0	1	1	1/2	1/2	4/2	3	2	1/4	1/4	1		3	69	10
3	1.0	1	1	3/4	3/4	4/2	1	2	1/4	1/4	1		1	67	1
3	1.0	1	1	3/4	3/4	4/2	3	2	1/4	1/4	1		1	67	11
4	2.0	1	1	1	1	4/2	4	1	1/2	1/2	1		3	57	17
4	4.0	1	1	1	1	4/2	2	1	1	1	1		3	57	7
4	1.0	1	1	1	1	4/2	1	2	1/4	1/4	1		6	66	2
4	1.0	1	1	1	1	4/2	3	2	1/4	1/4	1		6	66	12
5	1.0	1	1	5/4	5/4	4/2	1	2	1/4	1/4	1		4	64	3
5	1.0	1	1	5/4	5/4	4/2	3	2	1/4	1/4	1		4	64	13
6	1.0	1	1	3/2	3/2	4/2	2	2	1/4	1/4	1		3	57	8
6	2.0	1	1	3/2	3/2	4/2	4	1	1/2	1/2	1		3	57	18
6	1.0	1	1	3/2	3/2	4/2	1	2	1/4	1/4	1		-1	65	4
6	1.0	1	1	3/2	3/2	4/2	3	2	1/4	1/4	1		-1	65	14
7	1.0	1	1	7/4	7/4	4/2	2	2	1/4	1/4	1		1	55	9
7	1.0	1	1	7/4	7/4	4/2	4	2	1/4	1/4	1		1	55	19
7	1.0	1	1	7/4	7/4	4/2	1	2	1/4	1/4	1		4	64	5
7	1.0	1	1	7/4	7/4	4/2	3	2	1/4	1/4	1		4	64	15
8	1.0	2	2	0	0	4/2	2	2	1/4	1/4	1		6	54	30
8	1.0	2	2	0	0	4/2	4	2	1/4	1/4	1		6	54	44
8	4.0	2	2	0	0	4/2	2	1	1	1	1		3	57	28
8	4.0	2	2	0	0	4/2	4	1	1	1	1		3	57	42
8	2.0	2	2	0	0	4/2	1	2	1/2	1/2	1		4	64	24
8	2.0	2	2	0	0	4/2	3	2	1/2	1/2	1		4	64	38
