quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
0	8.0	1	1	0	0	4/2	3	2	2	2	1		4	52	11
0	8.0	1	1	0	0	4/2	5	2	2	2	1		4	52	23
0	3.0	1	1	0	0	4/2	3	1	3/4	1/2	3/2		4	64	7
0	3.0	1	1	0	0	4/2	5	1	3/4	1/2	3/2		4	64	19
0	4.0	1	1	0	0	4/2	2	2	1	1	1	1	8	68	3
0	4.0	1	1	0	0	4/2	4	2	1	1	1	1	8	68	15
0	2.0	1	1	0	0	4/2	2	1	1/2	1/2	1		5	71	0
0	2.0	1	1	0	0	4/2	4	1	1/2	1/2	1		5	71	12
2	4.0	1	1	1/2	1/2	4/2	2	1	1	1	1		4	76	1
2	4.0	1	1	1/2	1/2	4/2	4	1	1	1	1		4	76	13
3	1.0	1	1	3/4	3/4	4/2	3	1	1/4	1/4	1		2	62	8
3	1.0	1	1	3/4	3/4	4/2	5	1	1/4	1/4	1		2	62	20
4	2.0	1	1	1	1	4/2	3	1	1/2	1/2	1		0	60	9
4	2.0	1	1	1	1	4/2	5	1	1/2	1/2	1		0	60	21
4	1.0	1	1	1	1	4/2	2	2	1/4	1/4	1	-1	8	68	4
4	1.0	1	1	1	1	4/2	4	2	1/4	1/4	1	-1	8	68	16
5	2.0	1	1	5/4	5/4	4/2	2	2	1/2	1/2	1		3	69	5
5	2.0	1	1	5/4	5/4	4/2	4	2	1/2	1/2	1		3	69	17
6	2.0	1	1	3/2	3/2	4/2	3	1	1/2	1/2	1		5	59	10
6	2.0	1	1	3/2	3/2	4/2	5	1	1/2	1/2	1		5	59	22
6	2.0	1	1	3/2	3/2	4/2	2	1	1/2	1/2	1		2	74	2
6	2.0	1	1	3/2	3/2	4/2	4	1	1/2	1/2	1		2	74	14
7	1.0	1	1	7/4	7/4	4/2	2	2	1/4	1/4	1		8	68	6
7	1.0	1	1	7/4	7/4	4/2	4	2	1/4	1/4	1		8	68	18
8	2.0	2	2	0	0	4/2	3	2	1/2	1/2	1		-1	53	34
8	2.0	2	2	0	0	4/2	5	2	1/2	1/2	1		-1	53	47
8	4.0	2	2	0	0	4/2	3	1	1	1	1		3	57	30
8	4.0	2	2	0	0	4/2	5	1	1	1	1		3	57	43
8	6.0	2	2	0	0	4/2	2	2	3/2	1	3/2		3	69	28
8	6.0	2	2	0	0	4/2	4	2	3/2	1	3/2		3	69	41
8	2.0	2	2	0	0	4/2	2	1	1/2	1/2	1		0	72	24
8	2.0	2	2	0	0	4/2	4	1	1/2	1/2	1		0	72	37
10	4.0	2	2	1/2	1/2	4/2	3	2	1	1	1		6	54	35
10	4.0	2	2	1/2	1/2	4/2	5	2	1	1	1		6	54	48
10	3.0	2	2	1/2	1/2	4/2	2	1	3/4	1/2	3/2		2	74	25
10	3.0	2	2	1/2	1/2	4/2	4	1	3/4	1/2	3/2		2	74	38
12	3.0	2	2	1	1	4/2	3	1	3/4	1/2	3/2		2	62	31
12	3.0	2	2	1	1	4/2	5	1	3/4	1/2	3/2		2	62	44
13	1.0	2	2	5/4	5/4	4/2	2	1	1/4	1/4	1		0	72	26
13	1.0	2	2	5/4	5/4	4/2	4	1	1/4	1/4	1		0	72	39
14	2.0	2	2	3/2	3/2	4/2	3	2	1/2	1/2	1	1	1	55	36
14	2.0	2	2	3/2	3/2	4/2	5	2	1/2	1/2	1	1	1	55	49
14	2.0	2	2	3/2	3/2	4/2	2	2	1/2	1/2	1		1	67	29
14	2.0	2	2	3/2	3/2	4/2	4	2	1/2	1/2	1		1	67	42
14	2.0	2	2	3/2	3/2	4/2	2	1	1/2	1/2	1		5	71	27
14	2.0	2	2	3/2	3/2	4/2	4	1	1/2	1/2	1		5	71	40
15	0.5	2	2	7/4	7/4	4/2	3	1	1/8	1/8	1		4	64	32
15	0.5	2	2	7/4	7/4	4/2	5	1	1/8	1/8	1		4	64	45
31/2	0.5	2	2	15/8	15/8	4/2	3	1	1/8	1/8	1		2	62	33
31/2	0.5	2	2	15/8	15/8	4/2	5	1	1/8	1/8	1		2	62	46
16	2.0	3	3	0	0	4/2	3	2	1/2	1/2	1	-1	1	55	60
16	2.0	3	3	0	0	4/2	5	2	1/2	1/2	1	-1	1	55	73
16	2.0	3	3	0	0	4/2	3	1	1/2	1/2	1		7	61	55
16	2.0	3	3	0	0	4/2	5	1	1/2	1/2	1		7	61	68
16	2.0	3	3	0	0	4/2	2	2	1/2	1/2	1		4	64	52
16	2.0	3	3	0	0	4/2	4	2	1/2	1/2	1		4	64	65
16	4.0	3	3	0	0	4/2	2	1	1	1	1		3	69	50
16	4.0	3	3	0	0	4/2	4	1	1	1	1		3	69	63
18	4.0	3	3	1/2	1/2	4/2	3	2	1	1	1		-1	53	61
18	4.0	3	3	1/2	1/2	4/2	5	2	1	1	1		-1	53	74
18	2.0	3	3	1/2	1/2	4/2	3	1	1/2	1/2	1		3	57	56
18	2.0	3	3	1/2	1/2	4/2	5	1	1/2	1/2	1		3	57	69
18	4.0	3	3	1/2	1/2	4/2	2	2	1	1	1		2	62	53
18	4.0	3	3	1/2	1/2	4/2	4	2	1	1	1		2	62	66
20	2.0	3	3	1	1	4/2	3	1	1/2	1/2	1		5	59	57
20	2.0	3	3	1	1	4/2	5	1	1/2	1/2	1		5	59	70
20	4.0	3	3	1	1	4/2	2	1	1	1	1	1	1	67	51
20	4.0	3	3	1	1	4/2	4	1	1	1	1	1	1	67	64
22	2.0	3	3	3/2	3/2	4/2	3	2	1/2	1/2	1		4	52	62
22	2.0	3	3	3/2	3/2	4/2	5	2	1/2	1/2	1		4	52	75
