quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
26	4.0	4	4	1/2	1/2	4/2	1	1	1	1	1		1	67	34
28	4.0	4	4	1	1	4/2	2	2	1	1	1		3	45	45
28	4.0	4	4	1	1	4/2	2	1	1	1	1	1	3	57	42
28	1.0	4	4	1	1	4/2	1	2	1/4	1/4	1		7	61	37
29	2.0	4	4	5/4	5/4	4/2	1	2	1/2	1/2	1		4	64	38
30	2.0	4	4	3/2	3/2	4/2	1	1	1/2	1/2	1		6	66	35
31	1.0	4	4	7/4	7/4	4/2	1	2	1/4	1/4	1	1	2	62	39
32	6.0	5	5	0	0	4/2	2	2	3/2	1	3/2		3	45	58
32	2.0	5	5	0	0	4/2	2	1	1/2	1/2	1	-1	3	57	55
32	1.0	5	5	0	0	4/2	1	2	1/4	1/4	1	-1	2	62	49
32	2.0	5	5	0	0	4/2	1	1	1/2	1/2	1		-1	65	46
33	2.0	5	5	1/4	1/4	4/2	1	2	1/2	1/2	1		0	60	50
34	2.0	5	5	1/2	1/2	4/2	2	1	1/2	1/2	1		1	55	56
34	4.0	5	5	1/2	1/2	4/2	1	1	1	1	1		4	64	47
35	1.0	5	5	3/4	3/4	4/2	1	2	1/4	1/4	1		5	59	51
36	4.0	5	5	1	1	4/2	2	1	1	1	1		-1	53	57
36	2.0	5	5	1	1	4/2	1	2	1/2	1/2	1		0	60	52
38	2.0	5	5	3/2	3/2	4/2	2	2	1/2	1/2	1		5	47	59
38	1.0	5	5	3/2	3/2	4/2	1	2	1/4	1/4	1		5	59	53
38	2.0	5	5	3/2	3/2	4/2	1	1	1/2	1/2	1		2	62	48
39	1.0	5	5	7/4	7/4	4/2	1	2	1/4	1/4	1		3	57	54
40	3.0	6	6	0	0	4/2	2	2	3/4	1/2	3/2		0	48	67
40	2.0	6	6	0	0	4/2	2	1	1/2	1/2	1		4	52	64
40	2.0	6	6	0	0	4/2	1	2	1/2	1/2	1		1	55	61
40	8.0	6	6	0	0	4/2	1	1	2	2	1		4	64	60
42	4.0	6	6	1/2	1/2	4/2	2	1	1	1	1		3	57	65
42	2.0	6	6	1/2	1/2	4/2	1	2	1/2	1/2	1		0	60	62
43	1.0	6	6	3/4	3/4	4/2	2	2	1/4	1/4	1		2	50	68
44	4.0	6	6	1	1	4/2	2	2	1	1	1		4	52	69
44	4.0	6	6	1	1	4/2	1	2	1	1	1		5	59	63
46	2.0	6	6	3/2	3/2	4/2	2	1	1/2	1/2	1		8	56	66
48	4.0	7	7	0	0	4/2	2	2	1	1	1		3	45	77
48	8.0	7	7	0	0	4/2	2	1	2	2	1		3	57	76
48	4.0	7	7	0	0	4/2	1	2	1	1	1		7	61	74
48	2.0	7	7	0	0	4/2	1	1	1/2	1/2	1		4	64	70
50	2.0	7	7	1/2	1/2	4/2	1	1	1/2	1/2	1		3	69	71
52	2.0	7	7	1	1	4/2	1	1	1/2	1/2	1		7	73	72
54	2.0	7	7	3/2	3/2	4/2	1	2	1/2	1/2	1	1	3	69	75
54	2.0	7	7	3/2	3/2	4/2	1	1	1/2	1/2	1		0	72	73
56	1.0	8	8	0	0	4/2	1	2	1/4	1/4	1	-1	3	69	81
56	2.0	8	8	0	0	4/2	1	1	1/2	1/2	1		5	71	78
57	1.0	8	8	1/4	1/4	4/2	1	2	1/4	1/4	1		1	67	82
58	3.0	8	8	1/2	1/2	4/2	1	2	3/4	1/2	3/2		1	67	83
58	2.0	8	8	1/2	1/2	4/2	1	1	1/2	1/2	1		-2	70	79
60	4.0	8	8	1	1	4/2	1	1	1	1	1		3	69	80
61	1.0	8	8	5/4	5/4	4/2	1	2	1/4	1/4	1		-1	65	84
62	2.0	8	8	3/2	3/2	4/2	2	1	1/2	1/2	1		3	57	86
62	2.0	8	8	3/2	3/2	4/2	1	2	1/2	1/2	1		-1	65	85
64	2.0	9	9	0	0	4/2	2	1	1/2	1/2	1		7	61	93
64	4.0	9	9	0	0	4/2	1	2	1	1	1		4	64	90
66	2.0	9	9	1/2	1/2	4/2	2	1	1/2	1/2	1		0	60	94
66	3.0	9	9	1/2	1/2	4/2	1	1	3/4	1/2	3/2		4	76	87
68	2.0	9	9	1	1	4/2	2	1	1/2	1/2	1		5	59	95
68	3.0	9	9	1	1	4/2	1	2	3/4	1/2	3/2		1	67	91
69	1.0	9	9	5/4	5/4	4/2	1	1	1/4	1/4	1		2	74	88
70	2.0	9	9	3/2	3/2	4/2	2	1	1/2	1/2	1	1	-2	58	96
70	2.0	9	9	3/2	3/2	4/2	1	1	1/2	1/2	1	1	2	74	89
71	1.0	9	9	7/4	7/4	4/2	1	2	1/4	1/4	1		2	62	92
72	2.0	10	10	0	0	4/2	2	1	1/2	1/2	1	-1	-2	58	105
72	3.0	10	10	0	0	4/2	1	2	3/4	1/2	3/2		4	64	101
72	1.0	10	10	0	0	4/2	1	1	1/4	1/4	1	-1	2	74	97
73	1.0	10	10	1/4	1/4	4/2	1	1	1/4	1/4	1		0	72	98
74	4.0	10	10	1/2	1/2	4/2	2	1	1	1	1		3	57	106
74	2.0	10	10	1/2	1/2	4/2	1	1	1/2	1/2	1		0	72	99
75	1.0	10	10	3/4	3/4	4/2	1	2	1/4	1/4	1		-1	65	102
76	2.0	10	10	1	1	4/2	1	2	1/2	1/2	1		2	62	103
76	4.0	10	10	1	1	4/2	1	1	1	1	1	1	5	71	100
78	2.0	10	10	3/2	3/2	4/2	2	2	1/2	1/2	1		4	52	108
78	2.0	10	10	3/2	3/2	4/2	2	1	1/2	1/2	1		8	56	107
78	2.0	10	10	3/2	3/2	4/2	1	2	1/2	1/2	1	1	4	64	104
80	2.0	11	11	0	0	4/2	2	2	1/2	1/2	1		7	49	120
80	3.0	11	11	0	0	4/2	2	1	3/4	1/2	3/2		3	57	115
80	2.0	11	11	0	0	4/2	1	2	1/2	1/2	1	-1	4	64	111
80	2.0	11	11	0	0	4/2	1	1	1/2	1/2	1	-1	5	71	109
82	2.0	11	11	1/2	1/2	4/2	2	2	1/2	1/2	1		0	48	121
82	3.0	11	11	1/2	1/2	4/2	1	2	3/4	1/2	3/2		4	64	112
82	2.0	11	11	1/2	1/2	4/2	1	1	1/2	1/2	1		3	69	110
83	1.0	11	11	3/4	3/4	4/2	2	1	1/4	1/4	1		4	52	116
84	2.0	11	11	1	1	4/2	2	2	1/2	1/2	1		5	47	122
84	3.0	11	11	1	1	4/2	2	1	3/4	1/2	3/2		1	55	117
85	1.0	11	11	5/4	5/4	4/2	1	2	1/4	1/4	1		2	62	113
86	2.0	11	11	3/2	3/2	4/2	2	2	1/2	1/2	1		-2	46	123
86	2.0	11	11	3/2	3/2	4/2	1	2	1/2	1/2	1	1	2	62	114
87	0.5	11	11	7/4	7/4	4/2	2	1	1/8	1/8	1		-1	53	118
175/2	0.5	11	11	15/8	15/8	4/2	2	1	1/8	1/8	1		1	55	119
88	4.0	12	12	0	0	4/2	2	2	1	1	1		3	45	134
88	1.0	12	12	0	0	4/2	2	1	1/4	1/4	1		3	57	130
88	1.0	12	12	0	0	4/2	1	2	1/4	1/4	1	-1	2	62	125
89	1.0	12	12	1/4	1/4	4/2	2	1	1/4	1/4	1		4	52	131
89	1.0	12	12	1/4	1/4	4/2	1	2	1/4	1/4	1		0	60	126
90	2.0	12	12	1/2	1/2	4/2	2	1	1/2	1/2	1		6	54	132
90	2.0	12	12	1/2	1/2	4/2	1	2	1/2	1/2	1		0	60	127
92	4.0	12	12	1	1	4/2	2	2	1	1	1		1	43	135
92	4.0	12	12	1	1	4/2	2	1	1	1	1		1	55	133
92	2.0	12	12	1	1	4/2	1	2	1/2	1/2	1		5	59	128
94	2.0	12	12	3/2	3/2	4/2	1	2	1/2	1/2	1		-2	58	129
94	2.0	12	12	3/2	3/2	4/2	1	1	1/2	1/2	1		2	62	124
96	4.0	13	13	0	0	4/2	2	1	1	1	1		2	50	144
96	3.0	13	13	0	0	4/2	1	2	3/4	1/2	3/2		3	57	140
96	2.0	13	13	0	0	4/2	1	1	1/2	1/2	1		6	66	136
98	3.0	13	13	1/2	1/2	4/2	2	2	3/4	1/2	3/2		2	50	145
98	2.0	13	13	1/2	1/2	4/2	1	1	1/2	1/2	1		-1	65	137
99	1.0	13	13	3/4	3/4	4/2	1	2	1/4	1/4	1		5	59	141
100	2.0	13	13	1	1	4/2	1	2	1/2	1/2	1		1	55	142
100	3.0	13	13	1	1	4/2	1	1	3/4	1/2	3/2		4	64	138
101	1.0	13	13	5/4	5/4	4/2	2	2	1/4	1/4	1		0	48	146
102	2.0	13	13	3/2	3/2	4/2	2	2	1/2	1/2	1	1	0	48	147
102	2.0	13	13	3/2	3/2	4/2	1	2	1/2	1/2	1		3	57	143
103	1.0	13	13	7/4	7/4	4/2	1	1	1/4	1/4	1		-3	63	139
104	1.0	14	14	0	0	4/2	2	2	1/4	1/4	1	-1	0	48	153
104	2.0	14	14	0	0	4/2	1	2	1/2	1/2	1		6	54	150
104	4.0	14	14	0	0	4/2	1	1	1	1	1		2	62	148
105	1.0	14	14	1/4	1/4	4/2	2	2	1/4	1/4	1		5	47	154
106	2.0	14	14	1/2	1/2	4/2	2	2	1/2	1/2	1		-2	46	155
106	4.0	14	14	1/2	1/2	4/2	1	2	1	1	1		1	55	151
108	4.0	14	14	1	1	4/2	2	2	1	1	1		3	45	156
108	4.0	14	14	1	1	4/2	1	1	1	1	1		0	60	149
110	2.0	14	14	3/2	3/2	4/2	1	2	1/2	1/2	1		6	54	152
112	4.0	15	15	0	0	4/2	2	2	1	1	1		1	43	167
112	4.0	15	15	0	0	4/2	1	2	1	1	1		1	55	164
112	1.0	15	15	0	0	4/2	1	1	1/4	1/4	1		-2	58	157
113	1.0	15	15	1/4	1/4	4/2	1	1	1/4	1/4	1		0	60	158
114	1.0	15	15	1/2	1/2	4/2	1	1	1/4	1/4	1		2	62	159
115	1.0	15	15	3/4	3/4	4/2	1	1	1/4	1/4	1		4	64	160
116	4.0	15	15	1	1	4/2	2	2	1	1	1		2	50	168
116	4.0	15	15	1	1	4/2	1	2	1	1	1		3	57	165
116	3.0	15	15	1	1	4/2	1	1	3/4	1/2	3/2		-1	65	161
118	2.0	15	15	3/2	3/2	4/2	2	1	1/2	1/2	1		3	57	166
119	0.5	15	15	7/4	7/4	4/2	1	1	1/8	1/8	1		1	67	162
239/2	0.5	15	15	15/8	15/8	4/2	1	1	1/8	1/8	1		-1	65	163
120	2.0	16	16	0	0	4/2	2	1	1/2	1/2	1		7	61	173
120	2.0	16	16	0	0	4/2	1	1	1/2	1/2	1		4	64	169
122	2.0	16	16	1/2	1/2	4/2	2	1	1/2	1/2	1		0	60	174
122	4.0	16	16	1/2	1/2	4/2	1	1	1	1	1		3	69	170
124	2.0	16	16	1	1	4/2	2	1	1/2	1/2	1		5	59	175
126	2.0	16	16	3/2	3/2	4/2	2	1	1/2	1/2	1		-2	58	176
126	2.0	16	16	3/2	3/2	4/2	1	2	1/2	1/2	1		2	62	172
126	2.0	16	16	3/2	3/2	4/2	1	1	1/2	1/2	1		1	67	171
128	2.0	17	17	0	0	4/2	2	1	1/2	1/2	1		3	57	185
128	2.0	17	17	0	0	4/2	1	2	1/2	1/2	1		6	66	181
128	2.0	17	17	0	0	4/2	1	1	1/2	1/2	1		3	69	177
130	2.0	17	17	1/2	1/2	4/2	2	1	1/2	1/2	1		2	50	186
130	2.0	17	17	1/2	1/2	4/2	1	2	1/2	1/2	1		-1	65	182
131	2.0	17	17	3/4	3/4	4/2	1	1	1/2	1/2	1		2	74	178
132	2.0	17	17	1	1	4/2	1	2	1/2	1/2	1		4	64	183
133	1.0	17	17	5/4	5/4	4/2	1	1	1/4	1/4	1		0	72	179
134	2.0	17	17	3/2	3/2	4/2	1	2	1/2	1/2	1		-3	63	184
134	2.0	17	17	3/2	3/2	4/2	1	1	1/2	1/2	1	1	0	72	180
136	3.0	18	18	0	0	4/2	1	2	3/4	1/2	3/2		2	62	191
136	1.0	18	18	0	0	4/2	1	1	1/4	1/4	1	-1	0	72	187
137	1.0	18	18	1/4	1/4	4/2	1	1	1/4	1/4	1		5	71	188
138	2.0	18	18	1/2	1/2	4/2	1	1	1/2	1/2	1		-2	70	189
139	1.0	18	18	3/4	3/4	4/2	1	2	1/4	1/4	1		4	64	192
140	1.0	18	18	1	1	4/2	1	2	1/4	1/4	1		-1	65	193
140	4.0	18	18	1	1	4/2	1	1	1	1	1	1	3	69	190
141	1.0	18	18	5/4	5/4	4/2	1	2	1/4	1/4	1		2	62	194
142	2.0	18	18	3/2	3/2	4/2	2	2	1/2	1/2	1		2	50	197
142	1.0	18	18	3/2	3/2	4/2	1	2	1/4	1/4	1		-1	65	195
143	1.0	18	18	7/4	7/4	4/2	1	2	1/4	1/4	1		4	64	196
144	2.0	19	19	0	0	4/2	2	2	1/2	1/2	1		6	54	208
144	1.0	19	19	0	0	4/2	1	2	1/4	1/4	1		2	62	201
144	4.0	19	19	0	0	4/2	1	1	1	1	1	-1	3	69	198
145	1.0	19	19	1/4	1/4	4/2	1	2	1/4	1/4	1		0	60	202
146	2.0	19	19	1/2	1/2	4/2	2	2	1/2	1/2	1		-1	53	209
146	3.0	19	19	1/2	1/2	4/2	2	1	3/4	1/2	3/2		3	57	205
146	4.0	19	19	1/2	1/2	4/2	1	2	1	1	1		2	62	203
148	2.0	19	19	1	1	4/2	2	2	1/2	1/2	1		4	52	210
148	2.0	19	19	1	1	4/2	1	1	1/2	1/2	1		5	71	199
149	1.0	19	19	5/4	5/4	4/2	2	1	1/4	1/4	1		1	55	206
150	2.0	19	19	3/2	3/2	4/2	2	2	1/2	1/2	1		-3	51	211
150	2.0	19	19	3/2	3/2	4/2	2	1	1/2	1/2	1	1	1	55	207
150	2.0	19	19	3/2	3/2	4/2	1	2	1/2	1/2	1		0	60	204
150	2.0	19	19	3/2	3/2	4/2	1	1	1/2	1/2	1	1	0	72	200
152	4.0	20	20	0	0	4/2	2	2	1	1	1		2	50	223
152	1.0	20	20	0	0	4/2	2	1	1/4	1/4	1	-1	1	55	219
152	2.0	20	20	0	0	4/2	1	2	1/2	1/2	1		2	62	216
152	2.0	20	20	0	0	4/2	1	1	1/2	1/2	1	-1	0	72	212
153	1.0	20	20	1/4	1/4	4/2	2	1	1/4	1/4	1		-1	53	220
154	2.0	20	20	1/2	1/2	4/2	2	1	1/2	1/2	1		-1	53	221
154	4.0	20	20	1/2	1/2	4/2	1	2	1	1	1		-1	65	217
154	2.0	20	20	1/2	1/2	4/2	1	1	1/2	1/2	1		5	71	213
156	4.0	20	20	1	1	4/2	2	2	1	1	1		0	48	224
156	4.0	20	20	1	1	4/2	2	1	1	1	1		1	55	222
156	3.0	20	20	1	1	4/2	1	1	3/4	1/2	3/2		0	72	214
158	2.0	20	20	3/2	3/2	4/2	1	2	1/2	1/2	1	1	4	64	218
159	1.0	20	20	7/4	7/4	4/2	1	1	1/4	1/4	1		5	71	215
160	2.0	21	21	0	0	4/2	2	2	1/2	1/2	1		-1	53	233
160	8.0	21	21	0	0	4/2	2	1	2	2	1		3	57	232
160	2.0	21	21	0	0	4/2	1	2	1/2	1/2	1	-1	4	64	229
160	1.0	21	21	0	0	4/2	1	1	1/4	1/4	1		3	69	225
161	1.0	21	21	1/4	1/4	4/2	1	1	1/4	1/4	1		1	67	226
162	2.0	21	21	1/2	1/2	4/2	2	2	1/2	1/2	1		6	54	234
162	2.0	21	21	1/2	1/2	4/2	1	2	1/2	1/2	1		2	62	230
162	2.0	21	21	1/2	1/2	4/2	1	1	1/2	1/2	1		3	69	227
164	2.0	21	21	1	1	4/2	2	2	1/2	1/2	1		7	49	235
164	4.0	21	21	1	1	4/2	1	2	1	1	1		4	64	231
166	2.0	21	21	3/2	3/2	4/2	2	2	1/2	1/2	1		0	48	236
166	2.0	21	21	3/2	3/2	4/2	1	1	1/2	1/2	1	1	3	69	228
168	2.0	22	22	0	0	4/2	2	2	1/2	1/2	1		5	47	246
168	4.0	22	22	0	0	4/2	1	2	1	1	1		2	62	242
168	1.0	22	22	0	0	4/2	1	1	1/4	1/4	1	-1	3	69	237
169	1.0	22	22	1/4	1/4	4/2	1	1	1/4	1/4	1		1	67	238
170	2.0	22	22	1/2	1/2	4/2	2	2	1/2	1/2	1		-2	46	247
170	3.0	22	22	1/2	1/2	4/2	1	1	3/4	1/2	3/2		1	67	239
172	4.0	22	22	1	1	4/2	2	2	1	1	1	1	3	45	248
172	2.0	22	22	1	1	4/2	1	2	1/2	1/2	1		7	61	243
173	1.0	22	22	5/4	5/4	4/2	1	1	1/4	1/4	1		-1	65	240
174	2.0	22	22	3/2	3/2	4/2	1	2	1/2	1/2	1		2	62	244
174	2.0	22	22	3/2	3/2	4/2	1	1	1/2	1/2	1		-1	65	241
175	1.0	22	22	7/4	7/4	4/2	2	1	1/4	1/4	1		3	57	245
176	4.0	23	23	0	0	4/2	2	2	1	1	1	-1	3	45	258
176	2.0	23	23	0	0	4/2	2	1	1/2	1/2	1		7	61	254
176	4.0	23	23	0	0	4/2	1	1	1	1	1		4	64	249
178	2.0	23	23	1/2	1/2	4/2	2	1	1/2	1/2	1		0	60	255
178	3.0	23	23	1/2	1/2	4/2	1	2	3/4	1/2	3/2		3	69	251
180	2.0	23	23	1	1	4/2	2	1	1/2	1/2	1		5	59	256
181	1.0	23	23	5/4	5/4	4/2	1	2	1/4	1/4	1		1	67	252
182	2.0	23	23	3/2	3/2	4/2	2	1	1/2	1/2	1		-2	58	257
182	2.0	23	23	3/2	3/2	4/2	1	2	1/2	1/2	1		1	67	253
182	2.0	23	23	3/2	3/2	4/2	1	1	1/2	1/2	1	1	2	74	250
184	4.0	24	24	0	0	4/2	2	1	1	1	1		3	57	267
184	2.0	24	24	0	0	4/2	1	2	1/2	1/2	1		-1	65	263
184	1.0	24	24	0	0	4/2	1	1	1/4	1/4	1	-1	2	74	259
185	1.0	24	24	1/4	1/4	4/2	1	1	1/4	1/4	1		0	72	260
186	3.0	24	24	1/2	1/2	4/2	2	2	3/4	1/2	3/2		3	57	269
186	2.0	24	24	1/2	1/2	4/2	1	2	1/2	1/2	1		4	64	264
186	2.0	24	24	1/2	1/2	4/2	1	1	1/2	1/2	1		0	72	261
188	4.0	24	24	1	1	4/2	2	1	1	1	1		5	59	268
188	2.0	24	24	1	1	4/2	1	2	1/2	1/2	1		2	62	265
188	4.0	24	24	1	1	4/2	1	1	1	1	1		5	71	262
189	1.0	24	24	5/4	5/4	4/2	2	2	1/4	1/4	1		1	55	270
190	2.0	24	24	3/2	3/2	4/2	2	2	1/2	1/2	1	1	1	55	271
190	2.0	24	24	3/2	3/2	4/2	1	2	1/2	1/2	1		4	64	266
192	1.0	25	25	0	0	4/2	2	2	1/4	1/4	1	-1	1	55	280
192	6.0	25	25	0	0	4/2	2	1	3/2	1	3/2		3	57	278
192	2.0	25	25	0	0	4/2	1	2	1/2	1/2	1		7	61	275
193	1.0	25	25	1/4	1/4	4/2	2	2	1/4	1/4	1		-1	53	281
194	2.0	25	25	1/2	1/2	4/2	2	2	1/2	1/2	1		-1	53	282
194	2.0	25	25	1/2	1/2	4/2	1	2	1/2	1/2	1		2	62	276
194	2.0	25	25	1/2	1/2	4/2	1	1	1/2	1/2	1		3	69	272
196	4.0	25	25	1	1	4/2	2	2	1	1	1		4	52	283
196	4.0	25	25	1	1	4/2	1	2	1	1	1		4	64	277
196	2.0	25	25	1	1	4/2	1	1	1/2	1/2	1		7	73	273
198	2.0	25	25	3/2	3/2	4/2	2	1	1/2	1/2	1	1	1	55	279
198	2.0	25	25	3/2	3/2	4/2	1	1	1/2	1/2	1		0	72	274
200	2.0	26	26	0	0	4/2	2	1	1/2	1/2	1	-1	1	55	290
200	2.0	26	26	0	0	4/2	1	1	1/2	1/2	1		5	71	284
202	2.0	26	26	1/2	1/2	4/2	2	1	1/2	1/2	1		1	55	291
202	2.0	26	26	1/2	1/2	4/2	2	2	1/2	1/2	1		1	55	293
202	3.0	26	26	1/2	1/2	4/2	1	2	3/4	1/2	3/2		1	67	287
202	2.0	26	26	1/2	1/2	4/2	1	1	1/2	1/2	1		-2	70	285
204	2.0	26	26	1	1	4/2	2	2	1/2	1/2	1		7	49	294
204	4.0	26	26	1	1	4/2	2	1	1	1	1		3	57	292
204	4.0	26	26	1	1	4/2	1	1	1	1	1		3	69	286
205	1.0	26	26	5/4	5/4	4/2	1	2	1/4	1/4	1		-1	65	288
206	2.0	26	26	3/2	3/2	4/2	2	2	1/2	1/2	1		2	50	295
206	2.0	26	26	3/2	3/2	4/2	1	2	1/2	1/2	1	1	-1	65	289
208	2.0	27	27	0	0	4/2	2	2	1/2	1/2	1		5	47	305
208	2.0	27	27	0	0	4/2	2	1	1/2	1/2	1		2	62	302
208	2.0	27	27	0	0	4/2	1	2	1/2	1/2	1	-1	-1	65	299
208	4.0	27	27	0	0	4/2	1	1	1	1	1		1	67	296
210	2.0	27	27	1/2	1/2	4/2	2	2	1/2	1/2	1		0	48	306
210	4.0	27	27	1/2	1/2	4/2	2	1	1	1	1		0	60	303
210	4.0	27	27	1/2	1/2	4/2	1	2	1	1	1		4	64	300
212	4.0	27	27	1	1	4/2	2	2	1	1	1		-1	53	307
212	3.0	27	27	1	1	4/2	1	1	3/4	1/2	3/2		3	69	297
214	2.0	27	27	3/2	3/2	4/2	2	1	1/2	1/2	1	1	3	57	304
214	2.0	27	27	3/2	3/2	4/2	1	2	1/2	1/2	1		2	62	301
215	1.0	27	27	7/4	7/4	4/2	1	1	1/4	1/4	1		5	71	298
216	6.0	28	28	0	0	4/2	2	2	3/2	1	3/2		4	52	318
216	2.0	28	28	0	0	4/2	2	1	1/2	1/2	1	-1	3	57	314
216	4.0	28	28	0	0	4/2	1	2	1	1	1		4	64	312
216	2.0	28	28	0	0	4/2	1	1	1/2	1/2	1		0	72	308
218	2.0	28	28	1/2	1/2	4/2	2	1	1/2	1/2	1		1	55	315
218	4.0	28	28	1/2	1/2	4/2	1	1	1	1	1		7	73	309
220	2.0	28	28	1	1	4/2	2	1	1/2	1/2	1		3	57	316
220	4.0	28	28	1	1	4/2	1	2	1	1	1		6	66	313
222	2.0	28	28	3/2	3/2	4/2	2	2	1/2	1/2	1	1	2	50	319
222	2.0	28	28	3/2	3/2	4/2	2	1	1/2	1/2	1		5	59	317
222	1.0	28	28	3/2	3/2	4/2	1	1	1/4	1/4	1		5	71	310
223	1.0	28	28	7/4	7/4	4/2	1	1	1/4	1/4	1		3	69	311
224	2.0	29	29	0	0	4/2	2	2	1/2	1/2	1	-1	2	50	332
224	2.0	29	29	0	0	4/2	2	1	1/2	1/2	1		1	55	327
224	4.0	29	29	0	0	4/2	1	2	1	1	1		4	64	323
224	2.0	29	29	0	0	4/2	1	1	1/2	1/2	1		5	71	320
226	4.0	29	29	1/2	1/2	4/2	2	2	1	1	1		0	48	333
226	1.0	29	29	1/2	1/2	4/2	2	1	1/4	1/4	1		3	57	328
226	2.0	29	29	1/2	1/2	4/2	1	1	1/2	1/2	1		0	72	321
227	1.0	29	29	3/4	3/4	4/2	2	1	1/4	1/4	1		1	55	329
228	2.0	29	29	1	1	4/2	2	1	1/2	1/2	1		6	54	330
228	2.0	29	29	1	1	4/2	1	2	1/2	1/2	1		3	69	324
228	4.0	29	29	1	1	4/2	1	1	1	1	1	1	2	74	322
230	2.0	29	29	3/2	3/2	4/2	2	2	1/2	1/2	1		5	47	334
230	2.0	29	29	3/2	3/2	4/2	2	1	1/2	1/2	1		1	55	331
230	1.0	29	29	3/2	3/2	4/2	1	2	1/4	1/4	1		1	67	325
231	1.0	29	29	7/4	7/4	4/2	1	2	1/4	1/4	1		-1	65	326
232	4.0	30	30	0	0	4/2	2	2	1	1	1		0	48	347
232	4.0	30	30	0	0	4/2	2	1	1	1	1		1	55	345
232	2.0	30	30	0	0	4/2	1	2	1/2	1/2	1		4	64	341
232	2.0	30	30	0	0	4/2	1	1	1/2	1/2	1	-1	2	74	335
234	4.0	30	30	1/2	1/2	4/2	1	2	1	1	1		-3	63	342
234	1.0	30	30	1/2	1/2	4/2	1	1	1/4	1/4	1		0	72	336
235	1.0	30	30	3/4	3/4	4/2	1	1	1/4	1/4	1		5	71	337
236	2.0	30	30	1	1	4/2	2	2	1/2	1/2	1		-1	41	348
236	4.0	30	30	1	1	4/2	2	1	1	1	1		-1	53	346
236	1.0	30	30	1	1	4/2	1	1	1/4	1/4	1		3	69	338
237	1.0	30	30	5/4	5/4	4/2	1	1	1/4	1/4	1		1	67	339
238	2.0	30	30	3/2	3/2	4/2	2	2	1/2	1/2	1	1	-1	53	349
