mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	8.0	-1	4/2	2	0					firstMeasure	2
2	2	8	8.0	-1	4/2	2	0						3
3	3	16	8.0	-1	4/2	2	0						4
4	4	24	8.0	-1	4/2	2	0				line		5
5	5	32	8.0	-1	4/2	2	0						6
6	6	40	8.0	-1	4/2	2	0						7
7	7	48	8.0	-1	4/2	2	0						8
8	8	56	8.0	-1	4/2	2	0						9
9	9	64	8.0	-1	4/2	2	0						10
10	10	72	8.0	-1	4/2	2	0						11
11	11	80	8.0	-1	4/2	2	0						12
12	12	88	8.0	-1	4/2	2	0						13
13	13	96	8.0	-1	4/2	2	0						14
14	14	104	8.0	-1	4/2	2	0						15
15	15	112	8.0	-1	4/2	2	0						16
16	16	120	8.0	-1	4/2	2	0						17
17	17	128	8.0	-1	4/2	2	0						18
18	18	136	8.0	-1	4/2	2	0						19
19	19	144	8.0	-1	4/2	2	0						20
20	20	152	8.0	-1	4/2	2	0						21
21	21	160	8.0	-1	4/2	2	0						22
22	22	168	8.0	-1	4/2	2	0						23
23	23	176	8.0	-1	4/2	2	0						24
24	24	184	8.0	-1	4/2	2	0						25
25	25	192	8.0	-1	4/2	2	0						26
26	26	200	8.0	-1	4/2	2	0						27
27	27	208	8.0	-1	4/2	2	0						28
28	28	216	4.0	-1	2/2	1	0						29
29	29	220	8.0	-1	4/2	2	0						30
30	30	228	8.0	-1	4/2	2	0						31
31	31	236	8.0	-1	4/2	2	0						32
32	32	244	8.0	-1	4/2	2	0						33
33	33	252	8.0	-1	4/2	2	0						34
34	34	260	8.0	-1	4/2	2	0						35
35	35	268	8.0	-1	4/2	2	0						36
36	36	276	8.0	-1	4/2	2	0						37
37	37	284	8.0	-1	4/2	2	0						38
38	38	292	8.0	-1	4/2	2	0						39
39	39	300	8.0	-1	4/2	2	0						40
40	40	308	8.0	-1	4/2	2	0						41
41	41	316	8.0	-1	4/2	2	0						42
42	42	324	8.0	-1	4/2	2	0						43
43	43	332	8.0	-1	4/2	2	0						44
44	44	340	8.0	-1	4/2	2	0						45
45	45	348	8.0	-1	4/2	2	0						46
46	46	356	8.0	-1	4/2	2	0			end	section	lastMeasure	-1
