mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	8.0	0	4/2	2	0					firstMeasure	2
2	2	8	8.0	0	4/2	2	0						3
3	3	16	8.0	0	4/2	2	0						4
4	4	24	8.0	0	4/2	2	0						5
5	5	32	8.0	0	4/2	2	0						6
6	6	40	8.0	0	4/2	2	0						7
7	7	48	8.0	0	4/2	2	0						8
8	8	56	8.0	0	4/2	2	0						9
9	9	64	8.0	0	4/2	2	0						10
10	10	72	8.0	0	4/2	2	0						11
11	11	80	8.0	0	4/2	2	0						12
12	12	88	8.0	0	4/2	2	0						13
13	13	96	8.0	0	4/2	2	0						14
14	14	104	8.0	0	4/2	2	0						15
15	15	112	8.0	0	4/2	2	0						16
16	16	120	8.0	0	4/2	2	0						17
17	17	128	4.0	0	2/2	1	0			double			18
18	18	132	6.0	0	3/2	3/2	0						19
19	19	138	6.0	0	3/2	3/2	0						20
20	20	144	6.0	0	3/2	3/2	0						21
21	21	150	6.0	0	3/2	3/2	0						22
22	22	156	6.0	0	3/2	3/2	0						23
23	23	162	6.0	0	3/2	3/2	0						24
24	24	168	6.0	0	3/2	3/2	0						25
25	25	174	6.0	0	3/2	3/2	0						26
26	26	180	6.0	0	3/2	3/2	0						27
27	27	186	6.0	0	3/2	3/2	0						28
28	28	192	6.0	0	3/2	3/2	0						29
29	29	198	6.0	0	3/2	3/2	0						30
30	30	204	6.0	0	3/2	3/2	0						31
31	31	210	6.0	0	3/2	3/2	0						32
32	32	216	6.0	0	3/2	3/2	0						33
33	33	222	6.0	0	3/2	3/2	0						34
34	34	228	6.0	0	3/2	3/2	0						35
35	35	234	6.0	0	3/2	3/2	0						36
36	36	240	6.0	0	3/2	3/2	0						37
37	37	246	6.0	0	3/2	3/2	0						38
38	38	252	6.0	0	3/2	3/2	0						39
39	39	258	6.0	0	3/2	3/2	0						40
40	40	264	4.0	0	2/2	1	0			double	line		41
41	41	268	4.0	0	4/4	1	0						42
42	42	272	8.0	0	8/4	2	0						43
43	43	280	8.0	0	8/4	2	0						44
44	44	288	4.0	0	4/4	1	0						45
45	45	292	8.0	0	8/4	2	0						46
46	46	300	8.0	0	8/4	2	0						47
47	47	308	4.0	0	4/4	1	0						48
