mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	3/1	1	1	0				metNoteWhole=100	400.0	metNoteWhole	100.0	1.0
1	1	0	0	12.0	0	0	Chord	3/1	1	1	3	2	3/2	0					
2	2	12	12	12.0	0	0	Chord	3/1	1	1	3	2	3/2	1					
2	2	16	16	4.0	1	1	Chord	3/1	1	2	1	1	1	2					
2	2	20	20	4.0	2	2	Chord	3/1	1	2	1	1	1	3					
3	3	24	24	12.0	0	0	Chord	3/1	1	1	3	2	3/2	4					
3	3	24	24	4.0	0	0	Chord	3/1	1	2	1	1	1	5					
3	3	28	28	4.0	1	1	Chord	3/1	1	2	1	1	1	6					
3	3	32	32	4.0	2	2	Chord	3/1	1	2	1	1	1	7					
3	3	28	28	4.0	1	1	Chord	3/1	2	1	1	1	1	8					
3	3	32	32	4.0	2	2	Chord	3/1	2	1	1	1	1	9					
4	4	36	36	12.0	0	0	Chord	3/1	1	1	3	2	3/2	10					
4	4	36	36	2.0	0	0	Chord	3/1	1	2	1/2	1/2	1	11					
4	4	38	38	2.0	1/2	1/2	Chord	3/1	1	2	1/2	1/2	1	12					
4	4	40	40	2.0	1	1	Chord	3/1	1	2	1/2	1/2	1	13					
4	4	42	42	2.0	3/2	3/2	Chord	3/1	1	2	1/2	1/2	1	14					
4	4	44	44	2.0	2	2	Chord	3/1	1	2	1/2	1/2	1	15					
4	4	46	46	2.0	5/2	5/2	Chord	3/1	1	2	1/2	1/2	1	16					
4	4	36	36	4.0	0	0	Chord	3/1	2	1	1	1	1	17					
4	4	40	40	4.0	1	1	Chord	3/1	2	1	1	1	1	18					
4	4	44	44	4.0	2	2	Chord	3/1	2	1	1	1	1	19					
5	5	48	48	12.0	0	0	Chord	3/1	1	1	3	2	3/2	20					
5	5	48	48	6.0	0	0	Chord	3/1	1	2	3/2	1	3/2	21					
5	5	54	54	2.0	3/2	3/2	Chord	3/1	1	2	1/2	1/2	1	22					
5	5	56	56	2.0	2	2	Chord	3/1	1	2	1/2	1/2	1	23					
5	5	58	58	2.0	5/2	5/2	Chord	3/1	1	2	1/2	1/2	1	24					
5	5	48	48	12.0	0	0	Chord	3/1	2	1	3	2	3/2	25					
5	5	52	52	4.0	1	1	Chord	3/1	2	2	1	1	1	26					
5	5	56	56	4.0	2	2	Chord	3/1	2	2	1	1	1	27					
6	6	60	60	12.0	0	0	Chord	3/1	1	1	3	2	3/2	28					
6	6	60	60	6.0	0	0	Chord	3/1	1	2	3/2	1	3/2	29					
6	6	66	66	2.0	3/2	3/2	Chord	3/1	1	2	1/2	1/2	1	30					
6	6	68	68	2.0	2	2	Chord	3/1	1	2	1/2	1/2	1	31					
6	6	70	70	2.0	5/2	5/2	Chord	3/1	1	2	1/2	1/2	1	32					
6	6	60	60	4.0	0	0	Chord	3/1	2	2	1	1	1	33					
6	6	64	64	4.0	1	1	Chord	3/1	2	2	1	1	1	34					
6	6	68	68	4.0	2	2	Chord	3/1	2	2	1	1	1	35					
7	7	72	72	12.0	0	0	Chord	3/1	1	1	3	2	3/2	36					
7	7	72	72	6.0	0	0	Chord	3/1	1	2	3/2	1	3/2	37					
7	7	78	78	1.0	3/2	3/2	Chord	3/1	1	2	1/4	1/4	1	38					
7	7	79	79	1.0	7/4	7/4	Chord	3/1	1	2	1/4	1/4	1	39					
7	7	80	80	4.0	2	2	Chord	3/1	1	2	1	1	1	40					
7	7	76	76	4.0	1	1	Chord	3/1	2	1	1	1	1	41					
7	7	80	80	4.0	2	2	Chord	3/1	2	1	1	1	1	42					
7	7	72	72	12.0	0	0	Chord	3/1	2	2	3	2	3/2	43					
8	8	84	84	12.0	0	0	Chord	3/1	1	1	3	2	3/2	44					
8	8	84	84	12.0	0	0	Chord	3/1	1	2	3	2	3/2	45					
8	8	84	84	6.0	0	0	Chord	3/1	2	1	3/2	1	3/2	46					
8	8	90	90	2.0	3/2	3/2	Chord	3/1	2	1	1/2	1/2	1	47					
8	8	92	92	4.0	2	2	Chord	3/1	2	1	1	1	1	48					
8	8	88	88	4.0	1	1	Chord	3/1	2	2	1	1	1	49					
8	8	92	92	4.0	2	2	Chord	3/1	2	2	1	1	1	50					
9	9	96	96	12.0	0	0	Chord	3/1	1	1	3	2	3/2	51					
9	9	100	100	4.0	1	1	Chord	3/1	1	2	1	1	1	52					
9	9	104	104	4.0	2	2	Chord	3/1	1	2	1	1	1	53					
9	9	96	96	8.0	0	0	Chord	3/1	2	1	2	2	1	54					
9	9	96	96	6.0	0	0	Chord	3/1	2	2	3/2	1	3/2	55					
9	9	102	102	2.0	3/2	3/2	Chord	3/1	2	2	1/2	1/2	1	56					
9	9	104	104	2.0	2	2	Chord	3/1	2	2	1/2	1/2	1	57					
9	9	106	106	2.0	5/2	5/2	Chord	3/1	2	2	1/2	1/2	1	58					
10	10	108	108	12.0	0	0	Chord	3/1	1	1	3	2	3/2	59					
10	10	108	108	8.0	0	0	Chord	3/1	1	2	2	2	1	60					
10	10	116	116	4.0	2	2	Chord	3/1	1	2	1	1	1	61					
10	10	112	112	4.0	1	1	Chord	3/1	2	1	1	1	1	62					
10	10	116	116	4.0	2	2	Chord	3/1	2	1	1	1	1	63					
10	10	108	108	12.0	0	0	Chord	3/1	2	2	3	2	3/2	64					
11	11	120	120	12.0	0	0	Chord	3/1	1	1	3	2	3/2	65					
11	11	120	120	8.0	0	0	Chord	3/1	1	2	2	2	1	66					
11	11	128	128	4.0	2	2	Chord	3/1	1	2	1	1	1	67					
11	11	120	120	2.0	0	0	Chord	3/1	2	1	1/2	1/2	1	68					
11	11	122	122	2.0	1/2	1/2	Chord	3/1	2	1	1/2	1/2	1	69					
11	11	124	124	2.0	1	1	Chord	3/1	2	1	1/2	1/2	1	70					
11	11	126	126	2.0	3/2	3/2	Chord	3/1	2	1	1/2	1/2	1	71					
11	11	128	128	2.0	2	2	Chord	3/1	2	1	1/2	1/2	1	72					
11	11	130	130	2.0	5/2	5/2	Chord	3/1	2	1	1/2	1/2	1	73					
12	12	132	132	4.0	0	0	Chord	3/1	1	1	1	1	1	74					
12	12	136	136	4.0	1	1	Chord	3/1	1	1	1	1	1	75					
12	12	140	140	4.0	2	2	Chord	3/1	1	1	1	1	1	76					
12	12	132	132	12.0	0	0	Chord	3/1	1	2	3	2	3/2	77					
12	12	132	132	12.0	0	0	Chord	3/1	2	1	3	2	3/2	78					
13	13	144	144	12.0	0	0	Chord	3/1	1	1	3	2	3/2	79					
13	13	148	148	4.0	1	1	Chord	3/1	1	2	1	1	1	80					
13	13	152	152	4.0	2	2	Chord	3/1	1	2	1	1	1	81					
13	13	144	144	12.0	0	0	Chord	3/1	2	1	3	2	3/2	82					
14	14	156	156	6.0	0	0	Chord	3/1	1	2	3/2	1	3/2	83					
14	14	162	162	2.0	3/2	3/2	Chord	3/1	1	2	1/2	1/2	1	84					
14	14	164	164	2.0	2	2	Chord	3/1	1	2	1/2	1/2	1	85					
14	14	166	166	2.0	5/2	5/2	Chord	3/1	1	2	1/2	1/2	1	86					
