mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅗𝅥=100	200.0	𝅗𝅥	100.0	0.0
1	1	0	0	4.0	0	0	Chord	4/2	1	1	1	1	1	0					
1	1	4	4	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	1					
1	1	7	7	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	2					
2	2	8	8	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	3					
2	2	10	10	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	4					
2	2	12	12	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	5					
2	2	14	14	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	6					
3	3	16	16	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	7					
3	3	18	18	3.0	1/2	1/2	Chord	4/2	1	1	3/4	1/2	3/2	8					
3	3	21	21	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	9					
3	3	43/2	43/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	10					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	11					
3	3	18	18	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	12					
3	3	20	20	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	13					
3	3	23	23	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	14					
4	4	24	24	4.0	0	0	Chord	4/2	1	1	1	1	1	15					
4	4	28	28	4.0	1	1	Chord	4/2	1	1	1	1	1	16					
4	4	25	25	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	17					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	18					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	19					
4	4	28	28	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	20					
4	4	29	29	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	21					
4	4	59/2	59/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	22					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	23					
