mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅝=45	180.0	𝅝	45.0	0.0
1	1	0	0	4.0	0	0	Chord	4/2	1	1	1	1	1	0					
1	1	4	4	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	1					
1	1	6	6	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	2					
1	1	5	5	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	3					
1	1	6	6	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	4					
1	1	7	7	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	5					
2	2	8	8	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	6					
2	2	10	10	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	7					
2	2	12	12	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	8					
2	2	14	14	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	9					
2	2	8	8	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	10					
2	2	9	9	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	11					
2	2	10	10	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	12					
2	2	11	11	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	13					
2	2	12	12	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	14					
2	2	14	14	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	15					
2	2	15	15	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	16					
3	3	16	16	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	17					
3	3	18	18	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	18					
3	3	20	20	4.0	1	1	Chord	4/2	1	1	1	1	1	19					
3	3	16	16	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	20					
3	3	18	18	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	21					
3	3	21	21	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	22					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	23					
4	4	24	24	6.0	0	0	Chord	4/2	1	1	3/2	1	3/2	24					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	25					
4	4	25	25	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	26					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	27					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	28					
4	4	28	28	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	29					
4	4	29	29	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	30					
4	4	59/2	59/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	31					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	32					
4	4	24	24	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	33					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	34					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	35					
4	4	28	28	1.0	1	1	Chord	4/2	2	2	1/4	1/4	1	36					
4	4	29	29	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	37					
4	4	30	30	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	38					
4	4	31	31	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	39					
5	5	37	37	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	40					
5	5	38	38	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	41					
5	5	39	39	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	42					
5	5	32	32	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	43					
5	5	34	34	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	44					
5	5	37	37	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	45					
5	5	75/2	75/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	46					
5	5	38	38	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	47					
5	5	39	39	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	48					
5	5	34	34	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	49					
5	5	36	36	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	50					
5	5	38	38	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	51					
5	5	32	32	4.0	0	0	Chord	4/2	2	2	1	1	1	52					
6	6	40	40	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	53					
6	6	41	41	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	54					
6	6	42	42	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	55					
6	6	43	43	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	56					
6	6	44	44	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	57					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	58					
6	6	40	40	8.0	0	0	Chord	4/2	1	2	2	2	1	59					
6	6	40	40	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	60					
6	6	42	42	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	61					
6	6	44	44	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	62					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	63					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	64					
7	7	48	48	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	65					
7	7	49	49	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	66					
7	7	50	50	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	67					
7	7	52	52	4.0	1	1	Chord	4/2	1	1	1	1	1	68					
7	7	48	48	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	69					
7	7	50	50	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	70					
7	7	52	52	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	71					
7	7	54	54	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	72					
7	7	55	55	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	73					
7	7	48	48	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	74					
7	7	50	50	4.0	1/2	1/2	Chord	4/2	2	2	1	1	1	75					
7	7	54	54	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	76					
8	8	56	56	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	77					
8	8	58	58	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	78					
8	8	60	60	4.0	1	1	Chord	4/2	1	1	1	1	1	79					
8	8	57	57	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	80					
8	8	58	58	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	81					
8	8	59	59	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	82					
8	8	60	60	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	83					
8	8	61	61	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	84					
8	8	62	62	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	85					
8	8	63	63	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	86					
8	8	56	56	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	87					
8	8	56	56	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	88					
8	8	58	58	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	89					
8	8	60	60	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	90					
8	8	62	62	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	91					
9	9	64	64	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	92					
9	9	65	65	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	93					
9	9	66	66	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	94					
9	9	69	69	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	95					
9	9	70	70	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	96					
9	9	66	66	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	97					
9	9	68	68	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	98					
9	9	70	70	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	99					
9	9	64	64	3.0	0	0	Chord	4/2	2	2	3/4	1/2	3/2	100					
9	9	67	67	0.5	3/4	3/4	Chord	4/2	2	2	1/8	1/8	1	101					
9	9	135/2	135/2	0.5	7/8	7/8	Chord	4/2	2	2	1/8	1/8	1	102					
9	9	68	68	4.0	1	1	Chord	4/2	2	2	1	1	1	103					
10	10	73	73	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	104					
10	10	74	74	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	105					
10	10	75	75	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	106					
10	10	76	76	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	107					
10	10	78	78	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	108					
10	10	72	72	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	109					
10	10	74	74	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	110					
10	10	76	76	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	111					
10	10	78	78	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	112					
10	10	72	72	8.0	0	0	Chord	4/2	2	2	2	2	1	113					
11	11	82	82	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	114					
11	11	84	84	4.0	1	1	Chord	4/2	1	1	1	1	1	115					
11	11	80	80	4.0	0	0	Chord	4/2	1	2	1	1	1	116					
11	11	85	85	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	117					
11	11	86	86	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	118					
11	11	87	87	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	119					
11	11	80	80	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	120					
11	11	81	81	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	121					
11	11	163/2	163/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	122					
11	11	82	82	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	123					
11	11	84	84	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	124					
11	11	86	86	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	125					
11	11	80	80	4.0	0	0	Chord	4/2	2	2	1	1	1	126					
12	12	88	88	4.0	0	0	Chord	4/2	1	1	1	1	1	127					
12	12	92	92	4.0	1	1	Chord	4/2	1	1	1	1	1	128					
12	12	88	88	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	129					
12	12	89	89	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	130					
12	12	90	90	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	131					
12	12	91	91	0.5	3/4	3/4	Chord	4/2	1	2	1/8	1/8	1	132					
12	12	183/2	183/2	0.5	7/8	7/8	Chord	4/2	1	2	1/8	1/8	1	133					
12	12	92	92	4.0	1	1	Chord	4/2	1	2	1	1	1	134					
12	12	88	88	4.0	0	0	Chord	4/2	2	1	1	1	1	135					
12	12	93	93	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	136					
12	12	94	94	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	137					
12	12	95	95	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	138					
13	13	96	96	4.0	0	0	Chord	4/2	1	1	1	1	1	139					
13	13	100	100	4.0	1	1	Chord	4/2	1	1	1	1	1	140					
13	13	96	96	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	141					
13	13	97	97	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	142					
13	13	98	98	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	143					
13	13	102	102	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	144					
13	13	98	98	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	145					
13	13	100	100	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	146					
13	13	102	102	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	147					
13	13	103	103	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	148					
14	14	104	104	4.0	0	0	Chord	4/2	1	1	1	1	1	149					
14	14	108	108	4.0	1	1	Chord	4/2	1	1	1	1	1	150					
14	14	104	104	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	151					
14	14	106	106	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	152					
14	14	108	108	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	153					
14	14	110	110	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	154					
14	14	111	111	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	155					
14	14	104	104	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	156					
14	14	106	106	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	157					
14	14	108	108	4.0	1	1	Chord	4/2	2	2	1	1	1	158					
15	15	112	112	8.0	0	0	Chord	4/2	1	1	2	2	1	159					
15	15	114	114	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	160					
15	15	116	116	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	161					
15	15	118	118	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	162					
15	15	112	112	4.0	0	0	Chord	4/2	2	1	1	1	1	163					
15	15	113	113	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	164					
15	15	114	114	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	165					
15	15	115	115	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	166					
15	15	116	116	1.0	1	1	Chord	4/2	2	2	1/4	1/4	1	167					
