mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	42							
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	43							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	44							
5	5	16	16	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	45							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	46							
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	47							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	48							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	49							
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	50							
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	51							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	52							
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	53							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	54							
6	6	20	20	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	55							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	56							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	57							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	58							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	59							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	60							
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	61							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	62							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	63							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	64							
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	65							
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	66							
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	67							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	68							
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	69							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	70							
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	71							
7	7	25	25	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	72							
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	73							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	74							
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	75							
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	76							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	77							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	78							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	79							
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	80							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81							
8	8	28	28	4.0	0	0	Chord	4/4	1	1	1	1	1	82							
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	83							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	84							
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	85							
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	86							
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	87							
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	88							
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	89							
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	90	articStaccatoBelow						
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	91	articStaccatoBelow						
8	8	30	30	1.5	1/2	1/2	Chord	4/4	2	2	3/8	1/4	3/2	92							
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	93							
9	9	32	32	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	94							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	95							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	96							
9	9	33	33	1.5	1/4	1/4	Chord	4/4	2	1	3/8	1/4	3/2	97							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	98							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	99							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	100							
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	101							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	102							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	103							
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	104							
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	105							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	106							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	107							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	108							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	109							
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	110							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	111	articStaccatoAbove						
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	112	articStaccatoAbove						
10	10	38	38	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	113							
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	114							
10	10	36	36	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	115							
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	116							
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	117							
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	118							
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	119							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	120							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	121							
10	10	36	36	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	122							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	123							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	124							
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	125							
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	126							
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	127							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	128							
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	129							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	130							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	131							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	132							
11	11	40	40	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	133							
11	11	41	41	1.5	1/4	1/4	Chord	4/4	1	2	3/8	1/4	3/2	134							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	135							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	136							
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	137							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	138							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	139							
12	12	44	44	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	140							
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	141							
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	142							
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	143							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	144							
12	12	44	44	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	145							
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	146							
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	147							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	148							
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	149							
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	150							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	151							
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	152							
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	153							
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	154							
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	155							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	156							
13	13	48	48	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	157							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	158							
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	159							
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	160	articStaccatoAbove						
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	161	articStaccatoAbove						
13	13	50	50	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	162							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	163							
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	164							
14	14	53	53	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	165							
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	166							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	167							
14	14	52	52	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	168							
14	14	53	53	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	169							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	170							
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	171							
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	172							
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	173							
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	174							
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	175							
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	176							
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	177							
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	178							
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	179							
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	180							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	181							
15	15	56	56	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	182							
15	15	57	57	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	183							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	184							
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	185							
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	186							
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	187							
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	188							
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	189							
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	190							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	191							
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	192							
16	16	60	60	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	193							
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	194							
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	195							
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	196							
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	197							
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	198							
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	199							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	200							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	201							
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	202	articStaccatoBelow						
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	203	articStaccatoBelow						
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	204							
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	205							
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	206							
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	207							
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	208							
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	209							
17	17	64	64	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	210							
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	211							
17	17	65	65	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	212							
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	213							
17	17	64	64	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	214							
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	215							
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	216							
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	217							
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	218							
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	2	2	1/16	1/16	1	219							
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	220							
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	221							
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	222							
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	223							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	224							
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	225							
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	226							
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	227							
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	228							
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	229							
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	230							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	231							
18	18	68	68	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	232							
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	233							
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	234							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	235							
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	236							
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	237							
19	19	73	73	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	238							
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	239							
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	240							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	241							
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	242							
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	243							
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	244							
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	245							
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	246							
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	247							
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	248							
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	249							
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	250							
20	20	76	76	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	251							
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	252	articStaccatoBelow						
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	253	articStaccatoBelow						
20	20	78	78	1.5	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	254							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	255							
20	20	76	76	4.0	0	0	Chord	4/4	2	1	1	1	1	256							
20	20	76	76	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	257							
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	258							
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	259							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	260							
21	21	80	80	4.0	0	0	Chord	4/4	1	1	1	1	1	261							
21	21	80	80	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	262							
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	263							
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	264							
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	265							
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	266							
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	267							
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	268							
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	269							
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	270							
21	21	80	80	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	271							
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	272							
21	21	81	81	1.5	1/4	1/4	Chord	4/4	2	2	3/8	1/4	3/2	273							
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	274							
21	21	83	83	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	275							
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	276							
22	22	84	84	3.0	0	0	Chord	8/4	1	1	3/4	1/2	3/2	277							
22	22	87	87	1.0	3/4	3/4	Chord	8/4	1	1	1/4	1/4	1	278							
22	22	88	88	0.5	1	1	Chord	8/4	1	1	1/8	1/8	1	279							
22	22	177/2	177/2	0.5	9/8	9/8	Chord	8/4	1	1	1/8	1/8	1	280							
22	22	89	89	0.5	5/4	5/4	Chord	8/4	1	1	1/8	1/8	1	281							
22	22	179/2	179/2	0.5	11/8	11/8	Chord	8/4	1	1	1/8	1/8	1	282							
22	22	90	90	0.5	3/2	3/2	Chord	8/4	1	1	1/8	1/8	1	283							
22	22	181/2	181/2	0.5	13/8	13/8	Chord	8/4	1	1	1/8	1/8	1	284							
22	22	91	91	0.5	7/4	7/4	Chord	8/4	1	1	1/8	1/8	1	285							
22	22	183/2	183/2	0.5	15/8	15/8	Chord	8/4	1	1	1/8	1/8	1	286							
22	22	85	85	2.0	1/4	1/4	Chord	8/4	1	2	1/2	1/2	1	287							
22	22	87	87	0.5	3/4	3/4	Chord	8/4	1	2	1/8	1/8	1	288							
22	22	175/2	175/2	0.5	7/8	7/8	Chord	8/4	1	2	1/8	1/8	1	289							
22	22	88	88	1.5	1	1	Chord	8/4	1	2	3/8	1/4	3/2	290							
22	22	179/2	179/2	0.5	11/8	11/8	Chord	8/4	1	2	1/8	1/8	1	291							
22	22	90	90	2.0	3/2	3/2	Chord	8/4	1	2	1/2	1/2	1	292							
22	22	169/2	169/2	0.5	1/8	1/8	Chord	8/4	2	1	1/8	1/8	1	293							
22	22	85	85	0.5	1/4	1/4	Chord	8/4	2	1	1/8	1/8	1	294							
22	22	171/2	171/2	0.5	3/8	3/8	Chord	8/4	2	1	1/8	1/8	1	295							
