mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	2/1	1	1	0				𝅗𝅥=120	240.0	𝅗𝅥	120.0	0.0
1	1	0	0	8.0	0	0	Chord	2/1	2	1	2	2	1	0					
2	2	8	8	8.0	0	0	Chord	8/1	2	1	2	2	1	1					
2	2	16	16	4.0	2	2	Chord	8/1	2	1	1	1	1	2					
2	2	20	20	8.0	3	3	Chord	8/1	2	1	2	2	1	3					
2	2	28	28	4.0	5	5	Chord	8/1	2	1	1	1	1	4					
2	2	32	32	8.0	6	6	Chord	8/1	2	1	2	2	1	5					
3	3	40	40	0.0	0	0	Tempo	4/2	1	1	0				𝅗𝅥=60	120.0	𝅗𝅥	60.0	1.0
3	3	40	40	4.0	0	0	Chord	4/2	1	1	1	1	1	6					
3	3	44	44	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	7					
3	3	47	47	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	8					
4	4	48	48	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	9					
4	4	50	50	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	10					
4	4	54	54	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	11					
4	4	48	48	4.0	0	0	Chord	4/2	1	2	1	1	1	12					
4	4	52	52	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	13					
4	4	55	55	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	14					
5	5	56	56	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	15					
5	5	58	58	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	16					
5	5	60	60	4.0	1	1	Chord	4/2	1	1	1	1	1	17					
5	5	56	56	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	18					
5	5	58	58	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	19					
5	5	62	62	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	20					
6	6	64	64	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	21					
6	6	66	66	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	22					
6	6	68	68	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	23					
6	6	71	71	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	24					
6	6	64	64	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	25					
6	6	66	66	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	26					
6	6	70	70	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	27					
6	6	64	64	4.0	0	0	Chord	4/2	2	1	1	1	1	28					
6	6	68	68	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	29					
6	6	71	71	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	30					
7	7	72	72	3.0	0	0	Chord	4/2	1	1	3/4	1/2	3/2	31					
7	7	75	75	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	32					
7	7	151/2	151/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	33					
7	7	76	76	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	34					
7	7	78	78	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	35					
7	7	79	79	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	36					
7	7	72	72	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	37					
7	7	74	74	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	38					
7	7	76	76	4.0	1	1	Chord	4/2	1	2	1	1	1	39					
7	7	72	72	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	40					
7	7	74	74	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	41					
7	7	78	78	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	42					
8	8	80	80	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	43					
8	8	81	81	2.0	1/4	1/4	Chord	4/2	1	1	1/2	1/2	1	44					
8	8	83	83	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	45					
8	8	84	84	4.0	1	1	Chord	4/2	1	1	1	1	1	46					
8	8	80	80	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	47					
8	8	82	82	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	48					
8	8	86	86	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	49					
8	8	80	80	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	50					
8	8	82	82	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	51					
