mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅝=45	180.0	𝅝	45.0	0.0
1	1	0	0	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	0					
1	1	2	2	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1					
1	1	3	3	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	2					
1	1	4	4	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	3					
1	1	6	6	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	4					
1	1	1	1	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	5					
1	1	2	2	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	6					
1	1	3	3	1.5	3/4	3/4	Chord	4/2	1	2	3/8	1/4	3/2	7					
1	1	9/2	9/2	0.5	9/8	9/8	Chord	4/2	1	2	1/8	1/8	1	8					
1	1	5	5	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	9					
1	1	11/2	11/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	10					
1	1	6	6	0.5	3/2	3/2	Chord	4/2	1	2	1/8	1/8	1	11					
1	1	13/2	13/2	0.5	13/8	13/8	Chord	4/2	1	2	1/8	1/8	1	12					
1	1	7	7	0.5	7/4	7/4	Chord	4/2	1	2	1/8	1/8	1	13					
1	1	15/2	15/2	0.5	15/8	15/8	Chord	4/2	1	2	1/8	1/8	1	14					
1	1	7	7	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	15					
2	2	8	8	4.0	0	0	Chord	4/2	1	1	1	1	1	16					
2	2	8	8	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	17					
2	2	9	9	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	18					
2	2	10	10	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	19					
2	2	11	11	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	20					
2	2	12	12	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	21					
2	2	14	14	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	22					
2	2	8	8	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	23					
2	2	9	9	2.0	1/4	1/4	Chord	4/2	2	1	1/2	1/2	1	24					
2	2	11	11	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	25					
2	2	12	12	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	26					
2	2	13	13	2.0	5/4	5/4	Chord	4/2	2	1	1/2	1/2	1	27					
2	2	15	15	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	28					
2	2	10	10	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	29					
2	2	12	12	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	30					
2	2	14	14	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	31					
3	3	18	18	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	32					
3	3	19	19	2.0	3/4	3/4	Chord	4/2	1	1	1/2	1/2	1	33					
3	3	21	21	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	34					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	35					
3	3	17	17	2.0	1/4	1/4	Chord	4/2	1	2	1/2	1/2	1	36					
3	3	19	19	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	37					
3	3	20	20	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	38					
3	3	22	22	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	39					
3	3	23	23	0.5	7/4	7/4	Chord	4/2	1	2	1/8	1/8	1	40					
3	3	47/2	47/2	0.5	15/8	15/8	Chord	4/2	1	2	1/8	1/8	1	41					
3	3	16	16	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	42					
3	3	17	17	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	43					
