mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅗𝅥=90	180.0	𝅗𝅥	90.0	1.0
1	1	0	0	4.0	0	0	Chord	4/2	1	1	1	1	1	0					
1	1	4	4	4.0	1	1	Chord	4/2	1	1	1	1	1	1					
2	2	8	8	4.0	0	0	Chord	4/2	1	1	1	1	1	2					
2	2	12	12	4.0	1	1	Chord	4/2	1	1	1	1	1	3					
3	3	16	16	4.0	0	0	Chord	4/2	1	1	1	1	1	4					
3	3	20	20	4.0	1	1	Chord	4/2	1	1	1	1	1	5					
3	3	16	16	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	6					
3	3	18	18	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	7					
3	3	21	21	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	8					
3	3	22	22	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	9					
3	3	23	23	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	10					
4	4	24	24	4.0	0	0	Chord	4/2	1	1	1	1	1	11					
4	4	28	28	4.0	1	1	Chord	4/2	1	1	1	1	1	12					
4	4	24	24	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	13					
4	4	25	25	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	14					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	15					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	16					
4	4	28	28	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	17					
4	4	29	29	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	18					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	19					
5	5	32	32	4.0	0	0	Chord	4/2	1	1	1	1	1	20					
5	5	37	37	2.0	5/4	5/4	Chord	4/2	1	1	1/2	1/2	1	21					
5	5	39	39	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	22					
