mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅝=45	180.0	𝅝	45.0	0.0
1	1	0	0	4.0	0	0	Chord	4/2	1	1	1	1	1	0					
1	1	4	4	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	1					
1	1	7	7	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	2					
2	2	8	8	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	3					
2	2	10	10	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	4					
2	2	12	12	4.0	1	1	Chord	4/2	1	1	1	1	1	5					
3	3	16	16	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	6					
3	3	18	18	3.0	1/2	1/2	Chord	4/2	1	1	3/4	1/2	3/2	7					
3	3	21	21	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	8					
3	3	43/2	43/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	9					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	10					
3	3	18	18	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	11					
3	3	20	20	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	12					
3	3	23	23	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	13					
4	4	24	24	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	14					
4	4	25	25	2.0	1/4	1/4	Chord	4/2	1	1	1/2	1/2	1	15					
4	4	27	27	2.0	3/4	3/4	Chord	4/2	1	1	1/2	1/2	1	16					
4	4	29	29	0.5	5/4	5/4	Chord	4/2	1	1	1/8	1/8	1	17					
4	4	59/2	59/2	0.5	11/8	11/8	Chord	4/2	1	1	1/8	1/8	1	18					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	19					
4	4	24	24	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	20					
4	4	26	26	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	21					
4	4	28	28	4.0	1	1	Chord	4/2	2	1	1	1	1	22					
5	5	32	32	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	23					
5	5	34	34	3.0	1/2	1/2	Chord	4/2	1	1	3/4	1/2	3/2	24					
5	5	37	37	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	25					
5	5	38	38	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	26					
5	5	34	34	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	27					
5	5	36	36	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	28					
5	5	39	39	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	29					
5	5	32	32	4.0	0	0	Chord	4/2	2	1	1	1	1	30					
5	5	36	36	4.0	1	1	Chord	4/2	2	1	1	1	1	31					
6	6	40	40	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	32					
6	6	41	41	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	33					
6	6	42	42	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	34					
6	6	43	43	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	35					
6	6	44	44	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	36					
6	6	46	46	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	37					
6	6	47	47	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	38					
6	6	40	40	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	39					
6	6	42	42	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	40					
6	6	44	44	4.0	1	1	Chord	4/2	1	2	1	1	1	41					
6	6	40	40	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	42					
6	6	42	42	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	43					
6	6	46	46	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	44					
7	7	48	48	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	45					
7	7	49	49	0.5	1/4	1/4	Chord	4/2	1	1	1/8	1/8	1	46					
7	7	99/2	99/2	0.5	3/8	3/8	Chord	4/2	1	1	1/8	1/8	1	47					
7	7	50	50	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	48					
7	7	54	54	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	49					
7	7	55	55	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	50					
7	7	48	48	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	51					
7	7	51	51	0.5	3/4	3/4	Chord	4/2	1	2	1/8	1/8	1	52					
7	7	103/2	103/2	0.5	7/8	7/8	Chord	4/2	1	2	1/8	1/8	1	53					
7	7	52	52	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	54					
7	7	54	54	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	55					
7	7	48	48	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	56					
7	7	50	50	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	57					
7	7	52	52	4.0	1	1	Chord	4/2	2	1	1	1	1	58					
7	7	54	54	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	59					
8	8	56	56	4.0	0	0	Chord	4/2	1	1	1	1	1	60					
8	8	56	56	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	61					
8	8	57	57	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	62					
8	8	58	58	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	63					
8	8	61	61	2.0	5/4	5/4	Chord	4/2	1	2	1/2	1/2	1	64					
8	8	63	63	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	65					
8	8	56	56	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	66					
8	8	58	58	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	67					
8	8	59	59	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	68					
8	8	60	60	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	69					
8	8	62	62	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	70					
8	8	56	56	3.0	0	0	Chord	4/2	2	2	3/4	1/2	3/2	71					
8	8	59	59	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	72					
8	8	60	60	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	73					
8	8	62	62	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	74					
9	9	64	64	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	75					
9	9	65	65	0.5	1/4	1/4	Chord	4/2	1	2	1/8	1/8	1	76					
9	9	131/2	131/2	0.5	3/8	3/8	Chord	4/2	1	2	1/8	1/8	1	77					
9	9	66	66	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	78					
9	9	69	69	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	79					
9	9	70	70	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	80					
9	9	66	66	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	81					
9	9	68	68	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	82					
9	9	71	71	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	83					
9	9	64	64	4.0	0	0	Chord	4/2	2	2	1	1	1	84					
9	9	68	68	4.0	1	1	Chord	4/2	2	2	1	1	1	85					
10	10	72	72	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	86					
10	10	74	74	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	87					
10	10	78	78	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	88					
10	10	72	72	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	89					
10	10	74	74	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	90					
10	10	76	76	4.0	1	1	Chord	4/2	2	1	1	1	1	91					
11	11	82	82	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	92					
11	11	84	84	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	93					
11	11	87	87	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	94					
11	11	80	80	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	95					
11	11	82	82	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	96					
11	11	85	85	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	97					
11	11	171/2	171/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	98					
11	11	86	86	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	99					
11	11	80	80	6.0	0	0	Chord	4/2	2	1	3/2	1	3/2	100					
11	11	86	86	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	101					
12	12	88	88	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	102					
12	12	90	90	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	103					
12	12	92	92	4.0	1	1	Chord	4/2	1	1	1	1	1	104					
12	12	88	88	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	105					
12	12	89	89	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	106					
12	12	90	90	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	107					
12	12	91	91	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	108					
12	12	92	92	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	109					
12	12	94	94	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	110					
12	12	88	88	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	111					
12	12	89	89	2.0	1/4	1/4	Chord	4/2	2	1	1/2	1/2	1	112					
12	12	91	91	2.0	3/4	3/4	Chord	4/2	2	1	1/2	1/2	1	113					
12	12	93	93	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	114					
12	12	187/2	187/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	115					
12	12	94	94	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	116					
13	13	96	96	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	117					
13	13	98	98	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	118					
13	13	102	102	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	119					
13	13	96	96	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	120					
13	13	99	99	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	121					
13	13	100	100	4.0	1	1	Chord	4/2	1	2	1	1	1	122					
13	13	96	96	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	123					
13	13	99	99	0.5	3/4	3/4	Chord	4/2	2	1	1/8	1/8	1	124					
13	13	199/2	199/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	125					
13	13	100	100	4.0	1	1	Chord	4/2	2	1	1	1	1	126					
13	13	98	98	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	127					
13	13	100	100	3.0	1	1	Chord	4/2	2	2	3/4	1/2	3/2	128					
13	13	103	103	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	129					
14	14	104	104	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	130					
14	14	106	106	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	131					
14	14	110	110	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	132					
14	14	104	104	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	133					
14	14	106	106	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	134					
14	14	108	108	4.0	1	1	Chord	4/2	1	2	1	1	1	135					
14	14	104	104	4.0	0	0	Chord	4/2	2	1	1	1	1	136					
14	14	108	108	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	137					
14	14	110	110	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	138					
14	14	104	104	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	139					
14	14	106	106	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	140					
14	14	108	108	4.0	1	1	Chord	4/2	2	2	1	1	1	141					
15	15	112	112	4.0	0	0	Chord	4/2	1	1	1	1	1	142					
15	15	116	116	4.0	1	1	Chord	4/2	1	1	1	1	1	143					
15	15	112	112	4.0	0	0	Chord	4/2	1	2	1	1	1	144					
15	15	112	112	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	145					
15	15	114	114	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	146					
15	15	116	116	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	147					
15	15	118	118	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	148					
15	15	112	112	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	149					
15	15	114	114	4.0	1/2	1/2	Chord	4/2	2	2	1	1	1	150					
15	15	118	118	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	151					
16	16	120	120	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	152					
16	16	122	122	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	153					
16	16	123	123	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	154					
16	16	124	124	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	155					
16	16	126	126	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	156					
16	16	126	126	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	157					
16	16	120	120	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	158					
16	16	122	122	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	159					
16	16	126	126	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	160					
16	16	120	120	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	161					
16	16	122	122	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	162					
16	16	124	124	4.0	1	1	Chord	4/2	2	2	1	1	1	163					
17	17	128	128	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	164					
17	17	130	130	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	165					
17	17	134	134	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	166					
17	17	128	128	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	167					
