mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅗𝅥=90	180.0	𝅗𝅥	90.0	1.0
1	1	0	0	8.0	0	0	Chord	4/2	1	2	2	2	1	0					
1	1	2	2	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1					
1	1	4	4	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	2					
1	1	6	6	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	3					
1	1	7	7	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	4					
2	2	8	8	8.0	0	0	Chord	4/2	1	2	2	2	1	5					
2	2	8	8	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	6					
2	2	9	9	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	7					
2	2	10	10	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	8					
2	2	11	11	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	9					
2	2	12	12	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	10					
2	2	14	14	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	11					
3	3	18	18	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	12					
3	3	20	20	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	13					
3	3	22	22	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	14					
3	3	23	23	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	15					
3	3	16	16	8.0	0	0	Chord	4/2	1	2	2	2	1	16					
3	3	16	16	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	17					
3	3	17	17	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	18					
3	3	18	18	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	19					
3	3	19	19	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	20					
3	3	20	20	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	21					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	22					
4	4	24	24	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	23					
4	4	25	25	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	24					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	25					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	26					
4	4	28	28	4.0	1	1	Chord	4/2	1	1	1	1	1	27					
4	4	24	24	8.0	0	0	Chord	4/2	1	2	2	2	1	28					
4	4	24	24	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	29					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	30					
4	4	28	28	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	31					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	32					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	33					
5	5	32	32	4.0	0	0	Chord	4/2	1	1	1	1	1	34					
5	5	32	32	8.0	0	0	Chord	4/2	1	2	2	2	1	35					
5	5	32	32	4.0	0	0	Chord	4/2	2	1	1	1	1	36					
5	5	36	36	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	37					
5	5	39	39	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	38					
5	5	79/2	79/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	39					
5	5	32	32	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	40					
5	5	34	34	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	41					
5	5	35	35	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	42					
5	5	36	36	1.0	1	1	Chord	4/2	2	2	1/4	1/4	1	43					
5	5	37	37	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	44					
5	5	38	38	1.0	3/2	3/2	Chord	4/2	2	2	1/4	1/4	1	45					
5	5	39	39	1.0	7/4	7/4	Chord	4/2	2	2	1/4	1/4	1	46					
6	6	42	42	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	47					
6	6	44	44	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	48					
6	6	46	46	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	49					
6	6	47	47	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	50					
6	6	40	40	8.0	0	0	Chord	4/2	1	2	2	2	1	51					
6	6	40	40	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	52					
6	6	41	41	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	53					
6	6	42	42	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	54					
6	6	44	44	4.0	1	1	Chord	4/2	2	1	1	1	1	55					
6	6	40	40	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	56					
6	6	41	41	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	57					
6	6	42	42	1.0	1/2	1/2	Chord	4/2	2	2	1/4	1/4	1	58					
6	6	43	43	1.0	3/4	3/4	Chord	4/2	2	2	1/4	1/4	1	59					
6	6	44	44	4.0	1	1	Chord	4/2	2	2	1	1	1	60					
7	7	48	48	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	61					
7	7	49	49	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	62					
7	7	50	50	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	63					
7	7	51	51	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	64					
7	7	52	52	1.0	1	1	Chord	4/2	1	1	1/4	1/4	1	65					
7	7	53	53	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	66					
7	7	54	54	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	67					
7	7	48	48	8.0	0	0	Chord	4/2	1	2	2	2	1	68					
7	7	50	50	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	69					
7	7	52	52	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	70					
7	7	54	54	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	71					
7	7	48	48	8.0	0	0	Chord	4/2	2	2	2	2	1	72					
8	8	56	56	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	73					
8	8	57	57	0.5	1/4	1/4	Chord	4/2	1	1	1/8	1/8	1	74					
8	8	115/2	115/2	0.5	3/8	3/8	Chord	4/2	1	1	1/8	1/8	1	75					
8	8	58	58	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	76					
8	8	60	60	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	77					
8	8	62	62	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	78					
8	8	63	63	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	79					
8	8	56	56	8.0	0	0	Chord	4/2	1	2	2	2	1	80					
8	8	56	56	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	81					
8	8	59	59	0.5	3/4	3/4	Chord	4/2	2	1	1/8	1/8	1	82					
8	8	119/2	119/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	83					
8	8	60	60	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	84					
8	8	62	62	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	85					
9	9	64	64	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	86					
9	9	65	65	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	87					
9	9	66	66	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	88					
9	9	70	70	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	89					
9	9	64	64	8.0	0	0	Chord	4/2	1	2	2	2	1	90					
9	9	67	67	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	91					
9	9	68	68	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	92					
9	9	70	70	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	93					
9	9	71	71	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	94					
10	10	74	74	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	95					
10	10	76	76	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	96					
10	10	78	78	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	97					
10	10	72	72	8.0	0	0	Chord	4/2	1	2	2	2	1	98					
10	10	72	72	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	99					
10	10	73	73	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	100					
10	10	74	74	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	101					
10	10	75	75	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	102					
10	10	76	76	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	103					
10	10	77	77	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	104					
10	10	78	78	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	105					
11	11	80	80	3.0	0	0	Chord	4/2	1	1	3/4	1/2	3/2	106					
11	11	83	83	0.5	3/4	3/4	Chord	4/2	1	1	1/8	1/8	1	107					
11	11	167/2	167/2	0.5	7/8	7/8	Chord	4/2	1	1	1/8	1/8	1	108					
11	11	84	84	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	109					
11	11	86	86	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	110					
11	11	80	80	8.0	0	0	Chord	4/2	1	2	2	2	1	111					
11	11	82	82	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	112					
11	11	84	84	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	113					
11	11	86	86	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	114					
11	11	87	87	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	115					
12	12	92	92	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	116					
12	12	94	94	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	117					
12	12	95	95	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	118					
12	12	88	88	8.0	0	0	Chord	4/2	1	2	2	2	1	119					
