mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
9	9	66	66	3.0	1/2	1/2	Chord	4/2	1	1	3/4	1/2	3/2	87						
9	9	69	69	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	88						
9	9	70	70	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	89						
9	9	64	64	4.0	0	0	Chord	4/2	1	2	1	1	1	90						
9	9	68	68	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	91						
9	9	71	71	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	92						
9	9	64	64	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	93						
9	9	66	66	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	94						
9	9	68	68	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	95						
9	9	70	70	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	96						
10	10	72	72	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	97						
10	10	73	73	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	98						
10	10	74	74	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	99						
10	10	76	76	4.0	1	1	Chord	4/2	1	1	1	1	1	100						
10	10	72	72	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	101						
10	10	75	75	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	102						
10	10	76	76	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	103						
10	10	78	78	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	104						
10	10	72	72	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	105						
10	10	74	74	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	106						
10	10	78	78	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	107						
10	10	78	78	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	108						
11	11	80	80	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	109						
11	11	82	82	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	110						
11	11	80	80	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	111						
11	11	82	82	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	112						
11	11	85	85	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	113						
11	11	86	86	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	114						
11	11	80	80	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	115						
11	11	83	83	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	116						
11	11	84	84	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	117						
11	11	87	87	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	118						
11	11	175/2	175/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	119						
11	11	80	80	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	120						
11	11	82	82	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	121						
11	11	84	84	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	122						
11	11	86	86	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	123						
12	12	94	94	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	124						
12	12	88	88	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	125						
12	12	89	89	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	126						
12	12	90	90	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	127						
12	12	92	92	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	128						
12	12	94	94	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	129						
12	12	88	88	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	130						
12	12	89	89	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	131						
12	12	90	90	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	132						
12	12	92	92	4.0	1	1	Chord	4/2	2	1	1	1	1	133						
12	12	88	88	4.0	0	0	Chord	4/2	2	2	1	1	1	134						
12	12	92	92	4.0	1	1	Chord	4/2	2	2	1	1	1	135						
13	13	96	96	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	136						
13	13	98	98	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	137						
13	13	100	100	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	138						
13	13	103	103	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	139						
13	13	96	96	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	140						
13	13	99	99	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	141						
13	13	100	100	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	142						
13	13	102	102	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	143						
13	13	96	96	4.0	0	0	Chord	4/2	2	1	1	1	1	144						
13	13	98	98	3.0	1/2	1/2	Chord	4/2	2	2	3/4	1/2	3/2	145						
13	13	101	101	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	146						
13	13	102	102	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	147						
14	14	104	104	4.0	0	0	Chord	4/2	1	1	1	1	1	148						
14	14	108	108	4.0	1	1	Chord	4/2	1	1	1	1	1	149						
14	14	104	104	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	150						
14	14	106	106	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	151						
14	14	110	110	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	152						
14	14	104	104	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	153						
14	14	105	105	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	154						
14	14	106	106	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	155						
14	14	108	108	4.0	1	1	Chord	4/2	2	2	1	1	1	156						
15	15	112	112	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	157						
15	15	113	113	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	158						
15	15	114	114	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	159						
15	15	115	115	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	160						
15	15	116	116	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	161						
15	15	119	119	0.5	7/4	7/4	Chord	4/2	1	1	1/8	1/8	1	162						
15	15	239/2	239/2	0.5	15/8	15/8	Chord	4/2	1	1	1/8	1/8	1	163						
15	15	112	112	4.0	0	0	Chord	4/2	1	2	1	1	1	164						
15	15	116	116	4.0	1	1	Chord	4/2	1	2	1	1	1	165						
15	15	118	118	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	166						
15	15	112	112	4.0	0	0	Chord	4/2	2	2	1	1	1	167						
15	15	116	116	4.0	1	1	Chord	4/2	2	2	1	1	1	168						
16	16	120	120	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	169						
16	16	122	122	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	170						
16	16	126	126	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	171						
16	16	126	126	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	172						
16	16	120	120	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	173						
16	16	122	122	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	174						
16	16	124	124	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	175						
16	16	126	126	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	176						
17	17	128	128	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	177						
17	17	131	131	2.0	3/4	3/4	Chord	4/2	1	1	1/2	1/2	1	178						
17	17	133	133	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	179						
17	17	134	134	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	180						
17	17	128	128	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	181						
17	17	130	130	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	182						
17	17	132	132	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	183						
17	17	134	134	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	184						
17	17	128	128	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	185						
17	17	130	130	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	186						
18	18	136	136	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	187						
18	18	137	137	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	188						
18	18	138	138	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	189						
18	18	140	140	4.0	1	1	Chord	4/2	1	1	1	1	1	190						
18	18	136	136	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	191						
18	18	139	139	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	192						
18	18	140	140	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	193						
18	18	141	141	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	194						
18	18	142	142	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	195						
18	18	143	143	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	196						
18	18	142	142	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	197						
19	19	144	144	4.0	0	0	Chord	4/2	1	1	1	1	1	198						
19	19	148	148	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	199						
19	19	150	150	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	200						
19	19	144	144	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	201						
19	19	145	145	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	202						
19	19	146	146	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	203						
19	19	150	150	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	204						
19	19	146	146	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	205						
19	19	149	149	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	206						
19	19	150	150	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	207						
19	19	144	144	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	208						
19	19	146	146	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	209						
19	19	148	148	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	210						
19	19	150	150	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	211						
20	20	152	152	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	212						
20	20	154	154	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	213						
20	20	156	156	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	214						
20	20	159	159	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	215						
20	20	152	152	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	216						
20	20	154	154	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	217						
20	20	158	158	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	218						
20	20	152	152	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	219						
20	20	153	153	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	220						
20	20	154	154	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	221						
20	20	156	156	4.0	1	1	Chord	4/2	2	1	1	1	1	222						
20	20	152	152	4.0	0	0	Chord	4/2	2	2	1	1	1	223						
20	20	156	156	4.0	1	1	Chord	4/2	2	2	1	1	1	224						
21	21	160	160	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	225						
21	21	161	161	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	226						
21	21	162	162	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	227						
21	21	166	166	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	228						
21	21	160	160	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	229						
21	21	162	162	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	230						
21	21	164	164	4.0	1	1	Chord	4/2	1	2	1	1	1	231						
21	21	160	160	8.0	0	0	Chord	4/2	2	1	2	2	1	232						
21	21	160	160	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	233						
21	21	162	162	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	234						
21	21	164	164	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	235						
21	21	166	166	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	236						
22	22	168	168	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	237						
22	22	169	169	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	238						
22	22	170	170	3.0	1/2	1/2	Chord	4/2	1	1	3/4	1/2	3/2	239						
22	22	173	173	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	240						
22	22	174	174	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	241						
22	22	168	168	4.0	0	0	Chord	4/2	1	2	1	1	1	242						
22	22	172	172	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	243						
22	22	174	174	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	244						
22	22	175	175	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	245						
22	22	168	168	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	246						
22	22	170	170	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	247						
22	22	172	172	4.0	1	1	Chord	4/2	2	2	1	1	1	248						
23	23	176	176	4.0	0	0	Chord	4/2	1	1	1	1	1	249						
23	23	182	182	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	250						
23	23	178	178	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	251						
23	23	181	181	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	252						
23	23	182	182	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	253						
23	23	176	176	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	254						
23	23	178	178	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	255						
23	23	180	180	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	256						
23	23	182	182	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	257						
23	23	176	176	4.0	0	0	Chord	4/2	2	2	1	1	1	258						
24	24	184	184	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	259						
24	24	185	185	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	260						
24	24	186	186	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	261						
24	24	188	188	4.0	1	1	Chord	4/2	1	1	1	1	1	262						
24	24	184	184	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	263						
24	24	186	186	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	264						
24	24	188	188	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	265						
24	24	190	190	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	266						
24	24	184	184	4.0	0	0	Chord	4/2	2	1	1	1	1	267						
24	24	188	188	4.0	1	1	Chord	4/2	2	1	1	1	1	268						
24	24	186	186	3.0	1/2	1/2	Chord	4/2	2	2	3/4	1/2	3/2	269						
24	24	189	189	1.0	5/4	5/4	Chord	4/2	2	2	1/4	1/4	1	270						
24	24	190	190	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	271						
25	25	194	194	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	272						
25	25	196	196	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	273						
25	25	198	198	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	274						
25	25	192	192	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	275						
25	25	194	194	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	276						
25	25	196	196	4.0	1	1	Chord	4/2	1	2	1	1	1	277						
25	25	192	192	6.0	0	0	Chord	4/2	2	1	3/2	1	3/2	278						
25	25	198	198	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	279						
25	25	192	192	1.0	0	0	Chord	4/2	2	2	1/4	1/4	1	280						
25	25	193	193	1.0	1/4	1/4	Chord	4/2	2	2	1/4	1/4	1	281						
25	25	194	194	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	282						
25	25	196	196	4.0	1	1	Chord	4/2	2	2	1	1	1	283						
26	26	200	200	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	284						
26	26	202	202	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	285						
26	26	204	204	4.0	1	1	Chord	4/2	1	1	1	1	1	286						
26	26	202	202	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	287						
26	26	205	205	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	288						
26	26	206	206	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	289						
26	26	200	200	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	290						
26	26	202	202	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	291						
26	26	204	204	4.0	1	1	Chord	4/2	2	1	1	1	1	292						
26	26	202	202	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	293						
26	26	204	204	2.0	1	1	Chord	4/2	2	2	1/2	1/2	1	294						
26	26	206	206	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	295						
27	27	208	208	4.0	0	0	Chord	4/2	1	1	1	1	1	296						
27	27	212	212	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	297						
27	27	215	215	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	298						
27	27	208	208	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	299						
27	27	210	210	4.0	1/2	1/2	Chord	4/2	1	2	1	1	1	300						
27	27	214	214	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	301						
27	27	208	208	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	302						
27	27	210	210	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	303						
27	27	214	214	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	304						
27	27	208	208	2.0	0	0	Chord	4/2	2	2	1/2	1/2	1	305						
27	27	210	210	2.0	1/2	1/2	Chord	4/2	2	2	1/2	1/2	1	306						
27	27	212	212	4.0	1	1	Chord	4/2	2	2	1	1	1	307						
28	28	216	216	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	308						
28	28	218	218	4.0	1/2	1/2	Chord	4/2	1	1	1	1	1	309						
28	28	222	222	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	310						
28	28	223	223	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	311						
28	28	216	216	4.0	0	0	Chord	4/2	1	2	1	1	1	312						
28	28	220	220	4.0	1	1	Chord	4/2	1	2	1	1	1	313						
28	28	216	216	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	314						
28	28	218	218	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	315						
28	28	220	220	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	316						
28	28	222	222	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	317						
28	28	216	216	6.0	0	0	Chord	4/2	2	2	3/2	1	3/2	318						
28	28	222	222	2.0	3/2	3/2	Chord	4/2	2	2	1/2	1/2	1	319						
29	29	224	224	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	320						
29	29	226	226	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	321						
29	29	228	228	4.0	1	1	Chord	4/2	1	1	1	1	1	322						
