mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
3	3	9	9	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	28						
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	29						
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	30						
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	31						
3	3	11	11	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	32						
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	33						
3	3	8	8	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	34						
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	35						
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	36						
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	37						
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	38						
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	39						
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	40						
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	41						
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	42						
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	43						
4	4	13	13	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	44						
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	45						
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	46						
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	47						
4	4	12	12	4.0	0	0	Chord	4/4	1	2	1	1	1	48						
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	49						
4	4	13	13	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	50	ornamentTrill					
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	51						
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	52						
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	53						
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	54						
4	4	12	12	4.0	0	0	Chord	4/4	2	2	1	1	1	55						
5	5	16	16	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	56						
5	5	33/2	33/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	57						
5	5	35/2	35/2	1.0	3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	58						
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	59						
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	60						
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	61						
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	62						
5	5	35/2	35/2	1.0	3/8	3/8	Chord	4/4	1	2	1/4	1/4	1	63						
5	5	37/2	37/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	64						
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	65						
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66						
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	67						
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	68						
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	69						
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	70						
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	71						
5	5	16	16	4.0	0	0	Chord	4/4	2	2	1	1	1	72						
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	73						
6	6	21	21	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	74						
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	75						
6	6	20	20	4.0	0	0	Chord	4/4	1	2	1	1	1	76						
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	77						
6	6	21	21	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	78	ornamentTrill					
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	79						
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	80						
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81						
6	6	20	20	4.0	0	0	Chord	4/4	2	2	1	1	1	82						
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	83						
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	84						
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	85						
7	7	24	24	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	86						
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	87						
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	88						
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	89						
7	7	25	25	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	90						
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	91						
7	7	24	24	4.0	0	0	Chord	4/4	2	2	1	1	1	92						
8	8	28	28	2.0	0	0	Chord	8/4	1	1	1/2	1/2	1	93						
8	8	65/2	65/2	0.5	9/8	9/8	Chord	8/4	1	1	1/8	1/8	1	94						
8	8	33	33	0.5	5/4	5/4	Chord	8/4	1	1	1/8	1/8	1	95						
8	8	67/2	67/2	0.5	11/8	11/8	Chord	8/4	1	1	1/8	1/8	1	96						
8	8	34	34	0.5	3/2	3/2	Chord	8/4	1	1	1/8	1/8	1	97						
8	8	69/2	69/2	0.5	13/8	13/8	Chord	8/4	1	1	1/8	1/8	1	98						
8	8	35	35	0.5	7/4	7/4	Chord	8/4	1	1	1/8	1/8	1	99						
8	8	71/2	71/2	0.5	15/8	15/8	Chord	8/4	1	1	1/8	1/8	1	100						
8	8	28	28	0.5	0	0	Chord	8/4	1	2	1/8	1/8	1	101						
8	8	57/2	57/2	0.5	1/8	1/8	Chord	8/4	1	2	1/8	1/8	1	102						
8	8	29	29	0.5	1/4	1/4	Chord	8/4	1	2	1/8	1/8	1	103						
8	8	59/2	59/2	0.5	3/8	3/8	Chord	8/4	1	2	1/8	1/8	1	104						
8	8	30	30	0.5	1/2	1/2	Chord	8/4	1	2	1/8	1/8	1	105						
8	8	61/2	61/2	0.5	5/8	5/8	Chord	8/4	1	2	1/8	1/8	1	106						
8	8	31	31	0.5	3/4	3/4	Chord	8/4	1	2	1/8	1/8	1	107						
8	8	63/2	63/2	0.5	7/8	7/8	Chord	8/4	1	2	1/8	1/8	1	108						
8	8	32	32	2.0	1	1	Chord	8/4	1	2	1/2	1/2	1	109						
8	8	28	28	0.5	0	0	Chord	8/4	2	1	1/8	1/8	1	110						
8	8	57/2	57/2	0.5	1/8	1/8	Chord	8/4	2	1	1/8	1/8	1	111						
8	8	29	29	0.5	1/4	1/4	Chord	8/4	2	1	1/8	1/8	1	112						
8	8	59/2	59/2	0.5	3/8	3/8	Chord	8/4	2	1	1/8	1/8	1	113						
8	8	30	30	0.5	1/2	1/2	Chord	8/4	2	1	1/8	1/8	1	114						
8	8	61/2	61/2	0.5	5/8	5/8	Chord	8/4	2	1	1/8	1/8	1	115						
8	8	31	31	0.5	3/4	3/4	Chord	8/4	2	1	1/8	1/8	1	116						
8	8	63/2	63/2	0.5	7/8	7/8	Chord	8/4	2	1	1/8	1/8	1	117						
8	8	32	32	0.5	1	1	Chord	8/4	2	1	1/8	1/8	1	118						
8	8	65/2	65/2	0.5	9/8	9/8	Chord	8/4	2	1	1/8	1/8	1	119						
8	8	33	33	0.5	5/4	5/4	Chord	8/4	2	1	1/8	1/8	1	120						
8	8	67/2	67/2	0.5	11/8	11/8	Chord	8/4	2	1	1/8	1/8	1	121						
8	8	34	34	0.5	3/2	3/2	Chord	8/4	2	1	1/8	1/8	1	122						
8	8	69/2	69/2	0.5	13/8	13/8	Chord	8/4	2	1	1/8	1/8	1	123						
8	8	35	35	0.5	7/4	7/4	Chord	8/4	2	1	1/8	1/8	1	124						
8	8	71/2	71/2	0.5	15/8	15/8	Chord	8/4	2	1	1/8	1/8	1	125						
8	8	28	28	4.0	0	0	Chord	8/4	2	2	1	1	1	126						
8	8	32	32	4.0	1	1	Chord	8/4	2	2	1	1	1	127						
9	9	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	128						
9	9	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	129						
9	9	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	130						
9	9	37	37	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	131						
9	9	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	132						
9	9	38	38	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	133						
9	9	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	134						
9	9	39	39	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	135						
9	9	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	136						
9	9	36	36	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	137						
9	9	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	138						
9	9	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	139						
9	9	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	140						
9	9	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	141						
9	9	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	142						
9	9	36	36	4.0	0	0	Chord	4/4	2	2	1	1	1	143						
10	10	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	144						
10	10	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	145						
10	10	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	146						
10	10	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	147						
10	10	85/2	85/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	148						
10	10	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	149						
10	10	40	40	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	150						
10	10	40	40	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	151						
10	10	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	152						
10	10	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	153						
10	10	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	154						
10	10	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	155						
10	10	40	40	4.0	0	0	Chord	4/4	2	2	1	1	1	156						
11	11	44	44	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	157						
11	11	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	158						
11	11	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	159						
11	11	45	45	0.75	1/4	1/4	Chord	4/4	1	2	3/16	1/8	3/2	160						
11	11	183/4	183/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	161						
11	11	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	162						
11	11	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	163						
11	11	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	164						
11	11	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	165						
11	11	47	47	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	166	ornamentTrill					
11	11	191/4	191/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	167						
11	11	44	44	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	168						
11	11	46	46	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	169						
12	12	48	48	0.5	0	0	Chord	8/4	1	1	1/8	1/8	1	170						
12	12	97/2	97/2	0.5	1/8	1/8	Chord	8/4	1	1	1/8	1/8	1	171						
12	12	49	49	0.0	1/4	1/4	Tempo	8/4	1	1	0					𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0
12	12	49	49	0.75	1/4	1/4	Chord	8/4	1	1	3/16	1/8	3/2	172						
12	12	199/4	199/4	0.25	7/16	7/16	Chord	8/4	1	1	1/16	1/16	1	173						
12	12	50	50	0.0	1/2	1/2	Tempo	8/4	1	1	0					𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0
12	12	50	50	2.0	1/2	1/2	Chord	8/4	1	1	1/2	1/2	1	174						
12	12	51	51	0.0	3/4	3/4	Tempo	8/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
12	12	52	52	0.0	1	1	Tempo	8/4	1	1	0					𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0
12	12	52	52	4.0	1	1	Chord	8/4	1	1	1	1	1	175						
12	12	53	53	0.0	5/4	5/4	Tempo	8/4	1	1	0					𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0
12	12	56	56	0.0	2	2	Tempo	8/4	1	1	0					𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0
12	12	58	58	0.0	5/2	5/2	Tempo	8/4	1	1	0					𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0
12	12	101/2	101/2	0.5	5/8	5/8	Chord	8/4	1	2	1/8	1/8	1	176						
12	12	51	51	0.75	3/4	3/4	Chord	8/4	1	2	3/16	1/8	3/2	177	ornamentTrill					
12	12	207/4	207/4	0.25	15/16	15/16	Chord	8/4	1	2	1/16	1/16	1	178						
12	12	52	52	0.5	1	1	Chord	8/4	1	2	1/8	1/8	1	179						
12	12	105/2	105/2	0.5	9/8	9/8	Chord	8/4	1	2	1/8	1/8	1	180						
12	12	53	53	2.0	5/4	5/4	Chord	8/4	1	2	1/2	1/2	1	181						
12	12	55	55	1.0	7/4	7/4	Chord	8/4	1	2	1/4	1/4	1	182						
12	12	48	48	1.0	0	0	Chord	8/4	2	1	1/4	1/4	1	183						
12	12	49	49	2.0	1/4	1/4	Chord	8/4	2	1	1/2	1/2	1	184						
12	12	51	51	2.0	3/4	3/4	Chord	8/4	2	1	1/2	1/2	1	185						
12	12	107/2	107/2	0.5	11/8	11/8	Chord	8/4	2	1	1/8	1/8	1	186						
12	12	54	54	0.75	3/2	3/2	Chord	8/4	2	1	3/16	1/8	3/2	187	ornamentTrill					
12	12	219/4	219/4	0.25	27/16	27/16	Chord	8/4	2	1	1/16	1/16	1	188						
12	12	55	55	1.0	7/4	7/4	Chord	8/4	2	1	1/4	1/4	1	189						
12	12	48	48	2.0	0	0	Chord	8/4	2	2	1/2	1/2	1	190						
12	12	50	50	2.0	1/2	1/2	Chord	8/4	2	2	1/2	1/2	1	191						
12	12	52	52	4.0	1	1	Chord	8/4	2	2	1	1	1	192						
13	13	56	56	0.0	0	0	Tempo	8/4	1	1	0					𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0
13	13	56	56	8.0	0	0	Chord	8/4	1	1	2	2	1	193						
13	13	56	56	8.0	0	0	Chord	8/4	1	2	2	2	1	194						
13	13	56	56	8.0	0	0	Chord	8/4	2	1	2	2	1	195						
13	13	56	56	8.0	0	0	Chord	8/4	2	2	2	2	1	196						
