mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	0	0	0.0	0	0	Tempo	4/2	1	1	0				𝅗𝅥=90	180.0	𝅗𝅥	90.0	1.0
1	1	0	0	4.0	0	0	Chord	4/2	1	2	1	1	1	0					
1	1	4	4	2.0	1	1	Chord	4/2	1	2	1/2	1/2	1	1					
1	1	6	6	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	2					
2	2	8	8	4.0	0	0	Chord	4/2	1	1	1	1	1	3					
2	2	12	12	4.0	1	1	Chord	4/2	1	1	1	1	1	4					
2	2	8	8	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	5					
2	2	10	10	3.0	1/2	1/2	Chord	4/2	1	2	3/4	1/2	3/2	6					
2	2	13	13	1.0	5/4	5/4	Chord	4/2	1	2	1/4	1/4	1	7					
2	2	14	14	1.0	3/2	3/2	Chord	4/2	1	2	1/4	1/4	1	8					
2	2	15	15	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	9					
3	3	16	16	4.0	0	0	Chord	4/2	1	1	1	1	1	10					
3	3	20	20	4.0	1	1	Chord	4/2	1	1	1	1	1	11					
3	3	16	16	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	12					
3	3	18	18	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	13					
3	3	20	20	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	14					
3	3	21	21	2.0	5/4	5/4	Chord	4/2	1	2	1/2	1/2	1	15					
3	3	23	23	0.5	7/4	7/4	Chord	4/2	1	2	1/8	1/8	1	16					
3	3	47/2	47/2	0.5	15/8	15/8	Chord	4/2	1	2	1/8	1/8	1	17					
3	3	22	22	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	18					
4	4	24	24	4.0	0	0	Chord	4/2	1	1	1	1	1	19					
4	4	28	28	4.0	1	1	Chord	4/2	1	1	1	1	1	20					
4	4	24	24	1.0	0	0	Chord	4/2	1	2	1/4	1/4	1	21					
4	4	25	25	1.0	1/4	1/4	Chord	4/2	1	2	1/4	1/4	1	22					
4	4	26	26	1.0	1/2	1/2	Chord	4/2	1	2	1/4	1/4	1	23					
4	4	27	27	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	24					
4	4	28	28	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	25					
4	4	29	29	0.5	5/4	5/4	Chord	4/2	1	2	1/8	1/8	1	26					
4	4	59/2	59/2	0.5	11/8	11/8	Chord	4/2	1	2	1/8	1/8	1	27					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	1	2	1/2	1/2	1	28					
4	4	24	24	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	29					
4	4	26	26	4.0	1/2	1/2	Chord	4/2	2	1	1	1	1	30					
4	4	30	30	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	31					
5	5	32	32	4.0	0	0	Chord	4/2	1	1	1	1	1	32					
5	5	36	36	4.0	1	1	Chord	4/2	1	1	1	1	1	33					
5	5	32	32	2.0	0	0	Chord	4/2	1	2	1/2	1/2	1	34					
5	5	34	34	2.0	1/2	1/2	Chord	4/2	1	2	1/2	1/2	1	35					
5	5	36	36	3.0	1	1	Chord	4/2	1	2	3/4	1/2	3/2	36					
5	5	39	39	1.0	7/4	7/4	Chord	4/2	1	2	1/4	1/4	1	37					
5	5	32	32	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	38					
5	5	34	34	3.0	1/2	1/2	Chord	4/2	2	1	3/4	1/2	3/2	39					
5	5	37	37	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	40					
5	5	75/2	75/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	41					
5	5	38	38	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	42					
5	5	39	39	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	43					
6	6	40	40	8.0	0	0	Chord	4/2	1	1	2	2	1	44					
6	6	40	40	3.0	0	0	Chord	4/2	1	2	3/4	1/2	3/2	45					
6	6	43	43	1.0	3/4	3/4	Chord	4/2	1	2	1/4	1/4	1	46					
6	6	44	44	1.0	1	1	Chord	4/2	1	2	1/4	1/4	1	47					
